Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
33,283.06788,299.134043,282.953121,278.792251,267.90153,248.845187,214.679534,178.182961,58.585165,50.018365,48.785928,260.207708,304.629078,290.182954,272.573207,265.517455,260.996339,243.724966,219.832594,59.444256,53.156652,66.936351,227.604127,276.894054,271.337159,265.285505,261.304606,250.811032,229.89927,67.017283,184.170347,58.273613,56.304374,270.722331,295.50819,752.813114,743.488532,731.38344,702.769508,669.345593,635.15338,598.388049,431.216037,200.531093,212.583467,207.308873,177.547843,89.097918,41.124025,30.421808,1261.620918,2.517867,2.500293,2.481343,2.538527,2.469855,2.489399,-5.79E-05,-0.001127,-0.000235,0,
34,284.134769,300.380607,284.465318,279.935658,269.310306,250.19061,215.624512,178.597306,60.823701,49.680157,48.595398,261.396801,305.909546,291.874838,274.20219,267.002365,262.781711,245.562998,221.763188,58.482225,52.634272,66.89418,228.090682,278.038597,272.372934,266.286431,262.27011,252.118241,231.217429,66.424742,184.966357,57.715938,55.978222,271.137115,265.495019,753.334566,743.751541,731.315577,703.13962,670.329615,635.951246,600.618384,429.566102,200.040875,213.198118,208.419626,178.507854,91.050924,42.134237,30.878539,1261.627348,2.53313,2.521658,2.482564,2.533796,2.472449,2.486041,-0.00021,-0.000822,-8.28E-05,0,
35,285.317629,301.705801,285.723273,281.306311,270.835369,251.578352,216.68894,179.246497,63.433133,49.421349,48.299343,262.963881,307.268483,293.202552,275.76142,268.45468,264.347668,246.766237,223.508568,59.254844,52.080303,66.857489,228.355681,278.631985,273.19081,267.031706,262.867497,252.868086,232.427187,65.47059,186.493445,57.237264,55.672305,271.460727,262.275386,753.581511,743.666949,731.047844,703.456898,670.898741,637.165339,603.335629,426.891632,199.571621,213.643363,209.703426,179.336251,92.768004,42.866717,31.430876,1261.614488,2.581969,2.549281,2.499505,2.528913,2.467871,2.473832,-0.00021,-0.000975,-8.28E-05,0,
36,286.758548,303.435131,286.573915,282.046905,271.801985,252.927789,217.753034,179.89572,65.269421,49.458325,48.114277,263.896168,308.516791,294.30853,277.208407,269.868909,265.540079,248.457249,224.949626,61.644689,51.969487,66.784106,228.507098,279.26231,273.896938,267.627758,263.352762,253.355354,233.296352,65.287073,187.753284,56.905809,55.499035,271.806583,261.614483,753.002889,743.310122,730.618735,703.285487,670.873351,638.18504,605.823756,424.705931,199.81197,213.997212,211.00965,179.347695,93.845858,43.10086,31.85525,1261.627348,2.533282,2.509602,2.490805,2.53639,2.482521,2.449261,-0.00021,-0.000975,-0.000388,0,
37,287.539635,304.360122,287.540713,282.755806,272.625141,254.094769,218.138658,180.4361,65.274903,49.426874,48.008756,264.870923,309.439879,295.493298,278.548891,270.915995,266.327836,249.138917,226.54719,64.882352,51.753346,66.716202,229.231864,280.12039,275.017012,268.713281,264.47779,254.035459,233.906458,65.145735,188.598863,56.542962,55.283355,272.184001,260.798373,752.124055,742.653581,730.184171,703.254484,670.552534,639.451774,608.199378,424.279148,199.970292,214.877909,212.576184,179.964245,94.550569,42.994939,32.086144,1261.633779,2.528399,2.501361,2.475543,2.51823,2.45902,2.450634,-0.000363,-0.000975,-8.28E-05,0,
38,288.156283,305.158108,288.231942,283.595955,273.468522,254.90744,219.152963,181.150359,66.365264,49.009032,47.775565,265.716814,310.970002,296.771599,279.983228,272.169007,267.805887,249.540759,226.611659,65.60553,51.409769,66.668548,230.204303,281.961726,276.49119,270.042135,265.585582,255.41015,235.103677,65.905515,190.038101,56.310917,55.087947,272.544649,293.95974,751.339347,742.017382,729.733167,703.134156,670.215444,640.378104,609.912795,425.456783,199.615492,215.551143,213.554246,180.79273,94.833988,42.946627,32.11243,1261.620918,2.518173,2.504566,2.461196,2.523266,2.4784,2.426673,-5.79E-05,-0.000975,6.98E-05,0,
39,288.53096,306.082646,289.013443,284.267451,274.068315,255.699166,219.994105,181.690778,67.104797,48.681643,47.670017,266.802533,312.369266,298.397189,280.877842,273.215105,269.33689,250.672498,227.299268,63.885533,51.008748,66.674029,231.004247,283.522266,278.092414,271.610048,267.156756,256.987892,236.581391,67.231931,191.799714,56.242733,55.02525,272.927523,292.384658,751.203034,741.550374,729.010882,702.743972,669.827606,641.181976,611.001337,424.675312,198.673046,215.29631,213.375386,180.918715,95.397223,43.812321,32.236294,1261.633779,2.509473,2.490373,2.468522,2.523266,2.464056,2.470932,-0.00021,-0.000822,-0.000235,0,
40,289.27465,306.823201,290.274862,285.086714,274.333798,255.96674,220.417427,182.078431,67.183676,48.539184,47.453366,267.627195,313.474753,299.359625,281.920251,274.409309,270.346476,251.766175,228.403269,62.385069,50.866408,66.679509,231.388046,284.489963,279.062297,272.84246,268.354469,258.564559,238.133654,67.457528,193.3703,56.064007,54.945973,273.256465,293.743995,751.492221,741.691946,729.188696,703.030223,669.459746,641.681296,612.001991,421.716131,197.827809,214.339628,212.989133,181.409338,96.238651,45.551189,32.793545,1261.627348,2.518783,2.508686,2.472185,2.522808,2.464361,2.447734,-5.79E-05,-0.000975,-0.000388,0,
41,290.086422,307.594865,291.271808,285.715346,274.519451,255.891891,220.417427,182.3458,67.036878,48.539184,47.490399,268.259941,314.464506,300.389859,282.549584,275.189054,271.424412,252.478775,228.668321,61.392919,50.496699,66.532736,231.803949,285.044906,279.729708,273.511398,269.136494,259.49922,239.377795,68.044458,194.629697,55.879762,55.056599,273.553771,282.436548,751.713264,742.02289,729.482002,703.431358,669.749688,642.907215,612.828464,421.319791,196.911867,213.540608,213.255524,182.745715,97.196435,46.959858,33.243632,1261.627348,2.538624,2.52059,2.483327,2.533949,2.462224,2.457044,-0.00021,-0.000975,-8.28E-05,0,
42,290.966217,308.434353,292.115279,286.153477,274.662417,255.699166,220.639546,182.531077,66.774489,48.496656,47.299691,268.849755,315.338615,300.825794,283.17324,275.703205,271.604663,253.035602,229.268406,61.718187,50.269309,66.453866,232.062935,285.483256,280.094884,274.063161,269.61492,259.867399,239.899793,68.589166,195.234561,55.579428,55.130346,273.925353,276.208336,751.234352,741.728716,729.445338,703.868996,670.982104,643.808768,614.086286,423.013076,196.41569,213.312285,213.864345,184.502193,98.781346,48.144957,33.618559,1261.627348,2.517715,2.506702,2.462265,2.513957,2.470312,2.483904,-0.00021,-0.000822,0.000222,0,
43,291.746152,309.908893,293.264682,287.193911,275.336157,256.041588,221.176652,182.765957,65.935734,48.391181,47.157066,269.264547,316.260121,301.787519,284.066775,276.413876,271.647374,253.678447,230.106722,62.532024,50.089915,66.422652,232.559967,285.932579,280.656383,274.551608,270.178798,260.171943,240.357581,69.144777,196.156035,55.4375,55.082422,274.211446,274.972016,751.186478,741.570622,729.397688,704.332217,672.095147,644.15861,614.398984,426.135542,195.984386,212.95837,214.309495,184.987155,100.540843,50.020552,33.757258,1261.614488,2.519852,2.50655,2.480579,2.530744,2.47016,2.476731,-0.00021,-0.000669,-8.28E-05,0,
44,291.862277,311.12592,294.856155,288.529466,275.861283,256.421377,221.258231,183.039037,64.913208,48.285699,47.014426,270.311473,317.694211,302.859255,285.033977,277.309821,272.395983,253.684042,230.150214,63.933224,49.836517,66.391438,232.716789,286.714578,281.217761,275.337023,270.668127,260.812693,240.551582,69.920358,196.924809,55.221834,54.993901,274.642338,274.882866,751.098044,741.739732,729.492989,704.427028,672.515735,644.396642,615.570738,429.324956,196.083607,212.676698,214.978972,184.895493,102.298108,51.668497,34.154469,1261.640209,2.529162,2.514791,2.47249,2.506937,2.473212,2.48131,-5.79E-05,-0.000975,6.98E-05,0,
45,292.446644,312.184823,296.177804,289.447218,276.523616,257.126602,221.404383,183.224318,63.659027,48.317174,46.971845,271.049478,318.604275,303.588911,285.804945,278.194373,272.910439,254.652723,230.825632,63.376875,49.350018,66.27587,233.202409,287.485318,281.990216,275.925503,271.518244,261.218015,240.771987,70.794896,197.567669,55.105734,54.90357,274.959922,274.754754,750.455315,741.208449,729.183203,704.337682,672.644484,644.668967,616.740891,433.374633,196.600811,212.621529,215.836608,183.847327,103.537618,52.279577,34.699491,1261.620918,2.519394,2.504566,2.478443,2.515788,2.457189,2.469864,-5.79E-05,-0.001127,6.98E-05,0,
46,293.362585,312.913237,297.535733,290.4385,276.740662,257.644635,222.081808,183.638786,62.183849,48.200627,46.929263,271.82442,319.440931,304.943035,287.019183,278.967413,273.499049,255.246483,231.95471,61.718187,49.12245,66.270389,233.650159,288.034141,282.466184,276.550958,271.847438,261.623268,240.992371,71.339382,197.943451,54.989626,54.824289,275.251459,274.154884,749.75006,740.798529,728.994404,704.040427,672.675315,644.591422,617.274792,438.00837,198.541417,212.806133,217.08558,184.758043,104.234375,52.458611,35.292886,1261.614488,2.510694,2.516164,2.476611,2.529676,2.472144,2.484668,-0.00021,-0.000975,-8.28E-05,0,
47,293.847133,313.652469,298.277976,291.034544,276.894582,258.211108,222.542782,184.255654,60.682106,48.169148,46.971845,272.238703,320.105342,305.683229,288.354738,280.529395,274.692484,255.85127,232.56534,61.245902,49.090966,66.202476,233.920243,288.409158,282.879064,276.927599,272.262061,261.852901,241.299309,71.601496,197.796559,54.884523,54.750529,275.585657,274.563484,749.381821,740.504433,728.957743,703.967482,672.530267,644.338945,617.562426,438.943105,199.3427,213.262827,218.339781,186.132721,104.82598,52.606251,36.302959,1261.614488,2.541372,2.525321,2.481343,2.536848,2.470007,2.450634,-0.000363,-0.001127,-0.000235,0,
48,294.14189,314.166019,298.719941,291.477363,277.413844,258.323269,222.61866,184.561239,59.431526,48.021106,47.082981,272.090081,320.727589,306.344336,289.093374,281.048004,275.137796,256.487745,232.981186,60.804804,48.831866,66.092384,234.67564,289.111073,283.360399,277.298645,272.819776,262.375618,241.299309,71.528172,197.643966,54.663285,54.645411,275.925373,275.200388,749.608278,740.656985,729.183203,704.155311,672.571961,644.12795,618.107153,439.415824,201.446565,213.534907,219.713141,186.634857,105.793274,52.722505,37.018791,1261.620918,2.576017,2.537225,2.490042,2.536085,2.468634,2.45506,-0.000363,-0.000975,-8.28E-05,0,
49,294.394273,315.224125,299.340457,291.803924,277.742059,257.981184,222.726809,184.593735,58.506057,47.904534,46.855165,271.935899,320.941719,306.816241,289.567871,281.375809,275.169357,257.006182,232.332843,60.358137,48.715281,66.086903,235.387421,289.65958,284.021195,277.73829,273.148795,262.929971,241.444327,71.486033,197.752713,54.436512,54.42963,276.339283,298.976492,750.092536,741.030127,729.115372,703.941939,672.50487,644.133357,618.436162,440.355812,201.452281,213.692816,221.047941,187.098805,106.946166,52.395854,37.136491,1261.627348,2.621957,2.57431,2.490195,2.527081,2.446964,2.453381,-0.00021,-0.000822,0.000222,0,
50,294.657645,315.779618,300.045472,292.436576,278.303758,257.799803,222.656598,184.675834,57.628016,47.724976,46.490151,272.090081,322.374307,308.143405,290.311707,282.010861,275.73142,257.535675,231.468702,59.959148,48.720809,66.055686,235.808313,290.255932,284.729881,278.337286,273.600364,263.34607,241.788863,71.784805,197.682115,54.368259,54.318965,276.71045,297.024542,750.350341,741.324257,729.225358,703.796054,672.14227,644.025159,619.658845,439.744735,201.452281,214.453759,222.338529,186.984249,107.649726,51.805137,36.87491,1261.627348,2.572049,2.533104,2.511715,2.540663,2.475653,2.46498,-0.00021,-0.000975,-0.000388,0,
51,295.357459,315.962942,300.376771,292.916066,278.674465,258.211108,222.656598,184.790429,56.780939,47.280659,46.045355,273.130241,323.398641,308.950865,291.787784,283.121414,276.807007,258.433524,231.241754,59.002829,48.646766,65.90889,236.223499,290.662063,285.469852,279.264286,274.45501,264.092297,242.391253,72.078093,197.682115,54.220727,54.250713,276.938685,331.463449,750.392689,741.219463,729.084204,703.728577,672.038926,644.679782,620.779191,441.044123,204.31792,215.258275,223.558378,186.722675,107.840471,51.182795,36.469332,1261.633779,2.565639,2.524863,2.47829,2.538069,2.455663,2.430489,-5.79E-05,-0.001127,-0.000388,0,
52,295.830684,316.397415,301.144179,293.31622,278.854261,258.579375,222.764746,185.013917,55.596288,46.608374,45.706118,274.090163,323.685804,309.422438,292.925726,284.003998,277.913662,259.58715,232.559696,58.261427,48.604215,65.940108,236.595246,291.062625,286.019178,279.963049,275.155255,265.205627,243.514706,72.512536,198.248622,54.141448,54.055192,277.372854,334.775724,751.007815,741.723209,729.219866,703.644708,672.136838,645.282173,621.164078,439.811243,205.678717,216.083543,224.381462,187.551304,108.496209,50.469665,35.971979,1261.620918,2.593569,2.527152,2.492637,2.521435,2.44788,2.453992,-0.00021,-0.000975,-8.28E-05,0,
53,296.162068,317.093904,301.990486,293.906177,279.187828,258.915789,222.840619,185.319506,54.600802,46.20075,45.335242,275.018146,325.148673,310.559789,293.921278,284.928803,278.840121,260.521575,233.240137,57.672521,48.456113,65.866709,236.972571,292.022214,286.684849,280.815366,275.749451,265.839434,244.379968,72.439217,198.553781,54.030786,53.944504,277.669671,334.082026,751.376185,742.127702,729.439845,703.024759,671.955547,645.78721,621.595736,441.141182,206.59332,217.072066,225.064016,188.238631,109.052098,49.767283,35.485616,1261.620918,2.608831,2.544703,2.505762,2.542037,2.460088,2.466506,-0.000363,-0.001127,6.98E-05,0,
54,296.861541,317.93687,303.020487,294.790896,279.632516,259.401634,223.144089,185.739691,54.785193,46.052492,45.075565,276.205459,326.428326,311.403413,294.805937,285.81632,279.840321,261.679742,232.257221,56.678361,48.345026,65.830009,237.576173,292.98149,287.683054,281.556284,276.491998,266.845721,245.132113,72.255918,197.752713,54.104561,53.913135,278.009106,334.014472,751.160678,741.949345,729.482002,702.738508,671.70718,646.983215,623.220051,441.793503,206.33229,218.18,225.486732,188.511645,109.057655,49.144097,35.042083,1261.627348,2.619515,2.567137,2.504694,2.534101,2.479926,2.479936,-5.79E-05,-0.001127,6.98E-05,0,
55,297.224122,318.810846,303.97115,295.59616,280.071594,260.218024,223.441865,186.077777,56.40153,45.972818,44.810291,276.867536,327.958025,312.644701,295.758526,286.291417,280.649481,263.018415,232.743082,55.862433,48.117296,65.677723,237.721418,293.824316,288.675389,282.513638,277.48855,267.622533,245.728043,72.323763,197.212923,53.914608,53.839337,278.380029,334.014472,750.387171,741.250723,729.078711,702.738508,671.380884,648.101854,623.759765,441.290333,205.989315,219.053926,225.941611,188.740749,108.7241,48.663118,34.630205,1261.627348,2.579985,2.536004,2.498284,2.547836,2.461156,2.476426,-0.00021,-0.000822,-0.000235,0,
56,297.860761,319.261438,304.496869,296.159839,280.564237,261.050858,223.718674,186.509368,56.854612,45.835612,44.635825,277.249438,329.0652,313.682107,296.80099,287.263442,281.511996,263.887978,233.774886,55.726052,48.017243,65.615283,238.03441,294.830892,289.794729,283.413197,278.538414,268.266815,246.265494,72.334714,196.995413,53.778056,53.66036,278.682286,333.837376,749.766612,740.667997,728.680946,702.160593,671.6401,648.576429,623.585248,442.589537,206.985773,220.009268,226.250501,189.662873,108.35911,47.965404,34.373633,1261.633779,2.610815,2.55447,2.499505,2.535169,2.465429,2.464827,-0.00021,-0.000822,-8.28E-05,0,
57,298.223227,319.878743,304.895768,296.706912,281.114259,261.754679,223.978472,186.885652,56.185954,45.792999,44.593166,277.874172,330.557597,315.032622,297.789789,288.218577,282.801624,265.188097,234.902677,56.236353,47.863548,65.609801,238.594416,296.226004,291.044782,284.443886,280.053199,269.787603,246.823563,72.659172,197.638268,53.772547,53.581021,279.121714,354.50083,749.429677,740.478684,727.869042,701.498909,672.214788,649.040217,624.551414,444.488688,207.246767,220.763093,226.775365,189.618967,108.094218,47.404391,33.993355,1261.627348,2.600742,2.552028,2.491263,2.540358,2.470923,2.455365,-0.000363,-0.000822,-8.28E-05,0,
58,298.3759,321.129497,305.636386,297.412201,282.008431,262.357473,224.666632,187.426133,56.265151,45.761464,44.635825,278.806297,331.622257,316.430272,299.120536,289.479838,283.916785,266.014012,236.230009,56.389202,47.869079,65.541877,239.127858,297.410481,291.936249,285.374266,280.911205,271.318537,247.69322,72.847941,199.131618,53.704267,53.538585,279.486921,307.281585,748.982307,740.142343,727.3871,701.165369,672.644484,649.648424,625.013851,445.489358,207.545844,221.516735,227.413784,190.376887,107.903447,46.991354,33.725394,1261.620918,2.545034,2.528221,2.489126,2.554703,2.473517,2.4778,-5.79E-05,-0.000975,6.98E-05,0,
59,298.66473,322.588646,306.953754,298.32724,282.632175,263.023589,225.457018,187.993401,56.554403,45.867145,44.481817,280.134462,332.602775,317.706667,300.623692,291.098589,285.168292,267.089382,237.243491,57.157092,47.789459,65.462988,239.499167,298.178445,292.853327,286.145381,281.461484,271.907995,248.701521,72.879124,200.38446,53.624964,53.507209,279.751977,311.361791,749.171924,740.368403,727.246,700.952123,673.048814,650.231413,626.170945,445.997738,207.58965,222.357467,228.177026,191.566197,108.538818,47.071005,33.468604,1261.627348,2.596469,2.545008,2.491263,2.537306,2.463751,2.462691,-5.79E-05,-0.001127,6.98E-05,0,
60,298.817382,323.289642,308.244886,299.437034,283.562834,263.551453,225.841668,188.381081,56.338844,45.872684,44.487363,281.43599,333.703548,318.773967,302.100379,292.838109,286.614989,268.36162,239.097559,56.978478,47.757945,65.321652,240.183137,298.736303,293.48603,287.001253,282.244951,273.177461,249.720595,72.884599,202.182195,53.630474,53.464772,280.117095,316.489552,749.092766,740.326137,727.130569,700.217706,673.478575,650.659218,627.821424,445.633074,207.088657,222.996886,229.420879,191.102321,109.645234,46.954304,33.313008,1261.620918,2.600589,2.558285,2.504236,2.524182,2.460088,2.444835,-5.79E-05,-0.000669,0.000222,0,
61,299.295586,324.314452,309.089497,300.173023,284.26572,264.260092,226.29639,188.763053,55.712368,45.761464,44.153258,282.657342,334.762155,320.164947,303.717951,294.681691,288.53539,269.999852,240.982277,56.868002,47.757945,65.395062,240.748277,299.840737,294.408138,287.40785,282.837511,273.883482,250.658598,72.921258,203.135187,53.630474,53.449988,280.509928,316.474874,748.525746,740.054094,726.712795,699.401376,674.189436,651.691828,629.103151,443.714312,206.882889,223.930115,231.108686,191.354291,110.557552,46.754205,33.260496,1261.646641,2.579222,2.534783,2.486227,2.518077,2.464208,2.438883,9.47E-05,-0.000822,-0.000235,0,
62,299.700165,325.156099,310.117464,301.092777,284.931443,264.931236,227.054097,189.183218,55.786082,45.761464,44.153258,284.506809,335.930046,321.482323,305.481715,296.303121,290.159324,271.897322,243.54313,58.377325,47.683851,65.284947,241.46393,301.128773,295.69862,288.738119,283.91119,274.589302,251.333725,73.361151,203.935573,53.630474,53.464772,280.747117,317.405539,747.804242,739.370488,726.287779,699.015158,674.784356,653.006327,630.125849,444.016182,207.012455,225.045106,232.485427,191.140501,110.980507,46.287225,33.050498,1261.620918,2.565486,2.535699,2.489584,2.480993,2.471075,2.482989,-5.79E-05,-0.000975,-8.28E-05,0,
63,299.663387,325.302457,310.557937,301.497388,285.597003,265.825798,227.697986,189.412397,55.49121,45.872684,44.30176,285.431067,336.696348,322.323784,306.840686,298.03417,291.561076,273.049964,246.101229,57.898878,47.757945,65.284947,242.51819,302.01171,296.546357,289.69848,284.910437,275.703347,252.383532,74.240911,205.459782,53.851843,53.51274,281.12875,317.819491,747.594418,739.160991,726.078924,699.426895,676.065029,654.028491,629.344414,445.392335,208.128679,226.117931,233.819827,191.457383,110.694817,45.964677,32.874196,1261.633779,2.554497,2.514638,2.478443,2.528455,2.473517,2.484362,-0.00021,-0.000669,-8.28E-05,0,
64,299.626609,325.851264,311.071758,301.938727,286.077584,266.869027,228.56889,189.794356,55.011942,45.909756,44.30176,285.8746,337.717929,323.165095,307.758622,298.991367,292.409179,273.756154,247.830133,57.788451,47.572702,65.138122,243.045145,302.563428,297.099104,290.178539,285.650382,276.223065,253.170575,74.240911,206.259806,53.999406,53.507209,281.53072,312.132194,747.588903,739.118736,726.110073,699.71296,676.313588,654.059197,628.294848,446.68035,208.084878,227.173319,234.758799,192.673346,110.281216,45.736627,32.680994,1261.627348,2.571591,2.547145,2.498284,2.534712,2.472144,2.481768,-0.00021,-0.000975,-0.000235,0,
65,300.031147,326.948696,311.989128,302.857997,286.779822,267.874563,229.515209,190.711031,55.564932,46.132161,44.376004,286.170248,338.265133,324.189099,308.823141,299.911482,293.22018,274.647896,248.919439,57.199412,47.535651,65.101414,243.4591,303.151828,297.688595,291.249154,286.464092,277.076654,254.107182,74.387535,207.554797,54.146956,53.538585,281.784468,306.804076,747.620196,739.039732,725.921395,699.743941,676.090442,654.01766,628.325456,448.830378,208.117262,228.114684,235.735188,193.736509,110.461116,45.545629,32.562806,1261.620918,2.603337,2.55157,2.4934,2.503579,2.47077,2.470322,9.47E-05,-0.000822,6.98E-05,0,
66,300.05693,327.669269,312.56518,303.839553,287.766397,268.645236,230.790372,191.387105,55.996201,46.195212,44.327791,287.082907,339.38497,325.530996,309.876399,301.188221,294.130494,275.453958,250.072098,57.151592,47.450479,64.943616,244.35079,304.096787,298.708945,292.050063,287.451372,277.955972,255.069669,74.596521,208.305009,54.13594,53.581021,282.123365,302.693011,748.104245,739.118736,725.890247,699.968057,675.950741,653.878589,629.663101,450.272541,208.275336,228.953483,236.986735,194.772848,110.837656,45.439914,32.455855,1261.627348,2.599826,2.552639,2.509731,2.517467,2.472449,2.477647,-0.00021,-0.000822,-0.000235,0,
67,299.847272,327.936182,312.979648,304.6958,288.663899,269.326258,231.709381,192.047767,55.67551,46.169225,44.338883,288.312758,340.927488,327.150194,310.694498,302.118709,295.504553,276.875856,251.846767,57.420321,47.461544,64.917873,245.452599,305.210443,299.824588,293.426094,288.23863,278.671723,256.203808,74.680782,208.849418,54.220727,53.586552,282.49925,304.536869,748.661978,739.712278,726.078924,700.337965,676.173883,654.172981,630.78489,451.463181,208.395315,229.867724,238.199928,195.198422,110.917424,45.259996,32.386423,1261.633779,2.605626,2.555081,2.49691,2.51182,2.473517,2.483294,-0.000516,-0.000975,-8.28E-05,0,
68,300.093703,328.693183,313.335495,305.125754,289.20677,269.984863,232.681093,192.380078,55.037803,46.158149,44.402034,289.66765,341.864558,328.381691,311.820591,303.247562,296.782366,277.829616,252.997974,57.33569,47.413424,64.906907,246.118027,306.007884,300.807463,294.226417,289.151394,279.550493,257.315047,74.743144,208.914186,54.246595,53.628987,282.912108,312.509994,749.293421,740.747029,726.597377,700.926596,676.469607,655.298308,631.042399,453.623404,209.0485,230.819491,239.487936,195.891135,110.403613,45.080052,32.279455,1261.640209,2.611578,2.545619,2.513546,2.516704,2.467871,2.477952,-0.00021,-0.000822,-8.28E-05,0,
69,299.957598,329.289099,313.529832,305.504127,289.734676,270.591122,233.675009,193.460757,55.011942,46.169225,44.52448,290.527435,342.75036,329.232892,312.748281,304.361247,297.860841,279.064768,254.24592,56.978478,47.350377,64.771032,246.655406,307.01075,301.59125,294.937951,290.270582,280.33992,257.96201,75.047339,209.268183,54.220727,53.544116,283.234219,312.499,749.319209,741.030127,727.099413,701.535364,676.495021,654.998446,631.175673,453.756293,209.075169,231.640441,240.758324,197.177205,109.280059,44.846281,32.268202,1261.627348,2.591432,2.547603,2.499657,2.540969,2.471686,2.482378,-5.79E-05,-0.00128,6.98E-05,0,
70,300.025651,330.197579,314.441164,305.976203,290.356674,271.478017,235.142604,194.486055,57.106946,46.20075,44.704505,290.964654,344.020616,330.469355,314.172495,305.935701,299.58463,280.319794,255.925747,58.187823,47.418957,64.692127,247.551497,308.474245,302.542311,295.927652,291.188211,281.482968,258.853719,75.628353,210.404374,54.362751,53.612396,283.561838,316.23304,749.42416,741.429053,727.570345,702.186126,676.525872,654.920775,629.693715,452.745352,209.792991,232.580237,242.184352,197.972789,108.31095,44.692266,32.30011,1261.620918,2.606084,2.561032,2.51263,2.539443,2.469244,2.48192,9.47E-05,-0.000822,-8.28E-05,0,
