Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
30,273.883107,211.368597,153.891425,140.486585,120.199819,42.593676,36.58954,37.053281,249.312479,248.80333,158.42997,119.51725,92.406595,34.717263,25.935418,25.206672,103.223859,71.168823,41.994153,35.130721,27.868457,25.883385,24.638098,83.104335,72.210754,39.603697,29.986585,26.929506,25.606794,24.338776,2.508228,2.525423,2.520976,2.507089,2.527472,2.519369,2.521738,2.53973,2.533153,2.530028,2.55598,2.555918,2.504037,2.526718,-0.000341,-0.000142,-0.000516,-0.000211,1.20E-05,0.000339,0.00027,8.08E-05,2.54387,2.552101,2.526257,2.551915,27.283146,28.659119,28.927614,28.110226,0,
31,298.620148,214.752855,153.663599,141.392766,120.461088,42.221589,36.81399,37.838152,271.950596,244.930718,158.84825,123.027318,98.449767,35.990327,26.27514,26.000147,107.589377,73.186152,43.779074,36.253625,27.943856,25.958937,24.713748,88.353524,76.392235,41.131811,29.948949,26.967244,25.682381,24.414431,2.507312,2.52588,2.520823,2.507242,2.528846,2.518759,2.521891,2.540646,2.535137,2.532012,2.556896,2.555155,2.503121,2.53038,-0.000188,-0.000142,-0.000668,-0.000669,-0.000141,0.000187,0.000423,0.000233,2.544175,2.553322,2.52641,2.551458,27.277638,28.766615,28.922115,28.02932,0,
32,336.249576,215.9689,156.778841,145.626838,123.038587,41.365347,36.888797,38.697137,313.352956,243.349765,161.130736,125.683303,100.849335,35.990327,26.501561,26.604307,111.371263,76.486851,46.117892,37.973173,28.170022,26.110024,24.789393,92.396693,81.711697,43.847704,29.911312,26.967244,25.682381,24.376604,2.507007,2.526186,2.520518,2.506784,2.52732,2.519522,2.521586,2.541561,2.53529,2.533385,2.556132,2.555765,2.503426,2.531143,0.000117,-0.000142,-0.000668,-0.000364,-0.000141,3.39E-05,-3.49E-05,0.000233,2.541733,2.55378,2.521222,2.550084,27.294161,28.783114,28.938612,28.083532,0,
33,382.370198,218.671004,160.283473,150.481252,126.823898,43.603167,37.118644,39.411685,324.820022,252.262414,174.66756,128.086399,105.514236,37.753157,27.072916,27.251363,114.757536,78.766156,48.606048,39.844682,28.816065,26.342129,24.794915,96.598561,86.342897,46.377636,29.916808,26.935018,25.725691,24.45778,2.502887,2.528169,2.520823,2.506631,2.526862,2.51998,2.521128,2.54324,2.531321,2.53369,2.558117,2.555765,2.503884,2.530228,-0.000341,1.10E-05,-0.000516,9.37E-05,1.20E-05,-0.000271,0.00027,0.000386,2.542954,2.553932,2.526104,2.551458,27.331896,28.745451,29.051566,28.158931,0,
34,386.790641,236.346432,164.852973,157.087866,132.452639,46.758842,38.015738,39.560912,338.079399,262.069548,192.462075,132.139807,112.859702,43.93832,28.618014,28.081022,117.623404,82.104604,50.825683,41.856609,29.267976,26.417649,24.870555,100.396581,89.6135,48.267831,29.87917,26.972755,25.725691,24.571248,2.505633,2.530153,2.520671,2.507089,2.526404,2.519522,2.520365,2.542325,2.537579,2.532164,2.555827,2.556833,2.504037,2.530991,-0.000341,1.10E-05,-0.000668,-5.88E-05,1.20E-05,0.000339,0.00027,0.000233,2.544633,2.553932,2.525799,2.552373,27.331896,28.858437,28.900958,28.158931,0,
35,392.831248,238.000218,168.316136,160.391342,138.885143,65.264557,39.13064,39.667373,335.081603,260.756375,205.238568,134.39015,119.297391,51.455625,29.365405,28.263986,119.556053,84.962183,52.77827,43.748203,29.450717,26.487649,25.016297,103.419725,93.765637,50.150067,29.836034,27.004979,25.720173,24.527903,2.508228,2.531221,2.520976,2.506479,2.527167,2.519675,2.52357,2.541867,2.532542,2.531554,2.555064,2.55546,2.50068,2.530533,-0.000188,1.10E-05,-0.000668,-0.000211,-0.000141,0.000187,0.000423,0.000233,2.540512,2.553627,2.526257,2.550694,27.401854,28.815276,28.970766,28.153427,0,
36,390.763055,245.860961,170.789791,164.26949,140.841662,69.664006,40.617285,39.475406,341.898395,255.400274,213.572749,138.489722,122.541268,55.031465,31.014393,28.672998,123.134381,88.005314,55.060416,45.674014,29.896861,26.633149,25.12421,106.706664,97.408114,51.734347,29.868178,26.999469,25.790236,24.598021,2.506244,2.530916,2.520671,2.506631,2.52732,2.51998,2.522807,2.541867,2.534984,2.534759,2.553538,2.550577,2.501748,2.529312,-0.000341,1.10E-05,-0.000668,-5.88E-05,0.000165,0.000339,0.000423,0.000691,2.524793,2.551491,2.523663,2.543521,27.401854,28.852937,28.970766,28.115729,0,
37,397.021996,270.492526,173.42278,166.212833,141.861162,76.119798,42.2936,40.295867,341.789009,259.36767,214.827908,142.490105,122.242222,51.745883,32.253558,27.579832,126.83799,91.976085,57.860608,47.602377,30.912349,26.670899,25.162019,109.559768,99.880138,52.91632,29.868178,26.961733,25.790236,24.711474,2.508685,2.532137,2.522807,2.506784,2.527014,2.519217,2.520975,2.543393,2.536205,2.539795,2.55659,2.555155,2.504037,2.528396,-0.000188,0.000164,-0.000516,-5.88E-05,1.20E-05,3.39E-05,0.000575,0.000539,2.538528,2.54493,2.534344,2.549931,27.471809,28.847438,28.889959,28.072525,0,
38,389.754732,290.976887,176.902376,166.027835,143.340184,82.43495,44.084511,43.131183,352.978668,253.344509,219.963447,142.986778,124.30468,53.081049,31.470654,27.245854,130.855223,96.768657,61.691911,49.607438,32.57061,26.751907,25.280958,111.568756,102.767045,54.250419,29.873674,27.042714,25.909112,24.716996,2.514637,2.530763,2.52296,2.506326,2.527014,2.518759,2.520975,2.543851,2.538189,2.534301,2.55659,2.556223,2.502358,2.529159,-0.000341,0.000164,-0.000668,-5.88E-05,0.000165,0.000339,0.00027,0.000691,2.544785,2.547981,2.52641,2.543063,27.547265,28.847438,28.927614,28.147924,0,
39,407.654119,304.859473,182.522329,171.448448,145.917349,97.775925,45.872848,45.031894,350.435456,262.069548,234.021777,148.591801,126.706844,52.827961,30.236063,27.439979,135.859814,100.832395,65.113913,51.75756,34.526043,26.946134,25.437683,114.323513,105.547063,56.173283,29.916808,27.123689,25.952412,24.684703,2.509448,2.531832,2.524181,2.507242,2.527472,2.518912,2.521281,2.544309,2.533611,2.538726,2.555369,2.555918,2.503732,2.529007,-3.59E-05,1.10E-05,-0.000668,-5.88E-05,1.20E-05,0.000492,0.00027,0.000691,2.537155,2.550423,2.520001,2.546421,27.590496,28.852937,28.857803,28.115729,0,
40,446.015869,316.663221,187.330157,178.963198,150.950138,112.279157,47.499624,45.175001,361.491278,277.552504,222.08905,153.250147,130.077298,50.013492,29.553545,28.188602,139.433267,104.893264,68.96225,53.930879,36.50439,27.129305,25.469962,116.699383,107.653064,58.046649,29.948949,27.118179,25.909112,24.792625,2.508838,2.531526,2.522655,2.507089,2.527625,2.517691,2.520365,2.539883,2.531169,2.531859,2.55308,2.555155,2.503274,2.52977,-0.000188,0.000164,-0.000516,9.37E-05,0.000165,0.000492,0.000575,0.000539,2.54448,2.549507,2.519085,2.542605,27.584991,28.922756,28.889959,28.110226,0,
41,471.786004,325.224166,195.542034,187.213969,158.735542,117.302499,47.054678,44.877925,373.732777,304.771957,223.720199,159.937747,135.529706,51.233847,28.72548,28.490104,143.585396,109.0794,72.593422,55.885681,37.550988,27.317954,25.621141,120.090983,109.470064,61.247846,29.948949,27.193639,26.022459,24.830437,2.509754,2.532289,2.522807,2.506937,2.528083,2.517996,2.521891,2.548125,2.538495,2.536285,2.554911,2.549967,2.496254,2.519087,-0.000188,0.000164,-0.000668,9.37E-05,0.00047,0.000492,0.000575,0.000386,2.54097,2.553017,2.52763,2.550084,27.628221,28.890596,28.857803,28.153427,0,
42,468.700157,323.396225,198.519795,194.356488,166.425975,101.941871,45.496193,45.397762,368.722539,314.906863,219.621697,166.105548,140.318321,54.409757,28.612512,27.962419,147.026524,112.346075,75.673635,58.05942,38.596597,27.431128,25.696723,124.087515,111.586021,65.436744,29.948949,27.231367,25.984678,24.906057,2.509906,2.5329,2.520823,2.506326,2.52793,2.519217,2.522349,2.552093,2.543379,2.542542,2.555674,2.554392,2.503426,2.528244,-0.000188,0.000164,-0.000516,9.37E-05,1.20E-05,0.000187,0.000728,0.000844,2.54387,2.553627,2.527783,2.552221,27.590496,28.852937,28.895458,28.191125,0,
43,486.808673,328.836174,203.054823,196.832706,180.232836,110.899484,46.158924,45.429465,365.847421,325.231232,220.033841,172.887119,146.854129,55.47399,29.435167,28.22079,151.945854,115.278387,77.281711,60.372718,39.523905,27.614216,25.804569,127.675619,113.47596,68.111175,29.905817,27.225857,26.054724,24.938344,2.512958,2.527712,2.520366,2.506631,2.526556,2.51998,2.521281,2.550109,2.543073,2.530791,2.555369,2.554545,2.504037,2.52626,-0.000188,1.10E-05,-0.000821,-5.88E-05,1.20E-05,3.39E-05,0.000575,0.000844,2.542801,2.552559,2.52763,2.55161,27.665944,28.852937,28.782487,28.266515,0,
44,473.585244,319.743577,208.479238,201.652505,193.840194,126.46205,46.98592,45.885698,378.889687,332.079604,247.021456,178.776147,152.096863,58.358689,30.649585,29.512539,157.613252,118.269291,78.539249,62.442655,40.205905,27.889207,25.891171,132.151356,115.942717,69.442895,30.217865,27.312328,26.103533,24.987194,2.515247,2.529695,2.52006,2.506326,2.527625,2.519675,2.521738,2.547972,2.538647,2.536437,2.555369,2.55485,2.5019,2.525802,-0.000188,1.10E-05,-5.79E-05,0.000246,-0.000141,0.000339,0.000881,0.000997,2.528913,2.549965,2.531903,2.552526,27.96768,28.890596,28.782487,28.304209,0,
45,489.542134,322.304473,216.852332,209.734064,202.464991,128.523743,45.427353,45.848588,387.080399,340.87942,290.95511,197.486471,157.5674,73.381319,31.363467,30.829328,163.775058,121.926901,80.152981,64.500371,40.988368,28.00232,26.042291,136.66482,118.178386,74.064673,30.782115,27.274603,26.103533,24.987194,2.513416,2.528169,2.520518,2.506937,2.527472,2.519369,2.522501,2.554077,2.539105,2.536285,2.554301,2.55485,2.501595,2.526565,-0.000341,0.000316,-0.000516,9.37E-05,0.000165,3.39E-05,0.001186,0.000997,2.542344,2.553475,2.52763,2.553137,28.113013,28.847438,28.776987,28.223318,0,
46,478.638451,347.257515,230.994019,218.592504,207.796147,127.843264,44.418999,45.731832,398.3289,362.475707,332.525753,207.662402,160.567381,87.834767,31.733515,31.613125,169.712502,125.961318,82.201922,66.808477,41.913753,28.109915,26.036775,142.240598,121.046318,78.313612,31.265399,27.570857,26.135795,25.095085,2.513721,2.533968,2.52006,2.506174,2.527472,2.519522,2.521128,2.555451,2.543073,2.534453,2.558117,2.556223,2.49717,2.525954,-0.000188,-0.000142,-0.000516,9.37E-05,0.000165,0.000187,0.001186,0.000844,2.54036,2.550423,2.526715,2.553594,28.296026,28.841938,28.846804,28.142422,0,
47,467.52125,362.067054,247.816566,226.86974,218.644866,132.316032,46.429501,46.590591,397.466465,359.352427,299.65414,210.029278,163.200247,96.635255,32.602223,32.632542,174.714012,130.353954,84.225575,69.199478,43.035211,28.379274,26.117843,145.685432,124.453814,77.98887,31.458817,27.500932,26.21686,25.176208,2.516468,2.535494,2.520976,2.50541,2.527472,2.519369,2.522501,2.552398,2.5359,2.533996,2.55888,2.555308,2.501595,2.526718,-0.000188,0.000316,-0.00021,0.000246,0.000165,0.000339,0.001186,0.000997,2.543107,2.556526,2.524426,2.549321,28.565394,28.847438,28.889959,28.261013,0,
48,443.291607,383.037175,272.633495,232.433847,225.551004,137.51035,47.61625,46.961437,404.224065,364.590214,308.697198,214.709721,171.206918,104.723101,32.602223,32.44485,179.980449,135.316531,87.603626,72.061063,44.001601,28.680741,26.19339,147.728907,126.550722,78.098902,31.684288,27.689504,26.254633,25.214007,2.509906,2.526186,2.520976,2.505716,2.525946,2.519064,2.52006,2.550719,2.540479,2.532775,2.55659,2.55607,2.498086,2.524886,-0.000341,0.000164,-0.000668,0.000399,0.000317,0.000339,0.001338,0.000997,2.542801,2.552559,2.524273,2.549779,28.559893,28.917257,28.88446,28.293204,0,
49,489.900305,384.848108,285.723978,235.608044,227.862054,141.73639,45.947082,47.59164,400.141515,372.548521,323.283047,221.206373,178.49902,108.575491,33.352281,31.919137,185.019745,138.217495,90.653917,74.775248,44.855857,28.982123,26.344468,152.086699,131.616118,78.465682,31.721862,27.802631,26.367944,25.2896,2.514332,2.52878,2.520823,2.506174,2.526251,2.518301,2.520823,2.552704,2.542768,2.535064,2.557811,2.553934,2.496407,2.527023,-0.000188,0.000316,-0.000516,0.000246,0.000165,0.000187,0.001033,0.001149,2.542496,2.554085,2.527173,2.552068,28.678459,28.922756,28.889959,28.223318,0,
50,525.496197,399.430293,281.990685,240.593452,231.42505,147.491089,45.581289,48.782528,403.398608,377.926816,314.462338,222.767624,186.909348,115.30519,33.320269,30.684413,189.110485,140.599756,93.344636,77.23794,45.900465,29.40188,26.425513,156.761398,136.701267,81.625905,31.87763,27.808138,26.411226,25.4085,2.51601,2.531069,2.520976,2.506631,2.527167,2.518301,2.521433,2.555909,2.539868,2.535827,2.556438,2.557139,2.500222,2.524581,-0.000188,1.10E-05,-0.000516,0.000399,0.000165,0.000339,0.001338,0.001454,2.542954,2.553169,2.527325,2.551458,28.683959,28.890596,28.782487,28.191125,0,
51,496.299978,389.404077,283.127945,245.664967,237.118537,154.762547,45.681824,50.178195,418.647877,374.286281,308.214523,226.320206,192.208527,119.542845,34.246178,29.770532,194.48157,144.404877,96.390417,79.318011,46.557241,29.579129,26.565532,161.959597,140.914808,82.936236,31.82909,27.872535,26.475729,25.435253,2.515095,2.533052,2.520671,2.506021,2.526099,2.517996,2.518534,2.550261,2.536816,2.528502,2.556285,2.551798,2.498086,2.524886,-3.59E-05,0.000164,-0.000516,0.000399,0.00047,0.000339,0.001338,0.001454,2.536849,2.55439,2.52641,2.551,28.802511,28.933754,28.863302,28.196628,0,
52,478.638451,387.703042,290.966416,253.999067,245.218226,161.264882,45.347669,50.548098,407.071292,394.768731,346.824969,242.712227,198.280465,117.976375,35.032513,29.431746,198.869416,149.7436,98.417994,81.702776,48.78023,29.654419,26.60329,163.44401,143.521863,81.982117,31.79152,27.985642,26.551256,25.510831,2.509754,2.52939,2.520518,2.505716,2.524725,2.519217,2.519602,2.550719,2.536511,2.532164,2.554759,2.548746,2.491829,2.516492,-3.59E-05,-0.000142,-0.000516,0.000399,0.00047,0.000644,0.001186,0.001149,2.543565,2.552254,2.527936,2.551915,29.29776,29.052218,28.868802,28.202131,0,
53,459.159798,381.696756,290.824114,260.926795,252.84596,165.498036,45.204549,52.069159,397.285676,400.128169,357.6796,252.185322,201.034122,110.875958,35.225119,29.399595,203.870019,154.340095,101.486739,84.571039,49.858814,30.149163,26.797574,165.848692,144.888875,80.739998,31.797006,27.953447,26.63229,25.554137,2.517842,2.528169,2.520213,2.5048,2.527777,2.519369,2.521128,2.555298,2.54231,2.532775,2.557964,2.555613,2.499154,2.517561,-0.000188,1.10E-05,-0.000363,9.37E-05,0.000622,0.000644,0.000881,0.001302,2.543565,2.547981,2.526867,2.551763,30.378476,29.116525,29.008417,28.304209,0,
54,437.004073,369.947444,293.297006,266.077053,260.256411,163.935942,45.390222,53.583381,387.840949,403.959943,357.6796,266.911002,209.422727,111.841551,34.925684,29.286639,208.746164,158.14017,103.038598,87.0316,50.598478,30.450125,26.986311,168.973379,147.95532,80.189708,31.909711,28.104243,26.670048,25.554137,2.516926,2.53351,2.52006,2.506174,2.526404,2.518301,2.518229,2.558351,2.540173,2.527891,2.556132,2.552408,2.498543,2.524123,-3.59E-05,0.000164,-0.000516,0.000246,0.000165,0.000492,0.001491,0.001302,2.546617,2.552559,2.525647,2.526885,31.544229,29.267117,29.008417,28.379591,0,
55,427.109474,363.660327,299.262561,267.636851,257.596391,158.373254,45.496193,54.980215,404.579942,398.640123,354.617814,263.214183,218.169289,127.696613,34.246178,29.582331,213.991532,162.586631,105.400276,88.937022,50.962775,30.595082,27.244977,174.26881,152.348248,79.083875,31.904226,28.136433,26.702293,25.661972,2.513721,2.5329,2.520366,2.506631,2.526099,2.520132,2.51655,2.551635,2.539868,2.530638,2.55598,2.554697,2.503121,2.529922,0.000117,0.000469,-5.79E-05,0.000246,0.000317,0.000492,0.001338,0.001149,2.533034,2.544167,2.532666,2.555121,31.95209,29.299265,29.078219,28.298706,0,
56,454.38099,362.025408,307.757951,273.032829,262.193218,163.016276,45.867429,55.570297,401.401044,396.686649,345.476693,257.34821,225.268256,142.263549,35.893078,29.732894,218.209692,165.024295,107.510929,90.628252,51.369339,30.74551,27.320444,178.352159,155.690073,80.404461,31.941792,28.211821,26.702293,25.699753,2.518757,2.528627,2.520366,2.506937,2.527014,2.518759,2.519907,2.559114,2.543684,2.532012,2.555827,2.554697,2.500222,2.527481,-0.000341,0.000469,-0.00021,0.000552,0.000165,0.000339,0.001338,0.001607,2.551806,2.547371,2.536023,2.554358,32.059311,29.331411,29.035071,28.443966,0,
57,462.779198,367.292121,322.09448,282.123586,268.010384,149.677689,47.054678,56.233916,407.251783,405.580615,358.983795,264.892798,225.761137,131.825428,34.133798,31.312513,222.460365,168.302189,109.364363,92.210048,52.145211,31.046302,27.395906,182.589714,160.329494,81.211589,31.979356,28.211821,26.815556,25.813091,2.518299,2.532289,2.520366,2.506631,2.526556,2.515859,2.521738,2.557588,2.542768,2.537506,2.555064,2.553019,2.500375,2.525039,0.000117,1.10E-05,-0.000516,0.000246,0.00047,0.000797,0.001949,0.00176,2.541428,2.552559,2.52351,2.553137,32.070276,29.342405,29.083717,28.454968,0,
58,427.4026,364.610082,319.719859,287.790098,278.755547,147.788562,48.616767,56.902687,445.518353,416.26996,355.059851,272.678967,231.40958,126.465323,33.427257,32.482391,226.483335,171.282682,111.856378,94.424109,53.332166,31.803394,27.590045,186.833552,164.942864,82.648004,31.947277,28.255017,26.85882,25.78083,2.517536,2.536867,2.521586,2.507089,2.526251,2.517843,2.522501,2.556977,2.544294,2.529417,2.555522,2.551646,2.497475,2.524734,0.000117,0.000164,-0.000363,0.000246,0.000928,0.000644,0.002101,0.00176,2.54448,2.558968,2.530377,2.5539,31.995142,29.380047,29.083717,28.41728,0,
59,439.016501,383.037175,325.502919,292.074532,284.829896,170.530994,54.605835,56.054983,453.668336,423.37038,351.710959,272.307254,235.303365,134.049383,34.476376,32.670076,230.532845,176.015073,114.569646,96.892769,55.139836,32.366745,27.590045,188.131764,168.335507,81.804008,31.947277,28.292707,26.934319,25.818608,2.517689,2.535189,2.522044,2.506479,2.526251,2.518301,2.518992,2.553467,2.533305,2.52606,2.553843,2.556376,2.502053,2.521834,0.000269,0.000469,-0.00021,0.000704,0.000622,0.000644,0.001796,0.001607,2.545243,2.557137,2.531292,2.547642,31.995142,29.267117,29.121364,28.41728,0,
60,497.448597,373.866155,326.417326,293.993101,285.791635,178.0886,54.974815,55.944386,442.968337,423.08219,353.276404,268.996507,239.86994,141.891269,36.795792,33.382976,233.820907,182.927184,120.718102,100.028467,57.903269,32.892269,27.740926,190.613506,168.831273,81.400399,31.984841,28.368083,26.972067,25.931933,2.512958,2.538698,2.523112,2.50419,2.526404,2.516012,2.516702,2.56583,2.545821,2.534911,2.555827,2.551798,2.497628,2.519697,-0.000188,0.000316,-0.000516,0.000704,0.00108,0.000797,0.001796,0.001454,2.547685,2.552406,2.533276,2.562447,31.920003,29.304762,29.159011,28.41728,0,
61,509.218445,371.295521,333.659101,300.520055,285.83402,172.749565,55.164662,56.760667,453.67358,447.007497,373.927345,269.523036,244.546351,135.03336,35.7918,33.763471,235.563241,186.141401,124.647729,103.691907,60.153542,33.047851,27.972712,191.38264,170.209988,82.433179,31.952762,28.448958,27.015324,25.975222,2.512195,2.527712,2.521739,2.505563,2.525641,2.515401,2.520975,2.552551,2.54811,2.526518,2.555522,2.553019,2.496407,2.522902,-0.000188,0.000316,-0.00021,0.000857,0.000622,0.000339,0.001491,0.002065,2.544022,2.552712,2.524579,2.549321,31.91452,29.336908,29.153513,28.411779,0,
62,508.423745,372.233631,334.457225,311.796375,290.078413,186.491896,57.555647,56.792137,452.806831,450.666436,390.415173,282.361218,250.554247,113.476837,35.52447,34.132881,237.481928,188.007545,126.776272,106.165993,61.067593,33.154934,28.004914,190.842576,169.212665,80.886748,32.022404,28.51882,27.047558,25.969706,2.513416,2.532595,2.520823,2.506174,2.524572,2.516622,2.517008,2.545988,2.536511,2.52606,2.551859,2.548899,2.489082,2.526412,-3.59E-05,1.10E-05,-0.000516,0.000552,0.000622,0.000492,0.001949,0.00176,2.544022,2.552406,2.529156,2.547184,31.865981,29.363557,29.142518,28.438464,0,
63,489.434677,373.757332,329.269221,314.107321,296.091381,185.651472,57.002899,56.239298,440.848895,435.931511,378.421009,284.581919,252.092684,111.210142,36.496791,32.8202,241.062226,192.43811,130.301215,108.500431,61.508798,33.154934,28.118032,190.002638,168.030445,79.309317,31.947277,28.556501,27.123044,26.007477,2.510211,2.533815,2.520976,2.504342,2.523504,2.51708,2.518992,2.562777,2.540326,2.527739,2.55018,2.543253,2.49305,2.527328,0.000269,0.000469,-0.00021,0.000552,0.000622,0.000644,0.001491,0.00176,2.549517,2.548744,2.541211,2.558936,31.801801,29.336908,29.115866,28.411779,0,
64,528.822787,404.480706,325.320018,315.610567,297.417797,179.081513,55.638791,57.234298,426.466981,442.798084,374.103512,281.027907,253.292707,123.059414,37.916322,31.468318,243.170239,196.332824,134.284513,111.469112,62.09696,33.530056,28.268837,192.026058,170.051828,79.089232,32.022404,28.59418,27.198524,26.120782,2.503802,2.530306,2.521739,2.506326,2.523199,2.517996,2.517313,2.558351,2.544142,2.530791,2.555369,2.548441,2.492592,2.51985,-0.000188,0.000316,-0.000363,0.000552,0.000622,0.000339,0.001338,0.001607,2.527235,2.551949,2.530377,2.563363,31.68907,29.336908,29.115866,28.374089,0,
65,540.533403,407.403815,324.917611,317.88275,299.222306,170.340258,55.786309,59.038813,444.97966,452.031332,363.643168,281.472419,255.803241,123.358565,39.967709,31.844014,243.696951,198.470411,138.200997,113.884825,62.390993,33.642567,28.381927,194.621728,171.921338,80.556563,31.947277,28.59418,27.160785,26.120782,2.507159,2.529543,2.522655,2.506479,2.524878,2.520132,2.516397,2.546293,2.542768,2.526975,2.549264,2.549509,2.498086,2.519545,0.000422,1.10E-05,-5.79E-05,0.000552,0.000775,0.000339,0.001491,0.001607,2.54036,2.553475,2.52229,2.548558,31.646006,29.256123,29.110369,28.443966,0,
66,566.233114,418.284492,327.17996,316.411611,301.167618,178.579469,54.969429,60.027139,468.73604,427.074491,365.273323,280.429693,256.584098,107.902747,38.881084,32.702128,246.285693,201.708182,142.006558,116.000539,62.863367,33.937063,28.414117,194.463481,173.976707,79.854194,32.054482,28.588677,27.26849,26.266322,2.5125,2.533357,2.521586,2.507089,2.521978,2.519522,2.518381,2.555146,2.538495,2.529112,2.54499,2.548746,2.494729,2.531143,-3.59E-05,0.000469,-0.00021,0.000552,0.00047,0.000492,0.001949,0.001607,2.544785,2.552406,2.524884,2.55161,31.613909,29.223974,29.115866,28.374089,0,
67,599.029022,429.912096,328.83057,315.280633,301.724865,177.783106,55.34372,61.0258,504.61894,438.160969,355.496544,282.546347,257.188488,101.358579,37.878989,33.720499,248.84502,204.497825,144.960135,118.092457,63.456617,34.055005,28.570383,194.469057,175.509297,79.822868,31.909711,28.70721,27.236263,26.271837,2.514637,2.528932,2.521281,2.507852,2.524725,2.518912,2.516855,2.555756,2.54872,2.531401,2.551248,2.548746,2.490761,2.529007,-3.59E-05,0.000316,-0.000516,0.000704,0.00047,0.000339,0.002254,0.00176,2.537765,2.545845,2.522748,2.543216,31.533258,29.369054,29.110369,28.406277,0,
68,616.517505,492.366596,332.119575,315.830508,301.35696,165.955348,55.528145,60.915454,517.749459,440.497753,342.821087,282.027954,256.140269,118.391948,39.296757,34.732427,251.583528,206.327645,147.798585,120.032178,64.228046,34.129977,28.60807,194.888896,176.540196,80.263077,31.947277,28.70721,27.387203,26.271837,2.517994,2.529085,2.520976,2.506326,2.524572,2.519064,2.518381,2.553009,2.532695,2.527739,2.557201,2.552256,2.498543,2.524123,0.000269,0.000469,-0.000363,0.000857,0.000775,0.000492,0.002101,0.002217,2.540054,2.548287,2.520611,2.547795,31.501158,29.336908,29.115866,28.411779,0,
69,659.519076,483.982058,335.510824,318.133861,302.602301,173.272709,57.881848,60.910083,537.592089,449.296197,350.504011,285.35333,258.754466,132.953122,40.185829,34.352278,254.013736,208.494076,150.369605,123.0152,65.544727,34.536756,28.866341,193.356556,173.518665,81.138211,31.904226,28.777055,27.34396,26.266322,2.513111,2.530306,2.520976,2.507242,2.524725,2.518759,2.519602,2.56293,2.550705,2.531554,2.554301,2.553782,2.500222,2.526412,0.000117,0.000469,-5.79E-05,0.000857,0.000622,0.000492,0.002254,0.002675,2.528456,2.558205,2.528546,2.551152,31.613909,29.26162,29.115866,28.374089,0,
70,689.076399,512.607085,339.713491,323.667912,301.35696,172.858479,58.955294,60.731533,569.282026,468.046366,370.327985,292.229654,264.176984,109.539846,39.408609,35.219312,255.853642,210.137452,152.461115,125.415195,66.137514,34.879406,28.947194,193.362133,176.043822,80.299763,31.984841,28.820228,27.424934,26.347356,2.50777,2.530916,2.520976,2.506631,2.526251,2.519217,2.518229,2.548888,2.533153,2.526518,2.553232,2.556833,2.502053,2.527786,0.000117,1.10E-05,-0.00021,0.000704,0.000622,0.000492,0.001949,0.002217,2.543259,2.553627,2.524273,2.552068,32.703217,29.562741,29.040569,28.374089,0,
71,687.300471,544.124638,340.667377,326.014593,300.589602,168.896459,57.192545,59.412273,576.020462,468.159315,351.461404,292.567091,261.382085,92.699591,39.600454,35.599155,257.280729,212.351114,154.706213,126.881465,66.473264,35.259393,29.178716,197.489425,180.021076,84.488587,31.990327,28.901068,27.468173,26.352871,2.510059,2.527254,2.522807,2.507394,2.524725,2.518454,2.518229,2.56003,2.543073,2.532012,2.554301,2.551951,2.500985,2.528549,0.000422,0.000469,-0.00021,0.000857,0.000775,0.000492,0.001949,0.002065,2.543412,2.555306,2.526867,2.551915,35.477788,30.427987,29.191158,28.336399,0,
