Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
1098,116.617084,96.995944,132.105699,111.816766,567.939241,628.178898,508.663672,527.192634,493.958125,416.751707,393.938783,56.670006,55.948034,49.810217,64.47346,42.956752,125.701897,104.615979,91.807218,83.189308,72.571346,67.639906,60.299144,106.730865,96.326139,78.002077,65.176856,58.549206,52.656755,49.11706,2.496172,2.526338,2.522502,2.509836,2.53083,2.523948,2.525096,2.548277,2.540631,2.537048,2.561932,2.556681,2.495339,2.519545,-3.59E-05,-0.000142,-0.000821,0.000246,0.000775,0.000339,0.000575,0.000539,2.540817,2.449715,2.452557,2.087013,51.076482,36.814935,35.846817,30.458497,0,
1099,118.852862,102.196207,130.565416,108.291317,553.473424,611.776429,491.02395,516.974313,457.414148,372.234687,338.713064,51.468202,54.214427,44.546152,59.218987,37.290248,125.739323,104.357003,91.586529,83.042494,72.314625,67.566496,60.151967,105.731453,94.962775,76.681745,64.625869,58.144227,52.324266,48.783888,2.496019,2.526949,2.522807,2.509226,2.530525,2.5241,2.525553,2.552398,2.544294,2.539489,2.563001,2.557444,2.502206,2.524276,-3.59E-05,-0.000142,-0.000668,0.000246,0.000317,0.000492,0.000575,0.000691,2.525403,2.461617,2.45744,2.102276,51.704952,36.889693,35.884226,30.571339,0,
1100,116.324642,103.568376,129.895098,107.926033,600.994054,662.621346,532.556838,556.678326,478.948841,387.621926,356.351901,51.104063,54.551914,50.000614,58.231028,34.114373,125.707369,104.177448,91.444789,83.084561,72.319985,67.461744,60.010158,105.255851,94.010567,75.476855,64.006681,57.6709,51.923197,48.419016,2.497698,2.527254,2.522502,2.509836,2.530067,2.523643,2.525096,2.549498,2.542768,2.541779,2.567733,2.556986,2.504495,2.533585,-0.000188,1.10E-05,-0.000821,0.000246,0.000622,0.000797,0.000728,0.000386,2.504037,2.43232,2.452252,2.108533,51.889748,36.889693,36.033849,30.834588,0,
1101,116.276526,99.091275,131.574111,109.806557,719.48468,797.965047,638.214738,667.8102,546.34099,451.859394,419.494826,47.652099,54.799387,51.727617,66.04635,33.128411,125.471886,104.055669,91.323706,83.110537,72.34594,67.267482,59.778611,104.912099,93.447516,74.402589,63.481512,57.291822,51.54279,47.963722,2.496782,2.528017,2.523875,2.509226,2.530372,2.525779,2.525401,2.546598,2.542768,2.543152,2.563001,2.558512,2.5048,2.532364,-3.59E-05,1.10E-05,-0.000516,0.000246,0.000317,0.000797,0.000575,0.000691,2.529066,2.407448,2.437298,2.101818,51.963661,36.889693,36.071252,30.947389,0,
1102,121.427618,101.310152,133.459224,112.03966,492.2719,542.771952,438.386243,467.012174,419.422725,340.235721,296.168649,42.944137,55.616194,56.124746,62.857746,36.505133,125.514778,104.172043,91.62331,82.712177,72.241275,66.905757,59.489562,104.917507,93.268825,73.93118,63.303136,56.965666,51.141521,47.672743,2.498308,2.528475,2.525096,2.508615,2.531746,2.526237,2.526469,2.555146,2.549178,2.544678,2.565138,2.559275,2.507546,2.532364,-0.000188,-0.000294,-0.000668,0.000399,0.000317,0.000644,0.000423,0.000844,2.508615,2.404396,2.399609,2.093423,52.259276,36.852315,36.29564,31.060178,0,
1103,128.467999,102.090829,137.34279,116.620703,331.027284,364.95976,297.453802,305.361878,347.285137,275.348844,228.519258,50.142842,53.296997,64.628673,69.578554,39.34932,125.595095,104.251431,91.518346,81.946874,71.659822,66.470576,59.200477,105.403842,93.458275,73.71649,63.087997,56.713149,50.777132,47.492881,2.502734,2.530458,2.524638,2.512126,2.535256,2.525932,2.526469,2.558198,2.549636,2.543915,2.560864,2.561258,2.508615,2.53328,-3.59E-05,-0.000294,-0.000516,0.000399,0.000317,0.000644,0.000575,0.000539,2.520519,2.341072,2.379315,2.062135,53.509652,37.220578,36.364962,31.242643,0,
1104,137.096187,104.771966,136.647978,108.614176,276.123902,315.611286,260.594259,260.149301,339.759941,279.563789,242.585634,54.705747,57.963965,60.642831,65.710706,40.078817,125.990383,104.161232,91.171229,81.19691,70.910177,66.087323,59.07391,106.460883,93.773496,73.553711,62.888117,56.402209,50.502013,47.29133,2.50365,2.529695,2.524486,2.511362,2.532661,2.525779,2.52479,2.55713,2.546736,2.545136,2.566969,2.561563,2.508615,2.535416,0.000117,-0.000142,-0.000516,0.000399,0.000317,0.000797,0.000575,0.000691,2.528913,2.396462,2.417615,2.078161,55.033506,37.530382,36.56283,31.403963,0,
1105,146.969623,123.782843,142.777611,116.918724,228.827825,257.317006,216.703024,217.324601,323.155909,272.114954,239.324499,55.864761,60.593548,61.357737,64.956046,39.908746,126.381165,103.992504,90.746088,80.552569,70.522774,65.626065,58.905977,106.4401,94.010567,74.449983,62.646931,56.307809,50.222276,47.159319,2.502887,2.528627,2.525554,2.509989,2.532814,2.528679,2.525401,2.553619,2.547499,2.546052,2.563917,2.566599,2.507089,2.534501,0.000117,0.000164,-0.000516,9.37E-05,0.000165,0.000797,0.000423,0.000539,2.534102,2.410195,2.435315,2.104718,56.108345,37.647901,36.680442,31.522192,0,
1106,153.673618,141.921693,144.927352,121.912814,174.531026,199.947416,163.881238,159.946199,305.296265,259.915498,235.546137,59.688634,67.496414,64.623306,65.831533,40.723299,126.450573,103.432374,89.931897,79.630042,70.15059,64.996376,58.642879,106.545749,94.18931,75.508169,62.421002,56.155005,50.105875,46.968553,2.498614,2.528322,2.523875,2.510905,2.53083,2.525016,2.524638,2.547056,2.542768,2.544678,2.567122,2.562632,2.508767,2.532822,-0.000188,-0.000142,-0.000821,0.000246,0.000165,0.000644,0.000575,0.000539,2.52815,2.444832,2.431347,2.115554,56.497692,37.594175,36.738815,31.656029,0,
1107,160.31837,151.183649,145.14882,123.514774,215.764654,245.977536,196.563801,189.59201,329.214741,284.348833,268.537073,55.079876,74.682789,63.809714,61.82374,40.829628,126.332777,103.094211,89.15467,79.147792,69.815072,64.476779,58.453395,106.540337,93.962983,76.162943,62.452392,56.00219,49.878451,46.926063,2.496935,2.526491,2.523112,2.510752,2.531746,2.525779,2.524638,2.542477,2.538647,2.54071,2.564985,2.560801,2.504952,2.530228,-3.59E-05,-0.000294,-0.000516,0.000399,0.00047,0.000492,0.000575,0.000691,2.536239,2.444832,2.449353,2.114638,56.734985,37.647901,36.792579,31.785205,0,
1108,165.349168,153.350527,141.260946,121.090993,215.884271,247.336348,197.52409,187.878402,334.223973,289.86441,270.775466,54.237053,73.514303,62.087726,61.167646,40.946835,125.627047,102.508178,88.645574,78.786329,69.526948,64.114793,58.201003,106.101544,93.821077,75.728213,62.310717,55.933857,49.809844,46.746101,2.496782,2.528169,2.524028,2.509531,2.532356,2.525321,2.525248,2.539119,2.533,2.538269,2.566817,2.556223,2.500985,2.531754,-3.59E-05,-0.000447,-0.000516,0.000552,0.00047,0.000339,0.000728,0.000691,2.538681,2.471077,2.463391,2.126696,56.945341,37.599633,36.819032,31.849365,0,
1109,168.893453,154.412888,140.015096,117.509473,242.527877,273.384376,222.700572,217.433087,352.159851,304.716985,282.835762,55.380202,73.954501,67.927871,60.028055,35.120457,124.803912,101.658294,87.874019,78.382836,69.123384,63.78414,58.016861,105.287439,93.379266,74.884712,62.053367,55.712683,49.698817,46.597779,2.496935,2.526643,2.524486,2.509836,2.531135,2.526237,2.525248,2.544614,2.533153,2.539032,2.560864,2.553782,2.503732,2.531906,0.000117,-0.000447,-0.000516,-5.88E-05,0.000317,0.000644,0.000728,0.000844,2.538986,2.470619,2.47987,2.144248,57.276976,37.711687,37.043267,31.999619,0,
1110,174.500663,156.880659,135.642,115.721512,290.57173,323.386578,261.352656,260.085464,369.866751,317.784916,297.715946,55.380202,78.796704,71.633819,56.200727,36.542532,124.467288,101.030346,87.065904,77.905998,68.756484,63.416707,57.79587,104.103905,93.563345,73.601105,61.685683,55.454614,49.513754,46.412353,2.498461,2.526643,2.523723,2.511057,2.532509,2.52639,2.526774,2.535609,2.535442,2.538879,2.564222,2.559122,2.505105,2.532975,-3.59E-05,-0.000142,-0.000516,9.37E-05,0.00047,0.000797,0.000728,0.000691,2.548143,2.492287,2.486279,2.145164,57.461195,37.935761,37.118002,32.149852,0,
1111,178.508528,159.654616,133.120749,112.671345,263.070683,296.364243,240.369612,236.491843,356.345181,304.312476,281.798954,55.748807,82.135896,68.368296,60.653056,37.290248,124.280304,100.587204,86.772088,77.355817,68.536333,63.196227,57.64853,103.660266,93.084767,72.867586,61.428275,55.233383,49.254625,46.189808,2.498919,2.527712,2.523723,2.511973,2.534798,2.525321,2.525096,2.540035,2.540021,2.54422,2.562543,2.559732,2.5048,2.532669,-3.59E-05,1.10E-05,-0.000668,9.37E-05,0.00047,0.000644,0.000575,0.000691,2.529524,2.505104,2.478192,2.146232,58.271562,37.973103,37.155367,32.262513,0,
1112,183.046843,159.230906,131.160856,110.957174,268.84302,306.147667,244.620956,240.824443,345.74419,292.886911,263.654508,53.530653,83.268435,64.911791,63.550172,38.480085,124.200048,100.212595,86.509651,77.093712,68.567663,63.080611,57.569474,103.174368,92.416884,71.871919,61.202246,55.006737,49.064095,46.110196,2.49724,2.528932,2.524791,2.511515,2.532204,2.527305,2.526011,2.547056,2.536663,2.542847,2.566511,2.560648,2.507089,2.532517,0.000117,-0.000294,-0.000668,0.000399,0.00047,0.000644,0.000423,0.000691,2.507089,2.487404,2.461102,2.156458,58.928986,38.042326,37.336716,32.444771,0,
1113,188.049717,161.093988,131.799562,109.732348,262.915937,298.9745,237.23261,235.58002,351.826875,293.993904,262.385622,54.63738,81.580015,66.78456,60.316817,38.927992,123.938316,99.843447,85.958843,76.800293,68.347505,62.823354,57.385276,102.58315,92.085693,71.431756,61.018352,54.859216,49.027068,46.036002,2.499224,2.528169,2.524486,2.509531,2.532509,2.526542,2.525553,2.550872,2.545973,2.546204,2.57048,2.560801,2.50953,2.531449,-0.000188,-0.000142,-0.000516,0.000552,0.00047,0.000797,0.001033,0.000691,2.526777,2.503731,2.478039,2.152948,59.228877,38.122455,37.379533,32.525342,0,
1114,189.653636,167.869919,134.130865,110.957174,217.475163,254.19811,193.92828,194.63407,341.552248,284.756001,250.82181,55.964549,80.84606,69.647311,60.096217,35.040087,123.601861,99.695806,85.59168,76.250139,67.870464,62.38229,57.201063,103.026547,93.005768,71.064938,60.760878,54.711684,48.841918,45.961803,2.498461,2.527864,2.524028,2.509378,2.53144,2.526695,2.527079,2.555451,2.549178,2.549409,2.567275,2.561258,2.50068,2.527938,-3.59E-05,1.10E-05,-0.000668,9.37E-05,0.00047,0.000644,0.000575,0.000539,2.549822,2.463906,2.467358,2.144401,60.043973,38.389228,37.53441,32.605907,0,
1115,190.319559,170.935419,134.975313,112.905211,223.338698,264.49601,198.184384,202.590451,351.442353,291.574159,261.207124,56.717614,78.954176,71.534488,64.520907,38.421785,123.618257,99.416733,85.203934,75.789424,67.592969,62.104325,56.996135,103.56018,93.169146,70.604135,60.482716,54.580311,48.710013,45.755449,2.498766,2.527712,2.522655,2.508463,2.529762,2.525474,2.526011,2.550261,2.546126,2.545899,2.563459,2.558664,2.503732,2.525191,0.000117,-0.000142,-0.000668,0.000399,0.000165,0.000492,0.000575,0.000691,2.542038,2.456124,2.487958,2.17401,61.767566,38.719666,37.790386,32.750572,0,
1116,190.695837,169.900679,141.568605,116.732455,216.536097,253.90928,190.883019,195.447188,339.92183,278.096213,254.019508,55.827906,78.03165,72.262786,67.744763,43.965884,123.612791,99.079228,84.758054,75.564007,67.367404,61.915137,56.880204,103.998391,92.869292,69.718295,60.256602,54.242902,48.59349,45.416024,2.497698,2.526033,2.522044,2.50831,2.529456,2.524406,2.525401,2.542019,2.538647,2.539337,2.557506,2.554697,2.501138,2.530685,-3.59E-05,-0.000142,-0.000516,0.000552,0.000165,0.000187,0.000728,0.000691,2.547227,2.470619,2.492535,2.191715,63.537554,39.135515,37.982543,32.86865,0,
1117,192.67579,167.45643,146.554673,122.884566,203.775303,238.676852,175.899648,177.83131,333.858878,275.41771,259.25323,54.716527,77.072498,72.294107,66.565427,42.026658,123.719471,99.00004,84.459037,75.411943,67.178532,61.873,56.579995,104.362741,92.606274,68.758951,60.030468,53.97923,48.328782,45.187883,2.49724,2.525575,2.521892,2.507547,2.529914,2.524253,2.524638,2.53744,2.533916,2.532927,2.559643,2.557444,2.494576,2.532669,-3.59E-05,-0.000142,-0.000516,0.000552,0.000317,0.000492,0.001033,0.000691,2.559437,2.525856,2.514813,2.213541,64.781518,39.577602,38.051758,32.975754,0,
1118,193.5595,170.663004,148.340258,120.275021,180.530653,210.970117,152.89276,154.742747,322.64368,269.919423,251.50798,55.864761,75.610558,69.511262,65.506603,42.850614,123.799704,99.41134,84.390992,74.940511,67.183896,61.804842,56.290511,104.664003,92.354037,67.736771,59.778268,53.726303,48.111902,44.896292,2.49663,2.52527,2.521586,2.508005,2.529304,2.523948,2.524333,2.531946,2.529337,2.531249,2.556438,2.553324,2.499154,2.524123,-3.59E-05,-0.000142,-0.000516,0.000399,0.000317,0.000492,0.000728,0.000539,2.557758,2.579415,2.518475,2.232314,65.956953,40.062235,38.089092,33.125848,0,
1119,193.979452,172.988723,150.614633,117.514919,174.803771,201.059548,152.626983,152.61626,325.423699,277.057019,254.394129,56.306965,75.170374,67.492772,64.258551,44.96877,123.911861,99.891148,84.427697,74.683777,67.037084,61.878373,55.995597,104.220237,91.507756,66.965976,59.594267,53.504857,47.741336,44.673485,2.495867,2.525575,2.521586,2.5077,2.529609,2.52349,2.523112,2.529198,2.525979,2.527891,2.554453,2.55073,2.49366,2.52626,-3.59E-05,1.10E-05,-0.000516,0.000552,0.000317,0.000339,0.001033,0.000539,2.560047,2.557137,2.500165,2.225904,67.284268,40.66387,38.318524,33.281402,0,
1120,193.771826,165.426741,148.854139,113.627026,256.33213,288.640833,228.642724,229.978483,361.208219,310.107622,288.372526,57.359064,73.907099,65.971442,62.847005,46.288464,123.596396,100.281038,83.971164,74.520993,67.131102,61.715192,55.573854,102.799435,89.39539,65.775074,59.320509,53.119529,47.391494,44.471498,2.496172,2.525728,2.522502,2.507547,2.529762,2.523337,2.523264,2.52233,2.520638,2.526823,2.552164,2.553629,2.500527,2.523055,-0.000341,1.10E-05,-0.000516,0.000552,0.000317,0.000492,0.000728,0.000539,2.55028,2.551949,2.489636,2.231704,68.380244,41.142606,38.574319,33.500993,0,
1121,193.674034,166.357393,144.89505,111.042284,166.717622,196.441393,150.767318,152.768096,316.675653,266.715567,241.05806,55.459317,74.363368,65.253079,61.540521,46.898045,123.650172,100.334143,83.913854,74.500395,67.073788,61.621007,55.184347,101.522808,87.500337,64.469092,58.968556,52.692634,46.96282,44.302052,2.49724,2.526491,2.522197,2.507852,2.529456,2.523948,2.523112,2.536219,2.533458,2.534453,2.552622,2.547068,2.500069,2.53038,-0.000341,-0.000294,-0.000516,0.000704,0.000622,0.000339,0.000881,0.000386,2.551195,2.544014,2.498944,2.231093,69.297854,41.701026,38.835508,33.801013,0,
1122,192.332159,170.886148,142.356414,109.552263,166.978845,197.886454,154.406447,153.483886,328.416105,279.42628,255.998838,55.011523,74.137914,64.513105,60.028055,46.855552,124.093339,100.328748,83.908489,74.274976,67.141829,61.468557,54.736306,102.182189,87.311257,63.875972,58.558212,52.391784,46.660705,44.148018,2.500903,2.527864,2.522502,2.508158,2.529762,2.523643,2.52357,2.533472,2.531474,2.535674,2.557506,2.556528,2.508309,2.533738,-0.000188,-0.000142,-0.000668,0.000552,0.00047,0.000339,0.000881,0.000539,2.52113,2.504494,2.468121,2.201941,70.147295,42.004179,39.027486,33.956468,0,
1123,193.177712,170.358061,143.004379,107.258959,107.469857,135.645737,105.615385,99.257018,308.53382,263.208724,236.835066,55.274995,73.446296,64.408269,59.077232,41.138525,124.547556,100.407985,83.840452,74.060275,66.890268,61.363617,54.409637,103.148217,88.602802,62.668762,58.269026,51.916956,46.295161,44.004826,2.509296,2.531984,2.524028,2.509226,2.530525,2.524558,2.52479,2.551635,2.542463,2.545441,2.564375,2.561258,2.509072,2.535569,0.000117,-0.000447,-0.000516,0.000399,0.00047,0.000644,0.000728,0.000539,2.544022,2.520668,2.476361,2.226056,70.807812,42.190212,39.176684,34.181395,0,
1124,193.330429,169.100355,133.728023,100.084065,23.635354,17.064191,106.911996,-47.692415,237.746729,206.790156,166.563318,53.467634,72.602554,60.769302,56.316616,40.803261,125.108659,101.183479,83.803751,73.693503,66.266241,60.885539,54.003701,104.700988,90.073323,62.558503,58.011247,51.658312,45.998315,43.856187,2.517384,2.53763,2.527843,2.511057,2.531898,2.523948,2.52479,2.568119,2.555741,2.553682,2.572464,2.566446,2.508767,2.538011,-0.000188,-0.000294,-0.000668,0.000246,0.000317,0.000797,0.000881,0.000539,2.538223,2.476875,2.459881,2.212778,71.027973,42.339018,39.325863,34.218878,0,
1125,247.00295,195.765404,139.977355,116.503516,346.418917,178.866115,17.01481,-66.124733,384.666341,288.386236,238.979668,52.280884,67.936931,59.181809,55.75865,56.242868,125.32768,101.325827,83.614889,73.137975,65.526605,60.291637,53.629192,106.397669,91.870296,64.941198,57.563886,51.46814,45.733097,43.702098,2.517536,2.539309,2.529064,2.512736,2.532814,2.525779,2.525096,2.57224,2.559099,2.559634,2.576738,2.573465,2.521738,2.546099,-0.000341,-0.000142,-0.000821,0.000399,0.00047,0.000339,0.000728,0.000539,2.552569,2.494271,2.501385,2.227125,71.688423,42.785326,39.437734,34.293841,0,
1126,236.010936,182.451034,122.216757,113.717699,459.133525,294.378807,131.053987,-14.366136,476.401864,370.387421,324.947722,48.329601,47.526333,59.150381,64.331978,55.805953,125.146072,100.740304,83.21658,72.519789,64.944454,59.671548,53.228467,108.180825,93.679178,68.067074,57.495596,51.288748,45.55292,43.707529,2.517842,2.542971,2.532116,2.516551,2.534798,2.527153,2.526011,2.579109,2.568714,2.562076,2.582843,2.581399,2.522043,2.561513,-0.000188,-0.000294,-0.000516,0.000399,0.000317,0.000797,0.000881,0.000844,2.547533,2.486489,2.504895,2.217357,74.005081,43.794346,40.002371,34.449224,0,
1127,199.055598,178.520109,121.320057,113.34587,591.020977,435.272542,232.595762,73.602034,525.294147,416.107859,374.847725,47.959267,44.743536,58.892722,63.854672,56.285107,125.183486,99.30063,81.895675,71.822853,64.283382,59.00911,52.748381,109.29279,94.673475,70.085174,58.195378,51.288748,45.404421,43.670362,2.514789,2.539614,2.534252,2.520977,2.539072,2.528221,2.526316,2.590556,2.578635,2.56467,2.587575,2.587198,2.535929,2.57067,-3.59E-05,1.10E-05,-0.000363,0.000399,0.00047,0.000797,0.000728,0.000386,2.544785,2.483742,2.492535,2.228346,76.93449,44.940186,40.891063,34.930811,0,
1128,200.728616,182.407284,117.7325,112.634181,729.084159,575.39841,343.105414,176.151041,598.073269,488.513886,449.667809,51.283442,47.965628,58.813721,64.657013,56.095445,125.252846,97.709019,79.762749,70.753658,63.61681,58.488366,52.447476,110.17743,95.22065,71.76724,59.404875,51.246385,45.361869,43.850756,2.512043,2.532595,2.531353,2.519299,2.539224,2.532647,2.526927,2.579261,2.570393,2.579778,2.599481,2.591165,2.538371,2.565176,-0.000341,-0.000294,-0.000516,0.000246,0.000317,0.000949,0.000728,0.000691,2.549364,2.441017,2.471631,2.211099,79.869605,46.127498,41.933358,35.529968,0,
1129,197.949032,178.443791,118.670067,112.528123,1045.788006,883.179917,530.800717,359.160097,747.167665,610.669592,574.006658,47.848147,49.156239,58.635034,66.607483,56.285107,125.183486,96.166149,78.154437,69.805123,63.034328,57.867783,52.083413,111.073358,94.857647,72.689561,60.146226,51.288748,45.330165,44.079139,2.502581,2.530153,2.528759,2.514873,2.539682,2.531884,2.527232,2.565525,2.557878,2.562991,2.593528,2.58201,2.539134,2.556782,-0.000188,1.10E-05,-0.000516,0.000246,0.00047,0.000797,0.000881,0.000539,2.553332,2.502968,2.529919,2.251392,81.845956,47.085982,42.969306,36.123328,0,
1130,198.096094,177.904002,117.322529,112.151117,986.005405,842.650458,497.072885,331.665302,709.745726,579.083142,544.569289,47.212883,45.592135,58.556023,66.932326,56.50083,123.98117,94.687175,77.232306,69.322764,62.698241,57.457267,51.819341,111.216393,95.331176,73.821155,60.030468,51.394225,45.436123,44.259474,2.502123,2.531221,2.529827,2.514567,2.538309,2.535852,2.532726,2.553161,2.548263,2.552919,2.586507,2.581857,2.529062,2.543505,-0.000188,-0.000294,-0.000668,-5.88E-05,0.000317,0.000797,0.000881,0.000691,2.550738,2.543251,2.534955,2.226514,83.571274,48.01216,43.712604,36.609634,0,
1131,194.933829,176.955705,118.893851,111.785047,1009.094205,863.170722,534.527817,358.28684,730.860162,600.539794,569.995258,49.809968,43.294084,58.377315,66.497409,56.358813,123.538032,93.661562,76.614286,69.181351,62.593364,57.352144,51.713868,110.92491,95.262874,74.743376,59.851864,51.473541,45.55292,44.413493,2.499682,2.53,2.529064,2.513041,2.534646,2.530053,2.529063,2.544309,2.542615,2.54773,2.581622,2.57789,2.519602,2.542437,-0.000188,-0.000142,-0.000821,0.000399,0.000317,0.000492,0.000728,0.000691,2.545243,2.55912,2.570813,2.255361,85.565007,48.800487,44.392042,37.06926,0,
1132,191.759421,174.508664,118.515444,111.5939,719.416862,625.658802,331.275201,181.536406,545.701821,440.223083,411.965785,47.06464,40.980816,58.592839,66.82226,56.758758,122.635712,93.324879,76.718934,69.175989,62.734989,57.530933,52.114965,110.474214,95.331176,75.214778,59.736092,51.615959,45.65886,44.668058,2.498614,2.528017,2.527996,2.515025,2.535104,2.526695,2.525248,2.54553,2.544905,2.552614,2.576127,2.564615,2.509225,2.540453,-0.000341,-0.000142,-0.000668,0.000246,0.000317,0.000797,0.000728,0.000539,2.54738,2.536385,2.529614,2.255056,86.814038,49.651551,44.986036,37.330917,0,
1133,196.078964,172.988723,117.439775,111.339352,917.373532,785.263212,486.763566,313.183514,652.494196,548.672258,518.962178,48.033342,46.599388,58.230033,66.350638,56.469366,122.304973,93.256641,76.577617,68.961182,62.703611,57.536316,52.3051,109.886116,94.93132,74.633353,59.704669,51.510497,45.812753,44.784893,2.500292,2.528932,2.527233,2.512126,2.53083,2.523948,2.527232,2.540035,2.540937,2.54422,2.56819,2.560953,2.505258,2.536332,-3.59E-05,-0.000142,-0.000668,9.37E-05,0.00047,0.000644,0.001033,0.000691,2.562489,2.547676,2.517102,2.238419,88.131622,50.274876,45.463029,37.512319,0,
1134,196.422477,175.582294,118.707362,111.079415,853.940081,744.877332,430.945247,272.356903,609.385605,503.098634,477.881635,51.695284,53.370841,58.230033,66.570792,56.579912,121.931494,93.440688,75.990919,68.66761,62.519864,57.352144,52.231208,108.773788,94.59981,74.046564,59.667869,51.436584,45.775637,44.85916,2.497088,2.528169,2.524028,2.509836,2.530525,2.528221,2.527537,2.537593,2.5417,2.544068,2.56758,2.558359,2.504952,2.532669,-0.000188,1.10E-05,-0.000668,9.37E-05,0.00047,0.000644,0.000575,0.000844,2.541886,2.5756,2.492383,2.25414,89.124163,50.977261,45.945266,37.661785,0,
1135,187.526225,167.881061,116.9181,110.78239,774.619246,672.946315,384.786524,230.714149,577.860319,474.526517,447.267268,48.588776,47.600461,58.230033,66.680865,56.543064,121.595432,93.440688,75.807578,68.447421,62.336105,57.094277,52.009511,107.736229,94.010567,73.496438,59.667869,51.325708,45.775637,44.85916,2.49724,2.526796,2.522655,2.508463,2.529151,2.524253,2.525248,2.538662,2.533763,2.538726,2.555522,2.55607,2.498543,2.533738,-3.59E-05,-0.000294,-0.000668,9.37E-05,0.000317,0.000492,0.000728,0.000539,2.545854,2.564614,2.495434,2.253224,89.681075,51.647779,46.358591,37.741968,0,
1136,185.349382,160.23047,116.545571,110.448296,639.732488,551.622225,289.778304,144.809534,501.872124,406.14602,382.029107,50.660499,46.673567,58.193211,66.974379,56.61676,121.222108,93.661562,75.844246,68.447421,62.299352,57.131117,51.824741,107.365814,92.722066,72.396141,59.410252,51.177861,45.812753,44.784893,2.495867,2.525575,2.522197,2.507547,2.529304,2.523795,2.525553,2.536983,2.532237,2.536895,2.554759,2.552714,2.495644,2.533585,-0.000188,-0.000142,-0.000516,0.000552,0.000317,0.000492,0.000575,0.000691,2.554095,2.536995,2.501385,2.244219,90.012046,52.312616,46.65517,37.704606,0,
1137,186.271532,164.687546,115.210573,109.971249,479.450223,392.642571,186.417753,49.948723,422.170624,341.99769,320.818365,48.446094,47.420549,58.235414,67.199866,56.695837,121.488885,94.403326,75.812937,68.452784,62.525235,57.1365,51.756226,106.889799,91.218831,71.117702,59.121176,50.998435,45.632587,44.678912,2.496172,2.525575,2.522349,2.5077,2.529151,2.523795,2.52479,2.539425,2.537731,2.530485,2.554148,2.551188,2.502358,2.529159,-3.59E-05,-0.000294,-0.000516,0.000399,0.00047,0.000187,0.000728,0.000539,2.561726,2.562325,2.502301,2.250629,90.789825,52.87183,46.957099,37.635336,0,
1138,187.602605,165.824233,115.316798,110.262716,488.659866,392.492494,198.904247,57.142394,426.233309,347.352758,329.152043,49.25501,46.599388,58.156389,67.157815,56.653606,121.968839,95.134541,76.100925,68.520818,62.556614,57.131117,51.566025,106.217997,89.374742,69.791673,58.60041,50.734235,45.478673,44.487782,2.49663,2.526033,2.522197,2.507547,2.529151,2.523795,2.525096,2.534388,2.531627,2.532012,2.554606,2.548746,2.497017,2.520155,-0.000341,-0.000294,-0.000668,9.37E-05,0.000165,0.000644,0.000881,0.000539,2.546312,2.573311,2.498028,2.266197,91.85144,53.198639,47.285181,37.629878,0,
1139,187.449846,163.12143,116.135883,110.002935,553.87249,451.441019,245.497455,97.596766,464.884002,381.712868,365.478741,50.845333,48.674873,58.045917,67.414614,56.61676,122.454388,95.871358,76.284267,68.66761,62.593364,57.057436,51.455134,106.292028,88.051526,68.580838,58.158553,50.40143,45.293035,44.376347,2.496477,2.527254,2.523112,2.508158,2.528998,2.5241,2.525706,2.533167,2.53239,2.534606,2.557964,2.558664,2.510751,2.531449,-3.59E-05,0.000164,-0.000668,9.37E-05,0.000317,0.000187,0.000575,0.000691,2.57363,2.546913,2.491009,2.266808,92.440295,53.42007,47.544512,37.667243,0,
