X_Value,GC1_0mBC,GC1_0-3mBC,GC1_0-61mBC,GC1_0-91mBC,GC1_1-22mBC,GC1_1-52mBC,GC1_1-83mBC,GC1_2-13mBC,GC1_2-44mBC,GC1_2-74mBC,GC1_3-05mBC,GC2_0mBC,GC2_0-3mBC,GC2_0-61mBC,GC2_0-91mBC,GC2_1-22mBC,GC2_1-52mBC,GC2_1-83mBC,GC2_2-13mBC,GC2_2-44mBC,GC2_2-74mBC,GC2_3-05mBC,GC3_0mBC,GC3_0-3mBC,GC3_0-61mBC,GC3_0-91mBC,GC3_1-22mBC,GC3_1-52mBC,GC3_1-83mBC,GC3_2-13mBC,GC3_2-44mBC,GC3_2-74mBC,GC3_3-05mBC,GC4_0mBC,GC4_0-3mBC,GC4_0-61mBC,GC4_0-91mBC,GC4_1-22mBC,GC4_1-52mBC,GC4_1-83mBC,GC4_2-13mBC,GC4_2-44mBC,GC4_2-74mBC,GC4_3-05mBC,GC5_0-3mBS,GC5_0-61mBS,GC5_0-91mBS,GC5_1-22mBS,GC5_1-52mBS,GC5_1-83mBS,GC6_0-3mBS,GC6_0-61mBS,GC6_0-91mBS,GC6_1-22mBS,GC6_1-52mBS,GC6_1-83mBS,GC8_0-15mAF,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,BDP5_SED_1-83mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
37,192.953033,230.895627,226.056041,222.694005,216.012416,207.228501,189.141593,138.483304,52.069268,45.584175,43.604689,212.095432,242.350343,236.356265,228.737773,223.97686,221.031551,206.020329,132.840831,54.260515,46.767075,45.977288,190.733825,225.025061,222.642946,220.355116,217.281382,206.734994,187.62833,55.852445,133.004229,49.169053,62.829452,1259.723506,97.68216,371.810595,367.673546,360.814274,346.610799,332.939312,312.963643,253.705365,1260.646104,1260.294242,170.82518,105.532487,40.940377,30.212408,28.326213,196.926508,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.534173,2.487753,2.523724,2.476416,2.491077,2.587311,-0.00021,-0.000669,6.98E-05,0,
38,192.806041,230.825498,225.985806,222.585793,215.979999,207.081731,189.032629,137.998694,52.037759,45.700861,43.610149,211.910849,242.129994,236.248613,228.667644,223.830777,220.885405,205.911567,132.395261,54.265935,46.698374,45.982738,190.663071,225.030631,222.610574,220.246793,217.210942,206.702486,187.519386,55.821017,133.009752,49.063478,61.97874,1259.717192,97.639859,371.587358,367.522813,360.408833,346.240981,332.824341,312.774944,253.400036,1260.639787,1260.287926,171.048473,105.490033,41.083805,30.244467,28.282989,196.920887,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.539361,2.486837,2.520519,2.469549,2.489704,2.581206,-0.000363,-0.000822,-8.28E-05,0,
39,192.72413,230.782096,225.790723,222.428496,215.860402,206.999947,188.988825,137.72928,52.069268,45.621254,43.567544,211.791148,242.049162,236.167598,228.321444,223.711458,220.652229,205.600989,131.788459,54.260515,46.767075,45.977288,190.428367,224.797608,222.567054,220.013398,216.863234,206.582563,187.208293,55.778757,133.116966,49.05804,63.165566,1259.729821,97.68759,371.416473,367.388129,360.128559,345.923691,332.579376,312.492455,252.961289,1260.652421,1260.300559,171.288629,105.315927,41.206447,30.142749,28.294089,196.817594,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.533257,2.495994,2.523113,2.474585,2.495656,2.575864,-0.000363,-0.001127,-0.000235,0,
40,192.582746,230.603982,225.801859,222.439646,215.75756,206.973051,189.076432,137.77805,52.00625,45.669236,43.54132,211.764295,241.984927,236.178691,228.294719,223.608852,220.587514,205.688436,132.175278,54.234477,46.815042,45.951106,190.325041,224.770837,222.426414,220.024556,216.988448,206.365105,187.066775,55.863276,133.579034,49.142925,62.976435,1259.723506,97.68216,371.229541,367.128347,359.868581,345.699632,332.354796,312.193738,252.768331,1260.646104,1260.294242,171.015938,104.792552,41.349841,30.062003,28.326213,196.811972,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.536157,2.491263,2.521282,2.47718,2.49764,2.57968,-0.000363,-0.000669,6.98E-05,0,
41,192.342616,230.555017,225.601195,222.276767,215.594362,206.847572,189.217976,137.653894,52.032332,45.621254,43.604689,211.829185,241.936209,236.167598,228.170036,223.446033,220.424613,205.677236,132.089074,54.297392,46.767075,45.977288,190.313819,224.608049,222.263468,219.937456,217.015294,206.315796,186.979181,55.852445,133.455218,49.13205,62.834864,1259.729821,97.68759,371.089617,367.09735,359.655683,345.376948,332.177502,312.052475,252.961289,1260.652421,1260.300559,170.830797,104.354176,41.280888,30.105147,28.369437,196.893951,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.526389,2.487905,2.522503,2.479163,2.495503,2.568996,-0.00021,-0.000975,0.000222,0,
42,192.42453,230.484879,225.49304,222.244408,215.523933,206.738886,188.956245,137.508667,52.000823,45.663784,43.610149,211.872813,241.90409,236.286346,228.099892,223.337844,220.392254,205.644713,132.620794,54.265935,46.772522,45.945655,190.128515,224.499879,222.193142,219.829118,216.944849,206.321395,186.832051,55.821017,133.385571,49.026472,62.314952,1259.723506,97.68216,370.830037,366.910256,359.395687,345.116418,332.062515,311.827064,253.14319,1260.646104,1260.294242,170.596278,103.57228,41.387058,30.137208,28.288539,197.041042,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.547297,2.485921,2.522961,2.480842,2.495503,2.577696,-0.00021,-0.000822,6.98E-05,0,
43,192.43014,230.603982,225.422792,222.098244,215.453503,206.592101,188.885472,137.664969,51.932374,45.632158,43.689895,211.68822,241.796664,236.178691,228.105456,223.305496,220.321956,205.650313,132.889474,54.271355,46.703821,45.988189,189.94321,224.277955,221.971002,219.720777,216.836387,206.136438,186.646736,55.789588,132.977699,49.142925,62.792705,1259.723506,97.645289,370.466832,366.692158,359.213796,345.00706,331.916369,311.570372,253.255636,1260.646104,1260.294242,170.405534,103.683183,41.312623,30.174809,28.326213,197.002864,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.548366,2.486684,2.523113,2.476264,2.493214,2.574033,-0.00021,-0.000669,6.98E-05,0,
44,192.418919,230.630712,225.297924,222.049158,215.366312,206.466612,188.797865,138.030855,51.958457,45.584175,43.604689,211.829185,241.559661,235.978917,227.980764,223.29435,220.196981,205.600989,133.404852,54.260515,46.692926,45.866035,189.817437,224.153059,221.883943,219.51974,216.863234,206.049014,186.520956,55.815601,132.929075,49.095045,62.829452,1259.723506,97.645289,370.176254,366.292293,358.85,344.642519,331.73368,311.38701,253.180673,1260.646104,1260.294242,170.748878,103.387457,41.238183,30.250006,28.363887,197.041042,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.543177,2.495842,2.523571,2.479621,2.495351,2.572354,-0.000363,-0.000822,6.98E-05,0,
45,192.468292,230.566134,225.271151,221.946498,215.301465,206.439713,188.84728,138.418968,51.895435,45.595079,43.578465,211.764295,241.382435,235.952273,227.91618,223.229652,219.98049,205.535942,133.716786,54.234477,46.703821,45.876937,189.752292,224.164202,221.819183,219.492923,216.798371,206.0221,186.417622,55.863276,133.240758,49.068916,62.278198,1259.723506,97.68216,369.740365,365.892406,358.41342,344.2415,331.331745,311.276989,252.880795,1260.646104,1260.294242,171.130396,103.609247,41.163739,30.174809,28.363887,196.964686,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.528984,2.485769,2.518382,2.475806,2.497029,2.565486,-0.000516,-0.000975,6.98E-05,0,
46,192.391988,230.490438,225.271151,221.946498,215.263455,206.249221,188.732703,138.871507,51.821554,45.669236,43.61561,211.650182,241.307113,235.876796,227.878323,223.153806,219.904604,205.726558,133.82963,54.271355,46.592592,45.802763,189.828659,224.315872,221.933048,219.492923,216.722337,205.755302,186.532179,55.826432,133.315925,49.068916,61.469497,1259.723506,97.719031,369.486083,365.419783,358.013198,343.767536,330.929779,311.130289,252.355916,1260.646104,1260.294242,171.397474,103.57228,41.126515,30.212408,28.363887,196.850151,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.527152,2.485158,2.519298,2.472907,2.501913,2.563197,-5.79E-05,-0.000669,-8.28E-05,0,
47,192.23377,230.484879,225.22767,221.865046,215.257867,206.243621,188.497937,138.979117,51.779184,45.626706,43.647292,211.64459,241.150926,235.795769,227.683466,223.186156,219.974911,205.911567,134.68947,54.302812,46.587144,45.797312,189.823048,224.348218,222.003381,219.487343,216.602698,205.787817,186.564753,55.784172,133.310401,48.989464,61.543026,1259.723506,97.68216,369.26812,365.16528,357.7585,343.585234,330.673968,310.836873,251.380825,1260.646104,1260.294242,171.588252,103.387457,41.014836,30.137208,28.326213,196.773794,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.548976,2.501184,2.524182,2.479469,2.497793,2.594332,-0.00021,-0.000822,-8.28E-05,0,
48,192.163076,230.452589,225.271151,221.794744,215.111408,206.249221,188.350777,139.135537,51.821554,45.632158,43.61561,211.916441,241.156461,235.725834,227.537588,223.040033,219.942547,205.993408,135.184298,54.271355,46.555513,45.728586,189.561372,224.277955,221.933048,219.492923,216.532245,205.679072,186.60855,55.752743,133.278342,49.068916,60.954743,1259.723506,97.68216,369.122807,364.910769,357.431017,343.402925,330.01611,310.616797,250.780565,1260.646104,1260.294242,172.084302,103.239611,40.865914,30.174809,28.401559,196.659256,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.536004,2.487447,2.523266,2.481758,2.486194,2.600132,-0.000363,-0.000822,-8.28E-05,0,
49,192.037397,230.365771,225.335834,221.745653,214.910166,206.276121,188.224976,139.049013,51.884579,45.621254,43.641832,211.829185,241.145391,235.48828,227.56432,223.066811,219.969332,205.944088,135.512057,54.186758,46.470456,45.680593,189.511966,224.0393,221.732119,219.36783,216.330972,205.629755,186.559141,55.631372,133.22971,48.947018,61.32785,1259.729821,97.68759,369.128157,364.843402,357.145266,343.444757,329.729085,310.402113,250.223208,1260.652421,1260.300559,172.624174,102.838535,40.834167,30.217949,28.444779,196.779415,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.53112,2.485006,2.512431,2.478248,2.488636,2.580443,-0.00021,-0.000669,6.98E-05,0,
50,192.004855,230.295627,225.265581,221.675348,214.953768,206.28172,188.116009,139.167716,51.963885,45.589627,43.573004,212.024955,240.962598,235.38059,227.607746,223.03446,219.974911,206.064048,136.346072,54.192178,46.475904,45.648953,189.593945,224.082792,221.509946,219.221493,216.146444,205.597239,186.373825,55.710482,133.347985,48.952456,60.413938,1259.736136,97.65615,368.951862,364.666953,356.968676,343.121961,329.405491,310.334152,250.003544,1260.658739,1260.306875,173.01143,102.400595,40.765184,30.261087,28.374987,196.861394,1259.472703,1259.867823,1260.526687,1259.209327,1259.209368,1259.4288,1258.946199,2.518759,2.485463,2.524182,2.477485,2.49413,2.579375,-0.000363,-0.000669,-8.28E-05,0,
51,191.890396,230.295627,225.113932,221.561523,214.801708,206.167422,187.963236,139.318609,51.926947,45.589627,43.573004,212.139057,240.849594,235.267348,227.456299,222.996535,220.012854,206.064048,137.024192,54.192178,46.512985,45.686044,189.670313,223.931109,221.471986,219.183512,216.070396,205.521006,186.182897,55.59994,133.272817,48.878437,61.984153,1259.723506,97.68216,368.868503,364.583526,356.66683,342.892435,328.992616,310.43339,249.992489,1260.646104,1260.294242,172.54223,101.83562,40.605255,30.212408,28.363887,196.773794,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.523184,2.483937,2.52235,2.479621,2.490925,2.603184,-0.00021,-0.000822,-8.28E-05,0,
52,191.852243,230.106362,225.038104,221.599465,214.649642,205.976918,187.810464,139.507241,51.963885,45.663784,43.610149,211.910849,240.736585,235.040848,227.342708,222.920683,220.050796,206.292762,137.77794,54.192178,46.438822,45.648953,189.670313,223.893187,221.547906,219.221493,216.032371,205.597239,186.221083,55.563092,133.16007,48.915447,61.732251,1259.729821,97.68759,368.801193,364.479794,356.599405,342.788409,328.815211,310.25538,249.885412,1260.652421,1260.300559,171.403092,100.91791,40.536258,30.330738,28.407109,196.550339,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.53112,2.482716,2.52174,2.480689,2.497029,2.575254,-5.79E-05,-0.000822,-0.000235,0,
53,191.749004,230.003917,224.935499,221.572676,214.698835,206.026219,187.821687,139.669245,51.900863,45.63761,43.62107,211.883998,240.672316,234.976441,227.278108,222.855977,219.986069,206.303961,138.807048,54.203019,46.412637,45.548576,189.643352,223.790562,221.71089,219.232654,215.967492,205.570324,186.46142,55.537075,132.983222,48.889315,61.401382,1259.729821,97.68759,368.583208,364.334346,356.635797,342.679011,328.668976,310.25538,249.697727,1260.652421,1260.300559,170.105974,100.696415,40.424522,30.293143,28.407109,196.512159,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.534325,2.485158,2.519451,2.475806,2.497793,2.591279,-0.00021,-0.000669,-8.28E-05,0,
54,191.628933,229.884787,224.892013,221.529157,214.617212,206.020619,188.007041,139.776899,51.932374,45.669236,43.61561,211.764295,240.553762,234.970892,227.310408,222.812475,219.904604,206.145887,138.876938,54.234477,46.444271,45.543124,189.485004,223.709142,221.553482,219.075149,215.771772,205.48849,186.455808,55.347401,132.827396,48.957895,61.065056,1259.723506,97.68216,368.432532,364.219904,356.739613,342.892435,328.553914,310.213291,249.466956,1260.646104,1260.294242,169.451915,100.100441,40.344537,30.362793,28.476899,196.468357,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.537988,2.483174,2.517314,2.472754,2.486346,2.610052,-0.000363,-0.000822,6.98E-05,0,
55,191.59639,229.701053,224.82175,221.382959,214.584783,206.026219,188.089039,139.706977,51.937802,45.785915,43.658213,211.617736,240.48395,234.825426,227.278108,222.742193,219.758406,206.075248,138.580773,54.313652,46.486801,45.548576,189.376063,223.638864,221.445179,219.042748,215.739331,205.341619,186.690533,55.537075,132.945645,48.963333,60.813067,1259.729821,97.68759,368.219885,364.079804,356.490227,342.86134,328.303371,310.03527,248.721519,1260.652421,1260.300559,169.037994,99.589291,40.238271,30.293143,28.482449,196.435798,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.527,2.482564,2.513804,2.487404,2.505118,2.596316,-0.000363,-0.000669,-8.28E-05,0,
56,191.552625,229.619771,224.740344,221.45327,214.617212,205.982518,188.045234,139.588241,52.080122,45.743389,43.727036,211.68822,240.214677,234.706609,227.121077,222.736619,219.638988,206.145887,139.291859,54.492607,46.407188,45.543124,189.294083,223.633292,221.211832,219.037167,215.771772,205.412255,186.799478,55.605356,133.541445,48.957895,60.035278,1259.723506,97.719031,368.032867,363.819899,356.266509,342.600708,328.042049,309.736365,248.002346,1260.646104,1260.294242,168.34594,99.288721,40.158273,30.325199,28.43923,196.544717,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.562406,2.509578,2.524792,2.479011,2.491688,2.620583,-0.00021,-0.000517,6.98E-05,0,
57,191.470706,229.462761,224.583096,221.220023,214.497569,205.82451,187.963236,139.544969,52.11163,45.812087,43.684435,211.64459,240.20914,234.776572,227.229112,222.693116,219.595461,206.064048,139.625861,54.487188,46.401739,45.500576,189.173918,223.51394,221.054398,218.993603,215.766186,205.2923,187.061164,55.59994,133.535919,48.989464,60.518858,1259.729821,97.724461,367.929214,363.752522,356.089896,342.350806,327.754916,309.448249,247.557045,1260.652421,1260.300559,168.122764,98.962175,40.089249,30.443516,28.444779,196.512159,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.566527,2.492331,2.527386,2.488777,2.468795,2.615852,-0.000516,-0.000517,-8.28E-05,0,
58,191.465095,229.343608,224.42584,221.138552,214.301881,205.780808,187.995818,139.614885,52.106203,45.843709,43.678975,211.486841,240.052882,234.657753,227.261413,222.801328,219.665775,205.791603,139.884448,54.40802,46.396291,45.532219,189.015568,223.584221,220.934923,218.798102,215.722572,205.24858,187.208293,55.594524,133.567983,48.947018,61.401382,1259.729821,97.65072,367.711202,363.607059,356.089896,342.059054,327.49895,309.374865,247.406748,1260.652421,1260.300559,167.893983,97.819074,40.089249,30.443516,28.520117,196.473979,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.564237,2.508204,2.515483,2.469244,2.490772,2.613563,-0.00021,-0.000669,-0.000388,0,
59,191.24178,229.273437,224.355565,221.030285,214.11736,205.710201,187.77227,139.733622,52.22243,45.84916,43.758716,211.416353,240.020739,234.625545,227.077644,222.693116,219.709301,205.911567,140.003201,54.41344,46.438822,45.537672,188.944809,223.551867,220.826598,218.651739,215.728158,205.101703,187.25209,55.636788,133.836654,48.841426,60.787125,1259.742451,97.698451,367.612895,363.435933,355.955034,341.77803,327.144032,309.459062,247.605685,1260.665056,1260.313192,166.532765,96.650562,40.137487,30.492183,28.531215,196.332501,1259.479017,1259.874138,1260.533005,1259.215641,1259.215682,1259.435114,1258.952512,2.53692,2.499047,2.530133,2.48191,2.501455,2.570981,-0.000668,-0.000517,6.98E-05,0,
60,191.018462,229.165398,224.171514,220.884063,214.046902,205.60149,187.739689,139.814632,52.375578,45.965823,43.838452,211.155653,239.875545,234.480059,227.08321,222.66076,219.601041,206.069648,140.650389,54.381984,46.444271,45.506028,188.835866,223.443658,220.794208,218.581346,215.657687,205.221662,187.372258,55.568508,134.293375,48.846865,59.867598,1259.742451,97.698451,367.467548,363.290463,355.845847,341.267409,326.924608,309.495754,247.305087,1260.665056,1260.313192,164.894021,96.171613,40.472745,30.492183,28.493548,196.103412,1259.479017,1259.874138,1260.533005,1259.215641,1259.215682,1259.435114,1258.952512,2.527915,2.494468,2.530591,2.480689,2.499013,2.583038,-0.000363,-0.000822,-8.28E-05,0,
61,190.718829,228.943745,224.063306,220.775787,214.014467,205.530881,187.707108,139.85791,52.381004,46.008342,43.881049,211.047115,239.843399,234.372327,226.9373,222.552544,219.492777,206.075248,141.562134,54.387404,46.375553,45.511481,188.841478,223.487158,220.685878,218.624915,215.625244,204.960422,187.339684,55.573924,134.223696,48.852304,60.487497,1259.736136,97.65615,367.389522,363.248741,355.512914,340.897282,326.553493,309.270193,246.510299,1260.658739,1260.306875,163.859771,95.908331,40.914119,30.561819,28.487998,195.945061,1259.472703,1259.867823,1260.526687,1259.209327,1259.209368,1259.4288,1258.946199,2.527915,2.496147,2.529981,2.473364,2.49123,2.572965,-0.00021,-0.000517,-0.000388,0,
62,190.484282,228.710949,223.981879,220.580443,213.856779,205.52528,187.777882,139.965574,52.486359,46.039959,43.912724,210.965433,239.837861,234.215725,226.893863,222.433174,219.373349,205.955288,142.312056,54.455734,46.333019,45.506028,188.835866,223.481585,220.946077,218.619333,215.505567,204.878578,187.143146,55.531658,134.293375,48.77284,59.562437,1259.729821,97.68759,367.166142,363.025175,355.289164,340.964864,326.255505,308.934531,245.752844,1260.652421,1260.300559,162.863881,95.829238,41.504185,30.593867,28.520117,195.748524,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.536004,2.491416,2.525402,2.48191,2.488636,2.569607,-0.00021,-0.000975,6.98E-05,0,
