Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_0-15mAF,RAD_0-15mAF,EVENT,Untitled,Comment
30,20.663451,20.849437,21.251736,21.581837,21.15251,21.329305,21.427494,21.268051,21.445916,21.227804,21.249056,20.176552,20.707676,20.778739,20.704433,20.544988,20.931956,20.525139,20.514623,20.747828,20.44656,20.558287,20.044491,20.97962,21.137925,21.05185,20.973286,20.816806,20.948023,20.908905,20.251545,20.63517,22.529864,48.327992,43.878309,39.412467,37.130287,36.338093,31.46925,29.824149,27.855907,26.428976,25.605448,25.043929,29.223409,28.306397,27.937283,28.648673,28.808316,29.443646,1259.819701,2.529467,2.518759,2.480274,2.530744,2.480079,2.497793,-0.000516,-0.000822,-8.28E-05,0,
31,20.853006,20.773518,21.289671,21.619744,21.266256,21.443044,21.768744,21.154249,21.407996,21.3794,21.211148,20.214491,20.783548,20.816667,20.628562,20.544988,20.856133,20.525139,20.628488,20.78576,20.408605,20.520349,20.158365,21.131358,21.289671,21.127717,21.011231,21.044444,21.061807,20.984753,20.251545,20.521338,22.573358,49.110977,44.775251,40.163855,38.182277,37.241046,32.376282,30.657488,28.464254,26.585566,25.951131,25.011727,29.153658,28.387358,27.980552,28.691904,28.813892,29.449219,1259.826048,2.522141,2.511281,2.484395,2.538069,2.485725,2.505118,-0.000516,-0.000975,6.98E-05,0,
32,21.042531,20.92535,21.251736,21.65765,21.37999,21.556772,21.958283,21.230118,21.445916,21.303604,21.211148,20.366233,21.049064,20.96837,20.704433,20.58293,20.931956,20.487178,20.514623,20.747828,20.408605,20.520349,20.196321,21.20722,21.365536,21.241508,21.125058,21.044444,21.061807,20.870979,20.289489,20.673112,22.491976,50.252478,45.512144,40.903722,38.848956,38.356264,33.49649,31.591784,29.023461,26.919655,26.209981,25.043929,29.261069,28.419469,28.088029,28.723979,28.808316,29.406011,1259.819701,2.532061,2.503192,2.477222,2.530133,2.485725,2.502676,-0.000516,-0.000822,-8.28E-05,0,
33,21.150627,21.147456,21.359934,21.765759,21.601824,21.513262,21.990588,21.262449,21.478233,21.3359,21.205545,20.550277,21.308916,21.152367,20.774693,20.653205,20.88844,20.519533,20.509017,20.780155,20.402998,20.514742,20.228668,21.353326,21.473723,21.387609,21.195333,21.11471,21.169976,20.979148,20.321823,20.667506,22.529864,51.472488,46.402449,41.611396,39.781911,39.587793,34.583599,32.45572,29.813653,27.296947,26.285524,25.11952,29.298728,28.457157,28.238753,28.723979,28.733016,29.330737,1259.819701,2.537098,2.507313,2.477374,2.533033,2.487556,2.501608,-0.000516,-0.001127,-8.28E-05,0,
34,21.427088,21.19661,21.40907,21.85276,21.688828,21.60028,21.925978,21.159852,21.451518,21.271308,21.254659,20.789029,21.433868,21.42896,21.01347,20.778228,21.051285,20.64462,20.596141,20.753434,20.414212,20.563894,20.35374,21.592055,21.56078,21.436737,21.358281,21.315569,21.294943,20.990357,20.408919,20.526945,22.584576,52.375569,47.382727,42.484009,40.693378,40.760017,35.6488,33.260575,30.507192,27.803971,26.415595,25.249683,29.353106,28.473891,28.104769,28.740709,28.749746,29.27218,1259.838744,2.529619,2.504566,2.477222,2.536848,2.483589,2.502371,-0.000974,-0.000822,-8.28E-05,0,
35,21.6488,21.342784,21.479325,21.885058,21.759024,21.708391,21.996187,21.268051,21.407996,21.303604,21.286962,21.010919,21.542002,21.537077,21.121633,20.924355,21.235197,20.790829,20.780291,20.899549,20.44656,20.482409,20.461978,21.776023,21.782707,21.62073,21.466472,21.537508,21.403091,21.060595,20.592992,20.63517,22.497585,53.583021,48.964267,43.886068,41.762784,41.977956,36.647881,34.112057,30.947038,28.659666,26.630988,25.238492,29.341959,28.575789,28.093609,28.691904,28.663287,29.261032,1259.826048,2.527483,2.503497,2.475848,2.534101,2.489845,2.503745,-0.000516,-0.000975,-8.28E-05,0,
36,21.881668,21.538078,21.636627,22.004345,21.87831,21.751894,21.925978,21.159852,21.451518,21.309207,21.216751,21.471379,21.775041,21.618485,21.240992,21.157519,21.430285,20.94823,20.937679,21.056854,20.49012,20.525956,20.619361,21.933255,22.091606,21.815894,21.661704,21.54311,21.48452,21.066199,20.598598,20.640776,22.54669,54.811456,50.455026,44.974372,42.741626,42.919157,37.817609,34.91012,31.446508,29.085149,26.94418,25.363046,29.46607,28.624627,28.142452,28.703058,28.636787,29.196896,1259.838744,2.519699,2.50365,2.474474,2.535017,2.491524,2.51107,-0.000821,-0.001127,-0.000235,0,
37,22.152355,21.771268,21.831824,22.12362,21.959694,21.833294,22.007386,21.241325,21.45712,21.31481,21.222355,21.855889,22.197491,21.813579,21.51198,21.390637,21.738996,21.14355,21.057107,21.17622,20.723421,20.607437,20.814659,22.355738,22.438319,22.048927,21.932733,21.96575,21.64176,21.185557,20.755925,20.684324,22.541081,56.022683,51.373685,45.785533,43.665988,43.917451,38.969533,35.840693,31.591159,29.794855,27.20279,25.281877,29.573448,28.769764,28.212233,28.659827,28.593554,29.191321,1259.832396,2.528246,2.508534,2.482258,2.539748,2.498086,2.509544,-0.000821,-0.000975,-0.000235,0,
38,22.44404,22.063449,22.048099,22.150311,21.948494,21.859991,22.03409,21.268051,21.370075,21.303604,21.13533,22.261345,22.678741,22.257035,21.766101,21.606903,21.955075,21.397894,21.235581,21.468326,20.750155,20.596224,20.917249,22.761275,22.730252,22.265118,22.111089,22.068263,21.744273,21.212266,20.858492,20.711052,22.649126,57.454136,52.69801,46.744523,44.626811,44.914942,40.157561,36.733072,31.998578,30.240792,27.461337,25.389643,29.567876,28.801863,28.28201,28.616595,28.70094,29.148103,1259.826048,2.510999,2.511891,2.480732,2.53578,2.485725,2.497335,-0.000668,-0.000822,-0.000388,0,
39,22.839317,22.573064,22.368123,22.356533,22.154729,21.952583,22.088789,21.360722,21.424804,21.244614,21.227959,22.732492,23.112041,22.576829,22.010273,21.813229,22.199107,21.642265,21.479965,21.712561,21.032549,20.840637,21.199553,23.232497,22.97433,22.547139,22.431104,22.312448,21.874779,21.380725,20.951153,20.803746,22.611243,59.331671,54.026727,47.967673,45.703761,45.842932,41.08916,37.256518,32.336351,30.767308,27.574517,25.540772,29.680816,28.952552,28.395035,28.65425,28.70094,29.110457,1259.826048,2.52443,2.505329,2.468827,2.521892,2.480384,2.485736,-0.000516,-0.000822,6.98E-05,0,
40,23.200892,22.821551,22.692366,22.453381,22.365217,22.01157,22.185689,21.305983,21.332152,21.341503,21.173239,23.16988,23.625147,22.90082,22.410206,22.061709,22.447361,21.928813,21.690691,21.809457,21.205399,20.975527,21.410259,23.632124,23.374128,22.90914,22.641675,22.522998,22.009567,21.439734,21.048098,20.900736,22.660343,60.850831,55.254738,48.867516,46.642426,46.744156,41.919373,37.753411,32.835166,31.229526,27.962856,25.551959,29.729603,29.152032,28.443864,28.703058,28.636787,29.083961,1259.838744,2.520157,2.505481,2.479206,2.534101,2.480232,2.483599,-0.000516,-0.000975,-0.000235,0,
41,23.357793,23.09236,22.811617,22.610482,22.370814,22.055061,22.191287,21.349516,21.413598,21.271308,21.140933,23.440322,24.122548,23.322783,22.83238,22.484052,22.717946,22.048149,21.772126,22.00453,21.476478,21.094897,21.643333,23.978294,23.720443,23.255536,22.874588,22.793771,22.242511,21.483243,21.167451,20.868407,22.730497,62.205737,56.318177,49.602342,47.378616,47.813586,42.992841,38.569573,33.50452,31.599722,28.598165,25.697473,29.836955,29.259439,28.626625,28.735133,28.744169,29.078385,1259.832396,2.513441,2.503497,2.480885,2.535627,2.479774,2.490925,-0.000668,-0.000822,-8.28E-05,0,
42,23.503489,23.314043,23.033299,22.869969,22.592455,22.125241,22.223585,21.343913,21.407996,21.227804,21.173239,23.699517,24.570743,23.65774,23.243208,22.932911,23.015117,22.34579,22.031905,22.302022,21.736291,21.27888,21.827257,24.31318,23.979787,23.477087,23.096264,23.053291,22.502091,21.667158,21.351404,20.976601,22.811862,63.607608,57.428765,50.421721,48.23653,48.782073,43.927725,39.508106,34.37183,32.16867,29.131241,25.891919,29.993071,29.528589,28.895821,28.77836,28.862692,29.159252,1259.838744,2.512984,2.516164,2.488668,2.541884,2.482063,2.49825,-0.000821,-0.001127,-8.28E-05,0,
43,24.081813,23.628189,23.158108,22.956886,22.755114,22.287981,22.348463,21.430975,21.38128,21.23901,21.108626,23.899792,24.884332,23.895895,23.594985,23.209113,23.404646,22.660143,22.270521,22.388978,21.937036,21.555452,21.914258,24.589094,24.293668,23.828896,23.448269,23.329529,22.740529,21.829949,21.476327,21.101597,22.844131,64.667448,58.417425,51.081838,49.008898,49.738944,44.850911,40.43483,35.002792,32.576072,29.426977,26.075148,30.100396,29.673602,29.003205,28.848081,28.894762,29.266605,1259.832396,2.530993,2.512959,2.47539,2.528913,2.478706,2.499013,-0.000516,-0.000975,-0.000235,0,
44,24.724218,23.817497,23.461038,23.070465,22.906559,22.401625,22.348463,21.506827,21.495039,21.31481,21.108626,24.12666,25.337797,24.198453,23.821987,23.549749,23.782857,23.001096,22.46,22.691965,22.088648,21.858652,22.065845,24.891573,24.634107,24.207245,23.675422,23.518811,22.967728,21.867844,21.741625,21.177448,22.957754,65.512092,59.668627,52.116634,49.897353,50.663686,45.816024,41.589771,35.451867,33.026392,29.991703,26.414942,30.250904,30.12523,29.191444,29.07394,28.970051,29.341884,1259.832396,2.528399,2.507923,2.488668,2.532575,2.489693,2.499777,-0.000516,-0.000822,6.98E-05,0,
45,25.24739,24.076884,23.833993,23.329845,23.128093,22.62328,22.570193,21.652913,21.56527,21.347106,21.140933,24.57467,25.785492,24.49534,24.081175,23.771191,24.041938,23.260617,22.681737,22.799968,22.272535,21.890946,22.2497,25.15059,24.779794,24.542061,23.934785,23.816004,23.15143,22.013808,21.811813,21.323534,22.995626,66.356548,60.735301,53.15076,50.859242,51.661774,46.743342,42.557559,36.012947,33.514023,30.480888,26.641412,30.476626,30.388591,29.342011,29.111579,29.082974,29.341884,1259.832396,2.520004,2.497088,2.481648,2.536085,2.488472,2.493214,-0.000516,-0.001127,-0.000235,0,
46,25.549422,24.303957,24.250246,23.708271,23.279488,22.73689,22.645959,21.72875,21.716921,21.574469,21.178843,25.10363,26.238578,24.986684,24.534932,24.149477,24.268749,23.412083,22.871147,22.989275,22.386212,22.042512,22.477005,25.415127,25.195686,24.844553,24.161838,23.967366,23.302845,22.051696,22.001262,21.361453,22.995626,67.090717,61.764765,54.221145,51.857484,52.733089,47.744121,43.598922,36.536361,34.038915,30.932242,26.792365,30.664691,30.727102,29.454923,29.149216,29.158249,29.417157,1259.832396,2.529619,2.502887,2.485006,2.540053,2.486946,2.493977,-0.000821,-0.000975,-0.000388,0,
47,25.894686,24.53657,24.671927,24.092156,23.625641,23.045387,22.878821,21.923919,21.836247,21.61796,21.184447,25.524643,26.508367,25.294523,24.918503,24.53322,24.576677,23.758397,23.028246,23.070583,22.467588,22.048111,22.671986,25.760732,25.465845,25.114749,24.621389,24.313442,23.497676,22.170951,22.196279,21.44289,23.065759,67.819336,62.531165,55.064144,52.849631,53.687519,48.590579,44.411018,37.09135,34.63293,31.453015,26.975441,30.847157,30.909551,29.712764,29.331809,29.152675,29.486853,1259.826048,2.521683,2.511738,2.483327,2.520519,2.470007,2.48833,-0.000363,-0.001127,6.98E-05,0,
48,26.190958,24.871434,25.044471,24.464732,23.733547,23.266916,23.024711,22.107857,22.058064,21.801788,21.178843,25.896587,26.955574,25.628876,25.139648,24.905658,24.873348,23.942051,23.363463,23.329947,22.613532,22.0804,22.780006,26.095068,25.68699,25.4115,24.842714,24.534787,23.719129,22.392631,22.380066,21.437287,23.071365,68.411932,64.116411,56.101976,53.778274,54.762997,49.595507,45.270705,37.582438,34.900678,31.984651,27.320533,31.078316,31.215869,30.019298,29.563138,29.195885,29.492425,1259.832396,2.519852,2.489915,2.473253,2.525708,2.483741,2.498708,-0.000821,-0.000975,6.98E-05,0,
49,26.417291,25.060527,25.384676,24.72937,24.149603,23.493992,23.251901,22.259465,22.171755,21.91543,21.254659,26.236247,27.332747,26.081958,25.404105,25.170197,25.288815,24.244776,23.5149,23.784014,22.802929,22.118287,23.120784,26.472628,25.98922,25.789299,25.031771,24.761673,23.946127,22.506253,22.683017,21.513117,23.109233,69.402629,65.181429,57.170634,54.516457,55.611175,50.668225,46.087223,38.291713,35.275142,32.360258,27.622226,31.303861,31.441378,30.132137,29.675997,29.308784,29.605317,1259.832396,2.525651,2.516317,2.471575,2.526776,2.475959,2.492909,-0.000821,-0.001127,-0.000388,0,
50,26.982915,25.287395,25.724773,25.031735,24.338668,23.645351,23.251901,22.335261,22.209649,21.91543,21.292565,26.688959,27.785178,26.383907,25.706262,25.396893,25.55312,24.471765,23.779867,23.973153,22.992295,22.042512,23.423611,26.812317,26.404646,26.015915,25.409785,24.950708,24.021782,22.695598,22.834463,21.55103,23.158311,70.514086,66.257008,57.991864,55.339021,56.617281,51.714172,47.173739,39.309901,35.847675,32.821921,27.821904,31.502904,31.602814,30.368916,29.912822,29.39519,29.654089,1259.845092,2.517562,2.530968,2.474017,2.516856,2.46604,2.511986,-0.000516,-0.000822,0.000222,0,
51,27.484023,25.48758,25.962605,25.345182,24.614477,23.732205,23.452376,22.346458,22.296632,22.040261,21.341676,27.152627,28.286229,26.885541,25.98174,25.672475,25.941746,24.82333,24.093787,24.211255,23.079221,22.167371,23.586177,27.163046,26.680077,26.291396,25.647693,25.226469,24.184256,22.93396,23.03493,21.713872,23.109233,71.566989,67.090365,58.864604,56.028783,57.490566,52.774485,47.866964,40.007048,36.173327,33.073544,28.036914,31.566936,31.704411,30.50818,30.089712,29.496921,29.718197,1259.832396,2.523209,2.504108,2.459365,2.532423,2.461309,2.486652,-0.000516,-0.001127,6.98E-05,0,
52,27.811954,25.703197,26.102534,25.560671,24.830083,23.796689,23.479045,22.448946,22.285435,22.029061,21.406275,27.744542,28.576469,27.364651,26.348066,25.963426,26.232465,25.228052,24.233947,24.275708,23.143765,22.118287,23.802028,27.453658,27.046353,26.469004,25.901007,25.32868,24.475606,23.074192,23.212986,21.702669,23.184965,72.483936,68.081216,59.674301,56.802919,58.263925,53.66051,48.459694,40.379606,36.397757,33.148599,28.149982,31.679663,31.854686,30.545777,30.240114,29.647407,29.793443,1259.832396,2.512678,2.483658,2.454023,2.517162,2.47016,2.4807,-0.000821,-0.000822,-8.28E-05,0,
53,28.188576,25.929931,26.442404,25.862804,25.056815,23.910178,23.630448,22.52473,22.361215,22.104809,21.406275,28.083614,29.066019,27.628543,26.649959,26.340949,26.609693,25.379247,24.460917,24.389145,23.143765,22.156173,23.991188,27.868438,27.310473,26.808695,26.203186,25.5554,24.664644,23.225594,23.364359,21.778481,23.266297,73.626297,69.113997,60.489164,57.729569,59.116068,54.551536,48.946583,40.571355,36.365893,33.154153,28.230934,31.685224,31.972938,30.701718,30.35847,29.76583,29.836636,1259.838744,2.514815,2.495104,2.464401,2.512889,2.462377,2.473374,-0.000516,-0.000822,0.000222,0,
54,28.538554,26.092218,26.642327,26.138258,25.332442,24.11048,23.755169,22.725359,22.372411,22.153879,21.493281,28.396055,29.340653,27.903509,27.000634,26.616289,26.922529,25.654948,24.509915,24.36251,23.230679,22.167371,24.153671,28.218818,27.698814,27.121698,26.554188,26.019856,24.751422,23.38816,23.451223,21.865489,23.304158,74.433115,69.921076,61.187993,58.539884,60.072819,55.510398,49.982911,41.018191,36.403294,33.079098,28.155562,31.873074,32.010499,30.776896,30.396062,29.728214,29.911874,1259.838744,2.518325,2.488236,2.471727,2.527081,2.470923,2.485888,-0.000516,-0.000822,-8.28E-05,0,
55,29.022237,26.275519,26.749997,26.434651,25.666783,24.218349,23.825264,22.757646,22.518358,22.14828,21.449779,28.804642,29.711417,28.199374,27.25906,26.950284,27.143162,25.800502,24.61779,24.432542,23.225085,22.237539,24.374998,28.590059,27.994906,27.606457,26.812863,26.203093,24.934827,23.609599,23.559138,22.049383,23.309763,75.061984,70.806852,62.112662,59.428971,61.108186,56.51107,51.17187,42.065655,36.48363,33.047124,28.31188,31.953765,32.203844,31.007965,30.514401,29.884238,29.955061,1259.845092,2.513136,2.502124,2.474017,2.524182,2.476722,2.491535,-0.000668,-0.001127,6.98E-05,0,
56,29.323201,26.426599,27.01419,26.736538,25.817827,24.331795,23.976619,22.909166,22.594122,22.186151,21.525577,28.99284,29.861911,28.538385,27.522995,27.252035,27.331631,25.876062,24.693425,24.47035,23.300807,22.237539,24.526249,28.81608,28.221096,28.021176,27.077049,26.316367,25.085996,23.685266,23.710464,22.125172,23.309763,75.942131,71.613753,62.958082,60.459456,62.21122,57.653102,52.243616,43.181019,36.745387,32.934528,28.31188,32.06645,32.354048,31.270991,30.551988,29.997064,30.030291,1259.845092,2.507489,2.494493,2.470964,2.520824,2.472449,2.491077,-0.000821,-0.000975,-0.000235,0,
57,29.559989,26.626573,27.364916,26.974046,26.01776,24.456405,24.176963,23.109726,22.718952,22.348816,21.574678,29.267386,30.324375,28.888417,27.760314,27.602544,27.606576,25.925,24.742413,24.632743,23.311994,22.248736,24.726457,29.090837,28.571424,28.258455,27.390041,26.591779,25.248311,23.809938,23.872951,22.250044,23.385481,77.189032,72.713975,63.913487,61.379169,63.277075,58.868125,53.240805,44.221105,37.193966,32.972061,28.424919,32.216678,32.616854,31.421262,30.664742,30.147479,30.030291,1259.845092,2.510236,2.490831,2.474627,2.522808,2.475196,2.485431,-0.000821,-0.000975,-8.28E-05,0,
58,30.069677,26.911889,27.499089,27.145919,26.152018,24.553065,24.235853,23.206551,22.702163,22.407749,21.557872,29.438818,30.570905,29.0976,27.969734,27.812016,27.740577,26.059359,24.801283,24.615983,23.295214,22.23194,24.860903,29.638849,28.931483,28.580876,27.675086,26.801507,25.344908,23.830994,23.969645,22.271136,23.385481,78.399329,74.144147,65.125715,62.114707,64.122144,59.824948,54.348098,44.889272,37.268712,33.047124,28.575619,32.254232,32.879595,31.646628,30.815061,30.297872,30.143125,1259.845092,2.503063,2.501819,2.481343,2.532117,2.470007,2.495656,-0.000668,-0.001127,-8.28E-05,0,
59,30.762718,27.192828,27.742097,27.426616,26.357467,24.721037,24.403916,23.37479,22.832577,22.462404,21.650468,29.643584,31.113767,29.641138,28.250196,28.054861,27.832637,26.113868,24.893661,24.746143,23.349852,22.362377,25.180002,30.107069,29.211822,28.861259,27.955766,27.195549,25.550541,23.96124,24.062051,22.363705,23.423338,79.426334,75.427579,66.264107,62.886815,65.334261,60.854943,55.012138,45.111916,37.38082,32.896994,28.613291,32.479526,33.029703,31.909495,30.927787,30.335467,30.293552,1259.845092,2.520462,2.500293,2.473253,2.525555,2.479774,2.492604,-0.000516,-0.001127,0.000222,0,
60,31.288481,27.456978,28.006044,27.577429,26.546146,24.834431,24.555192,23.45051,22.908321,22.538123,21.726253,29.944446,31.789918,30.242928,28.664535,28.393971,28.020985,26.151637,24.893661,24.708344,23.46342,22.286618,25.444483,30.370376,29.625991,29.275487,28.295057,27.421874,25.626085,24.074702,24.288929,22.515236,23.385481,80.049923,76.931039,67.659131,64.026229,66.362414,61.810992,55.786544,45.297423,37.492918,33.197232,28.801629,32.554614,33.179791,31.984588,31.153202,30.598594,30.443957,1259.845092,2.513899,2.490373,2.471117,2.513652,2.468023,2.499929,-0.000363,-0.000975,-8.28E-05,0,
61,31.95298,27.785362,28.296482,28.018604,26.761366,24.936643,24.657462,23.477184,22.935,22.564786,21.828719,30.722691,32.492073,30.908423,29.105228,28.83482,28.424098,26.367071,24.995914,24.73497,23.452234,22.389058,25.697736,30.697708,30.066509,29.56552,28.698467,27.712425,25.879287,24.025703,24.428979,22.541921,23.493444,81.108369,77.989083,69.048326,65.233285,67.421585,62.687762,56.702587,45.811208,37.748904,33.154153,28.833716,32.699217,33.361817,32.316881,31.297889,30.705776,30.475987,1259.838744,2.516646,2.501208,2.468217,2.524334,2.47367,2.490009,-0.000821,-0.001127,6.98E-05,0,
62,32.596199,28.168056,28.678898,28.212581,27.10641,25.282305,24.738671,23.634198,23.016331,22.646094,21.796431,31.103924,32.985356,31.439928,29.562421,29.292172,28.919023,26.825685,25.114909,24.81615,23.457827,22.432533,26.005429,31.154353,30.297814,30.022655,29.043083,28.094992,25.998147,24.220377,24.47237,22.585396,23.466799,82.18327,79.28355,70.159979,66.566422,68.496818,63.764292,57.634562,46.192977,37.722609,33.277831,28.920193,32.822934,33.560468,32.40306,31.496798,30.75449,30.52472,1259.85144,2.518478,2.493883,2.461501,2.52174,2.470618,2.489856,-0.000516,-0.000822,-8.28E-05,0,
63,33.158531,28.469658,28.942611,28.62696,27.294957,25.508964,24.814288,23.67205,23.016331,22.721801,21.872206,31.44192,33.547851,31.7779,29.976245,29.668514,29.182429,27.2408,25.45507,24.891738,23.533533,22.546154,26.307455,31.530114,30.598734,30.398819,29.419679,28.321126,26.262418,24.220377,24.47237,22.661149,23.525694,83.341298,80.917852,71.280998,67.90869,69.618068,64.996913,58.759772,46.250648,37.967483,33.411249,29.054096,32.918862,33.656325,32.536499,31.705407,30.812948,30.6208,1259.832396,2.524278,2.501056,2.476001,2.527386,2.47428,2.487872,-0.000516,-0.000975,6.98E-05,0,
64,33.789943,28.690239,29.238355,28.847351,27.477899,25.729994,24.922119,23.817855,23.124331,22.716204,21.828719,31.84933,34.141981,32.185284,30.459545,30.11439,29.590661,27.574748,25.676204,24.923946,23.64149,22.502684,26.60382,31.900192,31.006805,30.731697,29.75294,28.466288,26.483308,24.252602,24.542386,22.693428,23.580358,84.238516,82.254885,72.397781,69.393305,70.88177,66.078146,59.91709,46.489529,38.021418,33.652981,29.259079,33.160677,33.785478,32.665739,31.834721,30.94237,30.675093,1259.85144,2.520309,2.498766,2.470659,2.517162,2.475806,2.482531,-0.000516,-0.000975,6.98E-05,0,
65,34.576243,29.029368,29.426629,29.073261,27.66638,26.069823,24.959922,23.893545,23.200055,22.791906,21.866606,32.524737,34.55406,32.560538,30.835436,30.41524,29.778696,27.989571,25.789544,24.961737,23.603641,22.46481,26.867951,32.313231,31.307523,30.994849,30.016394,28.65467,26.558786,24.366034,24.655781,22.769173,23.618209,85.339893,83.612616,73.534861,70.604408,71.908909,67.32632,60.910394,47.341746,38.13345,33.577961,29.22143,33.385779,33.972951,32.740778,31.872261,30.904797,30.750271,1259.85144,2.524888,2.489457,2.472643,2.518688,2.472449,2.481005,-0.000668,-0.000975,-0.000388,0,
66,35.217882,29.373951,29.733358,29.455231,28.048811,26.415123,25.041109,23.97482,23.281367,22.797502,21.910092,33.09279,34.89663,33.053712,31.29188,30.834323,30.197812,28.259033,25.795124,25.042899,23.684928,22.546154,27.213024,32.544001,31.68885,31.338643,30.285339,28.923913,26.715304,24.40943,24.699163,22.661149,23.574754,86.436116,84.928563,74.739807,71.993359,73.187274,68.532032,61.677252,48.298995,38.314618,33.534898,29.253504,33.567776,34.117356,32.885285,31.904239,31.011948,30.782291,1259.845092,2.509015,2.492509,2.469133,2.513804,2.472449,2.4807,-0.000821,-0.000975,-8.28E-05,0,
67,35.74145,29.712861,30.072068,29.793882,28.350202,26.754735,25.305673,24.16401,23.319224,22.911044,21.910092,33.505106,35.383273,33.503633,31.780127,31.247687,30.498478,28.259033,25.832902,25.042899,23.760619,22.584026,27.439296,32.919269,31.989373,31.564076,30.586272,29.036897,26.903949,24.371622,24.812541,22.888378,23.612605,87.721778,86.03001,75.986839,73.314196,74.544332,69.742914,63.000693,49.039108,38.762563,33.45987,29.253504,33.755293,34.379727,32.922798,32.016849,31.049517,30.895045,1259.845092,2.511763,2.491136,2.462722,2.516246,2.470923,2.475816,-0.000516,-0.000822,5.000926,0,
68,36.558166,30.309542,30.517956,30.164476,28.570624,27.013229,25.375668,24.271919,23.427195,22.943294,21.980259,34.136471,35.901577,33.797936,32.187536,31.580224,30.793504,28.291159,25.940645,25.037315,23.755027,22.616299,27.697649,33.288863,32.321814,31.85903,30.919165,29.257267,26.9361,24.441649,24.806955,22.844914,23.731752,88.68258,87.137197,77.349364,74.78712,76.016813,70.959012,64.182031,50.043132,39.327767,33.202786,29.22143,34.02331,34.572642,33.003374,32.059943,31.092651,30.863028,1259.85144,2.512831,2.494646,2.46608,2.520061,2.471075,2.487415,-0.000516,-0.000669,5.000926,0,
69,37.3535,30.88494,30.94272,30.589201,28.995939,27.288379,25.50019,24.472232,23.514083,22.954484,21.99146,34.447131,36.211851,34.221156,32.611423,31.929302,31.142663,28.453054,26.102884,25.124056,23.804053,22.627493,27.972647,33.56246,32.59571,32.245634,31.155843,29.644837,27.211286,24.37721,24.893706,22.893973,23.693906,90.079374,88.239273,78.669872,76.107837,77.703974,72.462945,65.17387,50.708452,39.476968,33.127735,29.259079,34.135776,34.722513,33.153399,32.059943,31.092651,30.863028,1259.85144,2.508557,2.494035,2.467301,2.518993,2.471228,2.484668,-0.000516,-0.000975,0.004038,0,
70,37.945158,31.330597,31.350658,30.921934,29.329132,27.509042,25.645731,24.580111,23.584188,22.986733,22.023741,34.7411,36.617616,34.590158,33.093519,32.261624,31.475053,28.598226,26.172836,25.269601,23.798462,22.621896,28.155507,34.044278,32.890433,32.502864,31.450976,29.940337,27.318852,24.371622,24.88812,22.926245,23.682699,91.134883,89.110304,79.942976,77.637864,79.343762,73.772471,66.778769,51.547218,39.838843,32.966507,29.17263,34.312097,34.93619,33.217296,32.086356,31.081521,30.889479,1259.838744,2.511152,2.498309,2.460433,2.510905,2.469855,2.485278,-0.000668,-0.000975,0.00068,0,
71,38.504722,31.819193,31.801556,31.222545,29.592536,27.622142,25.796834,24.731382,23.65988,22.948889,22.099501,35.115362,37.066122,35.076864,33.393495,32.524338,31.850418,28.711267,26.286124,25.30738,23.874144,22.621896,28.381578,34.269138,33.303163,32.8031,31.901845,30.128456,27.394272,24.371622,24.925908,22.926245,23.693906,91.918235,90.59158,81.311378,79.116361,81.042233,75.176997,67.854243,52.555055,40.148129,32.865014,29.22143,34.435628,35.134549,33.265904,32.172535,31.130217,30.938193,1259.85144,2.511152,2.492051,2.466691,2.517162,2.471228,2.482989,-0.000668,-0.000822,0.00068,0,
