Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
30,296.203321,317.645496,307.580582,294.79409,279.710084,253.418203,210.947694,120.197747,76.093434,65.695359,62.050954,297.417633,320.90823,307.884395,297.535352,293.093904,284.433135,250.337015,130.310408,75.369295,66.693926,61.463222,259.095523,293.057965,293.335283,290.581868,285.388169,270.534469,225.353161,87.258471,132.993393,76.661555,80.927288,635.92723,342.131677,622.354446,608.432416,575.376466,516.366731,481.691121,447.89856,359.958795,176.370984,1265.243317,107.694714,83.023459,63.679428,50.74303,41.184967,36.481515,1263.879675,2.509015,2.487015,2.456618,2.506937,2.452458,2.47139,-5.79E-05,-0.001127,-8.28E-05,0,
31,296.245742,317.651066,307.549433,294.615401,279.604559,253.311502,211.334152,119.382472,76.062342,65.554187,62.056543,296.981448,320.730798,307.743138,297.246355,292.988872,284.364814,250.567914,130.090872,75.374871,66.662801,61.468812,258.839552,292.694668,293.008847,290.292112,285.097811,270.354096,225.169445,87.227338,132.548232,76.703795,80.774951,635.669439,342.01672,621.98915,608.031684,574.582767,516.325393,481.326882,447.57003,359.043929,174.799606,1265.236757,107.800254,82.724235,63.600365,50.77434,41.216505,36.513194,1263.873119,2.510542,2.494035,2.455702,2.485877,2.458257,2.456739,-0.000363,-0.000975,-0.000388,0,
32,296.186514,317.921976,307.747492,294.482396,279.693178,253.213774,211.691639,119.024062,75.893373,65.421789,62.070925,296.590839,320.415722,307.537246,297.150298,292.782025,284.305337,250.920373,130.293287,75.095966,66.71389,61.409703,258.667283,292.413969,292.801927,289.937328,284.816302,269.959363,224.994799,87.205001,132.074616,76.718159,80.120265,635.278499,341.839961,621.634849,607.64193,573.764206,516.115672,481.081214,447.144768,357.958147,173.04934,1265.243317,107.842976,82.472926,63.495785,50.890832,41.222189,36.556286,1263.879675,2.510999,2.495714,2.468064,2.51823,2.454747,2.458875,-0.000363,-0.000822,6.98E-05,0,
33,296.166503,317.902035,308.021351,294.388626,279.710084,253.043517,212.013479,119.227579,75.873431,65.401844,62.087689,296.20257,320.13959,307.333714,296.835636,292.540656,283.989422,251.012532,130.498132,75.11269,66.583808,61.463222,258.347857,292.098714,292.560454,289.658735,284.537132,269.604174,224.822585,87.111603,131.678652,76.771548,79.674506,635.020732,341.688532,621.197632,607.205303,573.18552,515.823267,480.824593,447.103392,357.443248,172.776325,1265.236757,107.726123,82.137032,63.416718,50.959085,41.179283,36.475808,1263.873119,2.510236,2.49724,2.464401,2.516093,2.460088,2.468032,-0.000363,-0.00128,-8.28E-05,0,
34,296.129684,317.865388,308.021351,294.130575,279.413643,252.818677,211.823181,119.264883,75.873431,65.365154,62.050954,296.018429,320.13959,307.150136,296.430466,292.171766,283.582622,250.186874,129.597236,75.039375,66.473688,61.316215,258.086117,291.951109,292.302133,289.400205,284.278068,269.269179,224.63307,87.185036,131.415818,76.514898,79.276641,634.773973,341.584698,620.951292,606.887436,572.761083,515.362459,480.650672,446.570425,357.557949,173.163854,1265.243317,107.65765,81.922446,63.312132,51.001673,41.184967,36.481515,1263.879675,2.506726,2.495104,2.469285,2.507395,2.455815,2.468185,-0.00021,-0.00128,6.98E-05,0,
35,296.013623,317.96976,307.979039,293.756286,278.926216,252.588115,211.741273,118.476002,75.574519,65.249496,61.971895,295.718176,320.134023,306.924245,296.167,291.834115,282.911186,248.979685,128.61608,75.033799,66.504815,61.38413,257.856058,291.797886,292.075086,289.283783,284.050366,269.226295,224.475685,87.106018,131.072236,76.65598,79.349997,634.485687,341.475296,620.699469,606.600026,572.474484,514.967897,480.076593,446.247347,357.485184,173.736454,1265.243317,107.65765,81.775659,63.128468,50.92778,41.147744,36.481515,1263.879675,2.522446,2.495104,2.459212,2.504953,2.456273,2.46498,-0.00021,-0.00128,6.98E-05,0,
36,295.945584,317.902035,307.837704,293.577536,278.561184,252.36893,211.861242,117.997003,75.543427,65.181694,61.90401,295.502774,319.883348,306.819671,295.877876,291.618345,282.39885,248.234154,127.684354,75.002717,66.547102,61.426471,257.78695,291.729688,291.969972,289.215526,283.8339,269.083051,224.443543,87.074887,130.740137,76.588226,79.386675,634.197414,341.292956,620.519601,606.456324,572.331186,514.537449,479.215426,445.99606,357.812623,174.15639,1265.243317,107.620587,81.555486,62.797845,50.853883,41.073293,36.36935,1263.879675,2.504437,2.504566,2.462265,2.484656,2.448032,2.444682,-0.000516,-0.000822,-0.000235,0,
37,295.767077,317.651066,307.659631,293.693759,278.344396,252.074752,211.905088,117.331817,75.292333,65.260662,61.836125,295.729383,319.779092,306.568208,295.736106,291.328757,282.40448,248.540389,128.364953,74.788344,66.515977,61.432061,257.904829,291.846012,291.938674,289.07339,283.691455,269.051484,224.373493,87.00704,130.4081,76.520473,80.602731,634.16688,341.189116,620.273281,606.569581,572.372478,514.363564,478.287914,445.929744,358.945906,174.887617,1265.249877,107.477998,81.230838,62.399308,50.600858,40.967294,36.375058,1263.886231,2.514205,2.491899,2.460586,2.494728,2.45139,2.458875,-0.000516,-0.000822,6.98E-05,0,
38,295.72465,317.425592,307.470381,293.65128,278.375829,251.994075,212.051537,116.618315,75.323425,65.181694,61.757059,295.686946,319.6637,306.636067,295.767346,291.323145,282.43585,249.248271,130.122703,74.746111,66.436981,61.389719,257.824348,291.877304,292.006881,288.956955,283.463703,269.045824,224.140273,86.891312,130.027194,76.551562,80.450401,633.909152,341.183549,620.159876,606.492249,572.653608,514.071109,477.780038,445.601169,359.813312,176.256422,1265.243317,107.17589,80.674862,62.062992,50.299541,40.738209,36.219778,1263.879675,2.51802,2.476027,2.458144,2.485114,2.445286,2.455976,-0.00021,-0.000975,6.98E-05,0,
39,295.682222,317.383371,307.281122,293.424433,278.444335,251.800923,212.159924,116.277464,75.317849,65.176111,61.75147,295.570841,319.621524,306.446868,295.651209,291.280631,282.504221,249.730685,130.567519,74.630562,66.4314,61.420882,257.856058,291.871693,292.075086,288.951339,283.38403,268.705091,223.98286,86.959156,129.571357,76.545987,80.969571,633.662432,341.043237,619.949537,606.533655,572.945676,513.717846,477.8214,445.498952,360.29167,177.560708,1265.249877,106.84809,80.093436,62.031854,50.157326,40.706658,36.262881,1263.886231,2.505963,2.481674,2.449597,2.486945,2.458715,2.465743,-0.00021,-0.001127,-0.000388,0,
40,295.5037,317.425592,307.176497,293.28254,278.449973,251.581664,212.16571,116.730059,75.286758,65.071614,61.68358,295.429102,319.480652,306.26883,295.583121,291.212437,282.43585,250.186874,130.272865,74.599479,66.473688,61.426471,257.78695,291.951109,292.080697,288.883073,283.241561,268.673518,223.9128,86.891312,129.239537,76.551562,81.336431,633.44625,340.860884,619.769685,606.49773,573.23228,513.394971,478.00083,445.750249,361.273552,178.553761,1265.249877,106.588778,79.726566,61.958358,49.972482,40.594938,36.188091,1263.886231,2.504131,2.490525,2.448681,2.500375,2.461614,2.468795,-0.000516,-0.000975,6.98E-05,0,
41,295.430046,317.498895,307.13976,293.466916,278.375829,251.39418,212.355991,116.767309,75.176756,64.998225,61.830536,295.171236,319.407431,306.158652,295.398885,291.212437,282.583849,250.374549,129.897484,74.562821,66.436981,61.426471,257.637351,291.8404,291.969972,288.661417,283.093456,268.450107,224.140273,86.854598,129.239537,76.478233,81.215173,633.255107,340.81328,619.470953,606.19937,573.400476,513.563398,478.205192,445.990578,362.644132,179.382448,1265.236757,106.355236,79.348515,61.947138,49.850273,40.583565,36.176672,1263.873119,2.512526,2.494493,2.432503,2.506326,2.458104,2.468795,-0.00021,-0.000822,6.98E-05,0,
42,295.288338,317.357859,307.071869,293.546271,278.196101,251.062375,212.47594,116.698473,74.998997,65.040503,61.909599,294.918954,319.083488,305.9806,295.367641,291.254952,282.51548,250.342721,129.828123,74.605054,66.405855,61.432061,257.605638,291.661489,291.864855,288.593145,283.099085,268.418532,224.676739,86.860182,129.395245,76.557137,81.172888,632.961385,340.661827,619.285623,606.122041,573.645793,514.490629,478.845641,446.308181,364.238086,179.644014,1265.230198,106.05331,78.866026,61.831279,49.696723,40.4289,36.133566,1263.866564,2.494516,2.49663,2.454786,2.512278,2.466497,2.476731,-0.00021,-0.000822,-8.28E-05,0,
43,295.098583,317.205678,307.103022,293.503789,278.042157,250.831638,212.470154,116.581068,75.066755,65.03492,61.977483,294.692285,318.858233,305.938285,295.214638,291.138629,282.583849,250.524679,129.747354,74.489504,66.363565,61.389719,257.59995,291.545158,291.748511,288.47669,283.056429,268.52458,224.936288,86.817884,129.427043,76.514898,81.666621,632.797745,340.569109,619.230153,606.246255,573.841327,515.834214,479.902662,446.791288,365.199714,180.1963,1265.249877,105.662956,78.515992,61.480582,49.454796,40.371467,36.113295,1263.886231,2.508557,2.485489,2.455549,2.49717,2.457952,2.46208,-0.000516,-0.000975,6.98E-05,0,
44,295.172245,317.535545,307.360177,293.503789,278.153386,250.79413,212.66042,116.990824,75.140089,65.071614,61.977483,294.802819,319.07792,306.195378,295.435733,291.323145,282.583849,250.749854,129.634764,74.562821,66.326857,61.426471,257.637351,291.655877,291.600861,288.3289,282.982372,268.636285,224.936288,86.928026,129.239537,76.478233,82.070209,632.617615,340.423216,619.194185,606.318104,574.056288,517.089484,481.194322,447.293832,365.526796,180.883931,1265.249877,105.329771,78.442628,61.480582,49.343839,40.371467,36.038494,1263.886231,2.482764,2.460155,2.449292,2.501748,2.471228,2.476731,-5.79E-05,-0.000975,-8.28E-05,0,
45,295.135414,317.572196,307.543849,293.577536,278.227536,250.869145,212.812625,117.400678,75.213423,65.255079,62.014219,295.281753,319.260984,306.562622,295.767346,291.544548,282.953808,251.23766,129.597236,74.782769,66.290149,61.499973,257.749551,291.655877,291.674687,288.365848,282.908313,268.636285,224.936288,86.854598,129.502051,76.478233,81.991228,632.395967,340.308226,619.116762,606.348548,574.19413,518.159843,482.444485,447.396036,364.867071,181.221929,1265.243317,105.028007,78.216941,61.327945,49.412163,40.403028,36.070185,1263.879675,2.514357,2.494798,2.46898,2.52174,2.473822,2.479326,-0.000363,-0.000669,-8.28E-05,0,
46,295.135414,317.462244,307.764242,293.835634,278.190461,250.906651,213.117018,117.587007,75.323425,65.401844,62.124423,295.502774,319.553872,306.782951,296.135763,291.95041,283.434679,252.025437,131.324353,74.929401,66.290149,61.536723,257.78695,291.803497,291.748511,288.587528,283.056429,269.045824,225.125784,86.891312,129.539556,76.478233,81.855667,632.08275,340.209937,618.947905,606.251736,574.240892,519.569216,483.244608,447.227522,364.114881,182.341514,1265.256437,104.669222,77.787968,60.640687,49.349487,40.377156,36.006802,1263.892787,2.517104,2.498461,2.466385,2.507852,2.458562,2.477342,-0.00021,-0.000822,-0.000235,0,
47,295.02492,317.498895,307.764242,293.909372,278.042157,250.906651,213.497474,118.444383,75.360092,65.475225,62.19789,295.650113,319.773525,307.076702,296.209441,292.06109,283.841502,252.812946,133.466776,75.039375,66.326857,61.463222,258.086117,291.877304,291.674687,288.80919,283.241561,269.157504,225.694194,86.891312,129.239537,76.441569,81.105115,631.77808,339.937905,618.75161,605.840133,574.296145,520.879364,484.340085,446.995704,364.352676,183.661246,1265.236757,104.39327,77.147625,60.072274,49.221577,40.285591,35.914861,1263.873119,2.512373,2.492967,2.46318,2.509226,2.466345,2.477037,-0.00021,-0.000975,-0.000235,0,
48,295.067357,317.614416,307.733095,293.914979,278.12195,250.949861,213.731513,119.569017,75.439001,65.554187,62.350406,295.913542,319.852308,307.265868,296.399232,292.214268,283.995049,253.455956,133.698159,75.118266,66.332439,61.432061,258.16659,291.919817,291.569559,288.777864,283.321239,269.274839,225.927288,86.93361,129.057755,76.447145,80.676097,631.464889,339.803132,618.510831,605.527791,574.522046,522.539348,485.498622,447.006666,365.381428,184.32243,1265.249877,103.997609,76.241862,59.78928,49.084906,40.185208,35.851468,1263.886231,2.504131,2.484268,2.462722,2.517925,2.467718,2.481768,-0.00021,-0.000822,-0.000388,0,
49,295.282734,317.645496,307.654047,294.056843,278.190461,250.906651,213.877891,120.197747,75.543427,65.695359,62.418279,295.613279,319.84674,307.407143,296.430466,292.319328,284.137335,253.787587,133.353954,75.29598,66.363565,61.352967,258.310468,291.951109,291.637775,288.846132,283.278586,269.380849,226.186724,86.928026,129.352038,76.588226,78.799842,630.955131,339.542217,618.217631,605.019418,574.803204,524.146873,487.178312,447.180664,366.28438,183.13218,1265.243317,103.437169,75.282651,59.379048,48.820277,40.067749,35.583866,1263.879675,2.509168,2.493883,2.46257,2.514415,2.46253,2.473679,-5.79E-05,-0.000975,-8.28E-05,0,
50,295.619781,318.127484,307.769826,294.099316,277.936563,250.762326,213.997792,120.651379,75.659003,65.884375,62.497326,295.655717,320.108552,307.669716,296.436068,292.472492,284.364814,254.018143,133.28446,75.448187,66.405855,61.432061,258.390932,291.993621,291.643386,288.999512,283.358263,269.386509,226.381897,86.93361,129.80782,76.520473,78.139691,630.73903,339.3963,618.001855,604.839819,575.268978,526.082223,489.687145,448.185709,365.993673,181.794987,1265.243317,102.845558,74.402391,59.047946,48.524242,40.067749,35.509029,1263.879675,2.505963,2.492509,2.465317,2.515483,2.467413,2.48482,-5.79E-05,-0.000975,-8.28E-05,0,
51,295.8039,318.567209,308.210573,294.06245,277.639917,250.612287,214.03583,121.024766,75.842339,66.031117,62.497326,296.134518,320.181761,307.779849,296.657076,292.804461,284.586648,254.730049,133.397278,75.594818,66.47927,61.358557,258.503095,292.141224,291.717211,289.110329,283.358263,269.460952,226.760682,86.93361,129.882844,76.520473,77.992995,630.666998,339.28686,617.893968,604.947578,575.949744,528.303989,492.552548,449.370145,366.28438,180.8399,1265.243317,102.365005,73.815543,58.827184,48.524242,39.918705,35.509029,1263.879675,2.516341,2.493425,2.467149,2.517619,2.472754,2.486041,-0.000363,-0.000975,-8.28E-05,0,
52,295.908763,318.708205,308.425344,294.204306,277.634276,250.569071,214.258268,121.392556,76.056767,66.098904,62.565196,296.644466,320.542227,307.774265,296.72514,293.130784,284.987673,255.660743,134.595376,75.662558,66.510395,61.352967,258.609567,292.283209,292.006881,289.141651,283.537747,269.418071,227.057913,86.964741,130.59002,76.551562,78.145289,630.528432,339.146504,617.863494,605.096738,576.743497,530.602581,495.563927,450.129314,367.634287,180.998539,1265.249877,101.927157,73.527711,58.538418,48.34484,39.961658,35.589579,1263.886231,2.512373,2.494341,2.465775,2.511973,2.475806,2.485431,9.47E-05,-0.000975,-8.28E-05,0,
53,295.976802,318.885837,308.713547,294.641049,277.925284,250.713408,214.442659,122.059321,76.344531,66.313422,62.669792,297.117515,321.012459,308.245887,297.198326,293.567696,285.388639,256.254142,137.263386,75.876931,66.4314,61.420882,258.790801,292.498979,292.111994,289.394589,283.754238,269.672952,227.544445,87.106018,131.710491,76.472658,78.035266,630.348358,338.964095,617.755609,605.132658,577.603481,532.787952,498.316154,450.093425,367.307304,182.450301,1265.249877,101.372934,73.380995,58.501618,48.233797,39.961658,35.589579,1263.886231,2.496958,2.49022,2.468217,2.511668,2.472601,2.479326,-0.000363,-0.000822,-8.28E-05,0,
54,295.951188,319.190077,309.018473,294.87341,278.233175,251.062375,214.910599,122.967691,76.649023,66.507991,62.82787,297.386421,321.42615,308.660792,297.872343,294.42689,286.286779,257.500653,141.04698,76.144688,66.515977,61.395309,259.026451,293.063573,292.49226,289.849,283.987591,270.019206,228.464573,87.227338,132.285272,76.410481,78.249714,630.234819,338.885562,617.750122,605.378624,578.458035,535.039267,500.602611,449.118908,367.95571,183.590661,1265.243317,100.813224,73.412077,58.422396,48.191127,39.955968,35.733526,1263.879675,2.521988,2.50075,2.470201,2.517467,2.466192,2.473374,-0.00021,-0.000975,-0.000388,0,
55,296.056046,319.477594,309.196481,295.125793,278.561184,251.694147,215.361134,124.158743,77.120134,66.53909,62.932456,298.080197,322.006064,309.279086,298.52942,295.121611,287.093893,258.617241,145.501352,76.359062,66.583808,61.389719,259.207652,293.685,293.113924,290.249574,284.055993,270.460059,229.329287,87.221753,132.580086,76.478233,78.365335,630.096261,338.818164,617.755609,605.599635,579.323568,537.014763,502.225023,449.734529,370.285915,187.302663,1265.249877,100.301857,73.454353,58.391212,48.159763,40.073438,35.739238,1263.886231,2.512984,2.499224,2.466691,2.516856,2.461614,2.478715,-0.00021,-0.000822,-8.28E-05,0,
56,296.129684,319.514228,309.30663,295.088939,278.783592,252.144024,215.779373,125.356311,77.67017,66.685808,63.15279,299.147373,323.176804,310.306424,299.375977,295.821778,287.832538,259.813738,149.81889,76.542355,66.65722,61.463222,259.618745,294.348778,293.999262,290.544949,284.241057,270.534469,230.161649,87.295189,133.820287,76.404905,78.737686,629.957706,338.714283,617.689175,605.784728,580.081627,539.133374,502.086793,447.550579,369.710367,190.594227,1265.256437,99.7537,73.49663,58.580836,48.165416,40.153642,35.894587,1263.892787,2.473149,2.437263,2.418614,2.509226,2.470312,2.468338,-5.79E-05,-0.001127,-8.28E-05,0,
57,296.172106,319.593064,309.275496,295.205104,278.78923,252.412113,216.127311,126.747729,78.51917,66.911457,63.231817,299.594457,323.767628,310.89893,300.375074,296.858917,288.761188,260.641652,154.036011,76.8412,66.699507,61.395309,259.998085,295.349778,294.8162,291.178131,284.653777,271.209716,231.112949,87.631252,136.045417,76.410481,79.428951,629.844173,338.635745,617.791571,606.138482,580.936301,540.954411,502.26095,445.750249,368.179225,193.797186,1265.249877,99.268231,73.931175,58.243996,48.159763,40.259715,36.075895,1263.886231,2.500774,2.484421,2.450665,2.488624,2.441928,2.452923,-0.00021,-0.000975,-8.28E-05,0,
58,296.098468,319.776227,309.422358,295.168251,278.752163,252.487075,216.355398,128.022071,79.509351,67.204864,63.378694,300.109448,324.316246,311.229037,300.926889,297.448213,289.683918,261.986496,158.520147,77.501071,66.772916,61.505563,260.521105,296.565932,295.627315,291.916275,285.097811,271.767566,232.095959,87.96176,138.644306,76.483809,79.973542,629.730642,338.520723,617.750122,606.528174,581.791019,542.775357,502.938061,446.462734,368.31899,197.190174,1265.243317,98.782871,73.925578,57.759853,48.043051,40.179519,36.219778,1263.879675,2.490548,2.474654,2.450207,2.495033,2.440708,2.461165,9.47E-05,-0.001127,-8.28E-05,0,
59,296.135287,319.849491,309.422358,295.168251,278.64096,252.449595,216.545458,129.484957,80.389595,67.424907,63.598996,300.550805,324.535676,311.669136,301.662501,298.07422,290.384994,263.293241,161.792379,78.674238,66.883029,61.505563,261.044006,297.560616,295.959073,292.248379,285.393793,271.953488,232.851869,88.182117,140.454275,76.593802,79.874699,629.561579,338.385919,617.797059,606.646914,582.590504,544.111283,503.739316,448.376136,369.05658,200.064917,1265.256437,98.388289,73.569987,57.550201,47.869242,40.153642,36.231196,1263.892787,2.504894,2.488694,2.436471,2.4726,2.462835,2.47841,-0.00021,-0.000822,-0.000388,0,
60,296.092865,319.953816,309.380061,295.088939,278.635322,252.668771,217.1478,131.28138,81.521145,67.676032,63.776984,300.618764,324.895809,311.9936,302.31882,298.694505,290.969629,264.295132,164.909468,79.731942,66.840744,61.536723,261.710458,298.770318,296.543176,292.759302,285.906062,272.24528,233.18621,89.866408,142.902123,76.661555,80.052502,629.376032,338.270891,617.647726,606.641432,582.405816,544.177438,504.739543,450.882972,370.249599,201.623745,1265.249877,97.829357,73.014201,57.250019,47.715476,40.110696,36.262881,1263.886231,2.493142,2.479385,2.456923,2.513804,2.488472,2.455365,-0.00021,-0.000822,-8.28E-05,0,
61,296.166503,319.843923,309.30663,295.015229,278.67239,252.968573,217.945794,133.010116,82.76854,68.116065,63.887123,300.581987,325.480864,312.580274,302.870316,298.915377,291.412238,265.153088,168.377919,81.27209,67.024261,61.646971,262.083781,299.874741,297.095924,293.23886,286.386874,272.54269,233.752923,92.329414,145.056103,76.771548,80.235907,629.340023,338.124943,617.431964,606.49773,582.083228,544.893637,507.217348,453.789675,370.431181,201.280318,1265.249877,97.276191,72.280586,56.918586,47.530314,40.110696,36.375058,1263.886231,2.511915,2.49022,2.458907,2.492897,2.444523,2.459486,-5.79E-05,-0.000975,-0.000235,0,
62,296.282559,319.886122,309.495787,295.241957,278.752163,253.311502,218.74937,134.708576,83.434616,68.561641,64.223102,300.624359,325.998291,313.062459,303.611096,299.509891,291.86039,265.941834,170.977185,82.23126,67.103245,61.542313,262.574687,300.984386,297.764695,293.760828,286.762295,273.031555,234.665147,93.144227,147.293662,76.777124,80.492682,629.08796,338.01548,617.467924,606.569581,582.441659,546.25439,510.017456,456.875424,372.174127,200.975034,1265.249877,96.723159,71.510245,56.660768,47.382166,40.036179,36.300275,1263.886231,2.516036,2.495714,2.443492,2.442688,2.45612,2.472763,-0.000363,-0.000822,-0.000235,0,
63,296.625101,319.897257,309.543664,295.326871,278.911703,253.622617,219.330656,136.263651,84.032956,68.902773,64.41781,300.52522,326.886773,313.990006,304.320559,300.183487,292.682761,266.885061,173.316301,83.159478,67.224511,61.626991,262.88459,301.841762,298.365261,294.067065,287.106312,273.451654,235.733778,93.376158,149.690716,76.861606,80.529365,629.015944,337.978992,617.611765,607.036626,583.337772,547.865775,512.637273,459.637992,374.279596,200.440751,1265.249877,96.133402,70.81322,56.366076,47.196959,39.924395,36.300275,1263.886231,2.502147,2.481521,2.469896,2.518993,2.444675,2.473374,9.47E-05,-0.001127,-0.000388,0,
64,296.755543,319.880555,309.600347,295.568008,279.376585,253.905203,219.920939,137.48981,84.493347,69.14267,64.657993,300.508432,327.418371,314.63296,305.001937,300.865758,293.697987,267.650577,175.474512,83.913186,67.24447,61.683719,263.352632,302.744512,298.900897,294.566466,287.64399,273.880589,236.73553,94.205704,152.402628,76.918207,80.560449,628.866418,337.827468,617.893968,607.534142,584.336009,549.077782,514.928034,460.816414,374.528121,199.32806,1265.243317,95.648711,70.624184,56.43413,47.080165,39.918705,36.294566,1263.879675,2.515273,2.495409,2.462722,2.494728,2.43323,2.472916,9.47E-05,-0.000975,-0.000235,0,
65,296.877179,319.818427,309.611509,295.652912,279.758409,254.216238,220.42608,138.783133,84.944985,69.30047,64.779271,300.446067,327.758424,315.083834,305.196812,301.060886,294.261942,268.220681,176.440531,84.327964,67.329032,61.731645,263.774342,303.454371,299.648523,295.536141,288.616167,274.67199,237.690126,95.50535,154.690727,76.966024,80.681697,628.769388,337.692648,617.976868,608.119991,585.350725,550.306173,516.911896,460.934996,374.103656,198.232666,1265.256437,95.623109,71.002251,56.629557,47.017384,40.079128,36.343376,1263.892787,2.495584,2.477706,2.44456,2.502206,2.415376,2.489246,-0.000363,-0.000975,-0.000235,0,
66,297.276462,319.922753,309.752777,295.794695,279.975078,254.472695,220.989742,140.060099,85.196366,69.47819,64.920495,300.624359,328.301047,315.701127,305.448387,301.165649,294.551089,268.289513,176.358369,84.799428,67.47025,61.689308,264.141663,304.037029,300.011079,296.120212,289.23868,275.112006,238.740259,95.941658,156.469578,76.960448,80.828432,628.697375,337.546686,618.408426,608.515246,586.175305,551.237168,518.454107,460.540367,373.885873,196.743632,1265.256437,95.512569,70.965565,56.371701,47.128526,40.153642,36.380767,1263.892787,2.507642,2.492967,2.466233,2.516246,2.460698,2.4778,-0.00021,-0.001127,-0.000388,0,
67,297.613295,319.964951,310.015331,296.131894,280.462308,254.927728,221.450986,141.160558,85.238659,69.557087,64.96278,300.593178,328.781648,316.329474,305.931513,301.539077,294.593537,268.593127,176.478709,85.282107,67.659321,61.731645,264.52027,304.594012,300.495211,296.604844,289.65066,275.414717,239.236062,96.094582,157.729052,76.966024,81.373118,628.727886,337.431642,618.762586,609.120644,586.886898,551.983659,519.59619,460.283759,373.626244,195.09575,1265.249877,95.285883,70.629783,55.997649,46.974677,40.185208,36.412448,1263.886231,2.510236,2.491288,2.462417,2.497933,2.466803,2.473221,-0.00021,-0.000975,-0.000235,0,
68,297.944491,319.818427,310.23558,296.610801,280.869741,255.601569,221.640746,142.142535,85.312081,69.667062,64.926079,300.519623,329.110499,316.585883,306.225352,301.90687,294.814581,269.039985,176.287818,85.428916,67.659321,61.65815,264.669427,305.071815,300.826465,297.010118,290.130832,275.526107,239.273755,96.094582,158.679169,76.966024,81.373118,628.727886,337.358659,619.12225,609.695626,587.819135,553.129496,520.815348,460.319635,373.517346,193.606208,1265.249877,94.954326,70.409653,55.997649,46.826468,40.185208,36.487223,1263.886231,2.50871,2.491746,2.444408,2.509379,2.465734,2.473832,-0.00021,-0.00128,-8.28E-05,0,
69,298.459616,320.221357,310.308993,296.905477,281.351171,256.312633,221.868443,143.04939,85.128529,69.667062,64.815974,300.519623,329.402793,316.805651,306.225352,302.201076,294.925096,269.375074,175.829695,85.502323,67.622624,61.805139,264.818575,305.292318,301.010481,297.231155,290.463212,275.563236,239.349141,95.910431,159.401452,77.002689,81.384318,628.702871,337.223829,619.528877,610.209731,588.726522,554.429496,522.403846,461.0481,373.927711,192.051737,1265.262998,94.85506,70.127335,55.935207,46.837786,40.233841,36.423865,1263.899344,2.496653,2.489457,2.465317,2.511515,2.467413,2.4807,-5.79E-05,-0.000975,6.98E-05,0,
70,298.974659,320.697501,310.41911,297.126466,281.758467,256.873846,222.172011,144.259139,85.018401,69.447109,64.595753,300.519623,329.841205,317.281775,306.666064,302.201076,295.146116,269.449532,175.562469,85.465619,67.585926,61.841885,264.93043,305.549555,301.047283,297.267993,290.721704,275.711746,239.612971,95.836775,160.009816,76.929359,81.624333,628.686384,337.061145,619.836136,610.76833,589.606605,556.060259,523.642172,463.255876,374.70959,190.926399,1265.243317,94.617193,70.000466,55.955178,46.672584,40.216774,36.518901,1263.879675,2.51222,2.49663,2.468522,2.511973,2.451542,2.473832,-5.79E-05,-0.001127,-0.000235,0,
