Time,FSE1_0-03mBC,FSE1_0-3mBC,FSE1_0-61mBC,FSE1_0-91mBC,FSE1_1-22mBC,FSE1_1-52mBC,FSE1_1-83mBC,FSE1_2-13mBC,FSE2_0-03mBC,FSE2_0-3mBC,FSE2_0-61mBC,FSE2_0-91mBC,FSE2_1-22mBC,FSE2_1-52mBC,FSE2_1-83mBC,FSE2_2-13mBC,FSE3_0-3mBC,FSE3_0-61mBC,FSE3_0-91mBC,FSE3_1-22mBC,FSE3_1-52mBC,FSE3_1-83mBC,FSE3_2-13mBC,FSE4_0-3mBS,FSE4_0-61mBS,FSE4_0-91mBS,FSE4_1-22mBS,FSE4_1-52mBS,FSE4_1-83mBS,FSE4_2-13mBS,FSE3_bdp_0-3mBC,FSE3_bdp_0-61mBC,FSE3_bdp_0-91mBC,FSE3_bdp_1-22mBC,FSE3_bdp_1-52mBC,FSE3_bdp_1-83mBC,FSE3_bdp_2-13mBC,FSE4_bdp_0-3mBC,FSE4_bdp_0-61mBC,FSE4_bdp_0-91mBC,FSE4_bdp_1-22mBC,FSE4_bdp_1-52mBC,FSE4_bdp_1-83mBC,FSE4_bdp_2-13mBS,FSE1_HF_0-15mAF,FSE1_RAD_0-15mAF,FSE2_HF_0-15mAF,FSE2_RAD_0-15mAF,FSE3_HF_1-52mBC,FSE3_HF2_1-52mBC,FSE5_HF_1-52mBC,FSE5_HF2_1-52mBC,FSE_bdp_0-3mBS_RW,FSE_bdp_0-6mBS_RW,FSE_bdp_0-9mBS_RW,FSE_bdp_1-2mBS_RW,FSE_TC_0-3mBS_RW,FSE_TC_0-6mBS_RW,FSE_TC_0-9mBS_RW,FSE_TC_1-2mBS_RW,Untitled,Comment
829,173.414026,120.69077,112.863566,106.690402,63.992698,61.927712,57.952561,43.601784,206.357336,172.672447,129.694209,65.60524,48.94006,43.405628,38.419064,32.200537,116.060701,104.609655,74.278346,70.558188,55.768417,44.846527,33.609681,93.191865,67.217673,49.139879,31.084037,27.559143,26.914962,25.240934,2.534317,2.546804,2.509263,2.511223,2.529787,2.51248,2.532894,2.54728,2.469727,2.443828,2.591574,2.517797,2.536674,2.525778,0.00013,-0.000128,-1.00E-05,3.69E-05,0.00027,0.000201,0.000553,0.001032,2.498182,2.536932,2.500222,2.228089,64.544663,87.739852,47.741259,40.127213,0,
830,173.778757,121.384333,112.327185,105.452923,64.711068,62.315975,57.973427,42.990813,206.683774,171.092909,131.141197,66.579901,48.961029,43.315205,38.141624,33.047291,115.93286,104.334655,74.115824,70.322212,55.494504,44.830441,33.668426,93.139111,67.201772,49.012786,31.030164,27.580507,26.936333,25.186783,2.533401,2.546651,2.508957,2.510918,2.529634,2.512632,2.532131,2.55018,2.472321,2.44749,2.592032,2.517187,2.535911,2.525625,-2.30E-05,0.000178,-1.00E-05,3.69E-05,0.000118,4.88E-05,0.000247,0.000575,2.497877,2.537237,2.506327,2.22641,64.17742,88.878795,47.222638,39.903511,0,
831,173.860524,123.034461,113.150205,104.866339,64.20239,62.027334,58.31008,42.103335,208.517906,172.547046,131.559549,65.96154,48.929368,43.283414,38.035028,33.989977,115.677606,104.081058,73.974486,70.034054,55.426124,44.798681,33.561354,93.107617,67.317174,48.907064,30.960414,27.623654,27.017216,25.230018,2.532485,2.546346,2.509415,2.51046,2.52994,2.51248,2.532894,2.549111,2.474915,2.447796,2.590963,2.517034,2.533164,2.525015,-2.30E-05,0.000178,0.000143,3.69E-05,0.000423,4.88E-05,0.000247,0.000422,2.497113,2.5409,2.506632,2.228699,64.067239,88.107212,47.000312,39.605174,0,
832,172.133968,124.969461,113.13947,104.263908,64.155065,62.861743,57.231618,40.901069,209.268612,174.213794,134.554621,64.519798,49.103701,43.309837,38.098903,34.166507,115.555169,103.922428,73.7806,69.766675,55.231201,44.787956,33.58802,93.133796,67.343274,48.748269,30.911964,27.575061,27.044034,25.219102,2.533249,2.546956,2.509415,2.510765,2.529634,2.512327,2.532284,2.552774,2.4711,2.447185,2.592184,2.51505,2.532401,2.524252,-0.000176,2.49E-05,0.000143,3.69E-05,0.000423,4.88E-05,0.000553,0.000575,2.498029,2.536016,2.497017,2.231141,64.403077,88.039045,47.116835,39.98347,0,
833,172.411819,124.194198,114.414607,104.089708,64.312535,63.643688,58.19964,43.144926,209.812725,174.491773,132.723763,64.273475,49.336387,43.283414,38.22167,33.127721,115.379791,103.711206,73.644555,69.593848,55.278707,44.798681,33.486356,93.070809,67.390574,48.647874,30.960414,27.548251,26.904063,25.192241,2.532638,2.546498,2.509263,2.510612,2.52994,2.51248,2.532589,2.552927,2.469116,2.44398,2.592947,2.513066,2.533775,2.52471,-2.30E-05,0.000178,0.000143,-0.000421,0.000423,0.000201,0.0004,0.000575,2.497877,2.535558,2.498238,2.224731,64.250872,87.152154,46.481406,38.149654,0,
834,173.403004,124.04451,115.084368,103.978786,64.27582,63.570236,59.561342,44.25993,208.365549,174.186682,134.15188,66.841977,49.817261,43.20909,38.333641,33.165225,115.230903,103.489329,73.571237,69.447107,55.094418,44.724434,33.523856,93.070809,67.500672,48.351599,30.998004,27.435136,27.017216,25.230018,2.532028,2.546041,2.509415,2.510612,2.529787,2.512327,2.532437,2.554759,2.472169,2.443828,2.595847,2.512151,2.530722,2.524252,0.00013,0.00033,0.000143,-0.000116,0.000423,4.88E-05,0.000247,0.000575,2.498182,2.537542,2.500222,2.228089,64.103966,86.748167,46.258956,38.112308,0,
835,172.836659,124.761046,114.978097,104.205978,65.23558,63.612268,60.228812,43.410553,208.104413,174.268465,137.09216,67.947579,49.785619,43.251621,38.15241,33.470625,115.087401,103.346764,73.613192,69.30566,54.989162,44.76692,33.529272,92.928896,67.469273,48.319908,30.853064,27.402875,26.909512,25.235476,2.532638,2.546193,2.508957,2.510612,2.530397,2.512327,2.532437,2.557506,2.473237,2.444896,2.596152,2.511693,2.53118,2.521658,-0.000176,2.49E-05,0.000143,-0.000421,0.000423,0.000201,0.0004,0.000727,2.498029,2.53037,2.503427,2.236178,63.899518,86.543746,45.978376,37.792329,0,
836,175.473094,128.364022,115.020685,104.877026,66.195091,64.021532,60.491579,41.257817,206.814594,174.083299,135.403856,65.641932,49.384071,43.405628,38.344424,33.288563,115.018342,103.130266,73.54517,69.164211,54.847035,44.735159,33.497188,92.823795,67.327775,48.288217,30.783302,27.408322,26.877242,25.27871,2.532638,2.545735,2.508957,2.51046,2.530245,2.512632,2.532742,2.551401,2.469727,2.444286,2.595389,2.51154,2.529959,2.523031,-0.000176,-0.000128,0.000143,3.69E-05,0.000576,4.88E-05,9.48E-05,0.000575,2.500013,2.528691,2.504495,2.222442,63.526894,86.53844,45.750479,37.600129,0,
837,176.955016,127.45852,115.089742,105.019648,66.006306,63.942783,60.19203,41.997057,206.085077,173.58205,130.626635,63.397723,49.304735,43.474572,38.488308,33.133139,114.901325,102.940082,73.393236,69.012161,54.620507,44.692671,33.454272,92.781677,67.249074,48.208786,30.853064,27.402875,26.871792,25.197699,2.533401,2.546956,2.508805,2.510612,2.530397,2.51248,2.532894,2.550332,2.47049,2.443828,2.596,2.513066,2.531638,2.524862,-2.30E-05,2.49E-05,-1.00E-05,-0.000116,0.000423,4.88E-05,0.000705,0.001032,2.498029,2.531133,2.502053,2.22,63.82075,86.207954,45.787571,37.637492,0,
838,177.565315,126.071795,115.275833,105.944692,65.639313,63.759168,60.412712,42.071493,206.580467,173.467654,131.489889,64.388895,49.67466,43.623183,38.600252,33.73304,114.789688,102.829183,73.356576,68.902094,54.473024,44.692671,33.454272,92.965702,67.13897,48.245828,30.890658,27.327456,26.871792,25.273252,2.533859,2.547567,2.508805,2.51046,2.530397,2.512327,2.532894,2.552622,2.472169,2.445049,2.594779,2.512761,2.529044,2.523031,-0.000176,-0.00028,0.000143,-0.000268,0.00027,-0.000104,0.000247,0.000575,2.497419,2.533117,2.498848,2.21649,64.041125,86.244674,45.639197,38.272473,0,
839,176.73719,124.921605,115.323803,106.547655,64.144871,63.953393,59.503698,40.816202,207.924952,173.898138,132.026403,66.747836,49.759319,43.78251,38.685655,34.231035,114.651595,102.802894,73.220529,68.802624,54.336184,44.740521,33.502604,92.939526,67.186273,48.145398,30.939109,27.376061,26.882692,25.321941,2.533249,2.546346,2.508652,2.510307,2.52994,2.512327,2.532742,2.549722,2.471863,2.445354,2.594474,2.513371,2.531791,2.525778,-2.30E-05,-0.00028,0.000143,-0.000116,0.000423,4.88E-05,0.0004,0.00088,2.497571,2.536322,2.498848,2.22061,64.230066,86.21326,45.570364,38.277867,0,
840,175.778188,124.055314,114.946257,105.876018,63.001155,63.360482,58.946428,42.448976,208.947863,174.464659,131.795674,67.65949,49.606026,43.6657,38.456382,34.038277,114.497398,102.649703,73.215233,68.613874,54.14647,44.698034,33.497188,93.081439,67.180972,48.177092,30.93368,27.295192,26.764073,25.316484,2.532638,2.546041,2.508652,2.510307,2.530092,2.51248,2.532589,2.551859,2.474152,2.44627,2.594321,2.513371,2.533622,2.525015,-0.000176,-0.000128,0.000143,-0.000116,0.000423,4.88E-05,0.0004,0.000727,2.497877,2.530828,2.50419,2.22702,64.261485,86.061081,45.565003,37.861644,0,
841,175.287929,123.312467,114.579537,106.473611,62.859539,63.182139,59.540491,44.313173,208.610586,174.241352,132.96547,66.344316,49.722333,43.522462,38.013876,34.04369,114.428362,102.507198,73.073889,68.54579,54.004276,44.592016,33.5776,92.976332,67.186273,48.108354,30.901517,27.225214,26.656344,25.359714,2.532791,2.546193,2.508194,2.510307,2.529634,2.512327,2.531216,2.549416,2.468964,2.445659,2.596,2.511998,2.531485,2.52181,-2.30E-05,2.49E-05,-1.00E-05,-0.000268,0.000118,0.000354,0.0004,0.000575,2.498029,2.529149,2.50709,2.216032,64.261485,88.999655,45.639197,38.869772,0,
842,175.135389,122.901069,115.398247,107.140111,63.41046,63.475972,58.583698,41.263195,208.53441,174.622721,134.882658,67.114639,50.055175,43.188034,37.864536,34.493263,114.279555,102.322411,72.963908,68.362331,53.819855,44.666271,33.5776,92.976332,67.149571,47.997215,30.901517,27.149782,26.807248,25.246392,2.532485,2.545888,2.508347,2.51046,2.52994,2.51248,2.531979,2.548653,2.469116,2.444743,2.597526,2.51154,2.533317,2.52532,-2.30E-05,-0.000128,0.000295,-0.000268,-3.49E-05,4.88E-05,0.000247,0.000727,2.498029,2.526402,2.506785,2.224426,65.656774,87.823937,45.750479,41.888805,0,
843,175.859976,120.39741,115.919447,107.214182,64.144871,64.577608,58.326029,40.704427,208.686761,173.249889,134.017797,65.647234,50.572781,43.15087,38.088538,34.717979,114.205156,102.100688,72.963908,68.215559,53.635415,44.666271,33.465104,92.90272,67.11287,47.997215,30.901517,27.149782,26.807248,25.284168,2.532485,2.546193,2.507736,2.510307,2.529329,2.512327,2.532437,2.545295,2.467896,2.445506,2.597679,2.511998,2.53118,2.526083,-2.30E-05,-0.000128,-0.000163,-0.000116,0.000118,-0.000104,0.000247,0.000575,2.498487,2.527318,2.493201,2.220915,60.996478,88.086399,45.570364,44.71987,0,
844,176.551998,119.208309,116.297206,105.294649,63.232137,64.656342,57.337193,39.852509,208.15901,173.789248,132.970899,65.395686,50.689013,43.230566,38.280563,35.21011,114.098935,101.995171,72.74924,68.037387,53.566963,44.634507,33.545518,92.834424,67.008064,47.854366,30.906946,27.230662,26.774974,25.327399,2.532028,2.545735,2.508042,2.509849,2.529329,2.512327,2.532589,2.545906,2.468048,2.443065,2.597831,2.513066,2.533164,2.52593,-2.30E-05,-0.000128,0.000143,-0.000116,0.000118,-0.000104,0.0004,0.000727,2.497724,2.521976,2.50419,2.227326,61.154165,88.795105,45.803653,44.433467,0,
845,176.094319,119.021745,117.340306,103.704387,62.166865,65.060176,57.079371,40.896092,208.120918,176.001317,131.956725,66.276246,50.578121,43.453521,38.57911,35.509522,113.950157,101.773484,72.565934,68.000692,53.530071,44.634507,33.583016,92.760816,66.824547,47.854366,30.869352,27.230662,26.737249,25.440712,2.53218,2.545735,2.508042,2.510002,2.529329,2.512327,2.532589,2.54728,2.467285,2.442759,2.596,2.512151,2.533317,2.523947,-0.000176,-0.000128,0.000143,3.69E-05,0.000118,-0.000104,0.000247,0.000575,2.498182,2.530828,2.507548,2.223205,59.026226,86.633111,45.586449,41.091124,0,
846,177.429278,122.906468,118.197612,102.521774,61.468711,65.610787,56.968866,42.943286,207.320913,176.497208,129.592538,65.76261,50.319341,43.490676,38.802968,35.546942,113.912964,101.625706,72.565934,67.963997,53.382495,44.597379,33.545518,92.68721,66.641022,47.817314,30.831758,27.192947,26.699522,25.402942,2.531722,2.545735,2.507736,2.510002,2.529482,2.512327,2.531673,2.545753,2.463165,2.441691,2.597221,2.509403,2.527823,2.523489,-0.000176,-0.000128,0.000143,-0.000268,0.000118,4.88E-05,0.0004,0.00088,2.498792,2.530675,2.509074,2.226257,60.450232,87.540684,46.391618,45.319295,0,
847,179.598207,128.744612,118.229512,103.477253,62.381991,66.302813,58.657312,42.714755,207.124912,176.33911,128.687305,66.784517,50.277028,43.708216,38.946794,35.092402,113.758832,101.361786,72.487315,67.885306,53.41406,44.592016,33.427602,92.497889,66.525602,47.700801,30.713535,27.225214,26.731798,25.359714,2.532333,2.545735,2.507736,2.51046,2.529634,2.512327,2.531673,2.544838,2.461029,2.436808,2.598594,2.510166,2.528891,2.522726,-0.000328,-0.000128,0.000143,-0.000268,0.00027,4.88E-05,0.000247,0.000575,2.497877,2.54151,2.506632,2.222289,60.712954,86.737975,46.396976,44.5449,0,
848,180.219675,123.5103,117.681105,103.340084,62.319131,67.267464,58.078964,42.799888,207.212118,175.930541,131.511589,67.67539,49.80699,43.756097,39.069468,35.103217,113.583636,101.261642,72.277936,67.85921,53.42472,44.565613,33.400932,92.214131,66.352668,47.600331,30.761994,27.198395,26.742699,25.370629,2.532333,2.545583,2.508194,2.509849,2.529787,2.512632,2.532284,2.545601,2.463928,2.442454,2.595847,2.509403,2.534538,2.522573,-2.30E-05,-0.000128,-0.000163,-0.000268,0.00027,-0.000256,0.000247,0.000727,2.497877,2.533117,2.508158,2.21359,61.632059,87.582724,46.952974,46.252324,0,
849,181.985847,121.016536,117.430981,103.129009,62.660371,67.204684,58.825794,44.557497,207.37552,176.20858,128.334179,66.475576,49.595753,43.841121,38.819137,35.03916,113.557189,101.161502,72.325191,67.869809,53.36159,44.57634,33.411765,91.930402,66.216436,47.611033,30.735256,27.133859,26.715875,25.343772,2.532333,2.546041,2.508347,2.510002,2.529634,2.511259,2.531979,2.545295,2.464386,2.442607,2.596916,2.508945,2.528433,2.52532,-0.000176,0.000178,-0.000163,-0.000116,0.00027,4.88E-05,0.0004,0.000727,2.498182,2.538458,2.507853,2.209927,61.779086,88.097016,47.138255,48.476088,0,
850,180.939088,123.504899,115.962058,103.371706,63.342316,66.638386,59.876908,45.09841,208.235193,176.535355,126.295459,66.202874,49.50574,44.047868,38.802968,34.873173,113.31799,100.960837,72.27264,67.963997,53.234906,44.485989,33.395516,91.804089,66.0904,47.520861,30.568557,27.117513,26.737249,25.402942,2.532485,2.546041,2.508347,2.510002,2.529634,2.512632,2.530758,2.545906,2.465454,2.446117,2.594626,2.511387,2.529654,2.524099,-2.30E-05,2.49E-05,-1.00E-05,-0.000116,0.000118,4.88E-05,0.0004,0.000575,2.497571,2.537542,2.501748,2.215421,62.031054,88.716306,47.392252,48.729944,0,
851,181.249846,120.818991,113.660392,104.227345,63.678134,65.322441,60.470736,44.99239,209.954452,177.799794,125.290508,66.464973,49.474091,43.978956,38.584501,35.028344,113.174647,100.744594,72.167949,68.079381,53.203338,44.528483,33.363428,91.699031,65.912145,47.526212,30.649194,27.047523,26.742699,25.446169,2.533096,2.546193,2.508194,2.510612,2.529176,2.512174,2.531521,2.548653,2.468964,2.445812,2.595847,2.511387,2.53118,2.524557,-2.30E-05,-0.000128,-0.000163,-0.000421,0.000118,-0.000104,0.000705,0.000727,2.497724,2.52686,2.504648,2.209164,62.115179,88.726925,48.439869,49.628984,0,
852,183.915381,122.532554,112.837131,105.812693,63.856432,65.684195,59.987266,44.207087,210.215474,177.908736,125.098064,67.046581,49.653701,43.676435,38.691045,34.311376,113.132103,100.517709,72.12599,68.074082,53.124206,44.485989,33.320506,91.546564,65.833418,47.446738,30.568557,27.004352,26.699522,25.440712,2.532943,2.546346,2.508652,2.51046,2.529634,2.512785,2.531368,2.549264,2.467438,2.444743,2.592947,2.513677,2.531638,2.523641,-2.30E-05,0.000178,-1.00E-05,-0.000268,0.000423,-0.000104,0.000553,0.000575,2.499403,2.539221,2.508922,2.225341,62.403864,90.15497,48.286436,53.614752,0,
853,183.997216,123.136254,112.359377,106.891587,64.228913,66.93724,59.808647,44.509628,210.1829,145.978538,113.249423,67.858759,49.917939,43.496044,38.472556,34.54154,112.91443,101.963557,72.021298,68.15277,53.129537,44.417087,33.325923,91.551876,65.545006,47.192627,30.498776,27.009802,26.780424,25.446169,2.53157,2.546651,2.508194,2.509849,2.529176,2.511717,2.531521,2.544074,2.464538,2.444896,2.595542,2.511082,2.531028,2.525015,-2.30E-05,2.49E-05,0.000295,-0.000116,0.00027,-0.000104,0.000553,0.000575,2.49635,2.538153,2.507853,2.25556,60.534408,87.147269,48.032605,47.703536,0,
854,185.5673,121.608914,113.628576,107.600632,64.491215,66.905848,59.556432,46.444942,211.558817,137.116604,107.209769,67.974077,49.775348,41.642274,37.806043,34.696759,112.808288,102.116696,71.953269,68.121375,53.097967,44.348182,33.293834,91.520401,65.366726,47.123839,30.42899,27.015251,26.74815,25.451626,2.531722,2.546651,2.508957,2.509697,2.529024,2.512327,2.530605,2.544685,2.463318,2.441691,2.59661,2.511082,2.534843,2.52532,-0.000176,-0.00028,-0.000163,3.69E-05,0.00027,-0.000104,0.000705,0.000727,2.498182,2.536322,2.511211,2.307146,59.688473,83.549504,49.254045,50.072951,0,
855,186.477637,121.416694,114.701902,108.151017,64.559336,66.05652,59.992579,46.513758,212.086133,144.277598,105.391114,67.088561,49.511084,40.557256,37.912661,36.337878,112.654253,101.88966,72.057961,68.15277,53.01883,44.342817,33.325923,91.441516,65.104392,46.970191,30.385948,26.972079,26.742699,25.521704,2.532485,2.546193,2.5085,2.510002,2.529329,2.512327,2.530452,2.537664,2.463928,2.441233,2.592795,2.512151,2.532859,2.525167,-0.000328,0.000178,0.000143,-0.000268,0.000423,4.88E-05,0.0004,0.000575,2.49864,2.539068,2.500222,2.368652,58.700348,80.87653,49.666304,51.372443,0,
856,186.450509,120.717728,115.382524,108.717632,64.790207,65.443167,59.966419,46.672799,211.982958,150.796811,106.030715,67.61264,49.484779,39.151799,37.512684,36.124305,112.479167,101.78949,72.178542,68.053286,52.955685,44.279272,33.336757,91.452139,65.004837,46.906745,30.396811,26.945254,26.715875,25.457083,2.532638,2.545278,2.508652,2.509849,2.52994,2.512327,2.530452,2.545143,2.464844,2.441996,2.595695,2.512303,2.53057,2.526388,-0.000176,0.000178,0.000295,-0.000268,0.00027,-0.000104,0.000553,0.000422,2.498945,2.533117,2.495949,2.373688,57.816916,79.886204,49.814245,53.293205,0,
857,185.03857,121.838527,116.313339,108.754699,64.680077,65.58999,59.966419,45.968082,212.820109,158.423948,106.43777,69.042768,50.261419,39.412814,37.475334,35.114033,112.367685,101.641711,72.215205,68.016591,52.992589,44.242134,33.261743,91.304998,64.821228,46.721345,30.20874,26.982978,26.7536,25.532618,2.532333,2.545125,2.508652,2.510307,2.529787,2.512022,2.531521,2.542548,2.464996,2.442759,2.592184,2.512914,2.527823,2.525015,-2.30E-05,-0.000128,-0.000163,-0.000116,-3.49E-05,-0.000104,0.000553,0.000422,2.498182,2.534032,2.499154,2.331107,56.706777,78.41395,48.62495,52.032245,0,
858,183.632169,125.02351,116.393204,108.018862,64.171395,65.301642,59.787798,46.529824,214.042945,165.961139,106.073064,67.948004,50.414645,39.790973,37.630121,35.194307,112.224419,101.462336,72.257164,67.948501,52.924111,44.247499,33.26716,91.31031,64.532736,46.578361,30.214173,26.875252,26.796775,25.575839,2.532333,2.544667,2.508957,2.51046,2.530092,2.51248,2.530758,2.543617,2.467133,2.441844,2.592642,2.516424,2.531333,2.523794,-2.30E-05,-0.00028,0.000295,-0.000421,-3.49E-05,4.88E-05,0.0004,0.000727,2.497113,2.5409,2.496254,2.296615,55.4539,75.553796,46.773024,49.036817,0,
859,183.0653,123.8312,113.68187,105.802416,62.707719,64.793002,60.675863,46.423922,214.733014,170.576265,105.560456,67.586566,50.087225,39.945432,37.822226,35.461707,112.266941,101.393791,72.335785,68.027191,52.85563,44.215725,33.235069,91.278837,64.464588,46.435362,30.181988,26.880702,26.726776,25.619059,2.53218,2.545583,2.508805,2.510307,2.52994,2.511869,2.531216,2.544227,2.464538,2.442912,2.592032,2.515661,2.533012,2.523184,-2.30E-05,-0.000128,-1.00E-05,-0.000268,0.000118,0.000201,0.000705,0.000727,2.49864,2.539526,2.504801,2.2812,55.095903,73.180995,45.151931,48.306964,0,
860,181.484296,121.384725,111.287484,102.310786,61.773311,65.107492,60.328933,43.846248,214.374263,172.198854,106.136374,66.617009,49.812332,40.227373,38.291347,35.670006,112.065071,101.193103,72.319895,68.011292,52.765817,44.19963,33.256326,91.262902,64.154847,46.270923,30.203307,26.902079,26.74815,25.564926,2.532485,2.54543,2.509263,2.510154,2.52994,2.512022,2.531368,2.54499,2.463623,2.441691,2.592032,2.514898,2.534385,2.523794,-0.000176,-0.000128,0.000143,-0.000268,0.000576,-0.000256,0.000553,0.00088,2.498334,2.538153,2.506327,2.307298,54.395262,71.934192,44.149567,46.157117,0,
861,181.228236,121.507604,116.169752,97.008553,56.007898,57.067411,57.726725,41.92302,212.939747,175.45122,105.333173,65.563671,49.638086,40.238139,38.600673,35.231739,112.112954,101.129901,72.293826,68.058586,52.628839,44.136077,33.229652,91.163175,64.055265,46.096148,30.101314,26.875252,26.759051,25.613603,2.532943,2.545735,2.508805,2.510002,2.529787,2.512022,2.531826,2.548043,2.464691,2.442759,2.592489,2.516119,2.534995,2.524557,-2.30E-05,-0.000128,0.000143,-0.000116,0.000118,-0.000104,0.000247,0.000575,2.498182,2.538153,2.495949,2.23633,55.385503,69.288087,43.884195,44.778467,0,
862,185.005926,127.04653,115.871862,93.804707,56.449931,55.262209,54.889376,40.172305,211.912341,176.977033,104.408713,64.132379,49.12015,39.790973,37.742151,34.29556,112.001495,101.056034,72.330488,68.09528,52.628839,44.024646,33.26716,91.05283,63.908337,45.984842,30.026069,26.875252,26.759051,25.613603,2.533401,2.546041,2.508652,2.510002,2.529482,2.511717,2.532589,2.546669,2.462555,2.443675,2.592795,2.515356,2.535148,2.524862,-0.000481,-0.00028,-1.00E-05,-0.000268,0.000423,0.000354,0.000247,0.000727,2.501692,2.539984,2.502817,2.21069,54.653425,68.082679,43.072055,43.223157,0,
863,187.442677,131.770572,117.430981,93.284214,55.818365,55.957064,53.223825,40.986736,210.270045,177.124114,103.922828,64.273901,47.5969,38.554968,37.139129,34.102813,111.810383,100.939905,72.251867,68.089981,52.549679,43.982134,33.224234,90.900397,63.462207,45.756845,30.058259,26.869803,26.7536,25.608146,2.532485,2.545888,2.509263,2.510002,2.529787,2.511869,2.532437,2.548806,2.464386,2.443675,2.594016,2.515508,2.535606,2.524862,-0.000176,2.49E-05,0.000295,-0.000116,0.000118,4.88E-05,0.0004,0.000727,2.497724,2.537237,2.501138,2.172688,52.666214,67.684351,42.073371,40.883756,0,
864,196.838838,139.27606,118.44825,95.834955,61.054231,60.200456,55.189688,42.63539,207.310328,177.058844,104.414056,65.385506,47.7928,37.81927,36.925732,33.776356,111.746816,100.802852,72.26246,68.027191,52.523431,43.918571,33.272577,90.837461,63.215644,45.730452,30.031502,26.956153,26.802226,25.656821,2.531875,2.546346,2.509568,2.51046,2.529634,2.512327,2.531216,2.552622,2.468506,2.443217,2.592489,2.51505,2.531943,2.524862,-2.30E-05,-0.000128,-1.00E-05,-0.000116,0.00027,4.88E-05,0.000553,0.000575,2.49864,2.535101,2.491217,2.140485,51.885354,67.018491,40.914138,39.87203,0,
865,186.183385,131.394759,120.750943,99.399783,63.321509,58.424127,56.616435,40.166922,205.927555,175.788992,104.699149,65.998654,48.189449,37.696464,36.802821,33.915445,111.550368,100.681405,72.215205,67.979896,52.512765,43.982134,33.224234,90.753284,62.947833,45.682623,30.020635,26.907529,26.829048,25.608146,2.532028,2.546346,2.508652,2.510765,2.52994,2.512174,2.532437,2.550485,2.470337,2.443828,2.594321,2.514745,2.533622,2.52593,-0.000328,2.49E-05,-0.000163,-0.000268,0.00027,-0.000104,0.0004,0.000727,2.498029,2.534338,2.495643,2.158189,52.402412,65.40337,39.759138,38.342179,0,
866,180.737736,131.105013,124.724274,96.977027,57.412647,56.778119,54.046346,40.364059,203.4608,165.928565,103.490035,64.211098,48.052035,37.669913,36.813619,34.525728,111.412531,100.470523,72.115811,67.917105,52.486516,43.918571,33.272577,90.763905,62.66448,45.619115,29.993878,26.956153,26.839949,25.656821,2.53157,2.546498,2.509415,2.51107,2.529787,2.512327,2.531979,2.552622,2.473847,2.44398,2.593863,2.51505,2.534232,2.525625,-0.000328,2.49E-05,-1.00E-05,-0.000268,0.00027,4.88E-05,0.000247,0.00088,2.499097,2.525334,2.497475,2.161394,50.972297,65.634262,38.800311,38.72629,0,
867,173.343739,130.809891,121.775581,93.005817,57.233887,53.428994,52.095166,38.802987,201.445138,158.592414,102.276326,62.894699,47.242484,37.637967,36.669517,34.231455,111.269342,100.29125,71.937792,67.702226,52.454934,43.849638,33.202977,90.879551,62.669787,45.550245,30.036936,26.961603,26.88312,25.624516,2.53218,2.546346,2.510026,2.511375,2.530245,2.512174,2.532589,2.552011,2.472321,2.442607,2.594626,2.514898,2.53408,2.524099,0.00013,0.000178,0.000143,-0.000116,0.000576,4.88E-05,0.0004,0.000727,2.498792,2.523197,2.509837,2.155899,51.568888,64.648198,37.611202,38.283683,0,
868,164.462341,125.553177,119.418037,97.419269,56.86036,53.497456,52.015955,37.004678,198.998083,150.883548,101.274137,59.104375,46.45881,36.92283,36.327663,34.188576,111.078308,100.027499,71.67585,67.513436,52.375765,43.769968,33.272577,90.87424,62.554235,45.507769,30.031502,26.993876,26.87767,25.694582,2.531722,2.546041,2.510026,2.511681,2.530092,2.512327,2.532589,2.556743,2.470795,2.443065,2.59371,2.516271,2.535453,2.52471,-0.000328,-0.000128,-1.00E-05,-0.000268,0.000118,4.88E-05,0.000553,0.000575,2.498487,2.523808,2.505411,2.155899,49.567147,65.854531,37.008068,37.867462,0,
869,161.533089,126.714607,115.504946,99.484223,60.72341,54.493343,50.722552,37.079441,197.090037,145.093057,99.281869,59.214701,47.163025,37.968606,36.327663,34.226042,110.818401,99.842933,71.455863,67.219838,52.301927,43.80712,33.272577,90.653574,62.443985,45.544885,30.069126,27.031598,26.87767,25.732341,2.531875,2.546041,2.510636,2.511528,2.529787,2.512022,2.532742,2.551706,2.469727,2.443675,2.592337,2.516271,2.53408,2.52471,-0.000176,2.49E-05,0.000295,-0.000268,0.000118,4.88E-05,0.0004,0.000575,2.49925,2.529759,2.494422,2.156357,48.975102,65.487409,36.783834,39.733642,0,
870,159.366253,125.141244,112.566642,101.514233,56.934007,54.013913,55.042201,38.424311,192.623618,139.61945,97.549353,57.964025,46.718301,38.155247,36.252882,34.525728,110.558532,99.621475,71.05254,66.962924,52.228086,43.80712,33.197559,90.543247,62.407235,45.544885,30.069126,26.993876,26.91539,25.732341,2.53157,2.545735,2.510026,2.512749,2.529787,2.512174,2.532284,2.552164,2.468659,2.444133,2.592947,2.516119,2.534385,2.524404,-0.000328,-0.000128,-1.00E-05,-0.000268,0.00027,0.000354,0.000705,0.000575,2.499097,2.526707,2.495185,2.157731,48.27173,65.597549,36.297834,39.397958,0,
