Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface 0.2m,TC Surface 0.4m,TC Surface 0.6m,TC Surface 0.8m,TC Surface 1.0m,TC Surface 1.2m,TC Surface 1.4m,TC Surface 1.6m,TC Surface 1.8m,TC Surface 2.0m,TC Surface 2.2m
209,2.1197059,1.4598832,0.723678,0.5321637,0.3930103,0.2875291,1.8647349,1.1552849,0.8104872,0.4892863,0.3818815,0.3187711,0,281.709137,173.6080627,126.8985596,83.7553406,76.8149796,63.0006981,52.0914154,49.6498337,47.9808846,43.7762985,41.7590141,38.0192871,180.6019745,144.9309387,141.3556061,104.0110397,87.805191,68.0456619,55.9288712,48.6341438,43.4941101,40.4375763,37.1870804
210,2.3661682,1.928542,0.8874116,0.5308548,0.3757128,0.2826061,1.4731532,1.2957857,0.8145562,0.5282555,0.4016625,0.334163,0,276.1128235,171.4845428,124.6228104,83.0809174,76.3057022,62.4996452,51.5408363,49.1946335,47.6748619,43.566555,41.4560814,37.8253632,177.3912811,143.0280151,140.299469,103.3335953,87.2719421,67.6485138,55.5881691,48.3670959,43.2788582,40.3051605,37.0733185
211,2.395554,1.8979655,0.6154447,0.5002594,0.3693827,0.3003288,1.4113776,0.9608356,0.7068088,0.50688,0.3921946,0.3653435,0,271.664917,170.0239105,123.3786163,82.6053238,75.6374359,62.0909576,51.2031326,48.7768669,47.1857491,43.1781731,41.1297951,37.5442085,174.25737,141.401886,139.2934875,102.6329117,86.8032379,67.3252869,55.3478737,48.1324081,43.0972061,40.1416168,36.9339638
212,2.0507439,1.7348008,0.7087652,0.4807896,0.3473008,0.3054032,1.3417855,1.060054,0.3197645,0.319433,0.356183,0.4220715,0,268.1028137,167.7323761,122.545166,82.1298904,75.0646667,61.5588112,50.778244,48.3076401,46.8127213,42.8347893,40.7852821,37.1730652,171.1027985,139.6677704,138.2372437,102.0253754,86.3336182,66.9618073,55.1460114,47.9807549,42.959507,40.005394,36.8156433
213,1.5578195,1.3822244,0.6511125,0.525292,0.3281632,0.2958602,0.6647753,0.7180672,0.5622776,0.3518251,0.2557562,0.3251976,0,263.9342651,165.9082489,121.0766754,81.4571762,74.5499344,61.025898,50.203186,47.8390808,46.402195,42.4962311,40.5656357,36.9547462,168.2746582,138.1090393,137.3369446,101.4384155,85.91996,66.5117493,54.8885384,47.7576942,42.7928848,39.8662529,36.6884308
214,1.3758166,1.5729891,0.763958,0.4992778,0.3942616,0.295633,1.0747636,0.5796775,0.3363661,0.4429178,0.3183961,0.3592344,0,260.1059265,163.9898071,120.4708786,80.8378525,73.9806671,60.7103806,49.6317482,47.4401512,45.9883232,42.1513786,40.1704636,36.8478775,165.6923981,136.6496124,136.5163116,100.9563141,85.5582581,66.1979523,54.6271095,47.5547295,42.5929222,39.7257385,36.5781593
215,1.5514209,1.3703185,0.6964659,0.558996,0.3740199,0.3176727,1.0392111,0.76709,0.5241916,0.3625129,0.3311608,0.3405102,0,256.1673889,161.8915405,119.561203,80.078949,73.2798462,60.6141777,49.2589455,46.9374695,45.5469818,41.8489952,39.8610878,36.5706978,163.1864319,135.2817688,135.7658386,100.5161743,85.2136078,65.9643021,54.4059715,47.3389053,42.4019852,39.5681915,36.4635315
216,2.0881872,1.2380009,0.7009244,0.4534665,0.3262494,0.2726087,1.0422369,1.002118,0.4740614,0.4376561,0.3879679,0.2986188,0,251.8359375,160.4107056,118.4621277,79.0823822,72.5705338,60.2221985,49.0570068,46.4549637,45.0965424,41.4538078,39.584053,36.2780838,160.6691895,133.9600525,135.1240387,100.1543884,84.7544022,65.6351547,54.1397781,47.131176,42.2329254,39.4105988,36.3469887
217,1.7936174,0.9828361,0.5765483,0.4068372,0.331549,0.2551133,1.058122,0.9516879,0.521913,0.3764892,0.3678487,0.3041725,0,248.0164948,158.3190765,117.0479736,78.5538483,71.9359283,59.5673714,48.6128578,46.2002678,44.8197708,41.0505829,39.2120781,36.0159798,158.414032,132.6433258,134.3626862,99.7475281,84.3381195,65.3547134,53.9324913,46.9233208,42.074913,39.2480469,36.2329636
218,1.619672,1.0810597,0.4275738,0.4099458,0.3112337,0.2316345,0.9996243,1.1189283,0.7933974,0.39063,0.3948152,0.2641853,0,244.7516632,156.331131,116.4201584,78.1427155,71.4187088,59.0448723,48.2208023,45.8316689,44.5429535,40.8245506,38.9523544,35.6980743,156.3408661,131.5349121,133.3865662,99.2311478,83.8447876,65.0937347,53.7709427,46.7662239,41.9697113,39.1257629,36.1166954
219,1.6637508,1.1579067,0.6440404,0.4058555,0.3233051,0.2431467,0.7116743,0.759115,0.7208062,0.4813938,0.3715683,0.3046486,0,241.8907166,156.0919037,116.070961,77.7966995,71.0707703,58.3766518,47.917347,45.6723938,44.3201675,40.5271263,38.618454,35.5628777,154.2693787,130.45401,132.5434418,98.6135864,83.4361191,64.7370911,53.5077133,46.5618515,41.8371582,39.0211906,36.010704
220,1.2608799,0.9181655,0.6428105,0.4331786,0.3228635,0.2593546,0.9640718,0.5008657,0.572206,0.4192403,0.3665807,0.3446358,0,238.55159,155.2814636,114.7746429,77.4194565,70.4974747,57.7088966,47.663765,45.4818687,44.1180878,40.3916626,38.4961433,35.4197311,152.2179718,129.3778229,131.8930359,98.1422195,83.2083511,64.4908676,53.2923546,46.3744316,41.6409073,38.8859444,35.8964005
221,1.4322185,1.0426361,0.6088338,0.3872038,0.328384,0.2689733,0.9055741,0.5888253,0.553163,0.4980009,0.3396988,0.3443978,0,235.9280396,154.2081451,113.9440384,76.6547089,69.9404449,57.1283875,47.3461876,45.0624847,43.7978706,40.2078819,38.3780746,35.2464066,150.2805023,128.423172,131.1152954,97.6637268,82.9264221,64.2249451,53.1136665,46.2015953,41.4756546,38.7497177,35.7788696
222,1.4938341,0.945495,0.5896163,0.4590293,0.3314754,0.2258027,1.0984653,0.8409761,0.6361708,0.4639645,0.358719,0.3287679,0,235.0247498,153.651123,113.5268402,75.652153,69.3872452,56.4027367,46.7955971,44.8250885,43.5402832,39.9106026,38.0820389,35.0493088,148.410675,127.5865707,130.4590149,97.2906418,82.5507736,63.9419518,52.9311066,46.0267258,41.3820457,38.6319695,35.6851196
223,1.3909835,1.3015891,0.5218167,0.3389383,0.3269855,0.2617782,0.9600375,0.6258856,0.69037,0.3888213,0.4312495,0.3645501,0,233.6665802,151.5868683,112.9624023,75.1189499,68.9950027,55.9988747,46.2739792,44.4965782,43.2940712,39.7458725,37.9117355,34.8172531,146.6586914,126.8416901,129.757843,96.9145737,82.1702881,63.7117233,52.773159,45.9288788,41.2753067,38.5226974,35.577034
224,1.2722551,1.183342,0.5917686,0.3940754,0.3300033,0.1792239,1.1693181,0.7260422,0.6674208,0.4973432,0.4538202,0.2815607,0,231.42836,150.4833374,112.4316177,74.661705,68.6409378,55.6930161,45.952507,44.0818367,42.8342247,39.4450417,37.6371765,34.6215057,145.0275726,126.1799164,129.1529999,96.4154739,81.7891083,63.4778366,52.6414452,45.8087959,41.1209373,38.4313545,35.48806
225,1.4637373,1.132742,0.6120624,0.4197625,0.2715599,0.1784665,1.2252944,0.9552062,0.7593804,0.4577162,0.4326021,0.3607418,0,228.3547058,150.7936859,112.1105652,73.7995224,68.0915604,55.276104,45.6543045,43.6275597,42.3190765,38.9527168,37.1524277,34.3646507,143.5170135,125.6100769,128.5299835,96.0340271,81.3873901,63.192482,52.4572678,45.6167221,40.9944496,38.3149757,35.3867035
226,1.4912273,1.1460009,0.5247378,0.3682248,0.2611814,0.2166384,1.2860614,1.0436349,0.7544976,0.3911232,0.4327711,0.3524905,0,225.0902557,150.7928467,112.2082138,73.2353363,67.5805054,54.8478699,45.2675323,43.1420822,41.9398651,38.4932289,36.7925873,34.0176277,142.111145,125.0069656,127.833519,95.6587448,81.1396255,62.9429436,52.2887688,45.5223885,40.8540115,38.2006493,35.2750626
227,1.2810234,1.1990362,0.553641,0.3621712,0.2282058,0.1709685,1.453738,1.0307342,0.8034885,0.4455486,0.3811206,0.3278158,0,221.5381775,150.0633698,111.5013733,72.8802109,66.8652725,54.7349167,45.0317497,42.8055344,41.5683594,38.0839729,36.3645477,33.5959129,140.8925934,124.4220276,127.1515884,95.2256622,80.7664032,62.7003593,52.1232262,45.4124756,40.732914,38.1102142,35.1825027
228,1.2713072,1.1817185,0.5851578,0.371497,0.2973221,0.2251968,1.2487439,0.9845261,0.7634494,0.4240087,0.3717373,0.3443185,0,217.8313293,147.6705017,109.6455307,72.398613,66.0365448,54.0933952,44.746624,42.7147942,41.2795677,37.7695198,36.0247574,33.1549988,139.7106628,123.8347321,126.5205688,94.8962784,80.545166,62.4721756,51.9706726,45.3159981,40.6848717,37.9970894,35.1113663
229,1.3760536,1.078895,0.6062202,0.3214318,0.2529375,0.2267116,1.2953907,0.8998503,0.6524468,0.4353541,0.3859391,0.3148041,0,214.8191376,145.4492035,107.4530716,71.8409805,65.2993774,53.3876915,44.2566986,42.4781685,41.1568489,37.5191498,35.7682457,32.9126167,138.5527191,123.1828842,125.8852158,94.5848846,80.2871475,62.3243599,51.8867264,45.2034645,40.6583366,37.9140968,35.0502396
230,1.1215339,0.9774244,0.4796918,0.3634801,0.2712655,0.2211827,0.8743081,0.7445724,0.5915744,0.4159517,0.3531398,0.3166289,0,211.8236847,142.9189148,105.942627,71.1764679,64.821312,52.8196983,43.7664833,42.1030159,40.9945068,37.3418541,35.5557671,32.7087212,137.2996979,122.4074936,125.2567215,94.255394,80.0338211,62.1510811,51.7576065,45.06707,40.5922279,37.8511696,34.9908829
231,1.3023519,1.1395067,0.5021379,0.3800048,0.290992,0.2686703,0.8402685,0.8681849,0.6454481,0.4027976,0.3424884,0.3158355,0,209.1350861,141.1687317,105.9486313,70.8232803,64.5172272,52.3208466,43.295311,41.5850945,40.6527061,37.2208633,35.4483757,32.5939941,136.0120392,121.6039581,124.5598831,93.9184799,79.8038864,62.0302544,51.6250572,44.9684219,40.5111237,37.7616272,34.9213181
232,0.9753155,1.106495,0.5522573,0.3757509,0.2826745,0.2850297,0.9676018,0.4736569,0.5453505,0.4077304,0.3478986,0.3243248,0,206.2373962,140.3639679,105.7823029,70.4398804,63.9815254,52.0072021,42.8420601,41.1602936,40.2122192,36.8829651,35.1783142,32.5478058,134.7007141,120.8029556,123.8205719,93.6463242,79.5760422,61.8391113,51.5337677,44.9245911,40.4325104,37.6738281,34.8418922
233,0.9366872,0.999342,0.5401118,0.4181264,0.3077742,0.2901799,0.8289219,0.5269018,0.5839247,0.3156512,0.3287093,0.3167082,0,203.346817,139.1754913,104.670929,69.6258316,63.2529068,51.6259727,42.5196838,40.8382416,39.8929367,36.533474,34.8599548,32.2930717,133.3960266,119.9337387,122.8932419,93.3135223,79.3864594,61.6124039,51.465477,44.8340874,40.376339,37.5805244,34.7756767
234,1.1568444,0.9785067,0.4975257,0.3821318,0.3106449,0.2760926,0.9098606,0.3054782,0.3236708,0.2913159,0.327864,0.3259116,0,200.5741425,137.6042938,103.0927048,68.907486,62.7024269,51.1426659,42.4174881,40.5507812,39.5885315,36.2542229,34.5797691,32.1096344,132.1448822,119.0314407,121.9354401,92.9152832,79.0927277,61.4448967,51.3746796,44.7773933,40.3097687,37.5085411,34.6978836
235,1.0663169,0.9227655,0.4172732,0.3606987,0.2736945,0.2401929,0.7865615,0.4110297,0.2920953,0.2806282,0.2878792,0.2804499,0,198.3192444,136.5694427,101.4677658,68.31353,62.34272,50.8426704,42.183651,40.3702545,39.4199944,36.0703545,34.3333092,31.9367428,130.9719849,118.2225113,120.9550934,92.5149536,78.7396545,61.2502327,51.2384911,44.6743584,40.2291107,37.4291496,34.6474876
236,1.2080327,0.9536126,0.423269,0.3081793,0.2748722,0.1962649,0.950456,0.5733444,0.4882216,0.3350536,0.2456121,0.2178508,0,196.3963623,134.8639984,100.3834915,67.8969955,62.113327,50.7960892,41.9782677,40.0736465,39.3535576,35.9327011,34.2369804,31.6363659,129.8686829,117.4730377,119.9292374,92.1200485,78.37397,60.9517288,51.0651779,44.5318146,40.150528,37.3260612,34.5688477
237,0.9618074,1.0301891,0.4630878,0.3186505,0.2525695,0.2417834,0.7701721,0.5271363,0.4789442,0.3320939,0.3103654,0.2446677,0,194.0015259,133.503479,99.7678299,67.61763,61.9184036,50.570858,42.0727196,39.8838692,39.0286789,35.8783875,34.1319389,31.4597855,128.8109894,116.7197342,118.9315338,91.7950516,78.0815735,60.6505432,50.8115654,44.3271523,40.0066643,37.2456703,34.5039825
238,1.010152,0.9325067,0.4835353,0.3435194,0.2860604,0.2447372,1.1080468,0.5491848,0.3899143,0.4353541,0.336571,0.3370985,0,192.1766815,132.4106293,99.2067184,67.2311707,61.5551529,50.1182327,41.894146,39.8675117,38.8154869,35.6456871,33.9628754,31.3828278,127.7416458,115.9951553,117.9542694,91.3980713,77.8050613,60.4928436,50.5942421,44.1396561,39.8405342,37.1526833,34.442215
239,0.9975918,0.8800126,0.5599444,0.3914577,0.3159445,0.2662467,1.0364375,0.7616952,0.5010797,0.37912,0.3540696,0.351221,0,190.8936462,130.4144135,98.7828598,66.7908936,61.1262093,49.85989,41.7272682,39.6847038,38.5606041,35.3936653,33.7444725,31.2658577,126.8210373,115.4582672,117.0369873,91.060936,77.4986725,60.3404617,50.5079575,44.0436935,39.7360573,37.0624924,34.3589096
240,0.9305257,0.8848832,0.4781544,0.3692065,0.2785525,0.2652621,1.1065339,0.6880437,0.464133,0.4858333,0.345109,0.3210719,0,189.7588654,128.6269531,97.4864044,65.9736938,60.6238136,49.4792099,41.5586891,39.4945946,38.2980118,35.1975555,33.537838,31.0442333,125.9654541,114.9525909,116.0715942,90.7924271,77.2482071,60.2003937,50.4070702,43.9553337,39.6787109,36.9616432,34.2877693
241,1.1141875,0.8223773,0.3473212,0.3752601,0.2527903,0.2403444,0.7298288,0.6697481,0.5245172,0.4110189,0.361086,0.3282918,0,188.4185486,127.1595154,96.5231857,65.2583923,60.052845,48.9910583,41.2210197,39.279068,38.1108093,34.9875259,33.3416367,30.8044968,125.1510391,114.4570923,115.0553589,90.3871155,76.9467468,59.9959259,50.1944695,43.8268242,39.6191025,36.8753319,34.232338
242,0.7902318,0.7046714,0.3689986,0.2761114,0.176755,0.2227732,1.0843451,0.6043062,0.6063856,0.4057573,0.3325979,0.2721193,0,185.7866974,125.968277,95.4417267,64.6068878,59.5932808,48.7101135,40.8773193,39.0948639,37.9991112,34.8280411,33.173954,30.6530685,124.3848877,113.9963531,114.0077667,90.0528412,76.5103455,59.7977257,50.0314293,43.722847,39.5460968,36.8047371,34.1589432
243,1.0625252,0.7495891,0.3785306,0.3302669,0.2513918,0.202324,1.1098118,0.6298731,0.4984755,0.3117049,0.2993759,0.2771177,0,183.0028839,125.1020432,94.3887253,64.339859,59.440567,48.4646378,40.7242317,38.8997765,37.9531517,34.7951012,33.1176796,30.5455742,123.5712128,113.4486923,113.0700455,89.6417389,76.1901932,59.6116142,49.9337997,43.6749344,39.4924393,36.7311172,34.0922585
244,0.6129686,0.6443303,0.4215779,0.2977082,0.267438,0.2751081,1.1589801,0.5280746,0.4945692,0.4253241,0.3296392,0.2740234,0,180.4515839,123.6893387,93.770813,64.0126877,59.3244019,48.1248016,40.5556107,38.6383667,37.7181778,34.7293243,33.1024361,30.4739132,122.7352676,112.8563919,112.2072754,89.3973618,75.962944,59.41605,49.8640404,43.579586,39.4489746,36.6553841,34.0313187
245,0.8520843,0.5910244,0.4134297,0.3160327,0.2902559,0.3138858,0.8677523,0.4684966,0.3985406,0.3745161,0.322961,0.2900501,0,178.1013641,122.5785828,93.0229645,63.6137161,59.0189247,48.0055466,40.2817574,38.5290451,37.5480843,34.5772743,33.0007515,30.4423561,121.9402847,112.1319046,111.2928085,89.1719971,75.7964478,59.262291,49.719429,43.474823,39.3457451,36.5970917,33.9826202
246,1.0203422,0.6689538,0.3342533,0.2767659,0.2194467,0.2564765,0.6907463,0.3108731,0.3555718,0.356758,0.3452781,0.3263083,0,176.8094635,121.6559601,92.8181152,63.3611374,58.9451408,47.9705734,40.1463165,38.2945023,37.3811569,34.5096893,32.8369408,30.2981987,121.1339417,111.4814301,110.3225937,88.8031082,75.5278473,59.0965767,49.5535469,43.3910599,39.2743874,36.5214272,33.9277496
247,1.037642,0.727942,0.3450151,0.2880551,0.2664075,0.2530683,0.6877205,0.5400371,0.19037,0.33752,0.2954028,0.2749755,0,175.3518982,120.3915558,92.0079346,62.9245682,58.5744095,47.7753334,39.9972115,38.0581856,37.0370598,34.2526627,32.706295,30.2282505,120.3079834,110.8625259,109.3994217,88.4476318,75.297142,58.9493866,49.446991,43.3144989,39.2128677,36.439167,33.8595314
248,0.8824182,0.7582479,0.2646088,0.3004896,0.2567651,0.2251211,0.9459174,0.5168157,0.4582737,0.3704054,0.2808629,0.2998089,0,173.623703,118.8042679,91.1203766,62.5408897,58.205471,47.5059738,39.6792221,37.841259,36.7995071,33.9982224,32.4175644,30.0921307,119.5458374,110.3132629,108.5638657,88.0679626,74.9846954,58.7646828,49.3308258,43.2074699,39.1073723,36.3483238,33.8070679
249,0.8821812,0.645142,0.407895,0.3309213,0.2420438,0.223985,0.9358315,0.4797554,0.428814,0.3118693,0.3433338,0.3322588,0,172.3385925,117.4384918,90.9649124,62.3337364,57.8366203,47.2830315,39.334053,37.5811081,36.5687904,33.7626076,32.114254,29.8824139,118.7968216,109.7613373,107.748497,87.6899414,74.7460937,58.604023,49.2025833,43.0953789,38.9747849,36.2766876,33.7525024
250,0.8136931,0.7360597,0.3553157,0.3058887,0.2053143,0.220501,0.8004295,0.5630238,0.4052138,0.3304496,0.3346267,0.3069494,0,170.7223511,116.5335007,90.5056076,62.0409355,57.2724724,47.040432,39.144371,37.2641258,36.2710457,33.5187111,31.8202648,29.5771008,118.0582123,109.2333221,106.9894409,87.3711472,74.5911255,58.4856911,49.1302299,43.0160065,38.8768883,36.2069397,33.6728363
251,0.7971043,0.6283655,0.4266513,0.3461372,0.2266601,0.2184561,0.9010355,0.5369878,0.4483453,0.3708987,0.3254125,0.2820367,0,169.159668,116.4033966,89.819191,61.5864487,56.7255936,46.4867897,38.9073792,37.0032234,36.015255,33.2437439,31.564642,29.3041878,117.4034348,108.7612,106.2748642,87.0719604,74.4106064,58.4153137,49.0513229,42.9259605,38.7809563,36.1466484,33.6210136
252,0.774354,0.6153773,0.3367131,0.2468249,0.2398356,0.2501903,0.7295767,0.6291694,0.4094455,0.3669524,0.3107035,0.2838616,0,167.0922394,116.0163956,88.9565506,61.0308495,56.3268509,46.047287,38.6857491,36.7479744,35.8561287,32.9811859,31.3139534,29.1201458,116.8260651,108.4197922,105.5651093,86.877243,74.2023163,58.2979202,48.9713974,42.8560905,38.7358475,36.0886993,33.5681763
253,0.7729321,0.7252361,0.3922135,0.2676036,0.2586052,0.2189106,0.9872692,0.4096223,0.4502984,0.4376561,0.3214394,0.2909228,0,164.9378357,115.0405807,88.2607193,60.7091293,55.9439392,45.843689,38.5092964,36.5577736,35.6360016,32.7902946,31.1538811,28.905262,116.2347946,108.083313,104.8867645,86.5767899,73.9280548,58.1169128,48.8741455,42.7461166,38.6520081,36.0281944,33.5030251
254,0.7468639,0.6765303,0.354547,0.3094882,0.2594149,0.2336037,1.0561048,0.6352679,0.2116916,0.3419595,0.3443482,0.2874318,0,163.5880585,114.7367172,87.7680359,60.4242973,55.5478172,45.6045837,38.5169945,36.4495735,35.4110985,32.6351738,30.9928036,28.7642918,115.7097321,107.5777054,104.2776108,86.3701859,73.8468628,57.997509,48.7392654,42.6500397,38.5757675,35.9932632,33.4608841
255,0.7098946,0.7552714,0.3782231,0.2239193,0.2171649,0.2213342,0.9633154,0.549654,0.2961643,0.3191041,0.2994605,0.2744201,0,163.0174255,114.3933182,87.1562042,60.0484009,55.2311211,45.3749313,38.4446564,36.375248,35.2380791,32.4614792,30.862009,28.6732388,115.1876373,106.9772568,103.5786362,86.0381775,73.6221085,57.8882446,48.6405029,42.573143,38.5146675,35.9129181,33.4182129
256,0.6037263,0.5098479,0.3016603,0.2643314,0.1998674,0.2299683,0.7384017,0.5888253,0.3169976,0.3409729,0.3815433,0.2554579,0,161.5514832,112.675293,86.4112396,59.527977,54.744072,45.0926476,38.4067879,36.3107605,35.0655365,32.3532066,30.7358475,28.5725117,114.6071014,106.4045258,102.9136734,85.6975021,73.2911224,57.7021561,48.5611115,42.4755363,38.4682388,35.8424263,33.3554268
257,0.8402352,0.8318479,0.4005154,0.2180293,0.1907402,0.2208797,0.8175754,0.625651,0.4572971,0.4256529,0.3662426,0.2802119,0,160.0288391,110.937912,85.6790466,58.9549332,54.3109055,44.9422569,38.1450539,36.0897026,34.9437065,32.1872482,30.6169491,28.4933872,114.0491714,105.9402084,102.2649536,85.4976654,73.1506119,57.4771652,48.4296532,42.3966599,38.3954544,35.7728119,33.3133926
258,0.8272011,0.6881656,0.3591593,0.2433891,0.1732955,0.1801328,0.9554989,0.6129849,0.4683648,0.3523184,0.3608324,0.3117098,0,158.9823151,110.2982407,84.8824234,58.6226044,54.0862427,44.8353882,37.9356384,35.8713188,34.767231,32.086319,30.4608974,28.3544579,113.4570007,105.5157089,101.6302185,85.2858124,72.9621658,57.2993774,48.2975349,42.2873764,38.293293,35.7021713,33.2718391
259,0.7542104,0.4960479,0.2968943,0.2101759,0.2012659,0.1876308,0.9945814,0.5435554,0.3443414,0.3659659,0.3436719,0.2998089,0,158.0914917,110.158638,83.8626099,58.5272369,53.9064941,44.6938858,37.7511215,35.6969528,34.6734886,31.959753,30.3201542,28.1811409,112.7769165,105.0201645,100.9686356,84.9996948,72.8271713,57.1362228,48.1864243,42.2118454,38.1962585,35.6377983,33.2136879
260,0.7707992,0.5942714,0.3081174,0.2469885,0.1830852,0.1822534,0.9091041,0.458176,0.3093479,0.3176243,0.3270187,0.2717226,0,156.3987732,109.3065033,82.8117599,58.3482552,53.7134056,44.5850143,37.635273,35.5820274,34.5909576,31.8609371,30.2640362,28.1302166,112.1438217,104.5328598,100.2677155,84.6893311,72.6382141,57.0253143,48.1278648,42.1385078,38.1245537,35.5793724,33.1708755
261,0.8120342,0.6429773,0.2990467,0.2494427,0.1782272,0.1888426,0.9630632,0.6019606,0.3910536,0.351003,0.3034336,0.2587108,0,154.9128571,108.7874985,82.3080826,58.0326881,53.4767685,44.4661484,37.5937958,35.5023041,34.4413376,31.7632713,30.1688099,28.0491905,111.5970993,104.0767746,99.6626587,84.4899216,72.4691238,56.9170151,47.9882202,42.0778542,38.0648308,35.5123749,33.1157265
262,0.6435394,0.5815538,0.323184,0.2149206,0.2008979,0.1537002,1.0830844,0.5430863,0.4447645,0.3493587,0.348744,0.2818781,0,153.1011505,108.6296005,81.8643951,57.4884872,53.048584,44.3262215,37.5647583,35.3770332,34.2580681,31.603363,30.043211,27.9856091,111.1538086,103.7932281,99.0848465,84.2752075,72.3338776,56.8445625,47.9049911,42.0016899,38.0220108,35.4529839,33.0708237
