Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface 0.2m,TC Surface 0.4m,TC Surface 0.6m,TC Surface 0.8m,TC Surface 1.0m,TC Surface 1.2m,TC Surface 1.4m,TC Surface 1.6m,TC Surface 1.8m,TC Surface 2.0m,TC Surface 2.2m
444,0.2920937,0.319895,0.1677523,0.1466946,0.2350512,0.3227472,0.5785416,0.3411311,0.4379286,0.3391642,0.335134,0.2872732,0,45.3114738,38.0810814,34.4170952,28.6916714,28.4551907,25.8235474,23.6902866,22.3092232,21.6142426,20.4332104,19.6176434,18.9695072,68.412529,64.3565826,58.4435577,57.5729218,52.6738091,44.7097282,39.4410477,35.121479,32.2599983,30.1475544,28.4983215
445,0.3409122,0.319895,0.2044963,0.1915242,0.2518334,0.3009347,0.5455106,0.3657598,0.400982,0.314829,0.3352185,0.3118685,0,45.1314201,38.0466461,34.3608017,28.6618404,28.4630375,25.7441521,23.6024189,22.281498,21.5724335,20.4103699,19.6042786,18.9538612,68.3391342,64.2812195,58.3720703,57.5013924,52.6216698,44.6714211,39.4148788,35.0776138,32.2130318,30.1403427,28.4990101
446,0.2904348,0.3117773,0.1794366,0.1925058,0.2742834,0.3233531,0.652168,0.3927341,0.4314182,0.3281476,0.3254125,0.3039345,0,45.1310539,37.9790344,34.273838,28.630949,28.4174404,25.7335815,23.5910721,22.2288418,21.5295563,20.3686275,19.5780678,18.9569092,68.2449036,64.2220917,58.2741432,57.4030304,52.5987816,44.6502609,39.3954926,35.0690079,32.1878967,30.1219196,28.467371
447,0.2937526,0.2885067,0.1752856,0.1756538,0.2614023,0.3178242,0.6032518,0.3910922,0.4081435,0.3071009,0.3177199,0.2848136,0,45.0793648,37.9445648,34.1560097,28.5814934,28.3551483,25.6873875,23.6133022,22.2033577,21.5135174,20.3628349,19.5612488,18.9381943,68.1465378,64.1478043,58.162487,57.2253494,52.4989662,44.6390266,39.3961411,35.0606728,32.1727905,30.0864697,28.4457989
448,0.3117633,0.3090714,0.1477661,0.1581474,0.2510238,0.3194905,0.6203977,0.4164245,0.4244195,0.3133492,0.3171281,0.2832268,0,44.9109535,37.9596138,34.1238747,28.5239449,28.2267132,25.6629372,23.6395206,22.175045,21.4802284,20.3564892,19.5719929,18.9307022,68.046524,64.0946426,58.0690536,57.134079,52.4041405,44.5771255,39.3749847,35.0087471,32.1169815,30.0779247,28.4312134
449,0.3134222,0.301495,0.1852787,0.1606015,0.2402037,0.3156278,0.6831819,0.362476,0.4201877,0.3117049,0.3331897,0.2817987,0,44.6958542,37.8795052,34.1964569,28.4536991,28.173027,25.6083794,23.6242294,22.1786823,21.4671688,20.3331814,19.5630989,18.9548626,67.9572754,64.0265427,57.9562302,57.081234,52.3508034,44.5587807,39.3755798,35.0003548,32.1074486,30.0465508,28.4133511
450,0.2636558,0.273895,0.1505334,0.180235,0.2604454,0.3120681,0.5871145,0.3514517,0.3895888,0.3105539,0.3192415,0.285845,0,44.2759438,37.8676071,34.1534004,28.4100418,28.1723328,25.5411816,23.537241,22.198822,21.455843,20.3279285,19.5692406,18.9511242,67.8568573,63.9299965,57.8796921,56.9891739,52.3172493,44.5113144,39.3271561,34.9790764,32.0842438,30.019907,28.3908062
451,0.1849774,0.3123185,0.1466899,0.1448948,0.2520543,0.3211567,0.5886274,0.4021164,0.4242567,0.3256812,0.3502656,0.2782284,0,43.8192024,37.560585,33.8558083,28.3619595,28.184557,25.5496521,23.516201,22.1705608,21.4374046,20.3083496,19.546978,18.9273472,67.733429,63.8015785,57.7608986,56.8743477,52.2464828,44.451683,39.2549515,34.9444122,32.0536232,30.0091553,28.3785286
452,0.2153113,0.3155656,0.1900447,0.1437495,0.2611814,0.3199449,0.5924096,0.3831172,0.447857,0.3233792,0.3370782,0.3057593,0,43.4350624,37.271347,33.6045723,28.2583904,28.1186562,25.5380154,23.5234718,22.1592731,21.4040813,20.3004551,19.5383148,18.9053917,67.6194458,63.680069,57.6589584,56.8014565,52.1893005,44.4038544,39.2106438,34.9201546,32.034935,29.9968185,28.3552475
453,0.2278714,0.2790361,0.1805128,0.1687821,0.2449145,0.3165367,0.633005,0.3962525,0.4289768,0.3034835,0.3293856,0.3036172,0,43.3254585,37.0631332,33.5310783,28.1645679,28.062891,25.5686569,23.4860344,22.114975,21.3805866,20.2769585,19.5280933,18.8993473,67.4870987,63.5849533,57.5695,56.7539558,52.1328125,44.3697243,39.1927719,34.9048386,32.0454826,29.9750385,28.3420963
454,0.1615161,0.2603656,0.1885073,0.1763083,0.2632424,0.3294121,0.6047647,0.3500444,0.4014703,0.3066077,0.3320062,0.2918749,0,43.317009,37.0232239,33.4992943,28.0613804,28.0633698,25.5766964,23.5114975,22.0953751,21.3541222,20.2630177,19.4981785,18.8891945,67.3768158,63.4590492,57.4786263,56.7094612,52.0967102,44.3263779,39.1813126,34.8633804,32.0444565,29.9631042,28.3211021
455,0.1679147,0.2736244,0.1636013,0.1696002,0.256397,0.3173698,0.5109667,0.3160334,0.392844,0.3237081,0.320425,0.2978254,0,43.1570282,36.9464188,33.5561714,27.9982719,28.0515347,25.5682316,23.5060501,22.0944691,21.323988,20.2343998,19.4604073,18.8643494,67.2556381,63.2656479,57.3528748,56.6300735,52.0474281,44.282032,39.1084251,34.8231659,32.0086555,29.9479084,28.3217068
456,0.2409054,0.2847185,0.1557606,0.1743449,0.2567651,0.3110835,0.6007304,0.404462,0.4029351,0.3117049,0.3241445,0.3075048,0,43.0226669,36.8897896,33.4445801,28.0271378,28.0189438,25.5548439,23.5055065,22.0753555,21.3147125,20.2224655,19.4458008,18.8482265,67.1428833,63.1251411,57.2248878,56.5193405,51.966362,44.243248,39.0761795,34.8132706,31.9908543,29.9217873,28.2947903
457,0.2435122,0.3450597,0.1802053,0.1743449,0.2452089,0.3231259,0.5934182,0.3331561,0.4136773,0.33752,0.3478141,0.3044899,0,42.9592018,36.734314,33.4221764,28.0072651,27.9851151,25.5258579,23.499939,22.0773582,21.3140602,20.2191601,19.4390697,18.8441582,67.0333252,63.0010567,57.1649513,56.3808594,51.8770523,44.1987839,39.0516663,34.7871628,31.9661884,29.9128685,28.2915077
458,0.2631818,0.3209773,0.1951181,0.1828527,0.2541888,0.328579,0.579298,0.3476988,0.4149794,0.3149934,0.3294701,0.2936203,0,42.8421707,36.4964981,33.4849243,27.9968014,27.9290257,25.5153694,23.5072212,22.0467567,21.2902412,20.2017918,19.4304218,18.8317108,66.8918381,62.8361588,57.0832634,56.2814217,51.8213539,44.1271935,39.0107155,34.7490616,31.9553986,29.9009247,28.2791653
459,0.1570135,0.2668597,0.180974,0.1625649,0.2455769,0.3247921,0.6098076,0.3411311,0.3679416,0.3066077,0.3338659,0.3027444,0,42.7008362,36.3202438,33.3276787,27.9564266,27.8848686,25.4794369,23.475771,22.0213318,21.2681904,20.1725254,19.4087238,18.8244572,66.7590179,62.6575394,56.9881783,56.224987,51.7330055,44.0751534,38.9778519,34.7164459,31.9433537,29.8647728,28.25313
460,0.2849842,0.2706479,0.1640626,0.1735269,0.251907,0.3053275,0.5883753,0.3512172,0.3531304,0.2959199,0.3424039,0.301475,0,42.6587715,36.1413383,33.1294975,27.8640099,27.7950745,25.4427414,23.4321995,21.9928684,21.2430935,20.1481895,19.3923397,18.8073196,66.6353683,62.4759636,56.8625031,56.1375732,51.6679268,44.0323944,38.9610214,34.6961861,31.9001465,29.8463001,28.2402782
461,0.1513259,0.2660479,0.1603728,0.1606015,0.2392468,0.3088114,0.5654301,0.3779569,0.4092828,0.3102251,0.346377,0.2961592,0,42.4985275,36.0856247,32.9801636,27.7984486,27.7193203,25.3951759,23.3588142,21.9523697,21.2188511,20.1353321,19.3927708,18.8054695,66.5290527,62.3591385,56.7424355,56.0428734,51.5970306,43.9926987,38.9036179,34.6711464,31.8863087,29.8267899,28.2297783
462,0.2650777,0.2833656,0.148996,0.1727088,0.2603718,0.3280488,0.5641693,0.3690436,0.3811252,0.3026614,0.3453626,0.2918749,0,42.1938324,35.9800377,32.7882919,27.7580509,27.6796684,25.3558254,23.310688,21.8950939,21.1819801,20.1071911,19.3699207,18.7860451,66.4332581,62.2411194,56.6112099,55.9348068,51.5363655,43.925045,38.8763313,34.6613617,31.8682442,29.8037891,28.2093811
463,0.3006251,0.2912126,0.1734407,0.172218,0.2585316,0.3292606,0.6171198,0.4143135,0.3962619,0.3118693,0.3378391,0.2952865,0,41.8585434,35.8864136,32.6185379,27.751215,27.6347332,25.2786732,23.2871666,21.8647251,21.158392,20.0794277,19.3463058,18.7578773,66.3253632,62.1337509,56.5061378,55.8388939,51.4638863,43.8997307,38.8531456,34.651577,31.8606911,29.7815456,28.1953888
464,0.2980183,0.2384479,0.1728258,0.1646918,0.251171,0.3322144,0.5349205,0.3575503,0.3873101,0.3143357,0.3325979,0.2860037,0,41.6451759,35.7713737,32.6007767,27.7345066,27.5927525,25.2437897,23.2707729,21.8225384,21.1468887,20.0436268,19.3108482,18.7357254,66.218132,62.0755653,56.4242287,55.7790489,51.4072304,43.8550377,38.8388596,34.640976,31.8384323,29.7517071,28.1828384
465,0.2821404,0.2676714,0.1373117,0.1542207,0.2469018,0.3044186,0.5180267,0.3373782,0.3995171,0.3079231,0.3457007,0.2874318,0,41.6092415,35.695919,32.5712776,27.7056389,27.5412426,25.2197666,23.2149105,21.8018608,21.1132717,20.0331669,19.2946739,18.7161369,66.1130142,62.0599251,56.3293076,55.7080498,51.3286667,43.7983589,38.811409,34.6014442,31.8055668,29.7338161,28.1555023
466,0.2871171,0.2887773,0.1597578,0.1295153,0.2471962,0.3077511,0.5334076,0.3648216,0.3912164,0.3126915,0.3509419,0.3155975,0,41.5646858,35.6702003,32.5297127,27.6676617,27.464777,25.1692352,23.1892796,21.7978077,21.0807381,20.0234108,19.271986,18.7029533,65.985466,61.985054,56.1831093,55.6133957,51.262619,43.7293663,38.7480888,34.5416336,31.7621346,29.7023239,28.1371498
467,0.2446971,0.273895,0.1523783,0.1391684,0.2504349,0.3032068,0.5732466,0.3920304,0.4029351,0.3281476,0.3560139,0.3000469,0,41.5597496,35.6869507,32.6610374,27.6174049,27.4099789,25.140028,23.1373081,21.7590446,21.0719051,19.9842052,19.2616234,18.692215,65.8565979,61.8812981,56.0562134,55.5395432,51.1867523,43.6653595,38.7076912,34.5138168,31.7376328,29.6871777,28.1227283
468,0.2451711,0.2871538,0.1517633,0.1723816,0.2480795,0.3223685,0.549797,0.3542664,0.3773817,0.2918092,0.3503501,0.2920336,0,41.407856,35.7146378,32.7732773,27.5732632,27.3809109,25.0810452,23.1293449,21.7340126,21.0430374,19.9803944,19.2441254,18.6587601,65.7208328,61.7423363,55.9386139,55.5056038,51.1420059,43.6237259,38.6565475,34.4793434,31.6940765,29.6713581,28.1110306
469,0.2999142,0.2755185,0.1446913,0.1432587,0.24013,0.3245649,0.5593786,0.3671672,0.4048882,0.3018393,0.3426575,0.3005229,0,41.1121445,35.6905823,32.8017159,27.5441227,27.3445969,25.0310497,23.0894909,21.6929798,21.0201607,19.952961,19.2368069,18.6544838,65.5820541,61.5716705,55.8279343,55.4228935,51.1241684,43.626606,38.6549606,34.4695129,31.6857204,29.6437988,28.0996304
470,0.3186358,0.3088008,0.1883536,0.1645282,0.2298252,0.3232016,0.528869,0.3849937,0.4068414,0.3097318,0.353647,0.2997295,0,40.878418,35.6390648,32.6182671,27.4529915,27.2749424,24.9862099,23.0146637,21.6529446,20.9861393,19.9405804,19.2240314,18.6561489,65.4629517,61.4913063,55.7351875,55.3334198,51.0448341,43.6100273,38.6383133,34.4513016,31.6678467,29.6270103,28.0790501
471,0.2840363,0.3212479,0.1988079,0.1681277,0.2508766,0.330018,0.4887779,0.4222885,0.4294651,0.3309429,0.3486594,0.3040932,0,40.6236191,35.5622864,32.3782806,27.4050636,27.2292652,24.964262,22.9987392,21.6085701,20.9500446,19.9257507,19.2354107,18.6755104,65.334877,61.4137115,55.6570091,55.2437744,50.988987,43.5947723,38.6136589,34.4325562,31.6535606,29.6017761,28.0575466
472,0.2835623,0.2971656,0.1875849,0.1941419,0.2510974,0.3402426,0.5684558,0.4100914,0.3884494,0.3805999,0.3287939,0.2878285,0,40.456913,35.3258209,32.1640129,27.3649025,27.229084,24.9349728,22.9606934,21.5746536,20.9441738,19.8982353,19.2306747,18.6760921,65.2249908,61.304718,55.5952644,55.1831131,50.8601608,43.52845,38.5948257,34.4185181,31.6485043,29.5891838,28.0415421
473,0.2766898,0.2874244,0.1874311,0.164201,0.2549985,0.3426662,0.4696148,0.3127495,0.3672906,0.3621841,0.336402,0.2904468,0,40.2827072,35.0604362,31.9718361,27.2760448,27.2100182,24.9090633,22.9714718,21.594923,20.9428291,19.9113216,19.2232475,18.6690483,65.1275558,61.2148094,55.5154305,55.072258,50.7749214,43.4156456,38.5162506,34.3613815,31.5953636,29.5743084,28.028904
474,0.2439862,0.3171891,0.1482273,0.1499668,0.2365233,0.3336534,0.3737996,0.3319834,0.3176487,0.362184,0.3358102,0.3167876,0,40.1063385,34.9179726,31.8763008,27.1899204,27.106142,24.8821144,22.9399376,21.581171,20.9328537,19.9142551,19.2174435,18.6731243,65.0140686,61.1029358,55.427948,55.0293732,50.7212029,43.3861847,38.4403763,34.3035889,31.5678577,29.5568943,28.0171165
475,0.2356918,0.2793067,0.1666761,0.1493123,0.2360081,0.3216868,0.4670934,0.3028981,0.3189507,0.3625129,0.3352185,0.3217066,0,39.8605347,34.8282547,31.9396229,27.1874809,27.0636978,24.8327847,22.8564453,21.5646915,20.9269829,19.8981304,19.2104244,18.6619282,64.8729858,60.9968719,55.3223228,54.9705505,50.6393166,43.3573952,38.4178085,34.2790642,31.5147381,29.5311298,28.0078945
476,0.2352178,0.2901303,0.1669836,0.1316423,0.2242311,0.3398639,0.4552426,0.3176753,0.3604546,0.3449192,0.3484904,0.3121859,0,39.6462097,34.6319427,31.8190517,27.1626225,27.038456,24.8059826,22.8375511,21.5309944,20.9198112,19.9182949,19.2089462,18.6547489,64.7291718,60.8615913,55.2224388,54.8706207,50.5960922,43.3526039,38.3838806,34.2363968,31.4862404,29.5078411,27.9770317
477,0.2904348,0.3052832,0.087346,0.1120089,0.2452089,0.3388036,0.5220611,0.3491061,0.3145562,0.3248591,0.3336123,0.2988568,0,39.5089874,34.4209251,31.6431618,27.077713,27.0037212,24.7863102,22.8693523,21.5450096,20.9034672,19.9091721,19.2264175,18.669939,64.6227341,60.7483215,55.1073647,54.7850189,50.5613213,43.321743,38.3834953,34.2217712,31.4937439,29.5029373,27.9664688
478,0.232611,0.2844479,0.148381,0.161256,0.2568387,0.3649332,0.4867607,0.3183789,0.3539442,0.3365334,0.3249898,0.2709292,0,39.3022308,34.2614517,31.4780006,26.9809475,26.9971466,24.7842579,22.8718414,21.5327148,20.9010277,19.9006557,19.2110519,18.6849747,64.5176086,60.6643181,54.9880943,54.6926308,50.5116081,43.3182373,38.3702698,34.1957626,31.4860744,29.480196,27.9640446
479,0.2776378,0.3258479,0.1623714,0.1625649,0.2544833,0.3667509,0.5929139,0.3681054,0.3458062,0.3391642,0.3368246,0.3076635,0,39.0968628,34.1210098,31.3507137,26.9524155,26.9833279,24.753397,22.8700943,21.5415821,20.887886,19.8821983,19.2039776,18.6828423,64.4190216,60.5217743,54.8960304,54.535965,50.4658928,43.2830734,38.3502579,34.2030258,31.4880943,29.4543743,27.9483604
480,0.2660256,0.3144832,0.196963,0.1560204,0.2491836,0.3513761,0.5863581,0.4645091,0.3715224,0.3590599,0.3621004,0.3213099,0,38.9366989,33.926651,31.2776566,26.9719162,26.9171524,24.7234001,22.8510342,21.5410786,20.8839664,19.8873882,19.2046127,18.6671371,64.3117294,60.4116898,54.7823105,54.3889847,50.3851509,43.2457809,38.3165359,34.1733017,31.4793358,29.454628,27.9391899
481,0.2392465,0.2977067,0.1517633,0.1360598,0.2197411,0.3227472,0.4645719,0.3425385,0.4076552,0.3095674,0.3422348,0.3335283,0,38.7834549,33.7459908,31.180006,26.9459763,26.8791332,24.6936302,22.8147793,21.4956875,20.8760948,19.8685074,19.1990166,18.6660995,64.2053986,60.3157883,54.7075348,54.3160286,50.3475266,43.1931,38.2912521,34.1378098,31.4448872,29.4287624,27.9174328
482,0.2039361,0.278495,0.1771305,0.169273,0.2273226,0.3145675,0.4017877,0.2972686,0.3954481,0.3276543,0.3333587,0.3193264,0,38.6494217,33.690403,31.1355553,26.8851357,26.8613129,24.6716137,22.7722778,21.4804401,20.8612022,19.8547573,19.1833496,18.6588001,64.0970306,60.2230225,54.6207733,54.2395515,50.2612686,43.1539879,38.2747498,34.1208725,31.4053841,29.4072304,27.9075508
483,0.2560723,0.3182714,0.1745169,0.155366,0.246313,0.3217626,0.603504,0.3005525,0.3692437,0.3149934,0.3273568,0.3118685,0,38.5298882,33.6343994,31.0937061,26.8231239,26.8053322,24.6393585,22.785799,21.4678154,20.8413429,19.8390732,19.1672707,18.6374073,63.9956131,60.0632706,54.512207,54.1730118,50.2112236,43.1222801,38.2589569,34.1252556,31.3838634,29.3728676,27.8859539
484,0.2435122,0.2755185,0.1393103,0.1432587,0.2480795,0.3416817,0.5308861,0.3179098,0.3197645,0.3029903,0.3307382,0.3075841,0,38.4226303,33.5712357,31.0537052,26.7746716,26.7432842,24.5964832,22.7924767,21.4487171,20.8203163,19.8188095,19.1523056,18.6270065,63.9117889,59.9465332,54.4331245,54.0857773,50.1408043,43.1020699,38.241642,34.1412277,31.3946152,29.3629436,27.8865681
485,0.1430315,0.2874244,0.1496109,0.1538935,0.2557346,0.3636456,0.3768254,0.2799113,0.3116265,0.3449192,0.3571129,0.310361,0,38.3148117,33.4381142,30.9668903,26.7188644,26.6969032,24.5526676,22.7675343,21.4267826,20.8173351,19.8154469,19.1565418,18.6263008,63.8296165,59.8678627,54.3228683,53.9972572,50.0764961,43.0549088,38.2163162,34.100441,31.3728924,29.3449306,27.8613682
486,0.2093867,0.2473773,0.1097922,0.0949933,0.1887529,0.2965419,0.3511065,0.2670106,0.3326226,0.2847388,0.3021656,0.2876699,0,38.2461205,33.4099731,30.8322411,26.6399651,26.6561222,24.5242958,22.7266197,21.4017506,20.8112526,19.8256912,19.1595764,18.6266727,63.7103081,59.7236481,54.2287827,53.9429855,49.9980659,42.9693947,38.1573181,34.0318642,31.3233147,29.3208351,27.8489208
487,0.2510957,0.2893185,0.1176329,0.1038283,0.1875752,0.2976779,0.5414762,0.3401929,0.334413,0.2954266,0.2708878,0.2837029,0,38.1548805,33.3025131,30.7835732,26.5982876,26.5925446,24.4878368,22.6741982,21.3928776,20.7905941,19.8069344,19.1464996,18.6246223,63.5677185,59.6182823,54.0932198,53.8184471,49.8362465,42.876297,38.0698013,33.9537697,31.2600727,29.2984791,27.8261528
488,0.2501477,0.2887773,0.1728258,0.1529118,0.2035477,0.333502,0.5850974,0.3587231,0.3747776,0.3396575,0.2838216,0.2821954,0,37.9936371,33.2286415,30.8580914,26.5745544,26.5684299,24.465189,22.6435661,21.3747272,20.7701378,19.8012867,19.1476898,18.610611,63.4664459,59.5546761,53.998436,53.7269516,49.7944832,42.8391609,38.0414696,33.8889847,31.2330761,29.261261,27.812254
489,0.1828446,0.3017656,0.1717496,0.1792533,0.2385107,0.3140373,0.4602855,0.3275267,0.3671278,0.3232148,0.3329361,0.2791805,0,37.8892632,33.1199913,30.8503704,26.5686932,26.5519981,24.4407864,22.6282158,21.347229,20.7524681,19.7840004,19.1163216,18.5982533,63.3513412,59.4444771,53.9174232,53.6761818,49.7891121,42.7928619,38.0024414,33.8704262,31.2095966,29.2456341,27.7852936
490,0.2847472,0.263342,0.1502259,0.158311,0.2404245,0.323959,0.5387026,0.3195517,0.3199273,0.2959199,0.3387689,0.2941757,0,37.8428078,33.0042458,30.793047,26.533432,26.5337219,24.4164257,22.6030617,21.3341827,20.7329464,19.7629623,19.1028614,18.5886002,63.2428894,59.2798538,53.8076706,53.6354294,49.7882271,42.7837868,37.9903412,33.8684006,31.1910439,29.2018166,27.7738323
491,0.3278781,0.3247656,0.1772842,0.1293517,0.2017812,0.306918,0.5250868,0.3237738,0.3498752,0.3207484,0.331499,0.2906848,0,37.6702003,32.9373741,30.8087826,26.4978809,26.4543629,24.3531933,22.5802689,21.2999935,20.7116165,19.7393532,19.0906334,18.5786552,63.1135826,59.1808128,53.6839752,53.503933,49.7467194,42.7439384,37.955925,33.854847,31.1688194,29.1946011,27.7568054
492,0.2285823,0.2952714,0.1669836,0.1419498,0.1685111,0.316158,0.4847436,0.3636488,0.3342502,0.3120338,0.3239754,0.2800532,0,37.5627251,32.8725357,30.8920021,26.4504051,26.4015961,24.3445911,22.5739269,21.2834053,20.6931057,19.7223644,19.0774269,18.5498714,63.0097618,59.1312256,53.5999184,53.3781319,49.6176796,42.6994057,37.9078484,33.8092194,31.1208344,29.1739941,27.7342796
493,0.3146071,0.3104244,0.1469974,0.1707455,0.2235686,0.3223685,0.5182789,0.3028981,0.3519911,0.3269966,0.3339505,0.2801326,0,37.5094833,32.7552109,30.965889,26.4120674,26.3677864,24.3186646,22.5400105,21.2441463,20.6541653,19.7202625,19.0909081,18.5546093,62.9104233,59.0427094,53.5229492,53.2675362,49.5608673,42.6307831,37.8613434,33.785778,31.1138763,29.1493244,27.7201309
494,0.3368835,0.352095,0.2009603,0.1733633,0.2026645,0.3028281,0.5543357,0.2977378,0.3104872,0.279806,0.3192415,0.2782284,0,37.4210777,32.6423378,30.9081097,26.3563175,26.3093796,24.2518406,22.4609661,21.2101498,20.6277161,19.7006474,19.0834427,18.5475235,62.8286705,58.9166145,53.4034805,53.1362038,49.4592323,42.5505867,37.8211365,33.7652969,31.0952244,29.1313839,27.6987743
495,0.2932786,0.3128597,0.1995766,0.175163,0.1702041,0.3198691,0.5487885,0.316737,0.3186252,0.3069365,0.2831453,0.281402,0,37.2862663,32.5492821,30.8825932,26.3133354,26.257328,24.1856976,22.4254131,21.1518078,20.6042309,19.6847591,19.080843,18.5688648,62.7677727,58.8526382,53.2676926,53.0768166,49.4178505,42.5141945,37.8021507,33.7559891,31.0817642,29.1092339,27.6754646
496,0.204647,0.2996008,0.1629864,0.1772899,0.2435159,0.351679,0.5631607,0.4424606,0.4271864,0.3253524,0.2754527,0.2779111,0,37.1042099,32.3723259,30.7907295,26.2611332,26.225132,24.1538277,22.3590202,21.1191025,20.5980606,19.6702385,19.0556622,18.5501537,62.6942482,58.8212662,53.2052116,53.0117264,49.3552094,42.4456711,37.78899,33.7502785,31.0305862,29.1001129,27.6508675
497,0.2356918,0.2757891,0.1571442,0.1347509,0.2557346,0.3347895,0.4373402,0.3474642,0.3907281,0.3222282,0.3182271,0.2748168,0,36.9364357,32.1684113,30.6643658,26.1992283,26.1518879,24.1239643,22.3488159,21.1236801,20.573782,19.6527958,19.0195751,18.5342178,62.6031952,58.7178726,53.1520844,52.9212723,49.2630806,42.4107323,37.7486801,33.7116966,30.9964256,29.0771732,27.6327934
498,0.2555984,0.2774126,0.1419239,0.1324603,0.2370386,0.331457,0.4852478,0.3500444,0.3594781,0.3126915,0.3090974,0.2775937,0,36.8953857,31.9874115,30.61026,26.1736088,26.1096458,24.0975437,22.3632774,21.1210899,20.5662498,19.6520996,19.014698,18.5266838,62.4923515,58.6233444,53.0757179,52.845623,49.2194633,42.3962898,37.7259598,33.6915207,30.9698181,29.0437298,27.6143894
499,0.1608052,0.2684832,0.1576055,0.1514393,0.2335055,0.3113865,0.5581178,0.3824135,0.3677789,0.3108828,0.314254,0.293779,0,36.9856682,31.8940697,30.5495224,26.1235924,26.0388393,24.0372162,22.3593197,21.1144733,20.5444317,19.6310425,18.9936218,18.5310726,62.424614,58.550663,53.0375252,52.8177605,49.2215233,42.400959,37.7112274,33.6688576,30.9452343,29.0164585,27.6036606
500,0.2337959,0.2744361,0.132392,0.144404,0.2510974,0.3049488,0.5866103,0.4122025,0.3917046,0.3199263,0.3036026,0.3244042,0,36.8435822,31.9079151,30.3857956,26.034399,25.935648,23.9868336,22.301672,21.0806637,20.5344963,19.611618,18.9760761,18.5169563,62.3430328,58.46632,52.9676857,52.7722702,49.1996307,42.4094582,37.7014618,33.6508179,30.9286518,29.0103779,27.5885239
501,0.2954115,0.2950008,0.1663687,0.1592927,0.2350512,0.3151734,0.402292,0.3868701,0.4006565,0.3079231,0.3119715,0.2807673,0,36.6460533,31.7950325,30.3589191,25.9787159,25.8489723,23.9480762,22.2552814,21.0585041,20.5104046,19.5860119,18.9603252,18.4890518,62.2422409,58.4068947,52.8759537,52.6945457,49.149498,42.4074402,37.684494,33.6176682,30.9217243,29.0023117,27.5713959
502,0.3074976,0.2652361,0.1669836,0.1699274,0.2189314,0.3177485,0.504663,0.3617723,0.3864963,0.31598,0.3348803,0.2771177,0,36.7326698,31.6784325,30.2779045,25.8992767,25.8428154,23.8832531,22.2339516,21.0637035,20.5205498,19.5855198,18.9571724,18.4703197,62.1771278,58.3582001,52.8038406,52.6475258,49.0805435,42.3675308,37.6205101,33.6111832,30.9095936,28.9615383,27.5509262
503,0.2994402,0.2950008,0.1422314,0.1574929,0.2534528,0.3459987,0.6440994,0.4506701,0.3708713,0.2960843,0.3301464,0.2924303,0,36.7868042,31.6937733,30.0949306,25.8100567,25.8389702,23.8574505,22.1603661,21.0420151,20.5223808,19.5710163,18.9396172,18.4550495,62.1201286,58.225975,52.6830254,52.5998039,49.0334587,42.3183632,37.5786057,33.5953751,30.888113,28.9411373,27.5312538
504,0.2944635,0.3223303,0.1663687,0.1632193,0.2557346,0.3321387,0.6244321,0.4513738,0.3630588,0.2993729,0.31679,0.2866384,0,36.606636,31.641552,29.9895515,25.7722912,25.7755089,23.8290825,22.1224842,20.992342,20.5193539,19.5710316,18.9293652,18.4459419,62.0955353,58.1486816,52.5552521,52.4878922,48.9975662,42.2752304,37.543129,33.5672722,30.8821144,28.9193077,27.5026093
505,0.288776,0.2895891,0.1792829,0.1889064,0.2689837,0.3242619,0.5450063,0.466151,0.4244195,0.3304496,0.3258352,0.2894947,0,36.5063324,31.4719429,29.9721317,25.6901989,25.6597748,23.7120285,22.0503712,20.9421692,20.4615116,19.5557346,18.9387646,18.4469757,62.0241737,58.1235428,52.4905128,52.431633,48.9585991,42.2587547,37.5310745,33.5735397,30.8729916,28.9116764,27.4960918
506,0.2551244,0.2663185,0.1188628,0.1214984,0.2691309,0.3359256,0.4986115,0.4049312,0.386008,0.3289698,0.341305,0.2887013,0,36.4241982,31.3014126,29.8841686,25.6442299,25.6020851,23.6826344,22.0433006,20.9183998,20.4160576,19.4988899,18.9008732,18.4444427,61.9490013,58.0294151,52.4123344,52.3800392,48.9176292,42.2402763,37.5192451,33.5485497,30.8610992,28.8903408,27.4735928
507,0.2897239,0.2506244,0.1529932,0.0056613,0.206492,0.3191875,0.5767766,0.4042275,0.3490614,0.3092385,0.3413895,0.3108371,0,36.565136,31.149128,29.6962814,25.6211605,25.5865669,23.7117558,22.1209698,20.9289989,20.3818493,19.4775982,18.8666344,18.4197178,61.8835907,57.8254242,52.3140602,52.2599411,48.7869186,42.1989632,37.4785042,33.5159111,30.8295135,28.8692303,27.4622612
