Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
440,0.343519,0.4955067,0.4103548,0.399311,0.39382,0.3756122,0.4638155,0.4110297,0.4244195,0.4287771,0.4225425,0.3349564,0,47.6258125,34.3121872,30.1451492,26.1421814,26.5121632,24.2839603,22.011488,20.8030815,20.2361813,19.2010975,18.4541874,17.9981575,60.4410095,59.6524849,54.6119537,47.9536819,43.1719589,39.2697334,35.4787827,32.4859543,30.4168377,28.4312286,27.3567009
441,0.3641365,0.5585538,0.4278813,0.3867129,0.3874898,0.3789447,0.4580162,0.4063385,0.3996799,0.45377,0.4233033,0.3722461,0,47.336853,34.1333694,30.0600948,26.1168842,26.4279671,24.1973381,22.000885,20.8068848,20.2244129,19.1729946,18.4519157,18.0080528,60.3289261,59.5627213,54.5547867,47.8254776,43.1176796,39.2499771,35.4443588,32.4724541,30.4089546,28.4063721,27.3476562
442,0.3643735,0.4928008,0.3803754,0.3793504,0.3793195,0.3806867,0.4658327,0.3957834,0.3998427,0.3863548,0.4007326,0.3644708,0,46.9898491,33.9468575,30.0362282,26.069519,26.3477554,24.148756,22.0105858,20.8332844,20.2443924,19.1679001,18.4323635,18.0063763,60.2787857,59.463604,54.4613037,47.8082809,43.0736504,39.219986,35.4251213,32.448658,30.3896351,28.388134,27.3184643
443,0.3186358,0.5279773,0.4229616,0.3849132,0.3930103,0.358344,0.4696148,0.3706856,0.4393935,0.3873414,0.3847556,0.3808148,0,46.6738319,33.7628784,29.9919643,25.9858227,26.3097668,24.1576118,22.0619049,20.8345776,20.2434082,19.1775532,18.4488735,17.986763,60.1782188,59.3680916,54.3821373,47.756546,43.0176468,39.1861954,35.3983269,32.4255447,30.3781319,28.3645535,27.3129616
444,0.3731419,0.5136361,0.4115848,0.4166539,0.3910965,0.3669024,0.4464175,0.40024,0.4250705,0.4203913,0.3666653,0.3882727,0,46.3448143,33.5627899,29.9436169,25.9244595,26.1747684,24.1370144,22.0276241,20.8533764,20.2424812,19.1914406,18.4654388,17.9972382,60.0733032,59.272625,54.3340073,47.8204994,42.9936829,39.1699944,35.3771973,32.4073677,30.3520317,28.3606205,27.3158131
445,0.4103482,0.5298714,0.419733,0.4195989,0.3915382,0.3717496,0.4791964,0.3960179,0.4449273,0.4092102,0.3912648,0.3854958,0,46.063427,33.5035896,29.789341,25.8516312,26.0592594,24.059906,21.9890442,20.8231049,20.2254601,19.1926575,18.4628525,18.0026379,59.9755936,59.1854897,54.2547646,47.8161201,42.9535904,39.1208344,35.3679123,32.3920555,30.3284264,28.351656,27.2887344
446,0.4333355,0.5011891,0.4140446,0.4058555,0.4020639,0.367887,0.4691105,0.4276834,0.4218153,0.3868481,0.4065655,0.3877173,0,45.7758484,33.26297,29.5331726,25.748745,26.0330715,23.9761543,22.0745697,20.8078022,20.2120361,19.1875896,18.4486523,18.0025101,59.8655624,59.0790215,54.155014,47.6425552,42.9214821,39.1106339,35.3606758,32.3641586,30.3106308,28.324028,27.2708817
447,0.3293,0.4990244,0.4317248,0.3948935,0.3828526,0.3628883,0.4711277,0.4506701,0.4379286,0.3893145,0.3432492,0.3734362,0,45.4036446,32.9859238,29.246088,25.6893406,26.0556469,24.0263939,22.1286774,20.8452721,20.1929493,19.1643276,18.448185,17.9837952,59.7618027,58.9839859,54.1003227,47.4838295,42.8741646,39.0840683,35.34412,32.3434258,30.2940083,28.3186665,27.2489185
448,0.3762227,0.5158008,0.4217316,0.4264706,0.3911701,0.3544056,0.4688584,0.4548922,0.4283257,0.4154585,0.387038,0.3676444,0,45.0632706,32.6697884,29.1676731,25.6877651,26.1099777,24.1235695,22.1646137,20.8630371,20.1993465,19.1608448,18.4264412,17.9536934,59.6201935,58.8860283,54.0567207,47.5753212,42.8320694,39.035511,35.315609,32.3193436,30.2785301,28.304287,27.2296219
449,0.3778815,0.5049773,0.4017454,0.4269614,0.3961754,0.3483466,0.4678498,0.4689657,0.3974013,0.4445621,0.4019161,0.3690725,0,44.758522,32.6055946,29.2433987,25.6499939,26.1507816,24.1372013,22.1756134,20.8687363,20.1875763,19.1532574,18.4268322,17.9586468,59.5014534,58.7932968,54.0190926,47.5208435,42.8030701,39.0049286,35.2613411,32.301342,30.254858,28.299778,27.2258568
450,0.3759857,0.5477303,0.4217316,0.4017652,0.4005181,0.3657663,0.4486868,0.4633363,0.4249078,0.4258174,0.3801062,0.3338456,0,44.475811,32.4984169,29.1754303,25.6607838,26.0999985,24.1336288,22.0909386,20.8078766,20.1608162,19.1310539,18.3893909,17.9474545,59.403492,58.6897125,53.9226189,47.2919579,42.7605057,38.9667168,35.2256165,32.277153,30.2343922,28.2815285,27.210228
451,0.2821404,0.522295,0.4266513,0.4202533,0.4043457,0.3632669,0.4562511,0.4530157,0.393495,0.4042774,0.3829804,0.3163909,0,44.3713226,32.2680664,29.0355167,25.6330624,26.0734177,24.1153278,22.0286427,20.7785244,20.1329365,19.0982361,18.353878,17.9206982,59.314003,58.5769463,53.8283806,47.2810707,42.6997299,38.9251633,35.2033844,32.2548676,30.2282391,28.2753601,27.1934967
452,0.3288261,0.5028126,0.4271126,0.4266342,0.3891092,0.3639486,0.4789442,0.4598179,0.3970757,0.423351,0.3582964,0.3344803,0,44.3429146,32.072937,28.8258343,25.5890446,26.0233688,24.1034126,22.0371723,20.776062,20.1141319,19.0809517,18.3445625,17.9201317,59.223362,58.4486771,53.7470055,47.2719917,42.6333313,38.8813286,35.16502,32.2317848,30.1987286,28.2536983,27.1680355
453,0.3603448,0.5144479,0.4384894,0.4112547,0.383147,0.3726584,0.4955858,0.4811628,0.4214898,0.4568941,0.374696,0.3309894,0,44.1489563,32.035656,28.7888165,25.5095997,25.9851284,24.1184578,22.0287457,20.766489,20.107584,19.089983,18.3524609,17.9295464,59.1335526,58.3422089,53.6889725,47.2403946,42.5852547,38.8499031,35.1608124,32.2174339,30.1625481,28.257,27.1709652
454,0.4094003,0.4928008,0.4186568,0.4357964,0.3922742,0.364403,0.4938208,0.4633363,0.392844,0.4624846,0.3910112,0.3350357,0,43.9753227,31.9641132,28.8632603,25.4085312,25.8327084,24.0581303,21.9918156,20.7295189,20.0861359,19.074995,18.3450661,17.9096088,59.0278473,58.2400742,53.6024437,47.1816483,42.5363541,38.8370476,35.1172142,32.1969986,30.1413288,28.236866,27.1707993
455,0.4245672,0.525542,0.4464839,0.3770598,0.4047873,0.3603889,0.4807092,0.4750643,0.4087945,0.4600182,0.3785001,0.3564575,0,43.9122505,31.8841724,28.78685,25.3458786,25.7447529,23.9802685,21.9748459,20.7201214,20.0812855,19.0530434,18.3249912,17.9146366,58.9359932,58.1481171,53.4895821,47.1754303,42.5103951,38.8184776,35.1075668,32.1587944,30.1199818,28.2083149,27.165226
456,0.4169837,0.5293303,0.4526335,0.399311,0.3881523,0.3487253,0.4741534,0.4647437,0.4081435,0.4263107,0.3258352,0.367327,0,43.7461967,31.7620697,28.6523209,25.2899551,25.7247448,23.9878521,21.9945698,20.7444153,20.0729389,19.0481186,18.3185406,17.9002037,58.8264046,58.0579338,53.4231529,47.0727386,42.4609299,38.8114052,35.0997162,32.1374168,30.0963116,28.1894913,27.1565647
457,0.3999209,0.5028126,0.4386431,0.354645,0.3886675,0.3616007,0.4610419,0.4558304,0.3868218,0.4394648,0.3115489,0.325753,0,43.5156555,31.71945,28.6107025,25.2274284,25.7226925,24.0001774,22.0770264,20.7529793,20.0674572,19.0627747,18.3206596,17.8825493,58.7629929,57.9730949,53.3513832,47.1089172,42.383007,38.7907219,35.089077,32.1271172,30.0991592,28.1930962,27.1428242
458,0.4034757,0.4952361,0.4292649,0.3667523,0.3840303,0.3728099,0.4605376,0.4417569,0.3899143,0.4409447,0.347645,0.3349564,0,43.2245369,31.7723274,28.5250359,25.2129612,25.7422371,24.0239105,22.1216431,20.7650146,20.074192,19.0615311,18.3243599,17.8660965,58.669838,57.8743248,53.2855721,46.9237862,42.3274612,38.7376366,35.0665092,32.0905991,30.0877762,28.182066,27.1185799
459,0.357975,0.526895,0.4180419,0.3669159,0.3610652,0.3781116,0.4335581,0.4323745,0.3936578,0.3587311,0.37216,0.3248009,0,43.0244484,31.5847092,28.4389915,25.2162647,25.8037281,24.0514336,22.1374607,20.7808514,20.0699139,19.0625725,18.312088,17.8583946,58.5667534,57.7725983,53.2330551,46.8276443,42.2786217,38.6916428,35.0372047,32.0732384,30.0700054,28.1763153,27.1199913
460,0.3650845,0.4684479,0.3963645,0.3991474,0.3658496,0.3620551,0.4557468,0.4276834,0.4107476,0.3986869,0.3669189,0.3206752,0,42.8274918,31.3889809,28.3331547,25.2118282,25.8843002,24.0587215,22.1477909,20.7433891,20.0498734,19.0577297,18.2962112,17.8584919,58.4678993,57.6891098,53.1028252,46.8488731,42.2247581,38.6544228,35.0122108,32.0673294,30.0798779,28.1813126,27.1038685
461,0.413666,0.4936126,0.4183493,0.4505215,0.3764489,0.3680384,0.4675977,0.4448062,0.4625054,0.3797778,0.3688632,0.3305133,0,42.657238,31.2465649,28.3230362,25.1997929,25.9270554,24.072403,22.119051,20.6831303,20.0320759,19.029295,18.284481,17.839922,58.3664322,57.6041031,53.0127945,46.8174133,42.1753197,38.6425438,35.0223846,32.0617599,30.0720463,28.1862717,27.1043053
462,0.3897307,0.4925303,0.4403342,0.4467584,0.3765225,0.3741732,0.4585204,0.4626326,0.4379286,0.3866837,0.3892359,0.3469367,0,42.596302,31.2823315,28.5104446,25.188879,25.9388142,24.0751019,22.0952263,20.6539669,20.0017262,18.9886875,18.259428,17.8133545,58.2895966,57.5061989,52.9319839,46.6895103,42.1418762,38.6004219,35.0340385,32.0550499,30.0698376,28.174263,27.0930424
463,0.3778815,0.4714244,0.4366445,0.4150177,0.3740935,0.3716738,0.4373402,0.4356584,0.4169325,0.3914521,0.3969286,0.3691518,0,42.5044785,31.3492889,28.64505,25.0993309,25.9059887,24.0808201,22.1252079,20.6073399,19.9531307,18.9583321,18.2187691,17.8027515,58.1962051,57.4127045,52.8611336,46.7819023,42.1028442,38.5829277,35.0333366,32.0385742,30.0789032,28.1697865,27.0904446
464,0.3774076,0.511742,0.4326472,0.3955479,0.3648927,0.3589499,0.445661,0.4206466,0.4078179,0.3700766,0.3991265,0.3604245,0,42.4204903,31.2681599,28.5297813,25.0358906,25.7964916,24.0502434,22.0578213,20.6039963,19.9224186,18.929903,18.1956348,17.7830486,58.1134911,57.321064,52.765934,46.6925888,42.0787239,38.5676956,35.0390205,32.0397682,30.0624332,28.1577988,27.0810814
465,0.3731419,0.502542,0.4409492,0.3868765,0.3823374,0.366145,0.4418789,0.4089187,0.3915419,0.4013177,0.4118912,0.3536012,0,42.2545929,31.170042,28.4068985,24.9935551,25.6608467,23.9851685,21.9861965,20.5838966,19.914444,18.9143333,18.1777649,17.7758331,58.0307236,57.2186852,52.7068481,46.6532822,42.0668221,38.5591164,35.0360336,32.0296402,30.0451469,28.1367073,27.0727921
466,0.4148509,0.4882008,0.4243452,0.3531725,0.3809389,0.3503915,0.4227158,0.3840554,0.3602919,0.4151296,0.4026769,0.379466,0,42.1474113,31.1933098,28.2526569,24.9432297,25.56633,23.9442577,21.9232349,20.5641251,19.914402,18.9025078,18.1685905,17.7563972,57.9247169,57.1199341,52.6624947,46.6102142,42.0276985,38.5493736,35.0097847,32.0153351,30.0289345,28.1178226,27.0663376
467,0.3904416,0.4863067,0.4231153,0.3217591,0.3826318,0.366145,0.4252373,0.3735003,0.3412489,0.4363407,0.3953224,0.3612178,0,41.9711914,31.1953335,28.1038609,24.8953552,25.4806843,23.9304008,21.9320984,20.604866,19.9118881,18.8893528,18.1679745,17.7417107,57.8207321,57.039402,52.6053925,46.702713,42.0159302,38.5308533,34.9885826,32.0102196,30.0038834,28.1028938,27.066103
468,0.4075044,0.4711538,0.4140446,0.3158691,0.37137,0.3434236,0.4280109,0.3727966,0.3451552,0.3672813,0.3998873,0.3462226,0,41.7371254,31.0938206,27.9315205,24.8462029,25.5060101,23.9406223,21.9480209,20.6079044,19.9316521,18.8874569,18.153141,17.7234612,57.7147598,56.9381142,52.5485229,46.4200668,41.9675446,38.5163002,34.9556313,31.9925804,29.9974957,28.0930977,27.049509
469,0.2854582,0.474942,0.4006692,0.3170143,0.3703396,0.325701,0.4237244,0.3880429,0.3261122,0.3266678,0.3749496,0.3590757,0,41.6091614,30.9160252,27.7754326,24.7982502,25.4803791,23.9444752,21.9723473,20.5973511,19.8990383,18.8894272,18.1570148,17.7151661,57.5735168,56.8475533,52.4318733,46.4097481,41.9117851,38.4656105,34.8781891,31.9652405,29.9712448,28.0867615,27.0397701
470,0.3195837,0.4776479,0.4102011,0.3374658,0.368573,0.350543,0.4244808,0.3730311,0.3734755,0.3325872,0.3664962,0.3228174,0,41.3903236,30.84762,27.7030487,24.7646389,25.4702187,23.9202995,21.9814854,20.5788002,19.8861599,18.8803482,18.1616211,17.707222,57.4447556,56.7698708,52.3436394,46.0847778,41.8448181,38.4257164,34.7954674,31.9408779,29.9558678,28.0543938,27.0269833
471,0.37172,0.494695,0.4102011,0.3647889,0.3802764,0.3680384,0.4244808,0.3934378,0.377219,0.3084164,0.3700466,0.3286885,0,41.1364021,30.7133465,27.8030109,24.7491322,25.467947,23.9225693,21.967083,20.5753841,19.8610764,18.8571663,18.1384182,17.6931515,57.3295593,56.664875,52.2324524,46.2339363,41.8105698,38.3951111,34.7782402,31.9247322,29.9419556,28.0321598,27.0167961
472,0.3366465,0.4968597,0.412046,0.3513728,0.3888147,0.3597073,0.4184293,0.3962525,0.428814,0.3782979,0.3675106,0.3298786,0,40.9685516,30.6983986,27.8464909,24.7530136,25.4778709,23.910181,21.9531574,20.5265369,19.8353348,18.8424435,18.1172123,17.6787987,57.2129822,56.5713921,52.1309662,46.1728096,41.7622757,38.3810234,34.7674789,31.8857841,29.9322758,28.0284882,27.0002995
473,0.3314329,0.4898244,0.419118,0.3829498,0.3746087,0.3756122,0.4048135,0.3751422,0.3987033,0.3786268,0.3711456,0.3424143,0,40.8341179,30.7367802,27.8227406,24.7337418,25.490736,23.836401,21.9615116,20.4817772,19.8011436,18.8120575,18.097065,17.6598015,57.1334991,56.4741325,52.0079575,46.0815506,41.7276649,38.3675995,34.7457695,31.8760338,29.9044628,28.0247383,26.9840927
474,0.3428081,0.4781891,0.4251139,0.382459,0.3534837,0.3546328,0.4030485,0.380537,0.4255588,0.3587311,0.3885597,0.3307514,0,40.704937,30.6999855,27.7956505,24.7217083,25.4730415,23.7895393,21.8797092,20.454525,19.7844868,18.7988262,18.0625114,17.6667156,57.0374947,56.3666077,51.9359779,46.015934,41.6756134,38.3661766,34.76194,31.859581,29.8853512,28.0112381,26.9781265
475,0.3423341,0.4725067,0.3965182,0.4032377,0.3545878,0.3407728,0.3740518,0.3929687,0.4170953,0.3766536,0.3916029,0.3570128,0,40.6419144,30.4772224,27.8400955,24.7050056,25.43367,23.6501923,21.8368092,20.4597721,19.781004,18.794199,18.0647316,17.6658897,56.927002,56.272583,51.8893623,46.1116066,41.6278915,38.3418503,34.7517624,31.8538837,29.8777676,28.0074062,26.9682522
476,0.3347506,0.4814361,0.3736109,0.3613531,0.3725477,0.3363043,0.41263,0.3756113,0.3606174,0.4088814,0.3790073,0.358441,0,40.5699196,30.2080879,27.7947311,24.6338043,25.3228207,23.5512924,21.7555847,20.4365215,19.7774792,18.7978954,18.0646286,17.6482906,56.8227234,56.1729889,51.8404922,45.8825455,41.6009827,38.3014336,34.7108383,31.8368855,29.8374271,27.9786625,26.967392
477,0.3387794,0.4890126,0.4249602,0.3539906,0.366512,0.3371374,0.3967448,0.3774878,0.3827528,0.3776402,0.377063,0.3186124,0,40.3530617,30.1162395,27.6347599,24.5554905,25.1560822,23.4888096,21.7309189,20.3898201,19.7755585,18.7758293,18.0718346,17.6399021,56.6831703,56.0929985,51.7303581,45.9433861,41.5566559,38.2700539,34.6744843,31.8128338,29.8061886,27.956028,26.9469986
478,0.3544202,0.4968597,0.4186568,0.3922757,0.370266,0.3403941,0.379599,0.3584885,0.3962619,0.3907944,0.3677642,0.2778317,0,40.1197052,29.8639755,27.5528126,24.4914913,25.0815258,23.5477886,21.7865677,20.3961945,19.7826996,18.7772732,18.0542545,17.6417274,56.5910492,56.0030022,51.6205292,45.8349419,41.5014725,38.198307,34.648941,31.7695732,29.7722645,27.90658,26.9235325
479,0.3269302,0.4773773,0.4214242,0.3837679,0.3666592,0.3366072,0.3049639,0.3666981,0.4029351,0.3588955,0.3860236,0.3241662,0,39.9333305,29.6617947,27.4131966,24.3999386,24.977911,23.4448032,21.80513,20.4140148,19.7868652,18.7768784,18.0394039,17.6379089,56.5008354,55.8887329,51.5606537,45.7384262,41.4578896,38.1333313,34.6099663,31.7188606,29.741787,27.890358,26.885788
480,0.3473107,0.4752126,0.4129684,0.3633164,0.3744615,0.3642515,0.3468201,0.3432422,0.3988661,0.4182537,0.3880525,0.3408275,0,39.8415718,29.5879326,27.2025585,24.3351898,24.8504124,23.3436546,21.7277336,20.4006729,19.7757835,18.7612343,18.0324936,17.6340427,56.4356041,55.7950554,51.5007133,45.689373,41.426548,38.0757713,34.5761948,31.6992741,29.7191563,27.8759766,26.8751621
481,0.3361725,0.4928008,0.4331084,0.3526817,0.3741671,0.3403941,0.3695132,0.3598959,0.3658257,0.4044418,0.3694549,0.3466987,0,39.7047195,29.4229622,26.9964371,24.2496567,24.7932739,23.2966709,21.6511173,20.3581333,19.7346992,18.757019,18.0183811,17.6267834,56.3556671,55.7109871,51.3624611,45.7249756,41.3807106,38.0548325,34.5596809,31.6699467,29.7044525,27.8699074,26.8490982
482,0.3371205,0.5585538,0.4111235,0.3584081,0.3683522,0.3189603,0.3743039,0.3263539,0.3544325,0.3919454,0.3642138,0.3606625,0,39.5866814,29.1986389,26.8017921,24.2165203,24.7533398,23.3180294,21.5724125,20.3138885,19.707489,18.7282906,17.998373,17.6212349,56.2700157,55.6344604,51.2879524,45.7069397,41.3253708,38.0314598,34.5014,31.6513214,29.6997147,27.8617725,26.8247242
483,0.3231385,0.511742,0.4254214,0.3790232,0.4032416,0.344484,0.3964927,0.3634142,0.370383,0.3625129,0.3509419,0.3278158,0,39.4236183,29.1796951,26.6740589,24.1592751,24.6881733,23.2789192,21.5275593,20.2985954,19.7062359,18.7114544,17.9796162,17.6161785,56.201416,55.5558395,51.2423744,45.567627,41.2902565,37.9861717,34.4417229,31.6222897,29.6665058,27.8326359,26.8170681
484,0.3217166,0.5011891,0.4355683,0.3898215,0.3927895,0.3536482,0.4025442,0.3275267,0.3917046,0.3970426,0.3337814,0.3147247,0,39.2167168,29.1993656,26.5004311,24.0904942,24.601265,23.1862316,21.5481186,20.3100643,19.6971951,18.7202797,17.9816036,17.6037121,56.0921249,55.4810905,51.1892281,45.5031204,41.2489967,37.9496613,34.4129562,31.593832,29.6492882,27.8206596,26.7847004
485,0.3361725,0.5333891,0.4514036,0.3978385,0.3761545,0.3556932,0.4065785,0.260912,0.3902398,0.3824086,0.3817124,0.3112338,0,38.9764252,29.1883698,26.2790298,24.0419922,24.552021,23.1672287,21.4809341,20.2940521,19.708149,18.7065258,17.9887619,17.5910931,56.008461,55.3888588,51.1074677,45.4187813,41.2064705,37.9036636,34.3679276,31.563715,29.6356773,27.8017445,26.777462
486,0.3428081,0.480895,0.4261901,0.3613531,0.3929367,0.3478922,0.3911976,0.2623194,0.3995171,0.4046063,0.3660735,0.322262,0,38.7705994,28.9861965,26.1748924,23.9743805,24.5298252,23.1347866,21.3983936,20.2478771,19.6843281,18.6971512,17.972147,17.5782871,55.8509445,55.2912788,51.032177,45.4471169,41.1857338,37.8619614,34.3455772,31.5341663,29.605711,27.7894306,26.7647552
487,0.3193468,0.467095,0.4447927,0.3806593,0.3745351,0.3400154,0.3337085,0.3392547,0.3861708,0.4046063,0.3247362,0.3269431,0,38.5027428,28.8216286,26.136446,23.8915844,24.4489555,23.0337563,21.3901367,20.2065907,19.6403217,18.6801319,17.9436951,17.5677204,55.7386856,55.1877556,50.9660873,45.4145317,41.1467094,37.8444939,34.3254242,31.5124664,29.5820961,27.7627525,26.7452183
488,0.3243234,0.4860361,0.4058964,0.3773871,0.4025055,0.3381977,0.3949798,0.344415,0.424094,0.4766254,0.345109,0.3370192,0,38.2485428,28.6976452,26.003828,23.853735,24.3660984,22.9678497,21.3480377,20.1788788,19.6095295,18.6504803,17.9315147,17.5384312,55.6108665,55.0837784,50.916172,45.1872978,41.0964203,37.8116264,34.3171768,31.4876671,29.5561352,27.7608585,26.7384205
489,0.3402013,0.5063303,0.4109698,0.3670795,0.4001501,0.3412272,0.3937191,0.3207245,0.3962619,0.3764892,0.3893205,0.3701832,0,37.988884,28.5715733,25.9564095,23.7907181,24.3466129,22.9290295,21.3209229,20.1517391,19.5891876,18.6244431,17.8970795,17.5093365,55.5101128,55.0094795,50.8771667,45.2309265,41.0478058,37.7867889,34.314743,31.4563065,29.5457878,27.7286301,26.718235
490,0.2920937,0.4546479,0.3934434,0.3708426,0.3955129,0.3531181,0.3788425,0.3089966,0.3653375,0.3755027,0.4114685,0.3760544,0,37.8111229,28.4735641,25.8974457,23.7456646,24.3568153,22.9150028,21.2913284,20.1338844,19.5504036,18.6023846,17.8753777,17.483839,55.396637,54.9139557,50.8102303,45.378685,40.9930382,37.7628746,34.3102303,31.4442673,29.5062733,27.7195683,26.7129364
491,0.3124742,0.4676361,0.3843727,0.3728059,0.3869746,0.3622066,0.2641164,0.2714672,0.3537815,0.353305,0.3866154,0.36336,0,37.6651573,28.3409348,25.8740845,23.735508,24.3826046,22.8680973,21.2864609,20.1058578,19.5363979,18.565958,17.8480453,17.4614639,55.2552223,54.8030205,50.7189636,45.1054649,40.9483948,37.7345505,34.3151665,31.4371967,29.5074692,27.7117176,26.6880951
492,0.3482587,0.4719656,0.3832965,0.3525181,0.3864593,0.3573594,0.3153019,0.2580973,0.303814,0.3140069,0.3540696,0.3501896,0,37.5174065,28.3260269,25.828146,23.7527084,24.361208,22.8254623,21.2627354,20.0733852,19.5358086,18.5752506,17.8417473,17.4677181,55.1393166,54.6907043,50.6311226,44.9140015,40.8937988,37.7085762,34.2846069,31.4287262,29.5125237,27.7126389,26.6841106
493,0.3072606,0.4687185,0.3857564,0.3633164,0.3654079,0.3341079,0.3937191,0.2597392,0.3677789,0.3260101,0.3310763,0.3340836,0,37.3434219,28.2997417,25.7451096,23.7774162,24.2996426,22.802084,21.2575321,20.0723515,19.5336342,18.5726948,17.8734322,17.4841805,55.0277824,54.5938072,50.4877434,44.9111366,40.847702,37.6959801,34.2599831,31.4160595,29.505106,27.7097282,26.6894989
494,0.3046538,0.4665538,0.412046,0.3531725,0.3657024,0.3399397,0.3906934,0.3111076,0.3925185,0.3611975,0.3524635,0.3204372,0,37.1235313,28.1133003,25.6784077,23.7779827,24.2582111,22.8212128,21.3108158,20.0573559,19.5186195,18.5683231,17.867157,17.4756203,54.8960419,54.4826012,50.412487,44.8845787,40.8039246,37.648735,34.2245712,31.4012184,29.5075493,27.7042599,26.6715755
495,0.288302,0.4573538,0.4018991,0.3831135,0.3679105,0.3420603,0.3213534,0.3143914,0.3915419,0.3376844,0.3782465,0.3340836,0,36.9016266,27.9968662,25.590807,23.7602787,24.2787285,22.8629646,21.2748737,20.0506096,19.5168056,18.5490227,17.8737106,17.4844532,54.7896194,54.3834572,50.350811,45.0005379,40.7548294,37.6305161,34.2126656,31.3881588,29.4989815,27.7107525,26.6663742
496,0.3420971,0.4719656,0.3966719,0.3806593,0.353999,0.3508459,0.414395,0.3308106,0.3918674,0.3542915,0.3780774,0.3302753,0,36.7044029,27.9151669,25.559948,23.7600403,24.3541584,22.91045,21.2291222,20.0465736,19.5081997,18.5632267,17.8700466,17.4747047,54.7013054,54.2865829,50.2769661,44.8621407,40.7191925,37.6041336,34.2214203,31.3920498,29.4765472,27.688652,26.6627426
497,0.3529983,0.4860361,0.3983631,0.3847496,0.3518644,0.3474377,0.4217072,0.3582539,0.4000054,0.3733651,0.3577892,0.3358291,0,36.5491066,27.8305378,25.5480804,23.7504311,24.4247589,22.9443893,21.2437649,20.0206127,19.50881,18.5554752,17.8432598,17.4517345,54.6355629,54.2019615,50.2132072,44.8764801,40.6776886,37.5726128,34.2156563,31.3866444,29.4647408,27.6775761,26.6580639
498,0.3356986,0.4882008,0.3905223,0.3755873,0.3578265,0.3428935,0.4338102,0.3526245,0.3882867,0.3873414,0.3768939,0.333925,0,36.3981667,27.7940731,25.5051117,23.7005863,24.4456844,22.9876862,21.2025471,19.9766979,19.4621716,18.5464745,17.8361511,17.433979,54.5468521,54.1168594,50.1633949,44.783371,40.6412849,37.5462074,34.1932907,31.3664799,29.4573364,27.6437626,26.6434689
499,0.2980183,0.4949655,0.3926747,0.3649526,0.3562071,0.34562,0.4181772,0.3706856,0.4042372,0.3658014,0.3754568,0.3371779,0,36.2550774,27.9201736,25.5388832,23.6908779,24.4443054,23.0480347,21.1913013,19.9563313,19.4398727,18.5367241,17.8362827,17.4325943,54.4603653,54.0398827,50.1091423,44.6557198,40.6104889,37.5362549,34.1825562,31.3512096,29.4390316,27.6054459,26.6334114
500,0.3461258,0.4817067,0.3975944,0.3813137,0.3595194,0.3370616,0.4348188,0.3861664,0.4037489,0.3753382,0.3899968,0.3245629,0,36.1508636,28.0915108,25.6803799,23.6997166,24.4852962,23.056881,21.2456703,19.9560852,19.4419098,18.5368576,17.8288097,17.4468002,54.3421669,53.9625244,50.0486107,44.760231,40.5703735,37.524807,34.1853104,31.3423233,29.4199772,27.5746593,26.6097679
501,0.3447039,0.4733185,0.3934434,0.3927666,0.3567224,0.3303967,0.4244808,0.3746731,0.4167698,0.3676101,0.3752878,0.3216273,0,36.0618095,28.1966763,25.6467075,23.7110367,24.4996338,23.0719948,21.304039,19.9837627,19.4490967,18.5440464,17.8245888,17.4372578,54.2333908,53.8776321,50.0045547,44.51688,40.5207748,37.4892807,34.1822777,31.3189983,29.4158077,27.5663357,26.5935059
502,0.3404382,0.4603303,0.3915985,0.4281067,0.3612124,0.3372131,0.4206986,0.346526,0.4210015,0.3493587,0.3658199,0.2997295,0,35.9547539,28.1856689,25.6145039,23.6992264,24.5112858,23.0836582,21.3578148,20.0603676,19.4402771,18.5158405,17.8020611,17.4204426,54.1691704,53.7967529,49.9382553,44.4952507,40.4737434,37.4645538,34.15485,31.3144169,29.4006824,27.5662575,26.5741844
503,0.3266932,0.4730479,0.3955958,0.4436498,0.3581209,0.3371374,0.4171686,0.3528591,0.4156304,0.3284765,0.3442637,0.2944137,0,35.936367,28.0649509,25.6477051,23.6931133,24.5418682,23.0949612,21.4161549,20.0997868,19.4630299,18.5100803,17.8126583,17.4146805,54.1130714,53.70961,49.8690224,44.4725342,40.4252357,37.4428291,34.1517944,31.3045883,29.3976116,27.5473461,26.5601616
