Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
504,0.3373575,0.476295,0.4065113,0.4333423,0.3585625,0.3500886,0.4164122,0.3455878,0.3681044,0.335218,0.3336123,0.3071874,0,35.8515205,27.9107876,25.7577648,23.6345196,24.5298443,23.073452,21.4696999,20.0983467,19.4760323,18.5196609,17.8085499,17.4098148,54.0737038,53.6347733,49.8054619,44.5194244,40.3790932,37.4152603,34.1526184,31.2922688,29.3943043,27.5708027,26.5523148
505,0.2987292,0.4673656,0.4148133,0.4125636,0.3567224,0.3559204,0.4166643,0.3638834,0.3874729,0.3396575,0.3457853,0.294017,0,35.7364464,27.7845993,25.8149891,23.6339207,24.5322723,23.0895195,21.4975395,20.1288719,19.5145893,18.5236206,17.804142,17.407692,54.0137634,53.5459938,49.7356873,44.4003181,40.3430977,37.3873978,34.1224213,31.2796535,29.3940849,27.5532398,26.5528488
506,0.3179249,0.4549185,0.4221929,0.4356328,0.3605499,0.349104,0.4295237,0.3702164,0.4089573,0.3322583,0.3814588,0.3276571,0,35.5763512,27.8336887,25.8184452,23.6517696,24.5580502,23.1028309,21.4888763,20.1258945,19.5142651,18.5651131,17.8057232,17.4123135,53.9540863,53.454525,49.7091026,44.4705963,40.3099823,37.359436,34.10112,31.2631798,29.3862457,27.5582008,26.5525303
507,0.3039429,0.470342,0.396057,0.4348148,0.3612124,0.3610705,0.4353231,0.3770187,0.3892632,0.3330804,0.3713992,0.3203579,0,35.3768311,27.8095036,25.7363949,23.6642132,24.5806961,23.1141434,21.4543228,20.125845,19.4921665,18.5783691,17.8110008,17.4023762,53.90242,53.3599892,49.625061,44.0316925,40.2935333,37.3276329,34.0913277,31.2413445,29.3798027,27.5672016,26.5464439
508,0.260338,0.4730479,0.4080487,0.3975113,0.3615804,0.3514518,0.4012835,0.3985981,0.4022841,0.3366978,0.3799372,0.3358291,0,35.10849,27.8005047,25.7481613,23.6006737,24.6034508,23.1107903,21.4767494,20.1722088,19.4861412,18.5567589,17.8209515,17.3917828,53.8490143,53.2766342,49.5429649,44.1818924,40.2652588,37.3168526,34.0902596,31.2338848,29.3821106,27.557457,26.5291424
509,0.2458821,0.4963185,0.4166582,0.4106002,0.3542198,0.3634184,0.4638155,0.4068076,0.405051,0.3542915,0.3692013,0.3327349,0,34.8641968,27.6645374,25.7755775,23.5387917,24.593441,23.1234894,21.4705067,20.1777267,19.4639149,18.5497398,17.8013687,17.3581314,53.7776756,53.2026367,49.4710007,44.3682518,40.2430916,37.303978,34.1028252,31.2329559,29.3665123,27.5610485,26.5255642
510,0.2996772,0.4741303,0.424499,0.398493,0.3682786,0.3637214,0.4058221,0.3995363,0.3970757,0.3916165,0.3735125,0.3350357,0,34.6374245,27.36553,25.7889786,23.5276108,24.5777283,23.0857964,21.502533,20.1862526,19.45611,18.5324306,17.8068714,17.3773289,53.7129517,53.120121,49.3890152,44.2755356,40.2305946,37.2865906,34.080143,31.2293777,29.3847485,27.5468998,26.5329132
511,0.260101,0.4822479,0.4492512,0.3947299,0.3719589,0.3607676,0.4481825,0.3634142,0.3554091,0.3649793,0.3627767,0.3373366,0,34.4563942,27.0793648,25.7363338,23.5097065,24.5821533,23.0538712,21.4971123,20.1887951,19.4415493,18.5262356,17.7831669,17.3791161,53.6309662,53.031414,49.1968155,44.2427216,40.2211609,37.2748947,34.0807762,31.2330208,29.3771095,27.5252972,26.5207214
512,0.2676845,0.4630361,0.44879,0.4148541,0.3735046,0.3487253,0.4461653,0.4281525,0.4153049,0.3322583,0.3467152,0.3477301,0,34.2224693,26.8527355,25.7327862,23.5205364,24.5392628,23.0476646,21.4999981,20.2042103,19.4528065,18.5165844,17.7731247,17.383152,53.5714531,52.9541168,49.0456429,44.0764618,40.197155,37.278862,34.0967484,31.2317486,29.3713207,27.5217552,26.5288792
513,0.2473039,0.4603303,0.436337,0.4277795,0.3769641,0.3509974,0.4597812,0.3962525,0.4590875,0.3371911,0.3360638,0.3448738,0,34.0310364,26.710825,25.4897938,23.4853745,24.4867268,23.0143814,21.5269642,20.1746483,19.4410629,18.5173893,17.7883892,17.3634167,53.5253944,52.8670311,48.9957161,44.1976547,40.1938477,37.2860031,34.1039124,31.2299118,29.3709888,27.5365009,26.5202446
514,0.1238359,0.4543773,0.4195793,0.4225439,0.3790251,0.3375918,0.4807092,0.2611466,0.3838921,0.3462346,0.3741043,0.3596311,0,33.8741913,26.5637589,25.3100338,23.4496002,24.3885574,23.0293465,21.4896202,20.179018,19.4439182,18.5115032,17.7988567,17.3814888,53.4669456,52.7826691,48.934082,43.9547882,40.1720467,37.2772255,34.0988541,31.2229691,29.3685474,27.516716,26.5249672
515,0.1731283,0.474942,0.4191181,0.3808229,0.372695,0.3497099,0.4749099,0.2086054,0.3339247,0.3450836,0.3686941,0.3575682,0,33.6794128,26.4438114,25.1158276,23.4020348,24.3383789,22.990099,21.4484291,20.1643562,19.4444408,18.517725,17.7742672,17.3629932,53.3711891,52.6916046,48.7931671,44.0147667,40.1401253,37.2612991,34.0855064,31.207325,29.3502502,27.5032825,26.5043468
516,0.2923307,0.4833303,0.4038977,0.4387414,0.3768169,0.3581925,0.4486868,0.4255723,0.2948622,0.3018393,0.3682714,0.3511417,0,33.4743233,26.2931023,25.0511513,23.3467426,24.2328033,22.8942623,21.3684044,20.1298027,19.4208584,18.5230331,17.7909966,17.3728676,53.2911377,52.5955925,48.7365036,43.9753571,40.1013412,37.2482109,34.0558853,31.2009296,29.3366928,27.4840374,26.4998074
517,0.3148441,0.4925303,0.3888312,0.4171447,0.3659232,0.353724,0.4519647,0.3688091,0.370383,0.3417951,0.3580428,0.3436044,0,33.2945175,26.2294464,24.9798546,23.2662716,24.1856861,22.8573246,21.3173904,20.1060715,19.4081135,18.5061111,17.7885132,17.3875065,53.210537,52.5075111,48.6741066,43.9242401,40.0720673,37.231575,34.0354538,31.1939678,29.3364964,27.5015621,26.500742
518,0.2958854,0.4846832,0.407895,0.3873674,0.3605499,0.3609191,0.4471739,0.2838988,0.3713596,0.3597176,0.3171281,0.3077428,0,33.142128,26.1983452,24.8586979,23.1953316,24.1518822,22.8431816,21.2835102,20.0630493,19.3939209,18.4782333,17.7594662,17.3687382,53.1528664,52.4003029,48.6058502,43.747921,40.0301819,37.2288322,34.0098419,31.1780586,29.3314762,27.4987965,26.4843845
519,0.3233755,0.4876597,0.4194255,0.3888399,0.359593,0.3593286,0.4330538,0.3420694,0.3641981,0.3718853,0.3422348,0.2686283,0,33.0346375,26.1626225,24.7764034,23.1250553,24.0774956,22.8130398,21.2404385,20.0206985,19.3948441,18.4726944,17.7539215,17.3696632,53.0578575,52.3014832,48.5641632,43.8439903,39.980011,37.1729469,33.9661522,31.141777,29.3124504,27.5163021,26.4822845
520,0.3468368,0.494695,0.4361832,0.3917849,0.3776266,0.372507,0.431793,0.4030547,0.3864963,0.3559358,0.3681023,0.3189297,0,32.8663559,26.0936451,24.593462,23.0566616,24.0008221,22.7552376,21.1874943,20.020853,19.3748493,18.4538403,17.7487488,17.3686771,52.9598732,52.1948891,48.5272865,43.7170029,39.9518242,37.1290016,33.9018402,31.1325359,29.3190022,27.4817696,26.4699783
521,0.3387794,0.4871185,0.3945196,0.3076885,0.3628317,0.3711437,0.4151515,0.3758459,0.3645237,0.4167739,0.3559294,0.359393,0,32.7485542,26.0090218,24.4478016,22.9794006,23.9342194,22.7378159,21.1419849,20.0136452,19.3505211,18.4492855,17.7438087,17.3743877,52.8971596,52.1073608,48.4865532,43.7709122,39.9160385,37.1084557,33.9025955,31.1141281,29.3080959,27.4832821,26.4730072
522,0.3212426,0.5049773,0.4038977,0.1848161,0.3860913,0.3302452,0.4128821,0.3643525,0.3970757,0.4080592,0.3309918,0.3347977,0,32.7114105,25.9153252,24.376667,22.9653873,23.8543587,22.6578846,21.0877476,19.9768257,19.3459606,18.4405441,17.7209778,17.3637409,52.8370209,52.0364418,48.4261932,43.6214676,39.8869553,37.0647392,33.8868523,31.0983505,29.2889061,27.4678249,26.4707413
523,0.3271672,0.4822479,0.4266513,0.2517333,0.4047873,0.3049488,0.4350709,0.3847591,0.3764052,0.423351,0.3458698,0.3266257,0,32.6447868,25.8928223,24.2345448,23.0053253,23.8708,22.5989494,21.1520176,19.9595299,19.3552532,18.4327297,17.728756,17.3422279,52.7829514,51.9774971,48.3859901,43.532402,39.8427467,37.0129547,33.8502846,31.0801048,29.2717667,27.4419765,26.4584541
524,0.3423341,0.4811655,0.4171194,0.2797109,0.3862385,0.32252,0.4277587,0.4084495,0.3682671,0.4108545,0.3109571,0.2931443,0,32.4736023,25.8447723,24.1357021,22.9923859,23.9505997,22.5276585,21.1762295,19.9716148,19.353672,18.4227829,17.7176571,17.3398819,52.7161026,51.9102097,48.3733368,43.4698753,39.7882423,36.953846,33.7932434,31.066515,29.2513828,27.4064693,26.4349899
525,0.3586859,0.4914479,0.4217316,0.3117788,0.3810125,0.3332747,0.4373402,0.4063385,0.3537815,0.3692544,0.3339505,0.310361,0,32.3083687,25.7607937,24.0425014,22.9744949,23.9380207,22.5165806,21.1344185,19.9905071,19.353199,18.4188919,17.7198505,17.3413143,52.6414833,51.8506432,48.3358421,43.5463829,39.7217751,36.9047966,33.7305565,31.0307274,29.2106552,27.3600006,26.4262218
526,0.3285891,0.490095,0.4211167,0.3400836,0.3692355,0.3625853,0.4476782,0.4187701,0.3296929,0.3771469,0.3530552,0.3117892,0,32.1774635,25.7129021,24.017622,22.9473286,23.9021683,22.5890541,21.074213,19.9947872,19.3688927,18.4182358,17.7142467,17.3505478,52.5242424,51.7775993,48.278904,43.3278427,39.6692886,36.8652802,33.6864204,31.0026455,29.1716251,27.3491688,26.4165115
527,0.3122373,0.4695303,0.4140446,0.329776,0.3862385,0.3589499,0.4486868,0.4286216,0.3598036,0.4519613,0.3304,0.3466987,0,32.0227928,25.6686916,24.0047569,22.9564228,23.8457756,22.5845108,21.0476665,19.9553127,19.3753605,18.4353466,17.7134914,17.3475094,52.4105873,51.684864,48.2300224,43.3683777,39.6361046,36.833889,33.6384392,30.9755955,29.1516857,27.3288116,26.3685799
528,0.3316699,0.474942,0.4252677,0.3323938,0.3821166,0.3104019,0.4270023,0.4021164,0.3669651,0.404113,0.3298928,0.3148041,0,31.8761921,25.6054153,24.0352573,22.9240665,23.8168488,22.5551758,21.0581245,19.9118729,19.3542881,18.44203,17.7281723,17.3465881,52.2864189,51.610817,48.1809731,43.4187965,39.5848503,36.8045769,33.6240349,30.9423676,29.1338387,27.3101749,26.3676643
529,0.3311959,0.4643891,0.4022066,0.3690429,0.3740199,0.3290334,0.4401138,0.3767841,0.34662,0.3488654,0.3495893,0.3392407,0,31.7085896,25.5062752,24.019249,22.88797,23.809166,22.5399094,21.0132542,19.8870831,19.3252811,18.4320335,17.7288208,17.361311,52.2132339,51.5345879,48.0804825,43.3275795,39.5336418,36.7554932,33.5789337,30.9174538,29.1171665,27.2923393,26.3460369
530,0.3458888,0.465742,0.4055889,0.3525181,0.3545142,0.3546328,0.381364,0.376315,0.3244846,0.3565935,0.3658199,0.3473334,0,31.6010418,25.4233685,23.9937592,22.8590546,23.8105526,22.5363731,20.9615364,19.8626595,19.3023376,18.4087181,17.7351608,17.3657494,52.0894661,51.4646263,47.9810753,43.3557167,39.4973335,36.7355614,33.583683,30.8947773,29.1008625,27.263176,26.3349648
531,0.3008621,0.494695,0.3962107,0.3481006,0.3729894,0.3447869,0.3798511,0.3969562,0.3742893,0.4004956,0.3588036,0.326229,0,31.4906216,25.3273621,23.9362335,22.8139896,23.7465954,22.5185795,20.9372711,19.847105,19.318325,18.3992271,17.7119637,17.3642406,51.9669228,51.3966522,47.8981056,43.2980919,39.4578094,36.7075348,33.5731964,30.8895283,29.0801754,27.2405605,26.3247833
532,0.2714762,0.4955067,0.4149671,0.3620076,0.3790987,0.3345623,0.414395,0.3887466,0.3765679,0.3643216,0.3377545,0.3274984,0,31.3634987,25.2066097,23.8304653,22.7611866,23.7010193,22.465765,20.8991871,19.8154449,19.2949829,18.4063015,17.7182846,17.348877,51.8560333,51.3521576,47.8560944,43.230629,39.419239,36.6860847,33.5670547,30.8600693,29.0694904,27.2460709,26.2985916
533,0.3354616,0.4700714,0.3980556,0.3662615,0.3558391,0.348801,0.3932148,0.3861664,0.3493869,0.3807643,0.3410514,0.3009989,0,31.2368946,25.0860062,23.7221985,22.7335434,23.6294842,22.4024963,20.8495007,19.7888813,19.2657204,18.3797016,17.7065029,17.3359566,51.7434349,51.2738304,47.7697792,42.9766083,39.3789673,36.6483383,33.5490646,30.8503075,29.0514412,27.2200603,26.2906742
534,0.3103414,0.4857656,0.3742258,0.3572628,0.3664384,0.3594801,0.4093521,0.3866356,0.3528049,0.3649793,0.3408823,0.3073461,0,31.1194916,25.0518055,23.6489525,22.690567,23.5399647,22.3473835,20.7981148,19.7291031,19.2252445,18.3601475,17.6610451,17.3137264,51.5955925,51.2149048,47.6803169,42.9730988,39.345974,36.6309776,33.5571518,30.8332291,29.0324574,27.2161236,26.2822037
535,0.2890129,0.4238008,0.3291799,0.2996715,0.2647881,0.2545831,0.3929627,0.3519209,0.2886773,0.3135136,0.2325093,0.2268162,0,30.9985313,25.0023155,23.5785675,22.653862,23.4862461,22.2985439,20.8072681,19.6885204,19.2005768,18.3487892,17.6470127,17.2901897,51.4482994,51.1306839,47.5836487,43.0698509,39.2818527,36.5887794,33.4867058,30.8028316,29.0129337,27.1893959,26.2626209
536,0.2695803,0.4351656,0.307195,0.2507516,0.2234214,0.1952803,0.383129,0.332687,0.2426161,0.3278188,0.2107839,0.2042044,0,30.8931942,24.9957809,23.5254459,22.6420116,23.4213943,22.2457638,20.8075428,19.6925945,19.1803188,18.3631325,17.6495743,17.311388,51.3466568,51.0570259,47.4416161,42.7762489,39.1843719,36.5247459,33.3793602,30.7850647,28.995142,27.2051296,26.2436428
537,0.3120003,0.4576244,0.38714,0.3301033,0.326691,0.2783648,0.4370881,0.2641958,0.3117893,0.3260101,0.2575314,0.2821161,0,30.7748947,24.9645004,23.5304756,22.6550007,23.4173355,22.2022839,20.7795734,19.6953583,19.1811867,18.3389072,17.6314106,17.296278,51.2747383,50.9791374,47.2994003,42.9050713,39.1016426,36.446331,33.3160858,30.7475834,28.9636307,27.1897736,26.2328014
538,0.2788227,0.471695,0.4080487,0.3489186,0.3668801,0.3007075,0.4068307,0.3282304,0.3586643,0.3584022,0.3236373,0.3051246,0,30.6599216,24.9044285,23.4828205,22.6186886,23.4211826,22.2144756,20.7853279,19.6847878,19.1637554,18.3176785,17.6143475,17.2944374,51.2153473,50.8904877,47.2375641,42.7354851,39.062149,36.4003983,33.2925224,30.7171974,28.959177,27.1721115,26.2177601
539,0.3293,0.465742,0.4068188,0.3636437,0.3804236,0.3047973,0.424733,0.3378473,0.3371799,0.3689256,0.3593108,0.3256736,0,30.5561562,24.8197098,23.4381332,22.5629959,23.372715,22.2031059,20.7583904,19.683651,19.1561527,18.3077946,17.6006489,17.2651501,51.1340904,50.7995491,47.1434097,42.6744652,39.0229721,36.3846931,33.2928963,30.6848717,28.9339561,27.1721115,26.2060585
540,0.2662626,0.4725067,0.4354145,0.4055283,0.3792459,0.3139616,0.3929627,0.2801458,0.3764052,0.3756671,0.3530552,0.3367019,0,30.473814,24.7357426,23.4142742,22.5296497,23.3253784,22.1424637,20.7075481,19.6825123,19.1553917,18.3207207,17.5941772,17.2670517,51.0314064,50.7026825,47.0663071,42.8058052,38.9864006,36.3824501,33.2985229,30.6600628,28.9211617,27.1351509,26.1943569
541,0.0875775,0.4389538,0.3580831,0.3286308,0.3234524,0.2462519,0.2015844,0.1178311,0.3075575,0.2901649,0.2653931,0.2516496,0,30.3885822,24.6825314,23.406065,22.4899883,23.2539272,22.0887661,20.6575851,19.6682072,19.140686,18.2832069,17.5836468,17.2785892,50.9421425,50.6236954,46.991539,42.5882645,38.9283066,36.353405,33.2727699,30.6301136,28.900959,27.1069851,26.185421
542,0.024303,0.4906361,0.4089712,0.3314122,0.3143252,0.2844996,0.2800016,0.2107164,0.3488987,0.3503453,0.2801021,0.2628365,0,30.322485,24.6012936,23.3485889,22.431345,23.2180424,22.0498161,20.6440163,19.6637421,19.1422997,18.2821598,17.5738449,17.2699318,50.8314095,50.5254326,46.9197121,42.4685326,38.8638344,36.2951622,33.2353554,30.6068974,28.8596458,27.0836906,26.1636143
543,0.1314193,0.4768361,0.4403342,0.3058887,0.3432524,0.3052517,0.369261,0.2111855,0.37787,0.3253524,0.3122251,0.2746581,0,30.2977676,24.5162754,23.3445263,22.4280376,23.2469292,22.1003342,20.6566429,19.6589108,19.1511497,18.2986126,17.5849876,17.2704182,50.6896477,50.4256973,46.8679085,42.4146729,38.8292236,36.2372971,33.1990776,30.5690289,28.8458214,27.0856819,26.1399345
544,0.2416164,0.517695,0.4258826,0.371497,0.3047564,0.3326688,0.3173191,0.2090745,0.4161187,0.3135136,0.3196642,0.2761656,0,30.2153149,24.5710392,23.3497372,22.4480324,23.2706966,22.1362514,20.6891842,19.6903381,19.155241,18.3148689,17.6081104,17.2897282,50.6045837,50.3224411,46.7836533,42.4477081,38.7802467,36.1867142,33.1922379,30.5414944,28.8193817,27.0599442,26.1398411
545,0.0958719,0.4733185,0.3991318,0.3657706,0.4103814,0.3319872,0.3115197,0.1438672,0.4244195,0.3572512,0.3258352,0.2920336,0,30.1660328,24.6599293,23.3277569,22.4086094,23.2551575,22.0926476,20.6136627,19.6599483,19.1495266,18.3182793,17.6122837,17.3075924,50.5413895,50.2395935,46.7680664,42.3487015,38.7369385,36.163517,33.1772232,30.5208073,28.8137207,27.0429554,26.1145344
546,0.1894801,0.4635773,0.3971332,0.4336695,0.4326105,0.3657663,0.2956346,0.1661502,0.4280002,0.3460702,0.3222847,0.3459846,0,30.0438614,24.6301193,23.2789707,22.3696499,23.2063751,22.0593662,20.549984,19.608757,19.1237411,18.3016243,17.6199703,17.2973976,50.4908409,50.1387024,46.7369957,42.3439331,38.6937103,36.1516228,33.1712952,30.4904289,28.770504,27.0283203,26.1036568
547,0.2359288,0.4960479,0.3762245,0.4076552,0.399046,0.3266855,0.3982577,0.250826,0.3964247,0.3792845,0.3645519,0.3224207,0,29.9662495,24.6806908,23.3065052,22.36726,23.2104263,22.0569763,20.5437946,19.5805397,19.1152573,18.2897224,17.5905476,17.2942371,50.399456,50.0268936,46.6686516,42.3151627,38.673439,36.1387901,33.1434212,30.4587307,28.7429047,26.9972725,26.0790005
548,0.2475409,0.4551891,0.384219,0.3755873,0.3648927,0.3297151,0.4401138,0.2606775,0.3876356,0.4095391,0.3626921,0.3081395,0,29.8987522,24.6264362,23.2726326,22.3064613,23.1174717,22.0454445,20.5739937,19.5591125,19.1097736,18.2781544,17.6018047,17.2841854,50.3128281,49.9427719,46.6540298,42.415493,38.6363258,36.0971146,33.1215057,30.4435291,28.7231693,26.960146,26.0652466
549,0.273846,0.4416597,0.3816054,0.3922757,0.3994876,0.3403184,0.4148993,0.298676,0.366314,0.3865193,0.3424884,0.3009989,0,29.8028717,24.5300274,23.2840557,22.226553,22.9883652,21.9128284,20.5509052,19.5891743,19.1429176,18.3025494,17.6011047,17.2880497,50.2216072,49.8596039,46.6437111,42.3686562,38.6095085,36.0586472,33.0960617,30.4236622,28.6995163,26.9213524,26.0475655
550,0.2491998,0.4560008,0.395442,0.3728059,0.3974267,0.3562991,0.41263,0.2308885,0.3593153,0.3697477,0.3591417,0.3335283,0,29.7179127,24.3848209,23.258379,22.2330742,22.910408,21.8401184,20.4652157,19.5858326,19.1300697,18.3125134,17.6103191,17.3094311,50.1270714,49.769043,46.602623,42.2224655,38.5726242,36.0209465,33.0590019,30.4004269,28.6943188,26.9123745,26.0393314
551,0.1231249,0.4543773,0.3845264,0.3678976,0.3795403,0.3564505,0.3690089,0.2186914,0.3052789,0.3508386,0.3883061,0.3516971,0,29.6511631,24.284399,23.1661816,22.2583218,22.878437,21.7929592,20.4290161,19.5029011,19.0797234,18.2705441,17.6040802,17.2872219,50.068531,49.6897354,46.5576019,42.1936569,38.5635223,36.0095787,33.0689812,30.3890038,28.6836338,26.9307137,26.0327682
552,0.0977677,0.4094597,0.3668463,0.3471189,0.3542934,0.3319115,0.3705217,0.2956267,0.2601942,0.331765,0.3722445,0.3355118,0,29.546936,24.1512012,23.1169472,22.208683,22.8413239,21.7804604,20.4206791,19.4918976,19.0812569,18.2831001,17.5941982,17.2959824,50.0123634,49.6146431,46.4838181,42.1847382,38.5433731,36.0084724,33.0746231,30.369463,28.6712227,26.9303532,26.0067234
553,0.2719502,0.4413891,0.3889849,0.3834407,0.3738727,0.3380462,0.4610419,0.3425385,0.2966526,0.3131847,0.3729208,0.3466193,0,29.4637833,24.1304073,23.0377884,22.1374474,22.7720108,21.6940327,20.3990669,19.4698944,19.1196861,18.3287468,17.6573944,17.3321419,49.9425278,49.535862,46.3755379,42.1654015,38.5295868,36.0077438,33.0772705,30.3679829,28.6445141,26.9394264,25.999197
554,0.2233687,0.4213656,0.3908298,0.3798412,0.3719589,0.3398639,0.4184293,0.3648216,0.3075575,0.2758598,0.354915,0.3113925,0,29.4091454,24.0947704,23.0634899,22.1479969,22.7545223,21.6989021,20.3929329,19.4386902,19.0732288,18.3035927,17.6436329,17.3438721,49.8393326,49.440712,46.3064919,42.0235138,38.5026436,36.0185318,33.0794601,30.3630314,28.6365452,26.9227657,25.9806328
555,0.1863993,0.4216361,0.3728422,0.3896579,0.3760072,0.3366072,0.452469,0.2782694,0.2432671,0.2564574,0.359818,0.3192471,0,29.3721237,24.0923634,23.1641235,22.1277733,22.7619629,21.6847343,20.3931751,19.450325,19.0639668,18.263155,17.6088619,17.3136845,49.749733,49.3772964,46.2147408,42.284687,38.4528542,35.9937057,33.0699501,30.3437195,28.6239796,26.9098015,25.9789867
556,0.2179181,0.4162244,0.3646939,0.384586,0.3478896,0.349104,0.4670934,0.3526245,0.2191786,0.2329443,0.3660735,0.3309894,0,29.3257351,24.1142254,23.2443428,22.1409492,22.747097,21.684267,20.3919468,19.5178375,19.1102715,18.2832146,17.5893631,17.3139744,49.7008514,49.2998734,46.1118927,41.9101143,38.4284973,35.9850159,33.0349693,30.3364849,28.6133537,26.9165058,25.9690781
557,0.2591531,0.4505891,0.4023603,0.4019288,0.307995,0.3274429,0.4413746,0.3735003,0.3274143,0.2801349,0.3054624,0.3197231,0,29.3000202,24.1318951,23.3714905,22.173048,22.731823,21.6663265,20.3724728,19.5017681,19.162632,18.332901,17.626543,17.3058681,49.6264229,49.2190781,46.043148,42.0224304,38.384697,35.9819031,33.0509872,30.3295994,28.6064606,26.9269485,25.9568768
558,0.2890129,0.4343538,0.4054351,0.390476,0.3926423,0.3142645,0.4169165,0.380537,0.3360406,0.3692544,0.2986151,0.3041725,0,29.2358074,24.186552,23.4614105,22.1716938,22.6831055,21.6463928,20.3453064,19.4753456,19.1114559,18.3060703,17.5996838,17.2843456,49.5762939,49.1400414,45.9909935,41.8799973,38.298233,35.9397926,33.0061302,30.3165989,28.5956974,26.911644,25.9543934
559,0.2911458,0.4308361,0.3780693,0.3623348,0.3885203,0.3234288,0.4017878,0.3995363,0.3057671,0.3732007,0.3243981,0.2752929,0,29.117609,24.248251,23.4894485,22.1777706,22.6221123,21.6198616,20.3582249,19.4632053,19.0989189,18.3045635,17.6015968,17.2874031,49.5005188,49.0756607,45.9134636,41.9496346,38.251194,35.8960342,32.9592476,30.2981853,28.5855465,26.8727989,25.9476109
560,0.2281083,0.4208244,0.3239527,0.2839648,0.3930103,0.3226714,0.3977534,0.4133753,0.3243218,0.3062788,0.3666653,0.2854483,0,28.9303417,24.2159538,23.4980259,22.1533813,22.5787811,21.583704,20.3865566,19.4558563,19.0980263,18.2994862,17.6067944,17.2785187,49.4072037,49.0037231,45.8420944,41.8757858,38.2114792,35.8558769,32.9201012,30.2777481,28.5560474,26.8409767,25.9418144
