Time,TC1_LR_0-03mBC,TC1_LR_0-30mBC,TC1_LR_0-61mBC,TC1_LR_0-91mBC,TC1_LR_1-22mBC,TC1_LR_1-52mBC,TC1_LR_1-83mBC,TC1_LR_2-13mBC,TC2_BED1_0-03mBC,TC2_BED1_0-30mBC,TC2_BED1_0-61mBC,TC2_BED1_0-91mBC,TC2_BED1_1-22mBC,TC2_BED1_1-52mBC,TC2_BED1_1-83mBC,TC2_BED1_2-13mBC,TC3_BED2_0-03mBC,TC3_BED2_0-30mBC,TC3_BED2_0-61mBC,TC3_BED2_0-91mBC,TC3_BED2_1-22mBC,TC3_BED2_1-52mBC,TC3_BED2_1-83mBC,TC3_BED2_2-13mBC,TC4_Kitch_0-03mBC,TC4_Kitch_0-30mBC,TC4_Kitch_0-61mBC,TC4_Kitch_0-91mBC,TC4_Kitch_1-22mBC,TC4_Kitch_1-52mBC,TC4_Kitch_1-83mBC,TC4_Kitch_2-13mBC,TC5_BaseB_0-03mBC,TC5_BaseB_0-30mBC,TC5_BaseB_0-61mBC,TC5_BaseB_0-91mBC,TC5_BaseB_1-22mBC,TC5_BaseB_1-52mBC,TC5_BaseB_1-83mBC,TC5_BaseB_2-13mBC,TC6_BaseD_0-03mBC,TC6_BaseD_0-30mBC,TC6_BaseD_0-61mBC,TC6_BaseD_0-91mBC,TC6_BaseD_1-22mBC,TC6_BaseD_1-52mBC,TC6_BaseD_1-83mBC,TC6_BaseD_2-13mBC,HF_FF_H_100672,HF_FF_V_100671,TC_FF_top_out,TC_FF_top_in,TC_FF_side_out,TC_FF_side_in
774,94.118733,87.256881,78.791605,70.424816,60.482939,53.52189,45.458061,38.686702,87.889839,69.338047,73.138673,65.597512,60.129759,56.485188,53.676599,48.010839,78.315254,70.468991,66.856915,63.461393,59.462257,52.633273,50.87611,53.365332,88.000048,83.706638,78.836641,71.363736,62.142096,55.589241,51.187968,45.675409,69.832194,91.398165,84.381328,52.724127,59.692707,121.251917,8.51041,88.270792,-46.156461,143.575257,107.397709,40.087566,125.78834,107.861599,55.293173,105.783599,-0.000163,0.000188,71.107304,59.173268,58.876084,50.731815
775,94.061294,86.722205,78.441037,70.330906,59.616326,53.907153,45.734118,38.852363,87.942727,69.317495,73.191465,65.540216,60.072408,56.317115,53.471392,47.841969,78.514701,70.485124,66.946485,63.477551,59.368027,52.538705,50.818408,53.418473,88.199948,83.612754,78.596016,71.086541,61.937707,55.973957,51.352058,45.728815,98.988556,139.802209,92.938019,25.852345,79.210099,108.116471,16.023869,69.807261,-19.535831,136.401559,119.805901,38.515891,104.87468,94.119838,34.57311,84.048475,-0.000315,0.000188,71.065259,59.131087,58.870692,50.726398
776,93.719188,86.307546,78.283608,70.28347,59.421582,54.043926,46.465058,39.027952,88.005416,69.233362,73.290702,65.382557,59.98809,56.49059,53.312928,47.497753,78.06399,70.437696,67.045863,63.393302,59.283626,52.41706,50.844549,53.407651,88.115678,83.528644,78.255157,70.745783,61.669592,56.110532,51.341222,45.347017,35.189346,105.820315,35.135376,-73.954167,55.968848,47.102217,23.843176,40.461277,61.24114,163.796843,145.692628,76.97211,129.042191,135.492556,95.307741,116.319191,-0.000315,3.49E-05,71.028588,59.057507,58.944276,50.726398
777,93.46153,86.123973,78.136933,70.393513,59.311201,53.601113,47.169401,39.102556,88.078879,69.233362,73.400692,65.419281,60.061622,56.674852,53.312928,47.312521,77.624047,70.401023,67.045863,63.393302,59.320433,52.269292,50.696619,53.296924,88.115678,83.49197,77.92506,70.562442,61.338694,55.96315,51.193386,44.97599,46.883408,98.723932,-93.551561,-25.076075,61.231801,55.74851,45.824646,50.26204,78.635399,162.464314,155.471316,83.976628,105.72556,137.676944,102.092438,129.436016,-0.000315,0.000188,70.955245,59.094297,58.833899,50.68943
778,93.314308,85.866985,78.136933,70.430194,59.274406,53.305841,47.762247,38.692174,87.71158,69.306738,73.547343,65.309108,60.171916,56.969635,53.423661,47.349569,77.110793,70.291004,66.935723,63.356563,59.320433,52.269292,50.844549,53.296924,88.078929,83.565319,77.668323,70.635779,61.301925,55.815757,50.860703,44.567736,33.471462,58.423069,-7.095936,-26.239585,41.64729,84.828311,50.643154,64.342639,54.95054,157.41098,133.705255,77.270768,123.245058,150.155725,73.692769,122.814535,-0.000468,0.000188,70.850605,59.062899,58.802498,50.657879
779,93.277504,85.683432,78.283608,70.540235,58.906425,52.936677,47.651108,38.281641,87.381043,69.380113,73.51068,65.162205,60.355728,57.227535,53.386751,47.423663,76.597551,70.217657,66.752152,63.319824,59.394043,52.380119,50.770586,53.481465,87.968687,83.418623,77.448265,70.635779,61.265155,55.668352,50.417012,44.122216,59.807239,88.383055,40.370137,-5.176421,51.103292,112.314275,60.777915,78.212569,26.737296,135.390574,117.612081,61.201682,114.001351,133.203431,64.486963,98.838188,-0.000163,-0.000118,70.777261,58.952525,58.692115,50.583939
780,93.614156,85.872368,78.362322,70.949084,58.433356,52.757478,47.434235,38.287115,86.872318,69.275429,73.296079,64.947224,60.361121,57.232934,53.576704,47.429096,76.272991,70.186361,66.537237,62.957792,59.436242,52.31165,50.628069,53.671396,87.90058,83.350656,77.490318,70.824495,61.049918,55.41577,50.644294,43.79342,41.333436,60.978372,14.748767,-11.590281,49.899512,89.839365,56.74665,65.350512,46.277333,144.347891,130.153553,74.46411,122.700975,137.209207,76.751237,103.24794,-0.000163,0.000188,70.866729,59.042286,58.671499,50.674132
781,93.535144,86.08726,78.430284,71.163775,58.464768,52.678214,47.502909,38.356295,86.683339,69.4168,73.034058,64.574536,60.355728,57.227535,53.497479,47.312521,76.011,70.107635,66.311548,62.474693,59.467651,52.232348,50.511686,53.776688,87.858449,83.455296,77.484941,70.635779,60.897432,55.262928,50.564923,43.453637,32.415588,50.484791,-25.001319,7.167367,21.355973,109.302696,58.970471,63.639198,53.026516,151.29301,133.77494,81.518799,128.254899,139.93926,78.049377,112.711869,-0.000468,-0.000118,70.84523,58.983925,58.502737,50.54155
782,93.545936,86.098027,78.477706,70.844426,58.549176,52.54133,47.476721,37.919249,86.694108,69.39087,72.751499,64.291434,60.219465,57.164652,53.323751,47.323387,75.985093,70.118391,66.02855,62.1547,59.368027,52.280121,50.448548,53.898203,87.46504,83.57608,77.34899,70.49986,60.687555,55.200016,50.538788,43.278757,41.093664,71.721864,-22.343676,30.493452,42.391473,109.493549,74.648589,78.359294,42.174718,139.950222,123.171661,71.881689,115.191301,126.037385,70.98001,103.268649,-0.000315,0.000188,70.887277,58.878939,58.32413,50.546967
783,93.566555,85.935025,78.278231,70.168047,58.532987,52.414296,47.238088,37.828139,87.155316,69.448109,72.478716,63.981382,60.092995,56.964235,53.270604,47.195936,76.372218,69.955559,65.865515,61.807725,59.16781,52.116095,50.284314,53.808178,87.228442,83.523264,77.222834,70.26371,60.487483,55.036345,50.596479,43.225247,46.825574,75.290623,38.254985,32.983476,-2.861157,118.539394,68.792695,79.543914,26.257614,135.17579,119.822303,67.124547,112.74881,123.803263,67.83701,94.169783,-0.000468,0.000188,70.898026,58.96331,58.261314,50.520831
784,93.361905,85.694198,77.89101,69.597246,58.401943,52.5044,46.883751,37.993927,87.942727,69.464244,72.274853,63.960798,59.962109,56.906745,53.323751,47.101077,76.901583,69.861667,65.808215,61.934166,59.110377,52.058446,50.226589,53.787508,86.987431,83.429383,77.165612,70.05982,60.503658,55.126291,50.797603,43.353072,45.702258,74.069478,23.318903,36.755016,35.751193,116.926267,73.328833,76.745385,41.802558,135.879933,121.192024,60.907611,111.661006,124.465521,63.495604,89.525096,-0.000468,-0.000118,70.667243,58.952525,58.213722,50.473022
785,93.246096,85.578687,77.812298,68.931504,58.212491,52.535916,46.581731,38.548379,88.451605,69.495552,72.269477,64.028891,59.919948,56.901344,53.244514,46.984474,77.226151,69.819614,65.766109,62.075802,58.994551,51.979131,50.18417,53.634493,86.982046,83.387329,76.976859,69.687722,60.535047,55.157748,50.792183,43.570541,41.61487,71.318325,-13.666376,38.622706,40.530132,117.14974,75.125158,77.478962,39.007571,134.41224,121.789409,61.495721,110.918689,125.850184,68.596509,87.945318,-0.00062,-0.000118,70.667243,58.842145,58.066503,50.473022
786,93.177886,85.400529,77.707672,68.423216,57.81291,52.984422,46.475931,38.926978,88.677414,69.537617,72.421515,64.291434,59.925342,56.796202,53.286838,46.767543,77.34151,69.788316,65.771492,62.264961,58.999946,51.910645,50.226589,53.45538,87.024168,83.172675,76.762185,69.436384,60.613998,55.273739,51.056374,44.095976,49.269733,74.336978,33.12813,41.913272,39.348237,106.947294,72.752997,76.169284,40.808058,133.52064,120.792383,56.02397,108.778575,125.337097,66.589681,83.844442,-0.000163,-0.000118,70.677993,58.889725,58.040486,50.446884
787,93.030681,85.547361,77.817674,68.313139,57.444681,53.279751,46.43885,38.25526,88.420256,69.537617,72.568175,64.548572,59.851805,56.796202,53.102265,46.58221,77.158206,69.824992,65.844939,62.411968,58.999946,51.873692,50.041598,53.197014,87.134381,83.172675,76.578811,69.25301,60.76111,55.458032,51.204223,44.31876,48.857246,74.404962,34.84678,40.082807,35.270156,109.684422,71.464386,71.725752,34.001893,130.321931,123.102394,58.743134,109.922487,120.435634,64.161926,85.013407,-0.000468,0.000188,70.489252,58.884332,57.85105,50.404491
788,93.036076,85.993271,78.043058,68.428596,57.671025,53.65425,46.444287,38.671274,87.984844,69.542996,72.573552,64.700884,59.893967,56.948991,52.886162,46.513507,76.79698,69.793695,65.923767,62.490857,59.005342,51.953012,49.899011,52.980937,87.103028,83.178055,76.657537,69.111685,60.987154,55.463437,51.135719,44.435583,51.044684,76.097551,33.50318,45.592091,40.429278,110.431803,79.718638,78.700181,29.386929,137.246785,117.43675,52.926475,115.574235,120.665043,57.513878,76.766276,-0.000163,3.49E-05,70.384606,58.779342,57.856446,50.335957
789,92.883483,86.208169,78.184355,68.4966,57.84973,53.833353,46.43885,38.665802,87.465264,69.39087,72.494846,64.805691,59.888574,57.090968,52.769981,46.470998,76.571644,69.75164,66.02855,62.448719,58.926323,51.836739,49.782571,52.643236,87.060905,83.209347,76.578811,69.106306,60.908214,55.347458,50.834573,44.170242,52.627588,84.494717,25.064519,49.994972,55.942798,124.920354,88.961145,83.685174,25.383291,130.284398,111.815935,46.596661,110.2934,114.251575,57.029879,72.324759,-0.000468,3.49E-05,70.379231,58.847538,57.703806,50.293561
790,92.694103,86.569947,78.288984,68.307759,58.10205,53.680334,46.470494,38.623015,86.982478,69.275429,72.159479,64.800307,59.846412,57.12241,52.690717,46.317264,76.30965,69.672909,65.876279,62.443331,58.810488,51.794368,49.592099,52.046916,86.798366,83.093952,76.683459,69.137604,60.535047,55.194611,50.237524,43.904844,56.904956,84.311141,35.595546,55.31209,59.624527,128.741087,90.320783,84.456115,-18.646988,128.558722,112.224391,47.671189,104.996487,112.318938,59.311471,72.214762,-0.000468,0.000188,70.305882,58.700357,57.666993,50.219603
791,92.447333,86.76431,78.189732,68.208439,58.260098,53.137505,46.295954,38.484684,86.369045,69.102744,71.7669,64.811075,59.857199,57.022681,52.627691,46.253984,75.990469,69.573636,65.850321,62.380605,58.74765,51.731291,49.454894,51.540529,86.882607,83.251399,76.840911,69.331739,60.361924,55.16856,49.804495,43.432832,53.00215,78.811938,17.941666,54.174268,63.379334,118.01758,92.127718,83.250067,28.483015,132.618458,115.426515,47.269141,109.816665,109.243962,60.640595,75.153166,-0.000163,0.000188,70.201234,58.779342,57.525132,50.225022
792,92.257982,86.428462,77.89101,68.092977,58.401943,52.356673,45.066123,38.367241,85.923107,68.950607,71.578185,64.768961,59.815036,57.054125,52.659204,46.063141,76.09507,69.53158,65.698043,62.338466,58.668622,51.578042,48.857098,51.202523,86.730282,83.246019,76.87221,69.58308,60.393314,55.015697,49.466077,43.055784,49.824634,72.429598,37.769528,50.998696,58.857283,116.341394,87.203503,78.003231,29.800964,131.528919,109.669247,46.19429,111.709014,107.02042,55.561931,73.283405,-0.000468,0.000188,70.201234,58.779342,57.414683,50.225022
793,91.995071,85.945792,77.555626,67.794033,58.580587,52.498986,44.318049,38.063125,85.770884,68.835157,71.609476,64.726846,59.846412,57.085568,52.653791,45.686811,76.236332,69.416169,65.582485,62.259573,58.700042,51.498703,48.555393,51.160146,86.614696,83.167295,76.866834,69.907756,60.535047,54.89969,49.349637,42.901661,46.386144,69.646723,23.789738,48.155307,57.169287,113.742673,85.593516,78.962337,37.119466,134.315926,114.130282,53.485412,118.819748,111.69846,57.114313,79.008188,-0.000163,0.000188,70.169934,58.674348,57.309624,50.15648
794,92.037251,85.473944,77.304335,67.322335,58.733204,52.393606,43.840551,37.695186,86.253518,68.913917,71.688188,64.768961,59.741496,57.054125,52.622277,45.469666,76.388346,69.348191,65.367508,62.1547,58.594988,51.393232,48.005132,51.091644,86.767016,83.02599,76.72551,70.096491,60.613998,54.905096,49.318056,43.130113,38.233755,76.024194,-38.790562,52.698026,62.166855,123.317652,93.893632,86.775126,26.408636,136.531094,117.697509,52.889567,127.109822,119.732157,62.257547,77.939501,-0.000163,0.000188,70.091208,58.632157,57.156944,50.114078
795,91.811145,85.138203,77.262292,66.876531,59.022221,52.277389,43.463478,37.764403,86.725442,68.688393,71.829481,64.800307,59.66256,56.93819,52.616863,45.390021,76.676247,69.196097,65.178482,62.002291,58.626409,51.35085,47.925592,51.012301,86.835102,82.80059,76.646784,70.054442,60.571827,54.71534,49.201604,43.236147,36.029041,79.839143,-45.27155,52.771869,63.709926,104.652581,92.238054,81.378391,38.794613,138.339669,122.248535,53.885808,120.380638,123.504138,71.980617,70.863416,-0.000163,-0.000118,69.981181,58.595359,57.046474,50.077095
796,91.827325,84.934125,77.315088,66.635742,59.295985,51.998126,43.293974,38.07955,86.998633,68.741223,72.028945,64.77973,59.347776,56.954392,52.743883,45.443447,76.839016,69.138875,65.121173,61.981701,58.605781,51.514956,48.201246,51.176402,86.887992,82.706723,76.55289,70.033906,60.330533,54.547194,48.921771,43.438282,39.725994,76.867814,-0.558353,47.520151,57.937128,106.836195,87.423833,75.509089,35.65537,134.197568,124.341584,58.159736,125.949036,115.149737,73.593549,73.100087,-0.000468,0.000188,70.017857,58.632157,56.862345,50.040111
797,91.847929,85.064794,77.592293,67.060046,59.426976,51.797157,43.054559,38.063125,86.945758,68.651701,72.086147,64.469722,59.074138,56.82765,52.801491,45.352918,76.712907,69.049378,65.03156,61.818503,58.700042,51.609584,48.333143,51.381886,86.908573,82.543911,76.353388,70.017771,60.093644,54.199058,48.720388,43.830562,40.354142,78.256314,0.242562,52.581844,52.180061,96.415251,89.328557,73.596472,42.700996,129.08375,115.793149,57.234027,120.52442,122.825819,68.015037,68.400682,-0.000315,3.49E-05,69.939129,58.626763,56.893774,49.997706
798,91.742971,85.290409,77.854342,67.505832,59.469163,51.802573,43.134369,38.031264,86.804264,68.803846,71.908191,64.144489,58.822052,56.833051,52.880749,45.284149,76.534984,68.981397,64.890017,61.823893,58.668622,51.578042,48.486742,51.498161,86.730282,82.512623,76.32209,69.876463,59.915096,53.909382,48.651769,44.021705,41.359752,77.999539,9.927132,57.52281,46.556026,109.128165,98.345364,81.042777,42.663802,126.048264,113.859164,58.191146,120.934927,120.323676,59.164343,68.5841,-0.000315,0.000188,69.902453,58.626763,56.820119,49.923734
799,91.742971,85.290409,78.001013,68.386524,59.726692,52.061177,43.543261,38.105935,86.583956,68.767155,71.871525,63.850579,58.674906,56.796202,53.02843,45.247042,76.168389,68.944716,64.926749,61.750374,58.742254,51.688917,48.597859,51.572062,86.730282,82.329289,76.285415,69.83979,59.878306,53.688035,48.651769,43.910292,39.086567,70.479881,21.619569,49.366063,41.578301,113.843303,91.055973,77.190902,46.118102,127.246839,109.812151,62.089087,122.65266,121.294223,56.956238,71.188071,-0.000315,0.00034,69.8291,58.516367,56.74646,49.923734
800,91.669405,85.180291,77.89101,69.083636,59.616326,52.135056,43.729075,37.583137,86.400376,68.840537,71.688188,63.593386,58.601329,56.722504,53.065348,45.209935,75.875115,68.761309,64.853284,61.640093,58.705438,51.688917,48.746002,51.572062,86.62008,82.475956,76.358764,69.729773,59.841516,53.651141,48.762838,43.873151,37.785696,72.796417,21.814682,50.407188,44.260815,93.033289,89.444175,69.419765,47.717556,130.064715,110.819201,66.684229,124.265405,122.494974,58.728296,75.556441,-0.000315,0.000188,69.907828,58.521761,56.751859,49.892166
801,91.490893,84.745229,77.749716,69.309139,59.364179,51.438484,43.13982,37.513909,86.295616,68.919296,71.656898,63.451796,58.385982,56.727906,53.033842,45.289591,75.587219,68.766689,64.858668,61.608722,58.674018,51.694334,48.566249,51.688323,86.478534,82.518003,76.327466,69.698479,59.8837,53.730338,49.027393,43.915739,35.873926,66.038786,30.455942,45.289776,49.666739,91.74039,89.549025,68.753862,50.192189,132.650532,111.147756,64.990526,122.503224,120.920871,64.235355,77.640814,-0.000315,0.000188,69.902453,58.479568,56.562303,49.812767
802,91.443328,84.294065,77.518959,68.894815,59.316595,50.429533,43.09174,37.615011,86.137994,68.871848,71.719479,63.330786,58.117623,56.60655,53.059935,45.352918,75.613125,68.572518,64.8479,61.56118,58.552773,51.646543,48.70354,51.603594,86.431034,82.727252,76.426737,69.504354,59.836122,53.867083,48.979524,43.904844,42.779052,72.539645,50.401864,40.647248,44.03795,82.417224,84.156854,56.369945,49.679742,131.190919,111.375896,65.252873,125.013483,118.650647,59.611089,73.393394,-0.000315,0.000188,69.871152,58.521761,56.567702,49.818188
803,91.332993,84.000488,77.335625,68.527912,59.206209,50.20764,43.500645,37.764403,85.917724,68.835157,71.719479,63.183797,57.823226,56.459137,53.023017,45.390021,75.796421,68.572518,64.7377,61.487655,58.405494,51.572625,48.777607,51.714436,86.651429,82.910599,76.280039,69.137604,59.909703,54.014635,49.090568,44.53606,50.490239,77.491376,56.638916,52.62418,49.894092,98.779923,90.840785,64.022763,35.617944,127.514629,110.448167,64.261614,124.115828,114.777718,53.349698,71.560132,-0.000468,3.49E-05,69.907828,58.448161,56.494034,49.744206
804,91.301607,83.859087,77.194336,68.643365,59.395577,50.619839,44.212063,37.695186,85.592724,68.693772,71.688188,63.115687,57.6078,56.353972,52.991511,45.284149,75.911774,68.431163,64.596144,61.382753,58.263603,51.467159,48.634896,51.793743,86.656814,82.879309,76.248741,69.032953,59.915096,54.056931,49.021966,44.838436,44.3398,66.227762,49.44016,47.81653,45.040528,90.385334,85.184394,52.754558,49.901707,125.417343,113.567267,66.647534,125.649604,118.948926,58.286769,72.84344,-0.000468,0.000188,69.761121,58.448161,56.494034,49.707214
805,91.533066,84.016632,77.205089,68.910952,59.369573,51.259117,44.928519,37.668792,85.383248,68.814605,71.625608,63.089712,57.434561,56.254204,53.113089,45.257926,75.959186,68.331869,64.496705,61.209705,58.163925,51.293173,48.34943,51.952346,86.704317,82.780061,76.259494,69.007035,59.741929,53.883312,48.958789,45.220387,40.881136,62.811336,50.660678,43.289472,41.397627,89.135733,86.028625,50.130333,55.33007,130.740352,116.170773,72.149086,133.6394,124.850612,60.05236,74.933198,-0.000315,0.000188,69.724444,58.448161,56.530869,49.707214
806,91.884714,84.330764,77.188959,69.078257,59.574142,51.649364,45.506051,37.652361,85.110166,68.761776,71.352798,63.073551,57.381553,56.237996,53.170685,45.204493,75.723102,68.31573,64.407077,61.046459,58.110907,51.129043,48.147907,52.083854,86.761632,82.690583,76.133342,68.95422,59.872913,53.608835,48.831452,44.647418,45.045209,69.531264,54.242735,45.6663,43.963653,95.75754,89.11349,52.089676,50.604376,126.240975,112.415528,64.261614,130.334099,117.271778,60.530312,71.376791,-0.000468,0.000188,69.614411,58.374559,56.4572,49.670221
807,92.336957,84.598424,76.869717,69.089015,59.842447,51.734096,45.813757,37.663315,85.047524,68.735843,71.180208,63.010825,57.46597,56.28566,53.255337,45.252484,75.513901,68.289804,64.307632,60.983702,58.048049,50.844091,48.121717,52.131622,86.625465,82.481335,76.034072,69.001655,59.8837,53.435171,48.731244,44.138556,43.013035,67.450058,51.595484,45.231864,43.082637,93.33845,89.528438,48.549635,51.760967,133.230883,113.243707,66.254625,137.300672,115.421105,58.923026,74.284038,-0.000163,0.000188,69.625163,58.385347,56.504833,49.64407
808,92.36296,84.697764,76.492308,68.564604,59.463768,51.612413,45.506051,37.465599,85.330394,68.61501,70.986104,62.926549,57.49198,56.164277,53.244514,45.315813,75.209876,68.205674,64.333601,61.00969,57.963598,50.722314,47.962647,52.083854,86.394302,82.433909,75.986645,68.990897,59.725747,53.535043,48.720388,43.867704,45.781887,71.763923,51.911739,46.47688,44.106799,98.295091,89.549025,47.977745,50.044245,127.321777,109.218867,69.686926,138.678306,113.322156,54.561363,79.730816,-0.000315,3.49E-05,69.535679,58.369164,56.414965,49.553814
809,92.473337,84.587661,76.015661,68.271066,58.91182,51.16894,44.46661,37.316167,85.881013,68.46824,70.76608,62.816293,57.271119,56.090555,53.281427,45.427124,74.989922,68.24236,64.370339,60.936149,57.963598,50.574386,47.777363,52.157728,86.284111,82.433909,75.913297,68.95422,60.167217,53.57194,48.720388,43.459087,45.453425,70.265115,52.138778,47.557202,43.926503,98.448001,89.040009,47.575583,49.013643,122.500354,108.594148,67.014472,135.143787,111.321733,53.09142,77.389543,-0.000315,0.000188,69.467697,58.374559,56.4572,49.522238
810,92.515524,84.556342,75.654389,68.056282,58.070632,51.026507,43.914862,37.359006,86.65739,68.400233,70.734786,62.784927,57.129266,56.16968,53.360662,45.506766,74.958639,68.247739,64.449199,61.015081,57.932167,50.246915,48.005132,52.163143,86.142576,82.402622,75.992021,68.849567,60.503658,53.651141,48.725816,43.57599,47.709431,73.231215,54.864327,49.588062,46.889655,97.336548,93.225884,49.162788,49.452321,123.95275,110.40563,67.632821,135.890919,112.913368,51.276911,76.577592,-0.000315,-0.000118,69.499,58.332362,56.52547,49.553814
811,92.526313,84.493706,75.848466,67.883566,57.565955,51.185196,44.334387,37.220518,87.36586,68.557764,70.70887,62.611932,56.992803,55.959313,53.223835,45.480548,75.04271,68.221814,64.496705,60.87878,57.906134,50.14678,48.090097,52.026225,85.932977,82.376715,75.9661,68.456855,60.514443,53.883312,48.847734,43.438282,49.01613,75.406032,57.491475,48.74773,47.12289,97.457933,93.494233,47.173302,46.017691,117.319854,107.228818,64.927866,130.452182,110.436402,50.142134,71.382166,-0.000315,-0.000118,69.473073,58.343151,56.573101,49.453664
812,92.379143,84.457006,76.398441,67.84687,57.97098,51.296075,44.705752,37.55674,87.733124,68.557764,70.855555,62.611932,57.02962,55.922448,53.260749,45.480548,75.226005,68.221814,64.606914,60.952322,57.758811,50.109786,48.312386,51.878463,86.043159,82.413381,75.819404,68.236768,60.477662,53.883312,48.921771,43.178178,56.026204,82.664639,66.308427,57.417729,53.477532,108.281001,103.408152,55.853902,43.821743,110.176583,102.193452,60.14629,122.359276,102.692061,40.713604,66.388015,-0.000468,3.49E-05,69.467697,58.337756,56.567702,49.411241
813,92.484125,84.488324,76.75972,67.768097,58.07603,51.290657,45.331381,37.625965,87.617555,68.589076,70.960188,62.606544,56.692843,55.843313,53.181509,45.438006,75.293946,68.179748,64.564793,61.020472,57.790244,49.993372,48.195816,51.762215,86.001047,82.408001,75.704005,67.974607,60.141217,53.95168,48.805287,42.801051,55.59478,82.822207,65.070939,56.655019,53.931107,106.180592,103.197233,54.610872,43.832634,109.482676,103.127932,60.745354,122.220816,101.373001,41.46908,66.839148,-0.000315,3.49E-05,69.405092,58.238135,56.652165,49.348084
814,92.399752,84.257367,76.822298,67.683942,57.88115,51.27982,45.431833,37.764403,87.276255,68.578317,70.912763,62.522257,56.497917,55.648163,53.096853,45.501325,75.246535,68.05893,64.59076,60.899378,57.816278,49.834524,48.222004,51.714436,85.806647,82.360576,75.619905,67.633682,59.762539,53.977748,48.720388,42.34398,57.0999,88.362455,67.451587,59.006077,54.368347,109.992036,107.742887,59.579244,39.285123,104.551344,101.534102,58.054715,118.111628,99.337466,36.31621,65.585917,-0.000315,3.49E-05,69.216317,58.269545,56.683597,49.416664
815,92.110827,84.079262,76.864341,67.72602,57.886548,51.359154,44.954756,37.695186,86.767545,68.473619,70.844799,62.490888,56.503319,55.579825,53.102265,45.469666,75.068616,68.027623,64.522672,60.97831,57.968995,49.654925,48.190386,51.756798,85.885483,82.365955,75.441912,67.308874,59.473579,53.94627,48.614744,42.051899,58.761886,87.008272,67.970709,59.636973,55.516743,108.922012,108.860018,54.68465,43.795474,102.856034,103.017071,57.949689,118.899769,100.080875,41.729563,67.976584,-0.000315,-0.000118,69.185013,58.274939,56.725826,49.348084
816,92.053433,83.801841,76.807139,67.705464,57.681824,51.523228,44.748327,37.786308,86.26967,68.453065,70.714248,62.507053,56.593176,55.485422,53.081585,45.597285,74.828132,67.897014,64.428616,61.031254,57.911533,49.523165,48.206676,51.699158,85.975088,82.308762,75.274671,67.21495,59.305774,53.999386,48.594003,42.068267,58.414489,87.506493,68.174738,60.02545,56.827014,110.463471,110.364129,55.737902,41.919672,99.110615,100.674173,53.068691,114.378573,99.252866,39.925834,64.326894,-0.000315,3.49E-05,69.095523,58.221951,56.6728,49.442819
817,92.042645,83.644303,76.686388,67.547911,57.560556,51.623248,44.700308,37.73801,85.524692,68.442306,70.630149,62.606544,56.65602,55.253355,53.107677,45.549306,74.634083,67.776189,64.34437,60.946931,57.974394,49.475304,48.381045,51.614428,86.001047,82.188005,75.153897,67.42432,59.40538,54.172993,48.731244,42.206131,58.877673,88.189468,69.590392,60.672243,57.769238,108.556743,112.798978,54.985139,45.472017,103.748607,104.242302,54.934552,119.800166,99.20071,40.096736,67.908587,-0.000315,-0.000118,69.117028,58.169921,56.510233,49.316505
818,91.864109,83.723071,76.618434,67.333097,57.676424,51.591714,44.891394,37.482033,85.199722,68.227522,70.488839,62.722196,56.735067,55.074361,53.186921,45.517648,74.6028,67.74488,64.239539,60.915551,57.906134,49.480729,48.497599,51.472045,86.006431,81.973396,75.049251,67.83325,59.447572,54.289048,48.810714,42.471899,56.921151,84.804592,68.447711,56.655019,55.221847,106.328673,110.157862,49.9562,43.05204,101.526042,104.273857,51.460312,120.279647,98.015102,45.184953,66.618966,-0.000163,3.49E-05,68.964926,58.201331,56.541667,49.274079
819,91.638016,83.937859,76.723054,67.144212,57.707847,51.660198,44.848824,37.513909,85.120931,68.222142,70.373443,62.86382,56.729665,54.921421,53.07076,45.438006,74.560765,67.702811,64.087192,60.836616,57.642912,49.401279,48.603287,51.503579,85.96432,82.114675,75.043875,68.084658,59.331783,54.246758,48.694221,42.54081,62.470313,92.297386,72.403798,63.013946,61.584188,113.370966,115.762599,55.379996,41.111504,96.798576,102.826901,47.978317,116.510116,96.203716,45.624676,63.052204,-0.000468,-0.000118,68.886186,58.195936,56.573101,49.268656
820,91.396733,84.174182,76.922513,67.086952,57.687223,51.82424,45.162132,37.530343,85.357309,68.164893,70.316232,62.953486,56.782692,54.937642,53.013162,45.268811,74.503576,67.608884,63.919639,60.779246,57.364418,49.639616,48.656609,51.445929,86.164113,82.167479,75.060005,68.394253,59.090364,54.226103,48.784549,42.482808,61.189349,90.684052,70.942191,61.144867,60.045311,109.812003,114.391705,52.765379,41.265926,95.956537,103.830194,45.945585,118.713385,95.140921,46.038043,61.992086,-1.00E-05,3.49E-05,68.891562,58.12772,56.5785,49.200069
821,91.202061,84.273512,77.021758,66.929379,57.602779,51.887297,46.004678,37.631442,85.787034,68.154132,70.085432,63.016212,56.992803,54.853057,52.854654,45.183711,74.309526,67.598123,63.83538,60.731688,56.985191,49.776789,48.645752,51.361185,86.483918,82.23005,74.939229,68.236768,58.637895,54.215285,48.773693,42.360343,61.441281,91.708653,71.707007,61.543884,60.922474,111.216618,116.24644,53.535321,40.664495,96.061656,103.159469,42.709549,119.640044,95.724813,48.514582,61.361905,-0.000163,3.49E-05,68.95955,58.085518,56.573101,49.157639
