Time,TC1_LR_0-03mBC,TC1_LR_0-30mBC,TC1_LR_0-61mBC,TC1_LR_0-91mBC,TC1_LR_1-22mBC,TC1_LR_1-52mBC,TC1_LR_1-83mBC,TC1_LR_2-13mBC,TC2_BED1_0-03mBC,TC2_BED1_0-30mBC,TC2_BED1_0-61mBC,TC2_BED1_0-91mBC,TC2_BED1_1-22mBC,TC2_BED1_1-52mBC,TC2_BED1_1-83mBC,TC2_BED1_2-13mBC,TC3_BED2_0-03mBC,TC3_BED2_0-30mBC,TC3_BED2_0-61mBC,TC3_BED2_0-91mBC,TC3_BED2_1-22mBC,TC3_BED2_1-52mBC,TC3_BED2_1-83mBC,TC3_BED2_2-13mBC,TC4_Kitch_0-03mBC,TC4_Kitch_0-30mBC,TC4_Kitch_0-61mBC,TC4_Kitch_0-91mBC,TC4_Kitch_1-22mBC,TC4_Kitch_1-52mBC,TC4_Kitch_1-83mBC,TC4_Kitch_2-13mBC,TC5_BaseB_0-03mBC,TC5_BaseB_0-30mBC,TC5_BaseB_0-61mBC,TC5_BaseB_0-91mBC,TC5_BaseB_1-22mBC,TC5_BaseB_1-52mBC,TC5_BaseB_1-83mBC,TC5_BaseB_2-13mBC,TC6_BaseD_0-03mBC,TC6_BaseD_0-30mBC,TC6_BaseD_0-61mBC,TC6_BaseD_0-91mBC,TC6_BaseD_1-22mBC,TC6_BaseD_1-52mBC,TC6_BaseD_1-83mBC,TC6_BaseD_2-13mBC,HF_FF_H_100672,HF_FF_V_100671,TC_FF_top_out,TC_FF_top_in,TC_FF_side_out,TC_FF_side_in
143,37.444217,28.917317,27.869951,26.462012,25.906418,24.128111,23.490202,22.206329,37.814663,29.904536,26.698645,26.245075,25.371194,23.757036,23.189139,16.810515,42.365509,32.76352,31.564521,28.170249,25.22512,18.732816,18.100429,21.545294,27.544716,28.014539,25.223028,23.702686,22.880701,22.624879,22.530689,21.486695,279.853224,286.768883,242.02653,99.258965,50.521617,40.8392,34.06175,36.219733,241.981202,200.866815,151.919588,67.710441,39.414645,34.561271,33.989082,29.194332,-0.000315,-0.000118,22.923361,22.091915,21.711176,20.874663
144,39.918384,30.884595,27.956377,26.397565,25.766397,24.214853,23.387726,22.141646,45.047304,30.517433,26.822889,26.444935,25.420028,23.957366,23.313817,16.821662,46.831445,32.324208,32.063928,28.445074,25.425187,18.819981,18.301758,21.632231,28.762087,28.289223,25.612004,23.789433,22.891792,22.901057,22.617555,21.459896,281.785004,292.795365,231.994687,99.375055,51.783493,40.956382,34.254564,35.663868,244.320519,202.092851,152.721663,71.420024,40.091025,33.929785,33.65731,28.785675,-0.000163,3.49E-05,22.966768,22.135351,21.754625,20.880215
145,42.402631,37.617618,28.133784,26.537508,25.604232,23.938928,23.452349,22.244218,51.811416,30.280754,27.075909,26.622653,25.560023,24.059821,23.454167,16.924678,55.909568,31.937815,32.841427,28.245624,25.338525,18.960909,18.404727,21.696957,30.934047,28.39116,25.865401,24.345674,23.107941,22.965694,22.757993,21.410885,278.518752,282.92042,240.632801,101.695487,49.892992,40.690209,34.211617,35.471213,244.540745,207.652123,155.752668,73.57777,40.122833,33.699396,33.651824,29.156687,-0.000163,0.00034,23.074812,22.281353,21.900672,20.9126
146,47.340664,41.607037,28.246835,26.801705,25.566452,23.901087,23.338784,22.092656,62.014213,34.035586,27.226777,26.660403,25.597785,24.211182,23.529877,16.924678,59.3333,31.674955,32.691283,28.170249,25.187316,18.998921,18.556848,21.73487,31.836033,28.805288,26.243088,24.950495,23.335136,23.079276,22.871628,21.5625,275.78434,272.021178,255.967078,107.773641,48.16445,41.148025,33.660481,36.193267,245.040763,209.377152,157.739318,75.494793,40.320032,33.5979,32.987967,29.054765,-0.000315,0.000188,22.934445,22.140897,21.798073,20.96164
147,50.56637,43.583501,28.327713,27.071359,25.571984,23.603857,23.30647,22.098205,63.782962,36.661606,27.647075,26.741425,25.678836,24.330228,23.648975,16.892198,64.042819,32.731496,31.870607,28.025001,25.419654,19.080503,18.486356,21.816242,33.455664,31.329704,26.739409,25.48497,23.757079,23.08482,22.915049,21.795436,263.68549,265.796977,275.421075,108.212933,48.899449,42.705439,33.917348,37.421766,248.793474,207.924346,161.993008,79.668899,41.282811,34.154641,32.644899,29.124551,-0.000315,3.49E-05,23.042492,22.17324,21.982008,20.994023
148,55.518618,41.878445,28.33323,27.190061,25.993011,23.987847,23.387726,22.103754,61.142884,36.592296,27.803383,26.973407,25.608848,24.373598,23.76806,16.973876,64.268515,32.887054,31.537943,27.804331,25.727518,19.162081,18.529952,21.821793,37.130784,33.848105,27.122311,26.283422,24.405834,23.128222,22.958469,21.95255,257.965375,267.133464,285.679696,108.170445,49.708051,44.780691,33.53705,38.051445,249.689054,207.27117,165.947058,87.185038,41.240137,34.299035,32.789456,29.45781,-0.000315,0.000188,23.112671,22.243468,21.938567,20.950536
149,57.755212,42.834656,28.88723,27.857835,26.850203,24.73328,23.452349,22.244218,59.477362,36.319559,27.905419,27.188768,25.86208,24.32469,23.870511,17.000782,64.441348,34.974752,30.812678,27.755587,25.867592,19.226964,18.48079,21.772781,41.22437,37.27813,27.978733,27.253273,24.999798,23.154991,23.023124,22.017225,263.834705,268.182122,285.943974,116.571919,50.231238,44.823248,33.167595,39.549943,252.620625,206.248017,170.411604,91.08502,41.096675,34.566753,32.757437,28.898646,-0.000315,3.49E-05,23.004631,22.135351,22.0199,20.918152
150,58.270655,51.284448,30.730904,30.343129,28.998912,26.433508,23.717289,22.39576,60.764489,37.702585,28.131537,27.603729,26.277271,24.476014,24.02187,17.114928,63.853831,37.741768,31.151074,27.717883,26.132028,19.454965,18.594876,21.810692,42.564503,40.633972,31.17844,28.007204,25.604501,23.268553,23.060994,22.244519,267.413031,277.031305,294.620774,115.678389,52.374422,45.639692,33.46756,40.183886,268.536775,207.352938,170.335348,93.659711,41.133905,34.941263,33.207469,29.576217,-0.000163,3.49E-05,23.15607,22.324782,22.095682,20.956088
151,57.644744,50.360434,34.783201,33.197756,31.030511,28.545582,24.02,22.774526,60.286493,39.195809,28.8096,28.169323,26.616853,24.778601,24.059706,17.191021,64.66164,38.824246,32.278276,28.170249,26.396398,19.834871,18.784995,21.810692,44.349035,42.531277,33.956202,28.459305,25.831177,23.268553,23.023124,22.244519,275.450252,276.368576,301.476138,121.08936,56.510567,46.386893,34.18512,41.195471,270.477689,208.463167,168.587361,97.495147,40.953196,35.09651,32.800438,29.242996,-0.000163,3.49E-05,23.123753,22.065117,22.025447,20.847829
152,57.029431,49.039685,37.076187,35.157476,33.294253,30.28837,24.636245,23.883302,59.230629,41.740703,30.626655,29.498892,28.135835,25.432382,24.146454,17.354335,62.43206,39.208196,33.452775,29.687761,27.086957,20.453582,18.986213,21.97342,44.471358,44.21376,35.353334,28.846938,25.917785,23.431037,23.034213,22.33137,287.012211,276.336883,301.481522,123.635722,60.270252,47.244838,36.137014,43.024658,273.792169,209.953866,170.537152,99.934457,41.182033,35.438887,32.843438,29.549602,-0.000315,3.49E-05,23.205009,22.146444,22.144663,21.005126
153,55.739787,48.669584,39.577226,37.14007,35.467374,31.07801,25.165489,23.845469,57.27995,44.6778,33.967182,30.928579,31.933822,26.188023,24.259946,17.506487,60.667958,41.853167,34.577537,31.116925,28.821497,20.87112,19.366302,22.238718,46.290275,46.587304,35.053776,28.696314,25.691127,23.468883,23.034213,22.33137,288.806454,280.586446,305.14229,138.640274,61.834997,48.783984,37.428732,43.38019,271.508336,216.366229,172.617867,101.210077,41.612334,36.170751,33.576863,30.097412,-0.000315,0.000188,23.226242,22.167694,22.128025,20.950536
154,54.038069,49.18228,41.732419,39.039019,35.012641,30.734161,25.084364,24.104734,55.616856,45.080775,36.432216,33.926652,33.990823,26.711129,24.443537,17.615019,64.703731,44.561073,36.518869,33.101515,30.020949,21.510559,19.664726,22.498407,48.953035,47.841083,33.811727,29.81996,25.987797,23.387647,23.066539,22.363697,286.114202,284.591705,304.522868,132.9983,56.247278,49.270488,39.076518,45.020463,280.423289,219.562952,176.09526,103.653718,42.547758,36.998753,34.294261,29.801978,-0.000163,3.49E-05,23.193927,22.05957,22.209345,20.956088
155,57.134539,49.515255,42.885624,39.673108,33.401273,30.170008,24.781948,23.991254,58.194911,45.489056,37.329195,35.387831,33.766017,26.937607,24.405714,17.615019,63.932654,45.080763,38.051413,34.376218,30.69814,22.572111,20.0446,22.915083,49.656291,48.877212,34.336505,31.47388,26.893892,23.53903,23.142276,22.628788,311.194042,290.95515,314.329117,153.142048,59.713162,50.422463,40.386656,46.992342,279.279664,227.494111,178.161733,105.175314,43.63107,38.199526,35.160895,30.559667,-0.000163,-0.000118,23.35088,22.178786,22.366422,20.999574
156,57.697742,51.596246,43.677085,39.982298,32.324153,29.014165,24.263594,24.418367,59.236016,46.241916,37.302779,34.949416,32.314616,26.948656,24.530254,17.664191,63.429261,45.685301,39.518164,36.371193,32.062214,23.605887,20.435469,23.191247,49.445083,49.479781,36.294395,33.173701,28.601777,23.890646,23.229095,22.564148,312.797131,308.875089,349.643278,147.747517,65.765118,52.369893,41.418438,49.204216,277.340218,226.68765,181.204403,109.015858,46.218131,39.233447,34.813044,30.398266,-1.00E-05,0.000188,23.301949,21.978237,22.355332,20.988471
157,58.128789,54.538127,44.817584,39.822254,31.261505,28.023476,24.290342,24.180381,58.967703,46.490655,37.964114,35.425271,31.440237,26.937607,24.670449,17.729112,67.713095,47.564972,40.96121,38.303327,34.377477,24.465241,20.766027,23.483027,48.582761,49.542895,38.450933,34.511855,30.585777,24.219994,23.67229,22.628788,330.922558,339.990436,373.468794,146.509262,70.508927,55.442691,41.950327,49.844178,287.571278,229.538298,187.133581,116.866078,50.559973,40.213709,35.460264,30.522071,-1.00E-05,3.49E-05,23.502273,22.140897,22.555808,20.999574
158,65.481023,54.427494,46.338777,41.424356,30.472076,27.306997,24.403809,23.991254,66.132639,53.924782,39.046377,36.061553,31.665536,27.088565,24.821697,17.729112,71.930623,48.712834,42.822628,39.497389,35.800751,25.334986,21.145547,23.747968,47.545473,48.544254,40.353364,36.195898,31.901186,24.787142,24.655928,22.855959,346.134725,385.806139,369.838182,150.524673,76.119111,58.24199,42.024735,50.288109,285.944577,247.637041,190.798849,117.461975,53.80919,41.554535,36.619539,30.935558,-0.000163,0.000188,23.502273,22.065117,22.745162,20.96164
159,73.479065,59.730756,46.7466,42.94991,30.923251,27.23155,24.441629,23.915594,68.921145,56.874188,40.537455,36.398258,32.040927,27.390418,24.93512,17.729112,83.077054,53.959454,44.384004,40.764707,36.287231,26.355099,21.487009,23.861494,47.397225,49.616841,42.327083,38.213321,32.464432,25.882789,25.223008,23.196629,361.233359,387.721195,382.422734,156.516343,75.563772,56.947936,43.655124,51.428915,296.38579,258.612035,193.656277,118.313485,58.077635,42.814027,36.838301,30.854889,-0.000163,0.000188,23.572422,22.05957,22.815352,20.956088
160,78.47162,71.117918,47.75252,44.441846,33.444266,27.651964,24.900899,23.921134,77.983066,62.325011,41.027093,37.71215,32.534233,27.810846,25.167463,17.810737,95.760782,58.238874,45.540631,41.998879,36.704173,27.304307,21.758071,23.942713,50.993267,51.395849,45.157122,40.791311,33.595518,27.096009,26.248533,23.807548,367.634378,401.585951,407.207913,170.915375,77.952423,57.910695,45.702306,53.502792,293.84754,275.344895,198.546341,123.768825,62.27483,44.120228,37.66557,31.912247,-1.00E-05,3.49E-05,23.76716,22.254559,23.08592,21.07544
161,84.262807,69.388832,49.93086,45.958242,37.630667,28.400376,25.273332,23.764258,87.369977,75.34731,43.699696,39.647783,34.065747,28.446228,25.615406,17.995288,99.441303,61.911113,46.240258,42.774682,37.147395,27.261052,21.75252,23.899334,55.565872,53.973351,46.672869,42.572078,35.425951,28.522849,27.86544,24.898406,367.810673,395.794672,434.003973,175.106837,82.788448,61.546915,49.216079,56.263761,307.164877,281.902302,202.392697,126.419889,64.656614,45.525514,38.36935,31.756549,-0.000163,-0.00027,23.837292,22.135351,23.231793,21.069889
162,87.352502,74.821141,52.412232,48.002379,41.365509,32.092395,26.0344,23.807635,102.214858,73.409115,44.856374,41.739963,36.652933,30.07111,26.753787,18.228963,114.258695,66.249881,47.395237,43.709527,38.161763,26.738199,21.909764,23.829194,61.756342,60.640691,48.827256,43.432474,37.600537,29.958786,29.41562,26.263444,370.207494,402.737185,438.640886,181.635469,91.676864,67.642621,52.542127,58.032124,305.989282,293.468648,214.691513,128.705512,67.665824,47.564634,40.233654,32.469818,-1.00E-05,0.00034,24.102098,22.211127,23.572401,21.183678
163,96.433561,72.689274,56.242765,49.58876,43.963557,37.480747,26.934817,23.802094,112.098305,70.286238,45.407614,43.408678,39.372225,32.433695,28.143797,18.375443,114.88544,63.711272,48.538392,44.966954,41.214833,26.996896,21.866292,23.634429,69.646806,67.719697,51.928441,44.095708,39.797229,31.19392,29.673606,26.937027,381.780257,420.634722,468.726901,199.657575,97.346776,70.870602,54.018137,60.608394,326.585926,302.270213,232.207378,134.187986,72.029765,49.785668,42.578396,33.445093,-0.000468,3.49E-05,24.404656,22.249014,23.875076,21.069889
164,107.11551,86.522166,60.848719,51.221197,47.34544,39.763103,28.599237,23.921134,112.289441,73.592475,46.711022,45.457221,41.761134,33.489974,28.75222,18.571044,121.225604,61.034366,50.838193,46.60483,43.899237,29.753956,22.213088,23.639971,77.208523,76.85137,55.734927,45.363224,40.473679,32.025704,29.716754,26.942551,388.487682,433.527134,472.535844,212.391303,104.441136,71.829418,54.502963,62.158232,344.697785,324.753195,230.246796,140.295809,75.334387,51.861004,43.661614,33.638031,-1.00E-05,0.000188,24.750466,22.140897,24.221022,21.037508
165,112.011788,93.873849,65.95491,57.676443,49.197005,41.365387,29.61591,23.845469,113.812904,79.790181,48.896199,49.089751,44.21405,34.951839,29.015882,18.609047,116.490993,61.806245,52.279644,48.790654,46.535319,33.699124,22.895269,23.829194,83.959777,78.757021,58.534606,46.364575,39.653525,32.32601,29.26502,26.71623,420.807497,481.826456,483.441275,228.184164,110.368292,72.782783,57.266447,63.701838,365.406466,342.024193,245.707245,146.795137,78.01041,54.481514,46.185158,34.462417,-0.000163,0.00034,25.241787,22.481848,24.636933,21.227156
166,129.783253,102.79784,69.844245,63.450559,54.774918,39.427459,29.766445,23.883302,114.3706,87.681574,52.703125,52.639239,47.477175,35.738173,29.091202,18.647049,122.532722,63.716651,55.084991,51.601372,48.647805,35.610081,23.501303,24.056219,88.03659,83.082787,58.645042,47.402212,38.459517,32.438603,28.474022,25.999231,462.128848,526.715206,511.287703,240.159378,119.594542,74.396047,60.136505,66.236187,368.894335,354.881919,247.811262,153.730639,81.01695,57.134979,47.148743,35.28617,-0.000468,3.49E-05,25.392918,22.216673,25.128259,21.1513
167,135.050224,106.650177,74.836724,68.118651,54.263959,38.462725,29.320288,24.115813,121.455883,86.034157,57.316862,58.43348,51.292083,36.716416,28.983735,18.5006,128.376306,65.961637,60.468003,54.707527,49.800779,36.925042,23.696163,24.402207,93.006797,87.784478,62.144909,52.289109,39.062142,32.744287,28.253432,25.551675,469.961669,515.610901,518.542656,257.442866,126.745069,77.999896,63.454687,69.807166,366.834257,363.620668,248.648315,162.826176,83.998792,59.280708,48.973711,37.092216,-0.000163,0.00034,25.970525,22.45506,25.592652,21.276183
168,137.831823,106.829898,77.58126,71.708291,54.369219,37.934496,28.033996,24.261562,126.498613,100.347371,63.121911,65.376961,52.763492,37.383889,29.015882,18.495034,147.095107,76.554963,65.791876,58.717843,51.200825,37.330799,24.031312,24.888242,95.210834,94.762187,70.510777,57.003162,43.971539,33.413907,29.528555,25.470609,490.784192,535.063797,517.492423,267.883232,133.000589,82.023327,67.408307,71.48407,362.825781,369.2775,251.413745,170.816005,91.002084,60.66761,50.368163,38.052399,-0.000315,3.49E-05,26.487985,22.44397,25.996983,21.303006
169,143.87709,105.243677,80.997164,78.901242,57.654561,38.574713,27.926431,24.493992,131.792333,104.417694,68.7432,69.236652,52.104501,38.211292,29.096716,18.462594,137.810074,84.775916,70.53222,62.327428,51.649796,37.934146,24.301759,25.385126,100.638068,99.740823,79.171906,63.076311,49.538672,34.468722,31.15147,25.702725,509.421155,546.709484,546.656503,299.462819,146.737377,86.175629,71.448065,73.543585,362.90381,373.348918,267.784955,177.727068,100.657096,62.951765,51.334319,38.020529,-0.000163,0.00034,26.946311,22.373755,26.455477,21.308557
170,149.045681,133.346721,94.168994,85.159287,65.652635,41.168283,28.512856,25.497824,133.654834,104.438437,71.844353,71.862025,54.781171,38.978908,29.456699,18.635918,138.43418,84.723091,74.404622,65.213337,52.003108,39.597577,24.701303,25.746342,104.281078,104.561514,80.10954,65.813858,54.436016,36.809543,33.087619,26.969218,523.445547,595.553686,596.95762,315.921253,158.389915,90.699853,76.292672,74.649294,369.413467,376.220827,281.787738,185.902779,114.367451,66.372144,52.299874,39.145496,-0.000163,0.000188,27.706071,22.644437,27.026938,21.465792
171,162.705685,137.923264,104.077613,96.286431,70.261019,43.905686,30.4546,25.935405,142.080168,108.756103,74.322311,75.734679,60.69157,41.051538,31.584755,19.000143,149.41613,90.76824,79.488196,69.675536,54.719843,41.296748,25.895381,26.37268,111.456702,111.991545,81.928776,67.59666,58.989532,39.780207,34.384363,27.820711,542.421595,623.430534,634.660785,343.178463,170.685295,96.619957,81.200456,74.020405,370.788182,378.210529,284.631787,195.021602,122.710737,68.971989,52.885045,40.295696,-1.00E-05,0.00034,28.642603,22.60102,27.662451,21.422323
172,169.972896,158.966531,110.809062,100.517154,74.797689,46.085259,32.434874,26.301893,161.141153,127.42032,78.564431,80.382361,66.115598,43.310951,34.350308,20.280017,161.974926,119.474369,85.607091,74.029211,57.915781,42.737602,27.545533,27.040966,118.292996,122.666287,88.417146,70.520073,61.994827,43.491112,35.010214,28.261799,584.499896,650.729465,651.152245,347.374947,183.324588,104.00743,85.31486,80.371501,387.875073,404.888445,310.12295,204.448325,133.246742,70.701279,53.997208,40.412926,-0.000163,0.000493,29.514057,22.758048,28.572296,21.579542
173,192.989642,155.730686,113.738053,105.538933,80.733227,48.081446,34.416942,27.164226,158.929562,123.521508,82.079684,83.349355,66.146915,45.534513,36.216809,21.564059,172.294933,126.382584,92.034615,76.737393,61.222608,44.479407,29.236309,27.676648,124.263809,128.946711,90.212916,74.730831,66.654484,46.714489,35.117073,28.89647,602.635,665.983753,653.164722,377.175249,197.058957,110.256037,86.845932,87.887081,435.739453,428.592938,320.66516,212.776375,146.738534,78.354016,55.387303,42.337782,0.000143,0.000188,30.405884,22.898426,29.389566,21.644272
174,219.404378,167.156718,119.856575,110.627402,86.616056,50.423864,37.607837,28.004732,173.645309,130.351526,86.567592,87.105553,69.055383,46.398793,37.498862,22.370952,204.478042,130.329853,95.064489,79.645335,64.100525,45.975376,31.166497,28.55458,137.193347,139.332742,95.044505,78.297495,72.82901,48.836484,34.940797,29.810627,624.096038,681.117733,640.217073,399.926931,210.945572,115.989806,89.391068,93.193701,445.703043,447.290859,321.37117,219.172531,158.546136,81.885621,55.103261,43.166693,0.000295,0.00034,31.131088,22.833782,30.453831,21.731192
175,230.781526,183.798781,130.753021,122.101883,99.465845,52.240198,38.098833,29.140281,179.642895,140.218949,90.467095,91.706189,78.627874,46.997572,38.773966,22.490138,185.785411,129.960084,98.793668,83.429503,70.603927,47.167659,33.387856,29.915536,149.635674,148.328961,108.721702,84.611191,76.83179,51.171624,35.358166,30.380196,628.450342,677.269541,673.551964,415.304666,221.094462,128.504935,93.288479,92.089606,450.263704,447.721733,322.87119,228.120227,169.205557,88.566759,57.718312,44.244156,-0.000163,0.000645,32.070084,22.947374,31.468466,21.882821
176,244.244743,187.306348,142.157867,129.05967,102.857927,55.150221,38.765285,30.714788,184.410018,143.83949,95.870569,95.898113,83.315786,50.325004,40.744799,22.408833,216.353167,140.792904,111.262172,91.027837,78.191793,51.123425,35.481303,31.038237,157.679347,159.13455,119.539682,87.946508,83.796737,56.662804,38.530218,30.562643,632.51903,691.73262,664.458814,434.708042,227.50156,140.203098,95.644356,90.654932,467.241998,464.591098,351.438732,235.3407,178.017123,96.034584,59.962416,44.801098,-1.00E-05,0.000493,33.195781,23.060954,32.669736,21.958628
177,244.325498,192.772072,157.434945,142.430242,105.008192,59.832987,42.496444,32.673228,194.228257,152.708653,101.22319,99.517576,87.761581,54.283237,42.909142,22.793117,228.003866,153.895439,115.878847,98.509014,83.701432,54.489633,37.619018,32.395996,170.178615,169.111579,128.635592,96.890065,90.671766,64.610497,42.522915,30.831227,633.480985,695.726265,694.028401,484.020146,233.656134,147.335361,97.070297,99.559464,489.040688,486.211051,358.086273,244.862123,189.764561,105.36424,61.495537,45.124281,0.000143,0.000493,34.346784,23.201294,34.233374,22.099135
