Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,EVENT,,,,,,,,,,,,,,
59,17.421104,16.153258,15.437106,14.586139,14.253886,13.870804,14.066866,13.650754,27.872268,25.30574,23.447824,22.617204,21.204754,20.46323,19.246508,13.952111,153.33565,124.654552,101.693567,73.103166,42.14478,31.928576,29.010379,26.654061,74.890873,50.93593,39.082811,29.285746,24.472945,22.548236,21.547375,19.9283,9.232198,0.000387,,,,,,,,,,,,,,
60,17.459151,16.191335,15.360905,14.548012,14.215752,13.870804,14.143141,13.688897,28.324469,25.078968,23.48567,22.655093,21.356387,20.577114,19.436467,13.990244,158.653105,129.899698,102.321817,75.156694,42.033114,32.041268,28.633579,26.276565,76.39465,50.677333,39.343972,29.361018,24.586407,22.889074,21.699048,20.042157,9.232198,0.00054,,,,,,,,,,,,,,
61,17.459151,16.22941,15.322803,14.548012,14.253886,13.947096,14.105004,13.650754,29.454127,25.154564,23.447824,22.768752,21.470099,20.577114,19.436467,13.990244,160.402327,133.768555,103.985785,75.816742,42.628547,31.703157,28.784315,25.898937,78.778847,50.825108,40.052535,29.135185,24.737672,22.964802,21.812789,20.156004,9.303058,0.000692,,,,,,,,,,,,,,
62,17.573286,16.191335,15.322803,14.509884,14.215752,13.908951,14.028727,13.612611,30.356984,25.154564,23.561357,22.730867,21.508,20.690987,19.512442,14.066506,169.999716,132.302675,106.391813,77.686933,42.479717,32.003705,29.575328,26.163291,80.319644,51.969885,40.797919,28.946953,24.851107,23.191955,21.8507,20.004206,9.303058,0.00054,,,,,,,,,,,,,,
63,17.535242,16.267484,15.284701,14.548012,14.292019,13.832657,13.990587,13.574467,31.822482,25.30574,23.637039,22.768752,21.659593,20.728942,19.474455,14.104636,177.515048,136.477852,108.541333,80.364274,42.926153,32.642086,29.424705,26.427579,80.319644,52.228267,41.617289,29.812541,24.926723,23.305513,21.88861,20.042157,9.532455,0.000234,,,,,,,,,,,,,,
64,17.649371,16.381701,15.284701,14.586139,14.253886,13.832657,13.876161,13.460028,33.435936,25.343531,23.674878,22.806636,21.621696,20.728942,19.550428,14.066506,176.789896,135.273236,110.656262,78.897157,44.078691,33.13,28.859675,26.805021,81.273611,55.141525,42.510499,30.752593,24.964529,23.229809,21.964427,20.004206,9.576296,0.000387,,,,,,,,,,,,,,
65,17.567699,16.338037,15.317206,14.618665,14.248285,13.750756,13.79427,13.378126,34.66701,25.67804,23.934157,22.801073,21.729813,20.761323,19.734761,14.137163,174.265807,136.246397,113.028451,79.955407,44.036072,33.312091,27.874038,27.214513,82.809532,56.940698,43.546281,31.423394,25.034586,23.262101,21.883043,19.960677,9.543676,0.000387,,,,,,,,,,,,,,
66,17.546417,16.392886,15.372098,14.635463,14.226953,13.691263,13.811077,13.242335,34.908191,25.883557,24.329053,22.931405,21.78441,20.778042,19.751494,14.153967,176.381309,139.84326,114.011672,85.108684,44.238238,33.2911,27.022891,27.683708,84.037026,56.993739,44.640147,32.115828,25.126844,23.203076,21.899745,20.053309,9.417759,0.000387,,,,,,,,,,,,,,
67,17.491609,16.414179,15.279103,14.580539,14.172015,13.674454,13.717977,13.187367,34.89169,26.206807,24.879487,22.914718,21.805597,20.837228,19.886669,14.175291,180.868647,143.262181,114.10688,84.908954,44.741961,33.837197,26.742022,27.893311,84.608268,56.940698,45.329234,32.699713,25.11019,23.110681,21.807221,20.074531,9.42337,0.00054,,,,,,,,,,,,,,
68,17.421104,16.495909,15.322803,14.586139,14.215752,13.641905,13.685432,13.078506,34.560155,26.816337,25.300723,22.95816,21.849055,20.842801,19.93022,14.104636,181.637821,147.579489,115.526472,85.575178,44.970244,34.367548,26.634297,28.275769,86.413102,58.086933,45.85424,33.305311,25.115742,23.040525,21.8507,20.080107,9.428981,0.000387,,,,,,,,,,,,,,
69,17.421104,16.495909,15.360905,14.586139,14.13948,13.603752,13.72358,13.154818,34.635061,27.683965,25.829544,23.033913,21.924832,20.956648,20.082104,14.142765,182.019615,152.126929,115.265888,88.881014,45.89828,34.629875,26.483256,28.765566,86.890639,59.705131,46.336497,33.867584,25.077941,22.964802,21.812789,20.004206,9.461603,0.000387,,,,,,,,,,,,,,
70,17.421104,16.495909,15.322803,14.548012,14.13948,13.603752,13.647284,13.154818,34.5227,28.362485,25.905068,23.071788,21.924832,21.03254,20.082104,14.180893,189.197876,156.720449,118.432797,91.711938,46.677319,34.929597,26.634297,29.142178,88.25012,60.991535,47.300486,34.65427,25.077941,22.775473,21.812789,20.042157,9.42337,0.000234,,,,,,,,,,,,,,
71,17.421104,16.495909,15.399006,14.509884,14.13948,13.527442,13.72358,13.192972,34.297943,29.00291,25.79178,23.147535,22.000603,21.070484,20.158038,14.21902,194.084398,156.454501,119.738518,92.558069,46.417691,34.292586,26.483256,29.292785,87.809151,60.697559,48.07859,36.225917,25.115742,22.775473,21.774876,20.080107,9.538065,0.00054,,,,,,,,,,,,,,
72,17.339417,16.528383,15.469608,14.504283,14.019463,13.521839,13.603531,13.225521,35.228621,29.56214,25.861759,23.331317,21.995036,21.064913,20.152462,14.251544,196.979238,158.615178,122.123214,94.613926,47.487524,34.249599,26.326648,29.550768,89.237112,61.096367,49.295012,37.117492,25.261382,22.807778,21.807221,20.11248,9.538065,0.000234,,,,,,,,,,,,,,
73,17.339417,16.528383,15.469608,14.466154,14.095741,13.521839,13.603531,13.111057,34.89169,30.013732,26.126064,23.444908,22.108684,21.102856,20.152462,14.175291,196.483173,166.036747,128.038215,97.893402,48.265644,34.999015,26.666511,29.889473,92.47377,62.418803,50.367915,37.864491,25.261382,22.694169,21.807221,20.188374,9.494224,0.00054,,,,,,,,,,,,,,
74,17.377467,16.490316,15.583898,14.542412,14.057603,13.521839,13.56538,13.111057,34.854246,30.803553,26.50353,23.482769,22.184443,21.102856,20.114495,14.251544,202.204971,168.246903,132.092909,101.547006,49.006308,35.78534,26.553235,29.738951,94.903746,65.135297,51.624824,38.312449,25.412553,22.76991,21.920952,20.150428,9.494224,0.000387,,,,,,,,,,,,,,
75,17.306955,16.533975,15.551399,14.509884,14.101343,13.641905,13.685432,13.040349,35.23412,31.335291,26.886405,23.601903,22.190009,21.070484,20.158038,14.21902,199.235825,166.880551,133.865833,102.845646,49.492967,36.314733,26.407727,29.179832,99.001425,67.268391,52.849226,38.952229,25.49368,22.775473,21.926519,20.231895,9.455992,0.000845,,,,,,,,,,,,,,
76,17.415516,16.490316,15.583898,14.504283,14.095741,13.712605,13.717977,13.111057,36.05179,32.118609,27.559725,23.747759,22.108684,21.064913,20.152462,14.213418,199.077633,166.951162,134.801108,102.359785,49.931598,35.710476,25.948895,28.948357,99.291231,69.316409,54.357041,39.319699,25.450342,22.656296,21.920952,20.074531,9.494224,0.000692,,,,,,,,,,,,,,
77,17.491609,16.528383,15.545802,14.580539,14.057603,13.788905,13.679829,13.149212,36.949081,32.756761,28.08743,23.78561,22.070802,21.064913,20.114495,14.28967,197.055553,170.801278,134.236571,104.023317,50.190574,36.346651,25.457619,28.722364,101.395891,70.636089,55.721527,39.767078,25.563702,22.656296,21.996766,20.036581,9.532455,0.000387,,,,,,,,,,,,,,
78,17.611329,16.495909,15.513302,14.624265,14.177616,13.870804,13.685432,13.30743,39.120007,33.362533,28.808713,23.829017,21.924832,21.03254,20.120071,14.333394,197.137473,173.438724,134.091582,106.28604,51.083582,36.987945,25.160735,28.803233,102.953497,72.254134,56.979914,40.219755,25.758158,22.775473,22.040238,20.080107,9.526844,0.00054,,,,,,,,,,,,,,
79,17.573286,16.457841,15.551399,14.624265,14.177616,13.794508,13.761727,13.30743,39.865742,33.849995,29.298156,23.791168,21.924832,20.956648,20.158038,14.371517,201.33355,172.179876,134.279727,108.212428,52.37705,37.062721,25.085113,28.991549,103.508139,75.625516,57.606104,40.294272,26.060339,22.926939,22.191845,20.156004,9.488613,0.000387,,,,,,,,,,,,,,
80,17.573286,16.419771,15.513302,14.509884,14.253886,13.756359,13.838017,13.42188,41.095144,34.187338,29.636868,23.564046,21.849055,20.994595,20.196003,14.409639,198.816202,171.111962,135.634935,109.398902,53.447995,37.698111,24.933854,29.330434,106.3578,75.772093,58.416188,40.219755,26.211398,23.002664,22.191845,20.118056,9.570685,8.18E-05,,,,,,,,,,,,,,
81,17.567699,16.338037,15.507706,14.466154,14.172015,13.674454,13.756124,13.378126,42.65251,34.631462,30.045176,23.520628,21.881376,20.951076,20.152462,14.44216,200.145674,172.670153,138.870766,112.028733,53.516407,38.252962,24.814843,29.663682,107.352606,77.122564,59.257367,40.139759,26.35689,23.034963,22.262075,20.150428,9.576296,0.000387,,,,,,,,,,,,,,
82,17.491609,16.299965,15.545802,14.313628,14.133878,13.674454,13.717977,13.301825,42.317789,35.792131,30.458849,23.520628,22.03292,20.989023,20.114495,14.5184,197.284494,169.924262,140.380217,112.214463,53.442574,38.70103,24.663547,29.738951,108.538781,76.572885,60.287572,40.36331,26.583408,23.034963,22.413653,20.11248,9.565075,0.00054,,,,,,,,,,,,,,
83,17.535242,16.34363,15.627589,14.204824,14.13948,13.565597,13.761727,13.345581,43.401461,36.583177,30.953049,23.829017,22.15213,20.956648,20.233967,14.676466,197.2901,176.109753,142.91663,114.115499,51.675014,39.005123,24.366446,29.706844,109.137604,76.248469,61.506587,41.076406,26.777678,23.078384,22.532887,20.156004,9.608915,0.000234,,,,,,,,,,,,,,
84,17.491609,16.223817,15.621993,14.161086,14.133878,13.636301,13.679829,13.301825,44.733155,37.063697,31.511106,23.974844,22.260197,21.026968,20.228392,14.670867,204.797114,177.363644,144.839618,115.188832,51.558711,39.372797,24.398727,29.475485,108.353391,76.866046,62.199683,41.889758,26.96083,23.299953,22.792508,20.340148,9.603305,0.000387,,,,,,,,,,,,,,
85,17.486021,16.180147,15.578302,14.155485,14.090139,13.630698,13.750521,13.258069,45.210214,37.656084,31.956236,24.082811,22.443994,21.135226,20.298741,14.779607,207.648967,178.121447,145.325926,113.36097,51.811984,39.591154,24.393172,29.319374,111.316469,78.656363,62.63535,42.702552,27.10622,23.445787,22.8627,20.524264,9.614526,0.000387,,,,,,,,,,,,,,
86,17.567699,16.338037,15.621993,14.161086,14.057603,13.559994,13.832415,13.339976,45.438302,38.744397,32.487263,24.164045,22.676752,21.368422,20.418195,14.823318,207.806912,184.121271,146.164121,114.295988,52.334684,39.260864,24.474396,28.948357,112.362076,79.541367,63.155239,43.228434,27.262672,23.489193,22.981887,20.795354,9.559464,0.00054,,,,,,,,,,,,,,
87,17.459151,16.305558,15.627589,14.12855,14.025065,13.680057,13.876161,13.460028,45.221117,39.346849,33.018024,24.358769,22.833752,21.677421,20.385812,14.828917,206.669772,185.234251,146.926895,114.896631,52.192334,39.490197,24.782574,28.4265,113.110878,79.803324,63.895471,43.605484,27.230487,23.570439,23.176796,20.952622,9.603305,0.000387,,,,,,,,,,,,,,
88,17.447975,16.370516,15.616397,14.079208,14.090139,13.707002,13.903099,13.410671,45.284431,39.857989,33.531998,24.385488,23.125439,21.855887,20.488533,14.817719,209.971706,182.015561,147.48385,114.736889,51.257573,39.404628,25.527665,28.415431,113.174311,79.975818,64.913177,43.780322,27.257131,23.521477,23.241403,21.055236,9.526844,0.000234,,,,,,,,,,,,,,
89,17.486021,16.522791,15.654491,14.002927,14.090139,13.66885,13.826812,13.525114,46.767871,40.193496,34.244076,24.68808,23.390333,22.121279,20.564441,14.855829,208.639139,187.361419,148.658319,117.529273,50.887854,38.844865,27.264905,29.018146,110.982265,80.525646,65.537475,44.411679,27.332579,23.55932,23.165673,21.206898,9.483002,0.000387,,,,,,,,,,,,,,
90,17.524066,16.446656,15.692583,14.155485,14.013861,13.707002,13.864956,13.601404,47.916399,40.566168,35.816468,24.95278,23.503839,22.159187,20.678294,14.855829,215.031384,189.461553,147.786882,115.146156,51.294539,38.844865,28.057054,29.319374,109.126711,80.928878,66.235099,45.562164,27.483458,23.710679,23.279266,21.282722,9.450381,0.000387,,,,,,,,,,,,,,
91,17.529654,16.566449,15.812451,14.313628,14.019463,13.750756,13.832415,13.568863,48.958395,40.981439,37.317356,25.260766,23.660722,22.392175,20.721816,14.861428,212.032407,191.528945,148.05763,118.541118,52.371626,38.813019,28.213408,29.851844,110.356612,81.594149,67.561986,47.198802,27.639854,23.829743,23.511978,21.136641,9.406537,0.000234,,,,,,,,,,,,,,
92,17.524066,16.598922,15.844944,14.422424,14.013861,13.783302,13.864956,13.601404,49.470953,41.869579,37.909458,25.935385,23.882111,22.538199,20.943908,14.855829,219.666287,196.981727,148.885703,119.430688,52.255374,38.359513,28.810931,30.147309,108.199648,82.322041,68.767649,48.341422,27.709736,24.013335,23.506418,20.903555,9.455992,0.000234,,,,,,,,,,,,,,
93,17.643783,16.642578,15.850539,14.428024,14.172015,13.788905,14.023125,13.492571,50.62272,42.098341,38.026955,26.733915,24.076755,22.695331,20.98742,14.899537,223.010914,194.926451,149.535645,116.715175,52.076068,38.252962,29.795696,30.34091,108.835445,82.657436,69.506882,49.567954,27.752982,24.132366,23.474123,20.909127,9.450381,0.000692,,,,,,,,,,,,,,
94,17.638196,16.713111,15.997288,14.536811,14.242683,13.821451,13.979382,13.486967,51.208605,42.650936,38.170802,27.332159,24.298059,22.917082,21.09566,14.932047,217.235662,191.9433,148.089953,116.337302,51.848938,38.135433,31.445273,30.147309,110.83375,83.385461,70.492055,50.708678,27.747444,24.088986,23.468563,20.903555,9.488613,0.00054,,,,,,,,,,,,,,
95,17.676237,16.751172,15.921118,14.574939,14.242683,13.821451,14.055662,13.563259,52.538243,43.394614,37.648052,27.747063,24.449274,22.992844,21.209461,14.970154,215.75363,205.181202,150.250467,119.617215,51.590243,38.508874,32.159176,30.523429,113.323024,84.52246,71.372448,51.262957,27.596603,24.013335,23.317128,20.675995,9.565075,0.000234,,,,,,,,,,,,,,
96,17.687411,16.800413,15.932307,14.738637,14.292019,13.870804,13.990587,13.536321,54.062073,43.702875,37.957767,28.285959,24.498184,23.079724,21.220603,15.095667,220.436633,200.46471,149.579121,117.801074,51.41629,38.930477,32.132644,30.647284,114.040504,86.220931,72.1535,52.271012,27.683103,23.986622,23.214661,20.725072,9.44477,0.000387,,,,,,,,,,,,,,
97,17.616916,16.767945,15.975987,14.706113,14.335752,13.990843,14.072468,13.541925,53.477223,44.525652,38.523174,28.856721,24.541537,23.198908,21.264105,15.06316,219.79691,194.174265,148.561327,119.335217,50.497353,39.383754,32.21328,30.314347,114.194752,87.547619,72.819085,53.236114,27.990276,24.105656,23.258086,20.616854,9.521233,0.00054,,,,,,,,,,,,,,
98,17.605741,16.794822,15.888626,14.847401,14.362682,13.941494,14.099402,13.568863,53.208073,45.591317,39.370222,29.410588,24.643817,23.149913,21.290893,15.128172,221.22801,195.040956,147.640923,118.913998,51.004208,39.522025,32.915643,30.077595,114.14663,87.720378,73.358456,53.372866,28.318444,24.321463,23.246964,20.605706,9.597694,0.000234,,,,,,,,,,,,,,
99,17.643783,16.718702,15.964798,14.809281,14.400813,14.017783,14.061264,13.530717,53.909105,46.370343,40.302109,29.899951,25.021696,23.149913,21.1771,15.128172,221.152118,189.925354,147.224292,119.361562,51.59567,39.335487,33.328441,29.738951,117.833079,87.573538,74.385354,53.372866,28.6199,24.397093,23.322689,20.643638,9.565075,0.00054,,,,,,,,,,,,,,
100,17.638196,16.598922,15.844944,14.727438,14.395212,13.974037,13.979382,13.563259,52.242864,46.921064,40.706428,30.421179,25.318353,23.144351,21.209461,15.084471,223.536216,189.232454,149.075207,125.072769,53.437153,39.591154,32.872597,29.620517,118.200411,86.870731,74.563339,53.847039,28.953404,24.429351,23.506418,20.638064,9.597694,0.000234,,,,,,,,,,,,,,
101,17.638196,16.560857,15.806855,14.803682,14.357081,13.974037,14.055662,13.563259,52.021294,47.514055,41.116076,30.797271,25.809263,23.144351,21.209461,15.160676,223.460383,197.935673,150.705559,127.357269,53.621731,39.404628,32.497172,29.469956,116.784176,87.494724,74.049897,54.547745,29.593511,24.429351,23.468563,20.713925,9.603305,0.000692,,,,,,,,,,,,,,
102,17.605741,16.566449,15.812451,14.733037,14.324551,13.979639,13.984985,13.492571,51.657369,47.371275,41.903201,31.216338,26.154539,23.149913,21.215033,15.128172,226.421977,188.627124,151.887172,126.988058,52.371626,39.783125,32.540233,28.684694,119.212873,88.34452,74.935465,55.511574,30.125892,24.472717,23.511978,20.795354,9.630313,0.000387,,,,,,,,,,,,,,
103,17.567699,16.490316,15.774361,14.77116,14.286418,14.055926,14.061264,13.568863,52.543667,47.408332,42.163638,31.742434,26.607343,23.263529,21.290893,15.051964,230.887966,185.114085,152.987834,126.463593,51.706544,40.566071,32.23981,28.910695,117.721252,89.372767,75.558922,56.137959,30.201135,24.434906,23.474123,20.757427,9.641534,0.000234,,,,,,,,,,,,,,
104,17.638196,16.408586,15.730675,14.803682,14.395212,14.012181,14.017523,13.601404,54.08812,47.995671,42.306968,32.412944,27.393748,23.257968,21.399105,15.084471,226.037605,183.771999,154.083383,127.020023,52.920229,41.08227,31.821071,28.980486,117.790329,93.226386,76.250344,56.500913,30.19561,24.467163,23.392848,20.865631,9.668542,0.000387,,,,,,,,,,,,,,
105,17.600154,16.370516,15.730675,14.76556,14.31895,14.050324,13.941241,13.563259,53.903685,48.625223,43.199358,33.051019,28.109766,23.371573,21.474954,15.084471,223.991175,183.351972,152.678583,128.069446,52.772507,41.231276,31.896215,29.319374,118.237697,96.170315,77.570649,56.979686,30.458921,24.656202,23.430706,21.055236,9.70677,0.00054,,,,,,,,,,,,,,
106,17.638196,16.370516,15.730675,14.689315,14.357081,14.050324,13.979382,13.563259,52.427482,49.180477,44.313929,33.913687,28.599394,23.523029,21.512876,15.122574,222.019183,183.122868,152.716541,127.582136,53.067938,41.789881,32.309409,29.582879,119.468561,95.838947,78.781015,56.832383,30.458921,24.58059,23.468563,21.13107,9.744997,0.00054,,,,,,,,,,,,,,
107,17.605741,16.414179,15.736271,14.809281,14.362682,14.055926,14.023125,13.645151,51.472661,49.777944,44.839175,34.593835,28.981409,23.604309,21.632205,15.166274,224.565342,178.585128,154.392798,127.700085,54.254563,40.715143,33.178351,28.835367,119.063653,94.960932,79.189883,56.32215,30.502055,24.548337,23.625536,21.212469,9.756218,0.000387,,,,,,,,,,,,,,
108,17.605741,16.490316,15.774361,14.88552,14.438943,14.055926,14.099402,13.568863,51.989788,50.221811,45.210322,35.230608,29.207233,23.755733,21.632205,15.204375,223.390119,184.694047,157.851268,128.824928,53.848617,41.49746,33.178351,28.684694,122.872845,94.445746,78.859761,56.432657,30.539663,24.623951,23.663386,21.326202,9.832671,0.00054,,,,,,,,,,,,,,
109,17.638196,16.484724,15.806855,14.76556,14.471471,14.088466,14.055662,13.601404,55.231186,51.177644,45.575912,35.674371,29.276967,23.977272,21.740385,15.236878,221.222435,194.653659,156.096929,128.406894,55.134525,42.087695,33.660558,28.980486,126.422732,94.513929,78.524262,56.979686,30.910157,24.694006,23.809215,21.434353,9.903511,0.000234,,,,,,,,,,,,,,
110,17.588978,16.587738,15.757574,14.716238,14.460269,14.039119,14.120734,13.704625,55.95744,51.610246,45.268183,35.775664,29.265907,24.231048,21.691332,15.187582,216.882546,197.466581,156.085767,129.221019,55.934919,42.560558,35.111373,28.894098,126.261882,94.355932,78.696882,57.152978,31.312582,24.758502,23.873785,21.423213,9.827061,0.000387,,,,,,,,,,,,,,
111,17.600154,16.560857,15.806855,14.841802,14.509599,14.050324,14.20821,13.715832,57.183831,52.027493,45.650107,35.74923,29.126433,24.544812,21.740385,15.198778,217.615566,197.592266,158.758482,129.382108,54.433635,42.087695,36.05839,28.679161,125.823419,94.182785,79.367901,56.979686,31.812052,24.99639,24.149763,21.585965,9.897901,0.00054,,,,,,,,,,,,,,
112,17.594566,16.59333,15.80126,14.798082,14.580251,14.044721,14.126336,13.74837,58.761257,52.465287,45.904309,36.230193,28.970345,24.879641,21.810643,15.155078,213.999195,196.098393,159.551811,128.626387,54.538903,41.076799,36.950719,28.033023,130.280216,96.091262,80.573081,57.047923,32.407373,25.066421,24.333354,21.656195,9.750608,0.00054,,,,,,,,,,,,,,
113,17.600154,16.636986,15.883031,14.727438,14.623976,14.126607,14.170074,13.792113,59.392116,52.913809,46.243518,37.245329,29.051158,25.074249,21.664554,15.122574,208.372577,195.18802,159.861799,129.081985,53.732467,40.113264,37.404843,27.925473,132.389533,97.643628,81.605764,57.053333,32.750708,25.374252,24.641478,21.851238,9.81584,0.000387,,,,,,,,,,,,,,
114,17.632608,16.669457,15.877436,14.683715,14.694623,14.159145,14.164472,13.824649,60.63712,53.535907,46.608818,37.912423,29.497199,25.333321,21.734816,15.155078,210.993801,194.151834,160.883772,130.427425,52.914806,39.100642,37.361976,28.334533,129.379346,98.190949,81.930609,57.158389,33.007872,25.482034,24.711553,21.883561,9.788835,0.000387,,,,,,,,,,,,,,
115,17.703101,16.701927,15.871841,14.754361,14.689023,14.153543,14.15887,13.933458,59.565232,53.604297,46.936957,38.355101,29.943052,25.478955,21.767161,15.111377,210.265047,194.527934,161.106572,129.671258,52.98324,37.638797,37.618117,29.345962,129.336309,97.411741,82.549044,57.41071,33.114917,25.589806,24.668185,22.029546,9.788835,0.00054,,,,,,,,,,,,,,
116,17.828389,16.82729,15.959203,14.727438,14.623976,14.241025,14.131938,13.906527,58.472271,54.131721,46.799598,38.814049,30.330106,25.565639,21.70247,15.084471,212.559448,195.264355,160.204285,130.020038,52.624771,36.303746,36.993603,29.319374,131.525173,97.38573,82.486429,58.010505,33.125938,25.487584,24.641478,22.078565,9.859676,0.000234,,,,,,,,,,,,,,
117,17.860837,16.78364,15.953609,14.798082,14.732745,14.349832,14.202608,13.900924,57.988392,54.458312,47.053578,39.256372,30.70045,25.560089,21.658985,15.23128,214.417476,195.067909,159.513763,130.16466,52.397718,36.111172,36.46449,29.050273,132.196074,97.748749,83.288431,58.88826,32.857779,25.444258,24.598107,22.262404,9.783224,0.00054,,,,,,,,,,,,,,
118,17.936904,16.78364,16.029777,14.759961,14.6565,14.387967,14.05006,13.900924,57.988392,54.900894,47.757481,40.00232,30.925907,25.522298,21.658985,15.19318,213.88511,190.334136,157.611944,129.976994,52.360777,36.073752,36.165164,29.389138,132.534377,97.785596,84.279491,60.984409,32.932828,25.482034,24.635924,22.451778,9.854066,0.000234,,,,,,,,,,,,,,
119,17.828389,16.713111,16.073453,14.76556,14.6621,14.355433,14.170074,13.86839,57.588855,55.901724,48.429443,40.678731,30.968999,25.490055,21.626636,15.198778,211.456059,185.948557,157.237305,130.658198,51.77503,36.640407,35.571762,30.184927,133.028672,97.533097,84.688707,61.761629,33.088421,25.487584,24.717107,22.608819,9.859676,0.000387,,,,,,,,,,,,,,
120,17.828389,16.789231,16.073453,14.76556,14.700223,14.202886,14.131938,14.020933,58.141033,56.270262,49.095647,41.088555,31.307081,25.565639,21.626636,15.198778,206.925242,184.688437,156.895145,128.969452,51.257573,37.126513,35.122373,30.786633,132.727872,97.238373,85.239434,61.13684,32.900816,25.638676,24.754919,22.533084,9.903511,0.000692,,,,,,,,,,,,,,
121,17.784765,16.78364,15.991693,14.759961,14.6565,14.27356,14.202608,13.900924,58.356457,56.154295,49.645146,41.641708,31.677082,25.560089,21.696901,15.23128,206.272005,184.721012,155.939333,128.963942,51.215176,37.644284,35.15433,30.893893,132.609565,98.117243,85.56451,60.469733,33.08291,25.595356,24.749365,22.603254,9.783224,0.000387,,,,,,,,,,,,,,
122,17.752315,16.713111,16.111534,14.689315,14.700223,14.241025,14.20821,13.830252,57.699302,56.565041,50.131351,42.056662,32.095516,25.376669,21.740385,15.198778,204.334168,187.43779,154.957007,130.245245,50.592015,37.462922,35.27219,30.523429,130.736337,98.196366,85.900399,60.328066,34.175878,25.714214,24.868349,22.646685,9.865286,0.000234,,,,,,,,,,,,,,
123,17.708689,16.631394,16.067859,14.64559,14.618376,14.159145,14.126336,13.78651,58.430063,56.96488,50.754387,42.49775,32.390204,25.257721,21.77273,15.345576,198.188981,190.334136,154.685514,129.339079,50.327677,37.233172,35.790891,30.066543,131.482084,98.117243,86.629536,60.3962,35.032058,25.784199,24.900603,22.603254,9.859676,0.000387,,,,,,,,,,,,,,
124,17.708689,16.669457,15.991693,14.607465,14.580251,14.197285,14.05006,13.78651,58.761257,57.370049,50.606536,42.79536,32.802845,25.522298,21.810643,15.345576,194.869101,190.410499,156.585455,130.277269,49.772723,37.008864,35.903186,29.991298,130.993728,98.448939,86.556077,60.506499,35.219289,25.821963,24.787177,22.678985,9.854066,0.000234,,,,,,,,,,,,,,
125,17.632608,16.555265,15.991693,14.531211,14.389611,14.044721,13.97378,13.78651,60.379736,57.664666,50.717426,42.98133,33.065351,25.635668,21.848554,15.421767,194.9836,187.852215,159.437668,130.802871,50.142716,36.971474,34.929571,30.217019,133.173567,98.633236,86.776458,60.616794,35.818211,25.897488,24.862795,22.716848,9.777614,0.00054,,,,,,,,,,,,,,
