Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,CO2_OB_1-0mAF,CO_OB_1-0mAF,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF
732,32.109841,30.968089,30.149411,26.97452,24.264865,20.740729,18.542452,16.376558,64.053149,61.306681,53.449039,48.621485,44.886355,42.134428,36.720015,29.019863,64.275449,60.159681,54.508976,48.171822,45.807597,36.597395,31.289482,34.046192,84.890969,66.846593,56.226281,47.92732,43.388758,38.061079,34.497366,31.125847,148.40172,49.73825,54.006165,42.169876,39.811457,71.953088,72.075612,32.302489,8.181583,55.442805,51.500551,42.349504,45.845384,-0.369099776,0.425209152,1.849837952,0.0028026,-0.000998298,19.07999672,1.33178814,0.298937104
733,31.954029,30.88731,30.181409,26.968888,24.297043,20.735065,18.612801,16.408944,63.38658,61.154121,53.40663,48.504863,44.769483,42.166092,36.789212,28.938939,64.196528,59.896755,54.392782,48.462543,45.839169,36.442192,31.321464,34.302929,84.298041,66.914471,56.073356,47.810696,43.60624,37.943495,34.266947,31.195369,144.968357,51.708454,54.644081,42.143787,39.785318,68.149472,68.859953,33.476596,8.116502,55.158795,51.511584,42.211795,45.745174,-0.399453376,0.516269952,1.333528192,0.0025272,-0.000632814,19.06082747,1.33371234,0.300763726
734,31.739893,31.048861,30.117412,26.980152,24.308336,20.860228,18.510113,16.420312,63.911736,61.165098,53.306947,48.478884,44.780568,42.214419,36.875145,28.987834,64.317649,59.687058,54.108595,48.584674,45.850245,36.378539,31.332683,33.376929,83.79504,67.218844,56.268636,48.080961,43.877485,38.215979,34.015779,31.244152,138.623511,49.231352,51.913531,40.803847,38.666593,67.452325,68.639903,32.01339,8.460757,55.269432,50.624535,42.174588,45.96774,-0.369099776,0.728844672,0.847472512,0.0017028,-0.000754908,19.07042257,1.33700814,0.300032758
735,31.815014,31.161594,30.117412,26.980152,24.383981,20.784339,18.510113,16.420312,64.205521,61.018018,53.270045,48.367778,44.743456,42.139982,36.91253,29.364273,64.427801,59.57671,53.813346,48.584674,45.776024,36.079218,31.107115,32.81422,83.281134,67.292195,56.305489,48.117986,44.063273,38.32796,34.203182,31.018749,137.971331,48.628133,50.794202,40.12217,38.5062,66.08346,65.070057,31.100727,8.640569,55.332178,51.131006,42.461106,46.364605,-0.809575296,1.138867072,0.482930752,0.0011538,-0.000632814,19.00648317,1.33645914,0.299668072
736,31.927686,31.124018,30.155026,26.904687,24.308336,20.746393,18.548126,16.420312,64.389123,61.018018,53.306947,48.14554,44.743456,42.065541,36.239418,29.364273,64.280931,59.57671,53.370376,48.288451,45.553335,35.8921,30.843893,32.701643,83.611496,68.172319,57.042411,48.784275,44.694744,38.850392,34.690276,31.582166,142.165554,49.81775,51.464793,40.723799,39.220525,69.758101,69.66126,31.594716,8.493294,55.300805,51.912464,42.838589,46.85209,-0.520967296,2.110679872,0.331063232,0.0011538,-0.000754908,19.00968852,1.33700814,0.300154852
737,31.739893,31.124018,30.192639,26.94242,24.346159,20.746393,18.510113,16.420312,64.535998,60.981247,53.270045,47.886218,44.594997,41.916645,35.678174,29.176071,64.244213,59.392786,53.148848,48.066242,45.479097,35.929527,30.806284,32.476452,83.171018,68.13565,57.07925,48.673249,44.84328,38.626523,34.540425,31.507061,146.671109,49.157345,49.141277,41.362341,43.023514,70.057007,70.400092,34.638224,8.38426,55.158795,52.54584,42.99288,46.89469,-0.900735616,1.260380992,0.665251392,5.58E-05,-0.000632814,18.99688807,1.33920594,0.301494694
738,31.664767,31.124018,30.155026,26.904687,24.270512,20.746393,18.472098,16.420312,64.499279,60.981247,53.233142,47.478612,44.520761,41.804961,35.491028,29.40191,64.317649,59.57671,53.111924,47.843997,45.330608,35.929527,30.95671,32.401377,82.510368,67.62226,57.07925,48.266078,44.806147,38.402608,34.353081,31.469507,139.900357,48.892763,49.505686,40.984481,40.226936,67.703701,68.451043,36.316643,8.302049,55.19017,52.171025,42.578251,46.481376,-1.037476096,0.485916352,0.361516352,-0.0007686,-0.000511518,19.00648317,1.34277714,0.3036868
739,31.777454,31.124018,30.155026,26.904687,24.232686,20.708445,18.510113,16.420312,64.315683,60.834157,53.380749,47.033811,44.372276,41.693266,35.453595,29.439545,64.464518,59.83418,53.185772,47.732861,45.293483,35.704951,30.994314,32.363838,82.21677,67.438893,57.263434,48.043935,44.880411,38.365285,34.053262,31.469507,134.593025,48.194901,48.623211,39.984236,40.269758,67.562407,68.456521,35.386994,8.38426,55.195675,51.954919,42.509411,46.338598,-1.234923776,0.045540352,0.179195712,-0.000495,-0.000389424,19.02885777,1.34662194,0.304539064
740,31.739893,31.08644,30.192639,26.791479,24.232686,20.670497,18.472098,16.496449,63.654653,60.87093,53.380749,46.848435,44.223773,41.618797,35.453595,29.40191,63.987172,60.128397,53.407295,47.769907,44.922174,35.555207,30.768674,32.176123,81.996581,67.768948,57.152925,48.006907,44.95467,38.178649,34.203182,31.431951,136.029054,49.014844,48.776775,40.362422,40.387086,68.265017,69.525533,35.504852,8.122213,55.090538,51.997372,42.626551,46.603672,-0.733641536,0.501142912,0.543737472,-0.000495,-0.000632814,19.00968852,1.34772174,0.30466036
741,31.638415,31.022502,30.27909,26.840481,24.281804,20.719773,18.407415,16.583947,63.849251,60.80836,53.539361,46.822423,44.234862,41.406477,35.240146,29.413148,63.777801,60.286472,53.529063,47.818011,44.524694,35.341729,30.14033,32.187331,82.117627,68.183273,57.421763,48.166066,45.151379,38.30178,34.551608,31.630931,138.316244,49.669792,49.172749,40.574812,40.822912,71.885223,72.850911,35.643353,8.11079,54.931996,53.057208,42.764213,46.85209,-0.900735616,1.078159872,0.786765312,-0.0007686,-0.000511518,19.02885777,1.34909514,0.306609076
742,31.525713,30.984921,30.316698,26.953684,24.243978,20.681825,18.407415,16.622012,63.555434,60.91868,53.613153,46.822423,44.086343,41.183001,35.127817,29.300235,63.594175,60.139377,53.418313,47.706873,44.858982,35.117031,29.763932,31.849362,81.750656,68.329945,57.384931,48.054991,45.188501,37.928455,34.813832,31.706027,138.84414,49.706783,50.356178,40.686554,40.897388,73.351953,73.21748,37.026888,7.996028,54.821338,53.094122,42.838589,46.889155,-0.885509056,1.184447232,0.832245952,-0.000495,-0.000511518,19.03524752,1.35266634,0.306122296
743,31.444963,31.129628,30.273476,26.948053,24.238332,20.676161,18.477773,16.654393,62.925497,61.023506,53.496955,46.81689,44.006531,41.065688,35.309438,29.294616,63.441784,59.913228,53.302046,47.627247,45.113382,34.849234,29.607718,31.618383,81.268149,68.141127,57.305766,48.012436,45.257202,37.474724,34.695867,31.475115,134.367271,48.454085,51.433369,40.207824,40.493277,69.506817,66.98923,36.995098,7.542646,54.568617,53.43182,42.658192,46.820558,-0.581774016,1.184447232,1.363881792,-0.0002196,-0.000268128,19.02246802,1.35129294,0.304904548
744,31.40739,30.941728,30.273476,27.098972,24.276158,20.714109,18.363723,16.692455,62.631591,60.913191,53.533852,46.705649,43.895123,40.991179,35.159673,29.031105,63.368328,59.87645,53.191281,47.664296,45.299022,34.549489,29.306459,31.580816,81.15807,68.104458,57.747732,48.123514,45.331439,37.175852,34.620944,31.512669,130.941139,47.744942,53.79036,39.643205,38.175892,64.62042,63.4234,34.445356,7.498672,54.56311,54.496255,42.652639,46.666746,-0.597000576,0.895938752,1.439815552,-0.000495,-0.000389424,19.02567337,1.35486414,0.305269234
745,31.67598,31.060082,30.24148,27.066875,24.319628,20.719773,18.407415,16.698137,62.343141,60.734811,53.539361,46.711182,43.826391,40.810446,35.315025,27.982033,63.226893,59.955497,53.307555,47.521624,45.37881,34.630024,29.23675,31.736682,81.493789,68.366612,58.747311,48.573266,45.559663,37.629706,34.514142,31.818661,133.389323,49.083334,53.537635,40.803847,37.397354,65.580505,63.575775,37.667557,7.313073,54.6424,56.418683,42.806954,46.820558,-0.445033536,1.032579712,0.528510912,-0.000495,-0.000268128,19.00968852,1.35651294,0.30393019
746,31.901342,31.022502,30.203869,27.066875,24.35745,20.643875,18.483447,16.698137,62.232908,60.66126,53.576257,46.785344,43.826391,40.735921,35.464769,27.567401,63.1167,60.029051,53.381394,47.410462,45.304562,34.74243,29.613336,31.62399,81.934139,68.769938,59.556974,49.091351,45.819413,38.0778,34.514142,32.156492,137.266509,50.414955,53.500741,43.890897,37.173219,67.232152,65.33795,38.115636,7.848717,54.605509,57.560552,42.806954,46.89469,-0.460260096,0.956645952,0.984212992,-0.000495,-0.000511518,18.97132907,1.35458874,0.304051486
747,31.713544,30.947338,30.166256,27.029146,24.35745,20.567972,18.407415,16.736199,62.490112,60.624484,53.391767,46.785344,43.714967,40.586856,35.614492,27.454292,63.079968,59.918719,53.418313,47.336349,45.267436,34.929746,29.914507,31.586423,81.897442,68.623277,59.630566,49.091351,45.745204,37.816434,34.401737,32.419174,136.550699,51.412893,56.118281,47.896387,37.173219,68.332916,66.659026,36.920355,8.26951,54.568617,58.296906,42.620998,46.635209,-0.338746176,1.366668352,1.090500352,-0.000495,-0.000268128,18.97132907,1.35788634,0.30466036
748,31.788667,30.947338,30.128642,26.953684,24.35745,20.643875,18.407415,16.736199,62.747294,60.66126,53.207257,46.785344,43.603533,40.512316,35.65192,27.491996,63.190162,59.808382,53.787451,47.262231,45.267436,34.892286,30.027425,31.62399,81.677264,68.293277,58.710501,48.72131,45.225622,37.256155,34.026968,32.306604,133.695789,51.196703,56.823623,47.012865,39.977231,68.705263,68.828756,36.140829,8.657701,54.463443,58.523257,42.626551,46.492447,-0.323519616,0.789651392,0.938632832,-0.000495,-0.000389424,18.98410857,1.36392894,0.306000202
749,31.707937,30.866559,30.123027,26.872585,24.313982,20.60026,18.401741,16.844694,62.631591,60.692547,53.054124,46.891045,43.52369,40.059413,35.721185,27.222407,63.368328,59.582202,54.00339,47.21964,45.187642,34.624433,30.059446,31.843757,81.855269,67.957779,58.042324,48.419681,44.923082,36.951644,34.058857,32.075823,130.732653,51.276125,54.691961,44.97875,40.765116,67.499976,68.064014,35.809768,8.43393,54.432055,58.712781,42.446121,46.460906,-0.429906496,1.336314752,1.561329472,-0.0007686,-0.000511518,18.94256472,1.36420434,0.307340044
750,31.621594,30.930506,30.111796,26.899054,24.416156,20.626882,18.314353,16.757213,62.767577,60.681569,52.78473,47.065351,43.438293,39.936421,35.672588,27.248858,63.063515,59.534434,53.992375,47.171514,45.213689,34.200987,30.198749,31.832544,82.46819,68.313514,57.884041,48.482659,44.577788,36.940485,33.897726,31.614109,131.446212,52.790427,53.401074,44.013422,40.54165,68.894165,66.52322,32.024601,8.395682,54.321366,59.264777,42.48332,46.312589,-0.612127616,0.485916352,2.290313472,-0.000495,-0.000389424,18.98090322,1.36914894,0.30721795
751,31.557674,30.941728,30.123027,26.834849,24.276158,20.524354,18.363723,16.806636,62.264167,60.692547,52.537339,47.187626,43.48654,40.022127,35.945709,27.448663,63.184678,59.508634,53.89267,47.21964,45.039119,33.837257,30.134715,31.881314,83.213201,68.654467,58.263241,48.56774,44.66315,37.325298,34.021374,31.737967,135.916087,52.747998,52.952748,44.230711,41.243587,70.465929,66.187501,31.493252,8.466468,54.09446,59.958291,42.589357,46.381214,-0.566547456,1.427375552,1.318301632,-0.0007686,-0.000511518,19.00329877,1.37354454,0.306852466
752,31.557674,30.791384,30.085412,26.759373,24.200506,20.524354,18.325704,16.844694,62.815285,60.618995,52.315809,47.113487,43.560838,40.096698,36.095365,27.410957,63.184678,59.582202,53.745033,47.21964,44.704879,33.724757,29.946532,31.768637,83.286612,68.874455,58.520949,48.56774,44.477452,37.58678,34.096339,31.437559,134.523387,52.120274,52.731296,43.896444,41.318036,67.347719,63.360922,31.230281,8.466468,53.799218,57.418748,41.696345,45.453901,-0.475486656,0.744071232,0.437450112,-0.0007686,-2.4738E-05,18.98731392,1.37711574,0.308557792
753,31.632808,30.866559,30.085412,26.759373,24.049185,20.562307,18.325704,16.768577,62.190677,60.508662,52.020389,47.039344,43.52369,40.171265,35.796032,27.599473,63.184678,59.766111,53.486638,47.21964,44.593446,33.612244,29.758315,31.91887,82.552545,68.654467,58.557762,48.197562,44.031663,37.474724,34.096339,31.437559,133.250142,51.460874,52.515326,43.047344,40.243628,70.471405,66.52322,29.129778,8.395682,53.730908,60.221258,42.222904,45.793348,-0.445033536,1.184447232,0.756312192,-0.0002196,-0.000268128,18.96493932,1.37848914,0.308070214
754,31.488142,30.909755,30.05341,26.689526,24.092664,20.492064,18.331379,16.774259,62.085923,60.550929,51.693491,46.970729,43.454938,39.878534,35.3899,27.718195,63.153431,59.734821,53.270635,47.151048,44.413246,33.61784,29.688637,31.924476,81.860745,68.439946,58.673691,48.092017,43.888577,37.405591,34.139413,31.368053,129.632884,50.784638,52.873423,42.813191,39.89713,64.736062,60.59979,27.460765,8.613745,53.68298,59.290586,42.137379,45.745174,-0.414679936,1.062933312,1.789130752,-0.000495,-0.000268128,18.95852862,1.38563154,0.308679088
755,31.49375,30.87778,30.096642,26.732899,24.022646,20.573636,18.337053,16.703819,62.091409,60.593196,51.477359,46.939187,43.274717,39.511124,35.470356,27.912284,63.342566,59.813873,53.091528,47.082453,44.30733,33.698445,29.618953,31.854968,82.379996,69.362019,59.120868,48.430734,44.191366,37.971367,34.632127,32.049498,126.564106,50.901044,53.7276,43.004621,40.349832,60.810114,55.74761,25.806046,8.848919,53.614666,52.772891,40.653644,44.265962,-0.475486656,1.184447232,0.604444672,-0.000495,-0.000389424,18.99049832,1.38975174,0.31026232
756,31.412998,30.834583,30.128642,26.689526,23.979165,20.567972,18.369397,16.660075,61.791931,60.550929,51.508787,46.933654,43.157694,39.169774,35.277586,27.906657,63.263623,59.992274,52.864453,47.076921,44.153159,33.730352,29.538029,31.811804,82.227723,69.393205,58.857737,48.462223,43.888577,37.816434,34.738917,31.968822,133.921461,51.455358,53.65382,42.930273,39.380815,69.548974,64.572593,24.407858,8.657701,53.430093,59.627209,42.21735,45.750713,-0.369099776,1.002226112,0.771538752,-0.000495,-2.4738E-05,18.98090322,1.39112514,0.310384414
757,31.450571,30.721816,30.128642,26.802745,23.941329,20.643875,18.407415,16.660075,61.755179,60.550929,51.915106,47.044876,43.083371,39.132459,35.052924,27.982033,63.263623,60.029051,52.901382,47.113985,44.153159,33.88035,29.23675,31.69912,82.191024,69.466526,58.63688,48.499239,43.814255,37.667054,34.701458,32.11896,135.08787,51.344511,52.842026,43.153303,37.328226,70.906029,65.380134,24.332229,8.42822,53.282421,59.553628,42.142934,45.676516,-0.520967296,0.820004992,0.832245952,-0.000495,-0.000146034,18.96493932,1.39084974,0.310140226
758,31.461786,30.657854,30.139871,26.851745,23.914787,20.655202,18.418763,16.633376,61.50888,60.488351,52.812283,47.167152,43.094469,38.957,34.839394,28.29473,63.531688,60.113582,53.318573,47.162111,44.089928,33.816544,29.021975,31.597637,82.091881,69.25751,58.13245,48.251166,43.639523,36.669371,34.600254,32.092636,132.761401,50.610847,52.995165,42.898648,36.549088,69.371045,63.146053,25.018343,8.166177,53.361768,59.007196,42.074069,45.570753,-0.384326336,0.485916352,0.482930752,-0.000495,-2.4738E-05,18.97451347,1.39469634,0.311357974
759,31.557674,30.528231,30.160641,26.683892,23.935682,20.676161,18.401741,16.654393,60.793979,60.398325,53.533852,47.187626,43.152144,39.089573,34.747711,28.08946,63.515239,60.133887,53.597384,47.108453,44.110455,33.837257,28.816729,31.618383,81.891966,68.984446,57.784559,47.901348,43.028051,36.241351,34.321201,31.850598,128.936849,49.98778,54.365616,42.718305,36.367751,66.881612,60.028019,24.532582,8.363143,53.182678,58.60786,41.967987,45.242328,-0.505840256,0.698491072,0.938632832,-0.000495,-0.000268128,18.95213887,1.39579434,0.311966848
760,31.461786,30.43227,30.215097,26.814009,23.952623,20.655202,18.456779,16.633376,61.545635,60.378012,53.882413,47.278355,43.243108,39.143594,34.61464,28.144018,63.384777,60.113582,53.761555,47.199173,44.015604,33.704041,29.021975,31.447358,82.312073,69.440816,58.242907,48.103072,42.933138,36.108507,34.225555,31.980031,129.38703,50.6903,55.618952,43.424551,36.330363,67.432065,59.071817,24.986193,8.171888,53.145756,58.791882,41.930772,45.168102,-0.505840256,0.759297792,0.604444672,-0.000495,-0.000268128,18.93296962,1.39689414,0.311602162
761,31.418606,30.501857,30.284704,26.695159,23.90914,20.687488,18.489121,16.513498,60.804956,60.335742,53.987571,47.272824,43.311873,39.026073,34.571586,28.138393,63.269107,60.218415,53.460738,47.378936,44.010059,33.660942,29.430678,31.329027,83.040631,70.0952,58.86323,48.245639,43.001964,36.551641,34.145006,32.124564,132.616656,52.279022,56.171624,44.872945,36.517289,69.009694,62.306703,24.910605,7.712822,53.071909,59.196678,42.042413,45.353659,-0.581774016,0.531496512,0.513383872,-0.000495,-0.000146034,18.93615402,1.39799214,0.311602162
762,31.418606,30.501857,30.322312,26.619673,23.833462,20.649539,18.451106,16.58963,60.768191,60.151831,54.024458,47.235757,43.386181,38.988753,34.571586,27.987659,63.158915,60.071317,53.054603,47.304821,43.861397,33.58593,29.581301,31.028372,83.297566,70.241827,58.86323,48.28266,43.187884,36.738552,33.957593,31.974426,134.335264,51.196703,56.197462,44.936093,36.319197,69.622335,63.764862,24.180955,7.701398,52.876255,59.148896,42.068515,45.268359,-0.627354176,1.184447232,2.047285632,-0.0007686,9.7356E-05,18.93296962,1.40018994,0.312211036
763,31.461786,30.43227,30.403138,26.587561,23.83911,20.5793,18.418763,16.557246,61.398613,60.120536,53.95619,47.204221,43.20595,38.919678,34.539712,27.804838,62.944003,59.819363,52.764679,47.162111,43.718263,33.403975,29.436296,30.770839,82.9727,69.84407,58.390173,48.103072,43.044699,36.818886,33.888213,31.642144,130.695106,49.90829,55.6503,43.34468,35.988232,66.766035,61.309129,23.808329,7.898397,52.807907,58.712781,41.925216,45.199675,-0.703287936,0.804778432,1.242367872,-0.0002196,-2.4738E-05,18.90738967,1.40128794,0.313672174
764,31.354672,30.437882,30.333539,26.593194,23.844757,20.736762,18.462453,16.562928,61.073272,60.052456,53.924808,47.172683,43.100018,38.925246,34.545303,27.546584,62.802548,59.383457,52.696323,46.982318,43.798151,33.259507,29.027595,30.814046,82.794661,69.519611,58.101124,47.812367,42.827115,36.488029,33.893807,31.64775,127.656366,49.686361,53.917545,42.303684,35.950831,64.269646,59.287022,24.678162,7.898397,52.697112,58.087018,41.925216,45.236788,-0.688061376,1.974038912,2.168799552,-0.000495,9.7356E-05,18.94895447,1.40623254,0.313184596
765,31.349064,30.46987,30.327925,26.700791,23.801269,20.617251,18.494794,16.51918,61.50888,59.936609,53.808633,47.093012,42.908645,38.882354,34.464778,27.390137,62.650118,59.267604,53.244731,46.976787,43.829775,33.103824,28.908951,30.733242,82.935997,69.624116,57.985165,47.73277,42.635589,36.108507,33.775742,31.379268,128.331189,49.205398,52.183047,41.67121,36.250001,65.297771,58.183316,23.997482,7.70711,52.734045,58.271085,41.962431,45.273899,-0.657707776,2.976205312,1.060146752,-0.0002196,-2.4738E-05,18.94574912,1.40650794,0.313184596
766,31.279518,30.475483,30.333539,26.706423,23.920433,20.584963,18.462453,16.524862,61.073272,59.905311,53.703463,47.061471,42.914195,38.887923,34.283013,27.433472,62.692339,59.199518,53.69324,46.945251,43.686637,32.996844,28.537737,30.513243,83.30852,69.812886,57.99066,47.886431,42.492339,36.076688,34.268623,31.309757,132.541482,50.098726,52.889957,41.676767,36.55467,67.909073,59.880936,23.700471,7.559784,52.665691,58.865487,42.079624,45.242328,-0.597000576,1.867751552,3.945729152,-0.0002196,0.000340746,18.94256472,1.40788134,0.311966848
767,31.424213,30.46987,30.365532,26.738532,23.914787,20.5793,18.456779,16.51918,60.589846,59.899821,53.661063,46.944719,42.834308,38.770376,34.127512,27.465549,62.576642,59.157236,53.872283,46.90265,43.681091,32.803588,28.192846,30.507631,83.229632,69.990702,57.727393,47.843871,42.22634,35.397663,34.487858,31.679692,135.136745,50.061745,54.47624,42.56957,37.227314,70.073435,61.461615,23.019186,7.559784,52.591822,59.049488,41.930772,45.168102,-0.672934336,1.062933312,4.462138432,-0.000495,0.000340746,18.95213887,1.40898114,0.313184596
768,31.193142,30.501857,30.359919,26.657416,23.871301,20.573636,18.451106,16.513498,60.143102,59.857543,53.471074,46.902111,42.680068,38.690147,34.046956,27.422215,62.350718,59.004579,53.903684,46.711757,43.601195,32.835522,28.375718,31.028372,82.893817,69.581982,57.279926,47.430927,41.848619,34.905437,34.894331,31.298541,133.36856,49.839839,54.32874,42.123252,37.712857,68.899642,60.285391,22.072268,7.559784,52.628757,58.460631,41.81912,44.908277,-0.566547456,0.911065792,1.227141312,-0.0007686,0.00070623,18.90420527,1.41062814,0.31379347
769,31.193142,30.426657,30.435129,26.770639,23.946976,20.573636,18.413089,16.58963,60.547589,59.894331,53.212766,46.716716,42.456999,38.690147,33.897014,27.459921,62.387459,59.004579,53.645313,46.785904,43.564019,32.797987,28.677243,31.59203,82.673602,68.995397,56.948384,47.134547,41.401862,34.418578,34.781965,30.922862,130.068118,49.105433,53.670346,41.310125,37.270249,66.483382,57.826283,21.395657,7.718534,52.560399,58.061194,41.675791,44.728198,-0.429906496,2.186613632,3.080104192,-0.0007686,0.000584136,18.94895447,1.41365034,0.314158954
770,31.27391,30.43227,30.403138,26.700791,23.914787,20.465437,18.456779,16.595312,60.44277,59.531917,52.996837,46.648084,42.27663,38.658386,33.790139,27.503253,62.319461,59.267604,53.392411,46.754364,43.532389,32.803588,28.833594,31.597637,83.156221,69.147524,57.322257,47.399413,41.48189,34.536541,34.675179,30.778164,130.593675,49.031419,54.371122,42.2404,37.531712,67.070582,59.776109,20.675047,7.680275,52.523462,57.987562,41.675791,44.616812,-0.460260096,1.731110592,2.457407552,-0.0007686,0.00070623,18.90738967,1.41090354,0.314889922
771,31.317096,30.362677,30.446354,26.668682,23.95827,20.509056,18.424437,16.67712,61.073272,59.427025,52.743966,46.6907,42.393738,38.626623,33.758242,27.621985,62.324946,59.273095,53.065621,46.722822,43.389216,32.809188,28.801535,31.415392,83.859138,69.556271,57.843365,47.812367,41.636373,34.617039,34.755687,30.445505,134.647504,49.728874,54.697467,43.164403,37.974215,69.303157,64.363287,20.441728,7.789338,52.222429,58.166142,41.670235,44.499873,-0.460260096,0.501142912,1.303075072,-0.0007686,0.000584136,18.88822042,1.40788134,0.31379347
772,31.279518,30.325072,30.408751,26.517702,23.920433,20.509056,18.500468,16.715182,60.999749,59.279841,52.559384,46.579448,42.356554,38.551955,33.833225,28.111961,62.104487,59.236307,52.991768,46.685747,43.166104,32.659039,28.763853,31.377818,84.00598,69.299647,58.027482,47.8494,41.673601,34.542132,34.530916,30.445505,135.055851,49.464398,54.581351,42.378071,37.669939,69.040901,63.5133,21.043046,7.592332,51.958289,57.976571,41.478545,44.271507,-0.460260096,1.017353152,1.424588992,-0.0007686,0.000584136,18.88180972,1.40980374,0.312211036
773,31.086001,30.281853,30.290317,26.512068,23.914787,20.503392,18.380746,16.671439,60.810444,59.237552,52.443113,46.536829,42.202253,38.471711,33.490163,27.91791,61.841778,59.194026,52.912402,46.643138,42.974596,32.578355,28.645179,30.921214,83.486576,68.817554,57.727393,47.769805,41.444655,34.049514,34.300505,30.627834,131.833098,47.216864,53.264502,40.90057,35.812387,66.740292,62.642804,21.168144,7.79505,51.821512,57.545716,41.45243,44.282596,-0.369099776,1.609596672,0.285483072,-0.0007686,0.00070623,18.88180972,1.40980374,0.312088942
774,31.166777,30.362677,30.333539,26.404453,23.95827,20.509056,18.424437,16.67712,60.558566,59.279841,52.37478,46.579448,41.910254,38.327921,33.458256,27.923536,61.663517,58.868389,52.844052,46.611594,42.682553,32.621498,28.537737,30.663655,83.161698,68.493041,57.364587,47.590151,41.3385,33.980161,33.743844,30.25753,129.086896,44.948962,51.043515,39.926393,34.084737,64.568909,59.807391,21.882789,7.942365,51.594264,57.098278,41.335175,43.979894,-0.186878656,1.351441792,0.756312192,-0.0007686,0.000584136,18.86903022,1.40623254,0.310627804
775,31.241939,30.287466,30.183099,26.291192,23.844757,20.509056,18.38642,16.639057,60.705636,59.279841,52.227082,46.468187,41.76145,38.290578,33.420752,27.772771,61.626766,58.61081,52.770189,46.537437,42.384887,32.471322,28.386965,30.475637,83.381932,68.823029,57.143574,47.812367,41.450211,34.354841,32.73104,29.994309,129.869253,45.314572,50.113949,39.734461,33.591968,63.535079,59.397362,23.656983,8.127925,51.625707,56.724421,41.329617,44.011497,0.041022144,1.062933312,0.346289792,-0.000495,0.000584136,18.90420527,1.40788134,0.311723458
776,31.129194,30.362677,30.145485,26.328947,23.882596,20.509056,18.424437,16.562928,60.852697,59.022245,52.00551,46.468187,41.426573,38.141191,33.458256,27.395766,61.553264,58.353201,52.733257,46.574516,42.422099,32.433775,28.236172,30.701255,83.602175,69.299647,57.327753,48.034547,41.636373,34.429761,32.092853,30.182331,133.342182,45.998987,51.091498,39.937522,34.170854,65.277499,62.133982,23.25763,8.298063,51.605294,56.814594,41.34629,43.916686,0.177663104,0.455562752,-0.139765888,-0.001044,0.000584136,18.86903022,1.40348574,0.311845552
777,30.978849,30.325072,30.070254,26.404453,23.882596,20.54701,18.500468,16.524862,60.595335,58.76462,51.562273,46.431098,41.166047,38.17854,33.458256,27.207213,61.406252,58.095562,52.659389,46.500357,42.533729,32.358677,28.160768,30.889233,83.52876,69.336308,57.364587,48.1086,41.636373,34.766837,31.942635,30.219931,135.938569,46.851784,51.719511,39.974791,35.855377,66.782471,64.264111,23.522567,8.336313,51.457455,56.704078,41.197345,43.619442,0.147309504,0.637783872,-0.154892928,-0.001044,0.00046284,18.92337452,1.40293674,0.311602162
778,31.059633,30.330685,30.038251,26.485586,24.001751,20.476765,18.468126,16.492477,60.600823,58.659692,51.087473,46.362451,40.985479,38.221459,33.388843,27.175128,61.264718,58.248282,52.554091,46.542971,42.502071,32.251622,28.204095,31.233116,82.763434,68.681845,56.706975,47.55864,41.381295,34.585176,31.760438,29.849483,132.691832,46.507077,51.523797,40.410803,35.657166,65.266538,62.12301,23.322031,8.669121,51.409462,56.103552,40.962774,43.311029,0.253696384,0.379628992,-0.777589568,-0.0007686,0.00046284,18.90420527,1.40101434,0.310627804
