s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 2.6024910E+001, 1.9984936E+001, 1.9972767E+001, 1.9985710E+001, 6.8839476E-003, 3.7627015E-003, 8.7145343E-003, 1.9984428E+001, 1.9972414E+001, 1.9983160E+001, 4.3397401E-003, 2.4567097E-003, 1.7107930E-003,-4.2402293E-004,-9.7009465E-003, 1.9980455E+001,-5.3133070E-003,-1.8326443E-002, 1.9969385E+001,-3.7791817E-003,-3.1374954E-002, 1.9955084E+001,-4.2314054E-003,-3.6483034E-002, 1.9950256E+001,-8.9878676E-004,-4.0968496E-002, 1.9949383E+001,-2.2781915E-003,-4.2497963E-002, 1.9951019E+001, 1.3540307E-003,-4.1166306E-002, 1.9953588E+001, 3.8377121E-003,-4.0152255E-002, 1.9955408E+001
 2.7011027E+001, 1.9984961E+001, 1.9972847E+001, 1.9985657E+001, 7.4442178E-003, 4.3425867E-003, 9.0959389E-003, 1.9984425E+001, 1.9972404E+001, 1.9983162E+001, 4.4772993E-003, 2.4798173E-003, 1.5256573E-003, 3.7297234E-004,-9.1810608E-003, 1.9981104E+001,-4.8740227E-003,-1.7706411E-002, 1.9970684E+001,-3.4868075E-003,-3.0730281E-002, 1.9956951E+001,-3.7348550E-003,-3.6336429E-002, 1.9951836E+001,-1.0397744E-003,-4.0967561E-002, 1.9950769E+001,-1.7612186E-003,-4.3569632E-002, 1.9951658E+001, 1.9150007E-003,-4.2075627E-002, 1.9954317E+001, 4.7240532E-003,-4.1613445E-002, 1.9956020E+001
 2.8040019E+001, 1.9984991E+001, 1.9972942E+001, 1.9985600E+001, 8.4800022E-003, 5.5370261E-003, 9.8532494E-003, 1.9984419E+001, 1.9972397E+001, 1.9983170E+001, 4.5115249E-003, 2.4387559E-003, 1.4891697E-003, 9.1563852E-004,-8.6119156E-003, 1.9981695E+001,-4.5942650E-003,-1.7034316E-002, 1.9971920E+001,-3.3861345E-003,-2.9956808E-002, 1.9958784E+001,-3.3742988E-003,-3.6130164E-002, 1.9953445E+001,-1.3649020E-003,-4.0798187E-002, 1.9952179E+001,-1.2965730E-003,-4.4480260E-002, 1.9952364E+001, 2.3016823E-003,-4.2987254E-002, 1.9955015E+001, 5.4532760E-003,-4.3006312E-002, 1.9956684E+001
 2.9026136E+001, 1.9985035E+001, 1.9973049E+001, 1.9985540E+001, 8.9604650E-003, 6.3389642E-003, 1.0249539E-002, 1.9984415E+001, 1.9972391E+001, 1.9983181E+001, 4.3293885E-003, 2.2586321E-003, 1.7343449E-003, 8.8567194E-004,-8.0578094E-003, 1.9982189E+001,-4.7366158E-003,-1.6371084E-002, 1.9973049E+001,-3.7052403E-003,-2.9120851E-002, 1.9960531E+001,-3.3962652E-003,-3.5865754E-002, 1.9955050E+001,-2.0476931E-003,-4.0507987E-002, 1.9953550E+001,-1.1057822E-003,-4.5171361E-002, 1.9953163E+001, 2.3044476E-003,-4.3898515E-002, 1.9955593E+001, 5.8039194E-003,-4.4287246E-002, 1.9957394E+001
 3.0012252E+001, 1.9985086E+001, 1.9973158E+001, 1.9985479E+001, 8.9235157E-003, 6.6591124E-003, 1.0288158E-002, 1.9984411E+001, 1.9972391E+001, 1.9983206E+001, 4.1693612E-003, 2.1016388E-003, 1.9899460E-003, 4.3563489E-004,-7.6025836E-003, 1.9982559E+001,-5.1615760E-003,-1.5809590E-002, 1.9974039E+001,-4.2925226E-003,-2.8320305E-002, 1.9962141E+001,-3.6692659E-003,-3.5586029E-002, 1.9956610E+001,-2.8996924E-003,-4.0180162E-002, 1.9954842E+001,-1.0486263E-003,-4.5664057E-002, 1.9954050E+001, 2.0902988E-003,-4.4827618E-002, 1.9956074E+001, 5.9340908E-003,-4.5471653E-002, 1.9958109E+001
 3.1041244E+001, 1.9985147E+001, 1.9973270E+001, 1.9985418E+001, 9.2853969E-003, 7.2935126E-003, 1.0567138E-002, 1.9984406E+001, 1.9972391E+001, 1.9983238E+001, 4.1480600E-003, 2.0505677E-003, 2.0829891E-003, 2.4126405E-004,-7.2108810E-003, 1.9982838E+001,-5.3100022E-003,-1.5317983E-002, 1.9974945E+001,-4.6534357E-003,-2.7536985E-002, 1.9963682E+001,-3.7166097E-003,-3.5277400E-002, 1.9958176E+001,-3.4465310E-003,-3.9830554E-002, 1.9956139E+001,-6.6609529E-004,-4.5996018E-002, 1.9955038E+001, 2.1306081E-003,-4.5806188E-002, 1.9956587E+001, 6.3098455E-003,-4.6643715E-002, 1.9958817E+001
 3.2027361E+001, 1.9985220E+001, 1.9973389E+001, 1.9985357E+001, 1.0070203E-002, 8.2821939E-003, 1.1089323E-002, 1.9984402E+001, 1.9972393E+001, 1.9983276E+001, 4.2013801E-003, 2.0358732E-003, 2.0889894E-003, 7.9436903E-004,-6.7978543E-003, 1.9983068E+001,-4.7794711E-003,-1.4806896E-002, 1.9975788E+001,-4.4280188E-003,-2.6739208E-002, 1.9965128E+001,-3.2121520E-003,-3.4885872E-002, 1.9959700E+001,-3.3295762E-003,-3.9435081E-002, 1.9957438E+001, 3.1070266E-004,-4.6103138E-002, 1.9956085E+001, 2.7354897E-003,-4.6721801E-002, 1.9957178E+001, 7.1914652E-003,-4.7735494E-002, 1.9959486E+001
 3.3013478E+001, 1.9985304E+001, 1.9973511E+001, 1.9985294E+001, 1.0828807E-002, 9.2366775E-003, 1.1549107E-002, 1.9984398E+001, 1.9972397E+001, 1.9983318E+001, 4.3258891E-003, 2.0710784E-003, 2.0022169E-003, 1.7732247E-003,-6.3306922E-003, 1.9983282E+001,-3.8394700E-003,-1.4231452E-002, 1.9976582E+001,-3.8394588E-003,-2.5936959E-002, 1.9966450E+001,-2.3815138E-003,-3.4389999E-002, 1.9961143E+001,-2.7449203E-003,-3.8994513E-002, 1.9958693E+001, 1.6202694E-003,-4.5946594E-002, 1.9957178E+001, 3.6994300E-003,-4.7462545E-002, 1.9957850E+001, 8.3251307E-003,-4.8665162E-002, 1.9960127E+001
 3.4042469E+001, 1.9985401E+001, 1.9973639E+001, 1.9985226E+001, 1.1507868E-002, 1.0147708E-002, 1.1958734E-002, 1.9984394E+001, 1.9972399E+001, 1.9983364E+001, 4.4700331E-003, 2.1540271E-003, 1.9227923E-003, 2.6489019E-003,-5.8227433E-003, 1.9983494E+001,-2.9258339E-003,-1.3596673E-002, 1.9977356E+001,-3.2721781E-003,-2.5147144E-002, 1.9967716E+001,-1.5837247E-003,-3.3796716E-002, 1.9962574E+001,-2.0566685E-003,-3.8533047E-002, 1.9959946E+001, 2.9107649E-003,-4.5570903E-002, 1.9958391E+001, 4.7036153E-003,-4.8042957E-002, 1.9958630E+001, 9.3722586E-003,-4.9481090E-002, 1.9960796E+001
 3.5028586E+001, 1.9985506E+001, 1.9973766E+001, 1.9985157E+001, 1.2002921E-002, 1.0901732E-002, 1.2245473E-002, 1.9984392E+001, 1.9972403E+001, 1.9983412E+001, 4.6295230E-003, 2.2529138E-003, 1.8411410E-003, 3.3599685E-003,-5.2488474E-003, 1.9983694E+001,-2.1218602E-003,-1.2876862E-002, 1.9978073E+001,-2.8101185E-003,-2.4351452E-002, 1.9968916E+001,-9.2092098E-004,-3.3074766E-002, 1.9963947E+001,-1.3933330E-003,-3.8018771E-002, 1.9961176E+001, 4.0186793E-003,-4.4994351E-002, 1.9959684E+001, 5.6209373E-003,-4.8392791E-002, 1.9959515E+001, 1.0186546E-002,-5.0136782E-002, 1.9961502E+001
 3.6014703E+001, 1.9985607E+001, 1.9973894E+001, 1.9985092E+001, 1.2810785E-002, 1.1970332E-002, 1.2753633E-002, 1.9984388E+001, 1.9972406E+001, 1.9983463E+001, 4.6255793E-003, 2.2485009E-003, 1.9728914E-003, 3.4989961E-003,-4.6803653E-003, 1.9983871E+001,-1.7794571E-003,-1.2152912E-002, 1.9978716E+001,-2.7465988E-003,-2.3612600E-002, 1.9970024E+001,-6.7845499E-004,-3.2292206E-002, 1.9965221E+001,-1.0625279E-003,-3.7488837E-002, 1.9962368E+001, 4.6471828E-003,-4.4326793E-002, 1.9960981E+001, 6.1806133E-003,-4.8533175E-002, 1.9960468E+001, 1.0505443E-002,-5.0649796E-002, 1.9962233E+001
 3.7000820E+001, 1.9985704E+001, 1.9974028E+001, 1.9985039E+001, 1.3091363E-002, 1.2612428E-002, 1.2961479E-002, 1.9984385E+001, 1.9972410E+001, 1.9983522E+001, 4.5006638E-003, 2.1731115E-003, 2.2587194E-003, 2.8615585E-003,-4.1833641E-003, 1.9984015E+001,-2.0761830E-003,-1.1495947E-002, 1.9979290E+001,-3.2311655E-003,-2.2951271E-002, 1.9971062E+001,-9.9583576E-004,-3.1489987E-002, 1.9966423E+001,-1.2309790E-003,-3.6945064E-002, 1.9963530E+001, 4.6717767E-003,-4.3645687E-002, 1.9962252E+001, 6.2621534E-003,-4.8510987E-002, 1.9961466E+001, 1.0230228E-002,-5.1046364E-002, 1.9963001E+001
 3.8029811E+001, 1.9985794E+001, 1.9974169E+001, 1.9984991E+001, 1.2347982E-002, 1.2281883E-002, 1.2437321E-002, 1.9984379E+001, 1.9972418E+001, 1.9983591E+001, 4.1726548E-003, 2.0200894E-003, 2.8445350E-003, 1.8074444E-003,-3.7932133E-003, 1.9984112E+001,-2.7114484E-003,-1.0945777E-002, 1.9979805E+001,-3.9815484E-003,-2.2364842E-002, 1.9972046E+001,-1.5987523E-003,-3.0681353E-002, 1.9967587E+001,-1.6474403E-003,-3.6364328E-002, 1.9964663E+001, 4.3743355E-003,-4.2973448E-002, 1.9963480E+001, 6.1463984E-003,-4.8340894E-002, 1.9962494E+001, 9.6577583E-003,-5.1293347E-002, 1.9963806E+001
 3.9015928E+001, 1.9985872E+001, 1.9974308E+001, 1.9984947E+001, 1.2278594E-002, 1.2508034E-002, 1.2316557E-002, 1.9984373E+001, 1.9972429E+001, 1.9983673E+001, 4.0208860E-003, 1.9948587E-003, 3.2290667E-003, 1.1145278E-003,-3.5149266E-003, 1.9984167E+001,-3.0409924E-003,-1.0523980E-002, 1.9980251E+001,-4.4093323E-003,-2.1886623E-002, 1.9972965E+001,-1.9249937E-003,-2.9930139E-002, 1.9968691E+001,-1.7769067E-003,-3.5795290E-002, 1.9965746E+001, 4.3059592E-003,-4.2383239E-002, 1.9964640E+001, 6.3510048E-003,-4.8111770E-002, 1.9963530E+001, 9.3304887E-003,-5.1417146E-002, 1.9964615E+001
 4.0002045E+001, 1.9985947E+001, 1.9974443E+001, 1.9984913E+001, 1.3398086E-002, 1.3784188E-002, 1.2970048E-002, 1.9984365E+001, 1.9972437E+001, 1.9983755E+001, 4.3792501E-003, 2.1271207E-003, 2.9276581E-003, 1.4279273E-003,-3.2396375E-003, 1.9984211E+001,-2.5396610E-003,-1.0117363E-002, 1.9980650E+001,-4.0608253E-003,-2.1452945E-002, 1.9973810E+001,-1.5482724E-003,-2.9192669E-002, 1.9969715E+001,-1.2168878E-003,-3.5199534E-002, 1.9966782E+001, 4.8766988E-003,-4.1826203E-002, 1.9965742E+001, 7.2165942E-003,-4.7802679E-002, 1.9964567E+001, 9.6118469E-003,-5.1360082E-002, 1.9965418E+001
 4.1031036E+001, 1.9986019E+001, 1.9974581E+001, 1.9984890E+001, 1.4170689E-002, 1.4743103E-002, 1.3362342E-002, 1.9984358E+001, 1.9972445E+001, 1.9983833E+001, 4.6719504E-003, 2.3103144E-003, 2.7652141E-003, 2.1880507E-003,-2.8944539E-003, 1.9984268E+001,-1.6589414E-003,-9.6280444E-003, 1.9981031E+001,-3.3447796E-003,-2.0988237E-002, 1.9974623E+001,-8.5811527E-004,-2.8375914E-002, 1.9970707E+001,-3.3790720E-004,-3.4478586E-002, 1.9967833E+001, 5.7517975E-003,-4.1178390E-002, 1.9966858E+001, 8.3519276E-003,-4.7293764E-002, 1.9965668E+001, 1.0117737E-002,-5.0984625E-002, 1.9966270E+001
 4.2017153E+001, 1.9986084E+001, 1.9974720E+001, 1.9984871E+001, 1.4167664E-002, 1.4996822E-002, 1.3253292E-002, 1.9984350E+001, 1.9972452E+001, 1.9983912E+001, 4.7696778E-003, 2.4093874E-003, 2.8401767E-003, 2.3086602E-003,-2.5489402E-003, 1.9984337E+001,-1.3114141E-003,-9.1274716E-003, 1.9981384E+001,-3.0662245E-003,-2.0538233E-002, 1.9975388E+001,-6.2605442E-004,-2.7542692E-002, 1.9971643E+001, 1.0461130E-004,-3.3671517E-002, 1.9968859E+001, 6.2281452E-003,-4.0489633E-002, 1.9967943E+001, 8.9934235E-003,-4.6624713E-002, 1.9966799E+001, 1.0162215E-002,-5.0306950E-002, 1.9967175E+001
 4.3003270E+001, 1.9986135E+001, 1.9974861E+001, 1.9984850E+001, 1.4280028E-002, 1.5332185E-002, 1.3242573E-002, 1.9984341E+001, 1.9972460E+001, 1.9983986E+001, 4.8334370E-003, 2.4866799E-003, 2.9413684E-003, 1.5053301E-003,-2.2845559E-003, 1.9984386E+001,-1.7573868E-003,-8.7115625E-003, 1.9981691E+001,-3.4599674E-003,-2.0151764E-002, 1.9976091E+001,-1.0805929E-003,-2.6773997E-002, 1.9972511E+001,-1.2044983E-004,-3.2853555E-002, 1.9969814E+001, 6.1085643E-003,-3.9864127E-002, 1.9968929E+001, 8.9044198E-003,-4.5922458E-002, 1.9967911E+001, 9.5946435E-003,-4.9460743E-002, 1.9968100E+001
 4.4032262E+001, 1.9986179E+001, 1.9975018E+001, 1.9984829E+001, 1.4485390E-002, 1.5745137E-002, 1.3323025E-002, 1.9984331E+001, 1.9972469E+001, 1.9984062E+001, 4.6646246E-003, 2.4163793E-003, 3.2986342E-003, 2.3907077E-004,-2.1054803E-003, 1.9984409E+001,-2.6215431E-003,-8.3889421E-003, 1.9981960E+001,-4.2010904E-003,-1.9810777E-002, 1.9976768E+001,-1.9180758E-003,-2.6053680E-002, 1.9973349E+001,-7.0985500E-004,-3.2019399E-002, 1.9970730E+001, 5.7101836E-003,-3.9320614E-002, 1.9969852E+001, 8.3778100E-003,-4.5226309E-002, 1.9969019E+001, 8.7439828E-003,-4.8509210E-002, 1.9969065E+001
 4.5018379E+001, 1.9986219E+001, 1.9975182E+001, 1.9984808E+001, 1.3974180E-002, 1.5501535E-002, 1.2969468E-002, 1.9984318E+001, 1.9972479E+001, 1.9984142E+001, 4.4029132E-003, 2.3180835E-003, 3.7710136E-003,-1.1182245E-003,-2.0022066E-003, 1.9984390E+001,-3.6041264E-003,-8.1553487E-003, 1.9982189E+001,-5.0288360E-003,-1.9501006E-002, 1.9977409E+001,-2.8836462E-003,-2.5378974E-002, 1.9974152E+001,-1.4180945E-003,-3.1185439E-002, 1.9971590E+001, 5.2712569E-003,-3.8858708E-002, 1.9970705E+001, 7.6472634E-003,-4.4541616E-002, 1.9970074E+001, 7.8797964E-003,-4.7509156E-002, 1.9970030E+001
 4.6004495E+001, 1.9986252E+001, 1.9975344E+001, 1.9984783E+001, 1.3135963E-002, 1.4962438E-002, 1.2434014E-002, 1.9984304E+001, 1.9972490E+001, 1.9984224E+001, 4.2521870E-003, 2.2973684E-003, 4.1305739E-003,-2.5813752E-003,-2.0346602E-003, 1.9984333E+001,-4.6942816E-003,-8.0772843E-003, 1.9982382E+001,-5.9125014E-003,-1.9284595E-002, 1.9978001E+001,-3.9215931E-003,-2.4814539E-002, 1.9974907E+001,-2.1830136E-003,-3.0434452E-002, 1.9972389E+001, 4.8482544E-003,-3.8527064E-002, 1.9971468E+001, 6.8062390E-003,-4.3914381E-002, 1.9971037E+001, 7.0941756E-003,-4.6565250E-002, 1.9970953E+001
 4.7033487E+001, 1.9986282E+001, 1.9975510E+001, 1.9984753E+001, 1.2591293E-002, 1.4683382E-002, 1.2071970E-002, 1.9984291E+001, 1.9972500E+001, 1.9984306E+001, 4.3078857E-003, 2.3453280E-003, 4.2570909E-003,-3.7888573E-003,-2.1813170E-003, 1.9984247E+001,-5.5770152E-003,-8.1265457E-003, 1.9982559E+001,-6.5725581E-003,-1.9132920E-002, 1.9978577E+001,-4.7618547E-003,-2.4317045E-002, 1.9975657E+001,-2.7310320E-003,-2.9732147E-002, 1.9973175E+001, 4.7007361E-003,-3.8295511E-002, 1.9972183E+001, 6.1369324E-003,-4.3299202E-002, 1.9971951E+001, 6.6371979E-003,-4.5674313E-002, 1.9971865E+001
 4.8019604E+001, 1.9986311E+001, 1.9975676E+001, 1.9984713E+001, 1.2490331E-002, 1.4777360E-002, 1.1935401E-002, 1.9984276E+001, 1.9972509E+001, 1.9984386E+001, 4.4632996E-003, 2.4272245E-003, 4.2796326E-003,-4.1199257E-003,-2.3329193E-003, 1.9984161E+001,-5.7415343E-003,-8.1822602E-003, 1.9982729E+001,-6.5799584E-003,-1.8955871E-002, 1.9979126E+001,-4.9854489E-003,-2.3809658E-002, 1.9976383E+001,-2.6680464E-003,-2.9015310E-002, 1.9973938E+001, 5.1597911E-003,-3.8072612E-002, 1.9972870E+001, 6.0274093E-003,-4.2614233E-002, 1.9972807E+001, 6.8277428E-003,-4.4797741E-002, 1.9972740E+001
 4.9005721E+001, 1.9986338E+001, 1.9975838E+001, 1.9984671E+001, 1.2694416E-002, 1.5135364E-002, 1.1983664E-002, 1.9984261E+001, 1.9972517E+001, 1.9984461E+001, 4.6197274E-003, 2.5222416E-003, 4.3130675E-003,-3.7839334E-003,-2.4388463E-003, 1.9984104E+001,-5.3583044E-003,-8.1846341E-003, 1.9982893E+001,-6.0973973E-003,-1.8730050E-002, 1.9979635E+001,-4.7328942E-003,-2.3282716E-002, 1.9977068E+001,-2.1386275E-003,-2.8275181E-002, 1.9974661E+001, 6.0306448E-003,-3.7801236E-002, 1.9973545E+001, 6.3577672E-003,-4.1824549E-002, 1.9973604E+001, 7.4619297E-003,-4.3898441E-002, 1.9973572E+001
 5.0034712E+001, 1.9986364E+001, 1.9976004E+001, 1.9984621E+001, 1.2433701E-002, 1.5109075E-002, 1.1798642E-002, 1.9984243E+001, 1.9972527E+001, 1.9984529E+001, 4.8101540E-003, 2.6440008E-003, 4.3141618E-003,-3.6221284E-003,-2.5358738E-003, 1.9984072E+001,-5.1171505E-003,-8.1618698E-003, 1.9983057E+001,-5.7287551E-003,-1.8471608E-002, 1.9980129E+001,-4.5817452E-003,-2.2741022E-002, 1.9977739E+001,-1.6946329E-003,-2.7500028E-002, 1.9975378E+001, 6.7608366E-003,-3.7446868E-002, 1.9974251E+001, 6.6230833E-003,-4.0902007E-002, 1.9974392E+001, 7.9897568E-003,-4.2915680E-002, 1.9974413E+001
 5.1020829E+001, 1.9986385E+001, 1.9976160E+001, 1.9984564E+001, 1.0845577E-002, 1.3947292E-002, 1.0878185E-002, 1.9984226E+001, 1.9972534E+001, 1.9984596E+001, 4.8323534E-003, 2.6969064E-003, 4.4627795E-003,-4.1056830E-003,-2.6589774E-003, 1.9984056E+001,-5.4185120E-003,-8.1537943E-003, 1.9983215E+001,-5.8357678E-003,-1.8198255E-002, 1.9980595E+001,-4.8717228E-003,-2.2209564E-002, 1.9978388E+001,-1.6848358E-003,-2.6724171E-002, 1.9976068E+001, 6.9908062E-003,-3.7013181E-002, 1.9974949E+001, 6.5318686E-003,-3.9906926E-002, 1.9975155E+001, 8.0794562E-003,-4.1892394E-002, 1.9975250E+001
 5.2006946E+001, 1.9986403E+001, 1.9976295E+001, 1.9984501E+001, 8.9803087E-003, 1.2544958E-002, 9.7931763E-003, 1.9984207E+001, 1.9972542E+001, 1.9984657E+001, 4.6566855E-003, 2.6591488E-003, 4.7977772E-003,-4.9654148E-003,-2.8055336E-003, 1.9984051E+001,-6.0485178E-003,-8.1648445E-003, 1.9983364E+001,-6.2384936E-003,-1.7900031E-002, 1.9981030E+001,-5.4256395E-003,-2.1686323E-002, 1.9979012E+001,-1.9576945E-003,-2.5963293E-002, 1.9976719E+001, 6.8651494E-003,-3.6509957E-002, 1.9975609E+001, 6.2637939E-003,-3.8906466E-002, 1.9975870E+001, 7.8888377E-003,-4.0884543E-002, 1.9976061E+001
 5.3035937E+001, 1.9986418E+001, 1.9976425E+001, 1.9984426E+001, 9.0690581E-003, 1.2824547E-002, 9.8845605E-003, 1.9984188E+001, 1.9972549E+001, 1.9984715E+001, 4.6262918E-003, 2.6731461E-003, 5.0103921E-003,-5.7726861E-003,-2.9918500E-003, 1.9984064E+001,-6.6379951E-003,-8.2150921E-003, 1.9983511E+001,-6.5975999E-003,-1.7589794E-002, 1.9981464E+001,-5.9175962E-003,-2.1182658E-002, 1.9979635E+001,-2.1895820E-003,-2.5231449E-002, 1.9977360E+001, 6.7119664E-003,-3.5970449E-002, 1.9976254E+001, 6.1492720E-003,-3.7950121E-002, 1.9976568E+001, 7.7380203E-003,-3.9929457E-002, 1.9976871E+001
 5.4022054E+001, 1.9986435E+001, 1.9976559E+001, 1.9984346E+001, 1.0372113E-002, 1.4143187E-002, 1.0667615E-002, 1.9984167E+001, 1.9972559E+001, 1.9984768E+001, 4.7569792E-003, 2.7359941E-003, 5.0687091E-003,-6.3084182E-003,-3.1621351E-003, 1.9984097E+001,-7.0107095E-003,-8.2443580E-003, 1.9983656E+001,-6.7721955E-003,-1.7221441E-002, 1.9981890E+001,-6.2113227E-003,-2.0656595E-002, 1.9980244E+001,-2.2606382E-003,-2.4490478E-002, 1.9977980E+001, 6.6409861E-003,-3.5340164E-002, 1.9976877E+001, 6.2875762E-003,-3.7007678E-002, 1.9977236E+001, 7.7224476E-003,-3.8971502E-002, 1.9977667E+001
 5.5008171E+001, 1.9986456E+001, 1.9976694E+001, 1.9984261E+001, 1.1268679E-002, 1.5148055E-002, 1.1222671E-002, 1.9984148E+001, 1.9972567E+001, 1.9984816E+001, 4.7508115E-003, 2.7543702E-003, 5.2610217E-003,-6.7889364E-003,-3.3209070E-003, 1.9984150E+001,-7.3380754E-003,-8.2537709E-003, 1.9983793E+001,-6.9102780E-003,-1.6804192E-002, 1.9982292E+001,-6.4397985E-003,-2.0112615E-002, 1.9980824E+001,-2.3009935E-003,-2.3742847E-002, 1.9978567E+001, 6.5391483E-003,-3.4605842E-002, 1.9977468E+001, 6.5342626E-003,-3.6068343E-002, 1.9977863E+001, 7.7206008E-003,-3.7973650E-002, 1.9978430E+001
 5.6037163E+001, 1.9986477E+001, 1.9976831E+001, 1.9984161E+001, 1.2231245E-002, 1.6263053E-002, 1.1898840E-002, 1.9984127E+001, 1.9972574E+001, 1.9984858E+001, 4.7797211E-003, 2.7856345E-003, 5.4063126E-003,-7.2627650E-003,-3.4757329E-003, 1.9984221E+001,-7.6579936E-003,-8.2475431E-003, 1.9983932E+001,-7.0425230E-003,-1.6332755E-002, 1.9982691E+001,-6.6374550E-003,-1.9541670E-002, 1.9981396E+001,-2.3370977E-003,-2.2977274E-002, 1.9979149E+001, 6.3933502E-003,-3.3768259E-002, 1.9978052E+001, 6.8517225E-003,-3.5124496E-002, 1.9978481E+001, 7.7127339E-003,-3.6918927E-002, 1.9979195E+001
 5.7023280E+001, 1.9986500E+001, 1.9976969E+001, 1.9984053E+001, 1.4055826E-002, 1.8131249E-002, 1.3156609E-002, 1.9984106E+001, 1.9972582E+001, 1.9984896E+001, 4.8812521E-003, 2.8402933E-003, 5.4721273E-003,-7.5542633E-003,-3.5953831E-003, 1.9984299E+001,-7.8304773E-003,-8.1963558E-003, 1.9984072E+001,-7.0549855E-003,-1.5798425E-002, 1.9983082E+001,-6.6965283E-003,-1.8937886E-002, 1.9981937E+001,-2.2670866E-003,-2.2197571E-002, 1.9979715E+001, 6.3184886E-003,-3.2843564E-002, 1.9978617E+001, 7.3005375E-003,-3.4188841E-002, 1.9979082E+001, 7.7975919E-003,-3.5825126E-002, 1.9979939E+001
 5.8009396E+001, 1.9986525E+001, 1.9977102E+001, 1.9983929E+001, 1.6319321E-002, 2.0369193E-002, 1.4734639E-002, 1.9984087E+001, 1.9972589E+001, 1.9984930E+001, 4.8468611E-003, 2.8397783E-003, 5.6624608E-003,-7.8376876E-003,-3.6784813E-003, 1.9984373E+001,-8.0019096E-003,-8.1014903E-003, 1.9984207E+001,-7.0796194E-003,-1.5221749E-002, 1.9983454E+001,-6.7431899E-003,-1.8317649E-002, 1.9982435E+001,-2.2093914E-003,-2.1423033E-002, 1.9980247E+001, 6.2200101E-003,-3.1857718E-002, 1.9979153E+001, 7.7309953E-003,-3.3261955E-002, 1.9979654E+001, 7.8688189E-003,-3.4697395E-002, 1.9980650E+001
 5.9038388E+001, 1.9986555E+001, 1.9977234E+001, 1.9983784E+001, 1.7819833E-002, 2.1962313E-002, 1.5968293E-002, 1.9984066E+001, 1.9972595E+001, 1.9984959E+001, 4.7786236E-003, 2.8234769E-003, 5.9014508E-003,-8.6296201E-003,-3.7753752E-003, 1.9984451E+001,-8.5891811E-003,-8.0038924E-003, 1.9984346E+001,-7.4685770E-003,-1.4610496E-002, 1.9983824E+001,-7.1107564E-003,-1.7678088E-002, 1.9982916E+001,-2.4783637E-003,-2.0645536E-002, 1.9980762E+001, 5.8144266E-003,-3.0810216E-002, 1.9979675E+001, 7.8474674E-003,-3.2320105E-002, 1.9980217E+001, 7.6538990E-003,-3.3504233E-002, 1.9981348E+001
 6.0024505E+001, 1.9986588E+001, 1.9977356E+001, 1.9983624E+001, 1.8628331E-002, 2.2879062E-002, 1.6827658E-002, 1.9984045E+001, 1.9972603E+001, 1.9984985E+001, 4.7254208E-003, 2.8236872E-003, 6.1131115E-003,-9.8077962E-003,-3.8939484E-003, 1.9984537E+001,-9.4837965E-003,-7.9161813E-003, 1.9984503E+001,-8.1225978E-003,-1.3976665E-002, 1.9984188E+001,-7.7016247E-003,-1.7031411E-002, 1.9983377E+001,-2.9833892E-003,-1.9891800E-002, 1.9981262E+001, 5.2212887E-003,-2.9773803E-002, 1.9980169E+001, 7.7277417E-003,-3.1420566E-002, 1.9980749E+001, 7.2679287E-003,-3.2316197E-002, 1.9981993E+001
 6.1010622E+001, 1.9986622E+001, 1.9977463E+001, 1.9983450E+001, 1.9939272E-002, 2.4039362E-002, 1.7959725E-002, 1.9984026E+001, 1.9972609E+001, 1.9985008E+001, 4.8292191E-003, 2.8584290E-003, 6.1664553E-003,-1.0628079E-002,-3.9874730E-003, 1.9984638E+001,-1.0067666E-002,-7.7998466E-003, 1.9984673E+001,-8.5016591E-003,-1.3314652E-002, 1.9984541E+001,-8.0041951E-003,-1.6378682E-002, 1.9983814E+001,-3.2267410E-003,-1.9176386E-002, 1.9981737E+001, 4.9325204E-003,-2.8797247E-002, 1.9980623E+001, 7.8266915E-003,-3.0598301E-002, 1.9981237E+001, 7.1793795E-003,-3.1195572E-002, 1.9982559E+001
