s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 4.7100250E+002, 4.5845776E+002, 5.9632642E+002, 6.3656323E+002, 5.5864310E+000, 6.4264684E+000, 3.6012914E+000, 2.6684525E+002, 3.2083594E+002, 3.8893494E+002, 9.8246092E-001, 1.3534266E+000, 2.7444799E+000,-3.4651124E+000, 1.1344873E+000, 3.0889142E+002,-3.1746125E+000, 1.2412881E+000, 2.9951657E+002,-3.0312104E+000, 6.5352190E-001, 2.7866531E+002,-3.2120337E+000, 1.2327930E-001, 2.6453052E+002,-2.8691812E+000,-7.4489266E-002, 2.6346280E+002,-2.8486702E+000,-6.0616565E-001, 2.4590454E+002,-2.4080014E+000,-4.8889419E-001, 2.0555150E+002,-2.3270338E+000,-4.4145641E-001, 1.7448654E+002
 4.7200440E+002, 4.6080341E+002, 6.0106305E+002, 6.2921234E+002, 5.4176626E+000, 6.6590371E+000, 3.9813712E+000, 2.9202097E+002, 3.1316495E+002, 3.9034927E+002, 1.1408726E+000, 8.9047557E-001, 3.0195692E+000,-3.4936645E+000, 1.2101172E+000, 3.0242432E+002,-3.1948936E+000, 1.3777671E+000, 2.9262570E+002,-2.9118104E+000, 1.0816230E+000, 2.7402969E+002,-2.7985308E+000, 7.0778996E-001, 2.7466617E+002,-2.6069856E+000, 3.5617501E-002, 2.6394348E+002,-2.3225121E+000, 3.1485382E-001, 2.2428078E+002,-2.3260555E+000,-1.3026676E-001, 2.1576462E+002,-2.5072007E+000,-8.5050911E-002, 1.9911905E+002
 4.7300428E+002, 4.6129764E+002, 6.1774622E+002, 6.3056488E+002, 4.7368722E+000, 6.4447012E+000, 3.9231842E+000, 2.4328641E+002, 3.5176044E+002, 3.9759354E+002, 8.7718713E-001, 1.6426420E+000, 2.6894286E+000,-3.5883870E+000, 1.8080342E+000, 3.1271039E+002,-3.6453447E+000, 1.7077976E+000, 3.0584991E+002,-3.2770452E+000, 1.0786967E+000, 2.8670416E+002,-3.0263922E+000, 8.7607515E-001, 2.7870618E+002,-2.5377264E+000, 6.9047028E-001, 2.7388831E+002,-1.9130663E+000, 2.3527038E-001, 2.6411530E+002,-2.1595299E+000, 5.3963095E-001, 2.3698268E+002,-2.5084410E+000,-2.3562412E-001, 2.1244717E+002
 4.7400116E+002, 4.1841220E+002, 6.1803656E+002, 6.3100116E+002, 4.6483297E+000, 7.5129004E+000, 4.9436402E+000, 2.6876776E+002, 3.2345511E+002, 4.0843301E+002, 1.3291341E+000, 1.1722469E+000, 2.9696229E+000,-3.6622095E+000, 1.6012619E+000, 3.0398358E+002,-3.7641470E+000, 1.4028670E+000, 2.8877960E+002,-3.4630082E+000, 1.0445296E+000, 2.7142316E+002,-3.1802678E+000, 7.0593542E-001, 2.6722824E+002,-3.0335603E+000, 1.3659647E-001, 2.4193916E+002,-2.3863173E+000, 2.7246902E-002, 2.1671954E+002,-2.2412350E+000,-9.7334117E-002, 2.0681508E+002,-2.1396399E+000,-4.1569406E-001, 1.8619621E+002
 4.7500300E+002, 4.3914807E+002, 5.9641846E+002, 6.2870361E+002, 4.7411942E+000, 8.1267414E+000, 4.2847819E+000, 2.4801666E+002, 3.0565433E+002, 4.0307040E+002, 1.1720130E+000, 1.0193274E+000, 3.3641343E+000,-3.0818319E+000, 1.5312084E+000, 3.0633203E+002,-2.9395862E+000, 1.5799998E+000, 3.0267920E+002,-2.9878745E+000, 1.1565228E+000, 2.9133731E+002,-3.0497410E+000, 1.0232506E+000, 2.7344135E+002,-2.2855966E+000, 7.3549551E-001, 2.4266521E+002,-2.4734385E+000, 1.8919067E-001, 2.2144949E+002,-2.3284724E+000,-2.4532242E-002, 2.4102327E+002,-2.0616529E+000,-1.1969500E-001, 2.2221909E+002
 4.7600079E+002, 4.2544434E+002, 5.7477960E+002, 6.2640051E+002, 4.8371739E+000, 6.0973597E+000, 4.2968788E+000, 2.4299509E+002, 2.8241223E+002, 4.0002240E+002, 1.0219350E+000, 1.0490185E+000, 2.3262918E+000,-3.1211510E+000, 1.5003674E+000, 2.8380560E+002,-3.0350523E+000, 1.0338649E+000, 2.8308130E+002,-3.1767917E+000, 3.4853321E-001, 2.6935355E+002,-3.1092517E+000, 2.7039373E-001, 2.5741284E+002,-2.7989061E+000, 3.4534800E-001, 2.5445012E+002,-2.4574616E+000,-1.4330287E-001, 2.2983549E+002,-2.2555084E+000,-3.4773499E-001, 2.2758412E+002,-2.0079517E+000,-6.9741386E-001, 2.3007304E+002
 4.7700404E+002, 4.5902655E+002, 6.0779523E+002, 6.3032806E+002, 4.6665273E+000, 7.2475982E+000, 4.1080427E+000, 2.5487364E+002, 3.1853220E+002, 3.8429977E+002, 9.1136110E-001, 1.4600801E+000, 2.4864416E+000,-3.6443214E+000, 1.1715024E+000, 3.1021829E+002,-3.7328432E+000, 8.5412794E-001, 2.9575955E+002,-3.1238387E+000, 1.7013161E-001, 2.5871750E+002,-3.0484056E+000, 3.3214143E-001, 2.4537846E+002,-2.3848600E+000, 2.7404466E-001, 2.5671725E+002,-1.3538488E+000,-2.9284763E-001, 2.4028450E+002,-8.8889903E-001,-1.7526664E-001, 2.1573308E+002,-1.8281630E+000,-4.4880953E-001, 2.0203319E+002
 4.7800392E+002, 4.3145541E+002, 5.9986371E+002, 6.2268323E+002, 4.8979168E+000, 7.3027673E+000, 3.6328900E+000, 2.5963104E+002, 3.0278647E+002, 3.9242886E+002, 9.1484821E-001, 1.1580034E+000, 1.7190189E+000,-3.1768599E+000, 1.3844455E+000, 2.8306271E+002,-3.0749519E+000, 1.2131052E+000, 2.7663724E+002,-2.9667003E+000, 6.5357715E-001, 2.5370636E+002,-3.0030739E+000, 5.2123266E-001, 2.4032719E+002,-2.4652183E+000, 1.1530584E-001, 2.3050110E+002,-1.9643540E+000, 4.1262737E-001, 2.2719225E+002,-1.6141924E+000, 1.5850188E-001, 2.1525348E+002,-1.8572959E+000, 3.5129079E-001, 2.1737842E+002
 4.7900431E+002, 4.5859012E+002, 5.7589801E+002, 6.2669922E+002, 3.9622254E+000, 7.2603159E+000, 4.0859199E+000, 2.6224078E+002, 2.7850925E+002, 4.0471912E+002, 9.2986798E-001, 1.1012920E+000, 2.3974330E+000,-3.4875309E+000, 1.1513110E+000, 2.8845096E+002,-3.2708611E+000, 9.8953581E-001, 2.6275964E+002,-3.5665982E+000, 4.4441170E-001, 2.3591110E+002,-3.1635220E+000, 8.3985992E-002, 2.2839470E+002,-3.4191060E+000,-2.8154945E-002, 2.2348788E+002,-2.2863264E+000,-6.8189263E-002, 2.0469058E+002,-2.0170743E+000,-1.7614840E-001, 1.9117387E+002,-3.4503028E-001,-1.4786740E-001, 1.4875046E+002
 4.8000286E+002, 4.5603140E+002, 6.1354596E+002, 6.1473273E+002, 4.7361927E+000, 6.7628398E+000, 3.9346671E+000, 2.3816890E+002, 3.1429410E+002, 4.0105527E+002, 1.0332460E+000, 9.6671844E-001, 2.4011405E+000,-2.8751678E+000, 1.3778005E+000, 2.9297437E+002,-3.1460981E+000, 1.2041012E+000, 2.8210812E+002,-3.2279561E+000, 9.1059768E-001, 2.6544318E+002,-2.9455378E+000, 7.5405669E-001, 2.5227164E+002,-2.1863942E+000, 2.4182482E-002, 2.1634438E+002,-2.4554155E+000,-2.4661644E-001, 2.0695799E+002,-1.9563330E+000,-1.3514594E-002, 2.1471129E+002,-1.9708023E+000, 4.8640078E-001, 1.6483943E+002
 4.8100088E+002, 4.1600113E+002, 5.8736456E+002, 6.1736371E+002, 3.6624429E+000, 6.7753067E+000, 4.1278400E+000, 2.3242036E+002, 3.0969479E+002, 3.9113593E+002, 1.0035592E+000, 1.2861934E+000, 1.8863434E+000,-3.7410088E+000, 1.7298816E+000, 3.0040625E+002,-3.5340533E+000, 1.8251693E+000, 2.9201669E+002,-2.9394546E+000, 1.0010703E+000, 2.6954663E+002,-2.9564712E+000, 6.9817948E-001, 2.5796878E+002,-2.2870691E+000, 3.6890453E-001, 2.4709140E+002,-1.7260950E+000, 6.1956251E-001, 2.3100960E+002,-1.9122314E+000, 2.4983029E-001, 2.1873138E+002,-1.5120156E+000,-9.3045555E-002, 2.1776361E+002
 4.8200245E+002, 4.2827316E+002, 6.0327783E+002, 6.1214270E+002, 4.5102448E+000, 7.1115298E+000, 4.2512960E+000, 2.7227463E+002, 3.0638785E+002, 3.9847797E+002, 1.1720992E+000, 1.8155059E+000, 2.3850579E+000,-3.4180095E+000, 1.2915462E+000, 3.0804739E+002,-3.2056148E+000, 1.1183666E+000, 2.8774509E+002,-3.2802873E+000, 1.1345894E+000, 2.5816708E+002,-2.5565126E+000, 5.9148180E-001, 2.5072588E+002,-1.9779826E+000, 3.5634157E-001, 2.3912978E+002,-2.3763385E+000,-2.4701564E-001, 2.3465271E+002,-2.1094024E+000,-7.8681940E-001, 2.1777853E+002,-1.3928269E+000,-5.2979428E-001, 2.0964371E+002
 4.8300207E+002, 3.9913855E+002, 5.9136786E+002, 6.1392700E+002, 4.9971013E+000, 7.7326393E+000, 4.2052660E+000, 2.8596591E+002, 2.7047775E+002, 3.7287317E+002, 8.0911070E-001, 8.0622524E-001, 2.4707196E+000,-3.6283638E+000, 1.2226310E+000, 2.8972910E+002,-3.3067517E+000, 1.0836546E+000, 2.8069476E+002,-3.3428206E+000, 5.9319252E-001, 2.6115045E+002,-3.1522686E+000, 3.5766360E-001, 2.5271658E+002,-2.4713612E+000,-3.4270573E-002, 2.3157082E+002,-2.2322159E+000,-4.7119030E-001, 2.2525592E+002,-2.3209157E+000,-1.4117543E-001, 2.0760268E+002,-2.1023147E+000, 4.0534258E-001, 1.9454086E+002
 4.8400159E+002, 4.4711694E+002, 6.0035626E+002, 6.2329395E+002, 5.5222535E+000, 6.8442359E+000, 4.5815525E+000, 2.4173322E+002, 2.7075461E+002, 3.8306775E+002, 9.9443609E-001, 7.5481349E-001, 2.6682372E+000,-3.5568366E+000, 1.4239042E+000, 2.9674838E+002,-3.3512414E+000, 1.0426950E+000, 2.8442087E+002,-3.4708738E+000, 5.8144206E-001, 2.7163672E+002,-3.0785334E+000, 4.7866845E-001, 2.7586780E+002,-2.8443286E+000, 4.1997600E-001, 2.7821429E+002,-2.7077096E+000,-1.4643523E-001, 2.1738126E+002,-2.2897091E+000, 1.4385818E-001, 1.8644968E+002,-1.9410622E+000,-1.7536111E-001, 1.7568015E+002
 4.8500197E+002, 4.4899826E+002, 5.8772504E+002, 6.0758588E+002, 5.5060778E+000, 4.9960413E+000, 4.1034231E+000, 2.4495224E+002, 3.3091580E+002, 3.9258206E+002, 6.5527576E-001, 1.3643874E+000, 3.2117949E+000,-3.0918336E+000, 1.3203371E+000, 3.0031601E+002,-3.0054567E+000, 1.4754210E+000, 2.9389957E+002,-2.4262619E+000, 8.9733016E-001, 2.8242206E+002,-2.9458213E+000, 6.7977041E-001, 2.8077502E+002,-2.9305592E+000, 1.2095641E-001, 2.7557504E+002,-3.0586345E+000, 2.2690265E-001, 2.5888800E+002,-2.7777386E+000, 1.5233907E-001, 2.5423994E+002,-2.8092177E+000,-3.1159782E-001, 2.5487994E+002
 4.8600224E+002, 4.6626996E+002, 5.9165149E+002, 6.1678650E+002, 4.7467976E+000, 6.1377573E+000, 5.0359807E+000, 2.3466246E+002, 3.0950980E+002, 4.0484747E+002, 9.1139364E-001, 8.7429613E-001, 2.9659915E+000,-3.3859351E+000, 1.7458937E+000, 3.0611313E+002,-3.3380959E+000, 1.3051714E+000, 2.9461261E+002,-2.9366493E+000, 9.2096430E-001, 2.7740286E+002,-2.9574215E+000, 6.1810499E-001, 2.7508359E+002,-2.7017262E+000, 4.5894703E-001, 2.7503348E+002,-2.5604119E+000,-7.3651738E-002, 2.5887564E+002,-2.5184696E+000,-8.7217577E-002, 2.4882809E+002,-2.2546730E+000,-4.2443407E-001, 2.3632607E+002
 4.8700021E+002, 3.8559485E+002, 6.0915820E+002, 6.1647717E+002, 3.1800838E+000, 6.6832576E+000, 2.3985882E+000, 2.7592307E+002, 2.7943295E+002, 3.7605624E+002, 1.0912607E+000, 6.8432593E-001, 2.5341086E+000,-3.6492260E+000, 1.4033729E+000, 2.9884149E+002,-3.4226422E+000, 1.3322093E+000, 2.7676608E+002,-2.9459968E+000, 6.4216959E-001, 2.4619228E+002,-2.5434461E+000, 6.7244601E-001, 2.4084915E+002,-2.8215921E+000,-2.1037119E-002, 2.4433382E+002,-2.3420451E+000,-5.5751389E-001, 2.2933681E+002,-1.7113557E+000, 5.2033469E-002, 1.9810008E+002,-7.4078202E-001,-1.5748988E-001, 1.6651471E+002
 4.8800175E+002, 4.0332697E+002, 6.0488690E+002, 6.2573718E+002, 4.0662479E+000, 7.0192513E+000, 4.1801543E+000, 2.6904282E+002, 3.4153824E+002, 3.8270996E+002, 7.6655269E-001, 2.2251968E+000, 2.4763627E+000,-3.4574363E+000, 1.2844867E+000, 2.8785492E+002,-3.4061992E+000, 1.1775346E+000, 2.7846957E+002,-3.5601127E+000, 6.0980099E-001, 2.5546004E+002,-3.3841715E+000, 3.8566062E-001, 2.4015782E+002,-3.2623222E+000,-2.7142297E-002, 2.1726389E+002,-2.9313934E+000,-6.7450905E-001, 1.9715695E+002,-2.5297313E+000,-5.9954482E-001, 1.9990523E+002,-1.2435379E+000,-4.5414722E-001, 2.1344907E+002
 4.8900005E+002, 4.3899960E+002, 5.9618628E+002, 6.0963562E+002, 4.9305320E+000, 6.2831249E+000, 4.1491303E+000, 2.3955641E+002, 2.7904987E+002, 4.0890234E+002, 1.2387412E+000, 1.2826754E+000, 2.9141114E+000,-3.4862041E+000, 1.8331934E+000, 3.0974832E+002,-3.1502624E+000, 1.4082862E+000, 2.9748788E+002,-2.7837720E+000, 8.7091863E-001, 2.6181879E+002,-2.6022811E+000, 5.2658433E-001, 2.4894955E+002,-2.5627482E+000, 4.3842953E-001, 2.3414046E+002,-2.3872354E+000, 1.3902116E-001, 2.0833755E+002,-2.2209139E+000,-1.3357420E-001, 1.7530746E+002,-1.7089577E+000,-3.1671408E-001, 1.7542921E+002
 4.9000455E+002, 5.0202032E+002, 5.9206323E+002, 6.0847449E+002, 5.6011891E+000, 5.9348574E+000, 3.7149229E+000, 2.2215839E+002, 2.7863058E+002, 3.8956442E+002, 1.1200553E+000, 7.9597956E-001, 2.0380917E+000,-3.1128504E+000, 1.1357849E+000, 3.0093900E+002,-3.1081307E+000, 4.5319450E-001, 2.9424631E+002,-2.4204676E+000, 5.5002403E-001, 2.6392755E+002,-2.2167578E+000, 1.8611695E-001, 2.4989522E+002,-2.4214582E+000, 4.4869531E-002, 2.4544214E+002,-2.8283010E+000,-3.9477184E-001, 2.3929701E+002,-2.0146782E+000,-1.8771149E-001, 2.2155083E+002,-2.2151465E+000,-5.2358214E-002, 1.9855255E+002
 4.9100118E+002, 4.7026971E+002, 6.0552075E+002, 6.1561548E+002, 5.2843771E+000, 6.6230984E+000, 5.0445237E+000, 2.8554721E+002, 3.1994547E+002, 3.8736847E+002, 7.7056283E-001, 1.2151970E+000, 3.0327284E+000,-3.3982856E+000, 1.6210835E+000, 3.0176761E+002,-3.0617936E+000, 1.6322514E+000, 2.8781720E+002,-3.1421885E+000, 1.0721102E+000, 2.6919180E+002,-3.2360930E+000, 7.9628009E-001, 2.7768942E+002,-2.7028375E+000, 3.0536361E-002, 2.7084341E+002,-2.8759227E+000,-2.1309523E-001, 2.1919455E+002,-2.4655223E+000,-5.3467345E-001, 2.0107159E+002,-2.8992648E+000,-6.4800221E-001, 1.8057991E+002
 4.9200315E+002, 4.5116370E+002, 5.9383734E+002, 6.2114355E+002, 5.2480755E+000, 6.0591712E+000, 4.6428728E+000, 2.8201608E+002, 2.7205923E+002, 3.6417126E+002, 1.2366124E+000, 1.0691597E+000, 2.4572568E+000,-2.8410943E+000, 1.6195451E+000, 3.0242764E+002,-3.0427823E+000, 1.3705174E+000, 2.9317126E+002,-3.1458991E+000, 2.3006198E-001, 2.7134406E+002,-3.3744442E+000,-2.4579203E-001, 2.6854202E+002,-3.3776436E+000,-1.0709053E+000, 2.5828778E+002,-2.9639971E+000,-7.0415902E-001, 2.0976140E+002,-3.0078864E+000,-7.5491524E-001, 1.6880627E+002,-2.9316571E+000,-7.6911402E-001, 1.6206151E+002
 4.9300489E+002, 4.3330695E+002, 6.0958429E+002, 6.2411060E+002, 4.5980101E+000, 7.1615601E+000, 4.6698799E+000, 2.6409052E+002, 3.2665738E+002, 3.6165924E+002, 6.9658512E-001, 1.6442503E+000, 1.9677612E+000,-3.2313237E+000, 1.4168001E+000, 2.9164194E+002,-3.2904077E+000, 1.0594407E+000, 2.8133408E+002,-3.1403224E+000, 3.3046550E-001, 2.6244220E+002,-3.0882761E+000, 1.4989117E-001, 2.5510628E+002,-3.0730917E+000,-9.1901273E-002, 2.3339619E+002,-2.3236666E+000,-4.5924354E-002, 2.0664273E+002,-2.1772070E+000,-9.6148497E-001, 2.0683099E+002,-2.5391688E+000,-8.6965764E-001, 1.7985414E+002
 4.9400173E+002, 4.5672906E+002, 6.1523425E+002, 6.1172607E+002, 5.1799622E+000, 6.9210443E+000, 3.1704140E+000, 2.5195840E+002, 3.1499695E+002, 3.8785602E+002, 9.1294813E-001, 1.5251731E+000, 2.3138027E+000,-2.8723376E+000, 1.4240063E+000, 3.0893613E+002,-3.2463503E+000, 1.4226881E+000, 2.9392819E+002,-3.3688979E+000, 8.3232820E-001, 2.7916400E+002,-3.1380920E+000, 5.9122920E-001, 2.7431693E+002,-2.6713080E+000, 1.1839228E-001, 2.7112375E+002,-2.7803707E+000,-8.2706004E-001, 2.4807318E+002,-2.6678483E+000,-1.3523557E+000, 2.1960283E+002,-2.4914885E+000,-9.7148567E-001, 1.9752782E+002
 4.9500041E+002, 4.4180087E+002, 6.0412994E+002, 6.2557892E+002, 4.5728688E+000, 5.9869690E+000, 3.9306028E+000, 2.5071077E+002, 3.1516684E+002, 3.7444824E+002, 1.0590724E+000, 1.3579558E+000, 2.5006607E+000,-3.0097051E+000, 1.1746769E+000, 2.9168317E+002,-3.2932370E+000, 8.9092642E-001, 2.7735117E+002,-3.1429679E+000,-1.7140821E-001, 2.5066457E+002,-3.7057068E+000,-3.7650681E-001, 2.3818513E+002,-3.3980279E+000,-6.6257149E-001, 2.3028343E+002,-2.7883215E+000,-1.2116216E+000, 2.0128223E+002,-2.7932839E+000,-1.3601885E+000, 1.7869351E+002,-2.7436910E+000,-9.9806654E-001, 1.6782489E+002
 4.9600033E+002, 4.4266660E+002, 5.9512158E+002, 6.2794574E+002, 4.7094102E+000, 6.4906960E+000, 3.8413343E+000, 2.5070787E+002, 3.3133554E+002, 3.9281351E+002, 1.1068684E+000, 2.1307404E+000, 2.0278106E+000,-3.0190828E+000, 1.4708625E+000, 2.9465121E+002,-3.6536188E+000, 1.3463358E+000, 2.8517859E+002,-3.1440370E+000, 6.0166842E-001, 2.6311490E+002,-3.0096498E+000, 2.4700838E-001, 2.3931557E+002,-2.9461045E+000,-3.3396162E-002, 2.1505186E+002,-2.6041961E+000,-1.0016153E-002, 1.8728357E+002,-2.4865878E+000,-5.5451751E-001, 1.9062923E+002,-2.7245200E+000,-6.7218745E-001, 1.9454933E+002
 4.9700210E+002, 4.0894717E+002, 6.1137738E+002, 6.1981000E+002, 4.6270704E+000, 7.1873031E+000, 3.3260150E+000, 2.7679208E+002, 3.0550552E+002, 3.7922989E+002, 1.1382000E+000, 1.8661619E+000, 2.2143354E+000,-3.5142639E+000, 1.5040938E+000, 2.9701688E+002,-3.3561020E+000, 1.1103023E+000, 2.9004767E+002,-3.2830675E+000, 5.4047322E-001, 2.6588669E+002,-2.8754749E+000, 2.1747111E-001, 2.5380896E+002,-2.7396779E+000,-2.4263074E-001, 2.6016394E+002,-2.7150435E+000,-1.3082352E+000, 2.4623210E+002,-2.2437239E+000,-4.0595812E-001, 2.0668008E+002,-2.4512930E+000,-5.3263974E-001, 1.9441441E+002
 4.9800171E+002, 4.1991501E+002, 6.0706854E+002, 6.1822919E+002, 3.8651764E+000, 6.6008635E+000, 2.2288105E+000, 2.3594620E+002, 3.5550388E+002, 3.8716437E+002, 1.0439929E+000, 1.3530236E+000, 2.4032080E+000,-2.9640453E+000, 1.5221146E+000, 2.9650293E+002,-3.0006895E+000, 1.1958823E+000, 2.7734329E+002,-2.9573214E+000, 2.9385695E-001, 2.2871835E+002,-3.2067859E+000, 3.0376720E-001, 2.1698552E+002,-2.8044643E+000, 8.7020345E-002, 2.1571747E+002,-2.6883905E+000,-3.4922460E-001, 1.9306789E+002,-2.4863534E+000,-5.4580861E-001, 1.8569211E+002,-2.4852836E+000,-4.4627270E-001, 1.6035875E+002
 4.9900246E+002, 4.6881927E+002, 6.0927399E+002, 6.0922778E+002, 4.4317236E+000, 6.6706510E+000, 3.4688399E+000, 2.1916588E+002, 3.1371280E+002, 3.6891614E+002, 1.1926595E+000, 1.6520802E+000, 2.1832011E+000,-2.9834373E+000, 1.1490948E+000, 2.7027692E+002,-3.2184567E+000, 1.0862906E+000, 2.5709695E+002,-2.6805189E+000, 3.9346403E-001, 2.2774628E+002,-2.7935393E+000, 5.9621315E-002, 2.3168301E+002,-2.6624320E+000,-4.2491007E-001, 2.3735390E+002,-2.6926970E+000,-3.4456837E-001, 2.2374335E+002,-2.6084275E+000,-3.6861172E-001, 2.1732365E+002,-2.4696927E+000,-2.0025879E-001, 1.9917657E+002
 5.0000029E+002, 3.8458191E+002, 5.8351489E+002, 6.2007178E+002, 4.5400724E+000, 6.8899436E+000, 3.9275482E+000, 2.3577542E+002, 3.1119070E+002, 3.8689243E+002, 7.9076010E-001, 1.0959595E+000, 2.1191103E+000,-3.1669962E+000, 1.5116596E+000, 2.7889944E+002,-3.4488261E+000, 1.4445274E+000, 2.7234393E+002,-3.1744792E+000, 6.8038070E-001, 2.7585361E+002,-3.1801074E+000, 4.3711847E-001, 2.7569559E+002,-2.9959183E+000, 1.1969225E-001, 2.6064337E+002,-2.8987565E+000,-1.1436544E-001, 2.2191568E+002,-2.4026573E+000, 3.8419098E-001, 1.9598358E+002,-2.1804926E+000,-7.0115626E-002, 1.9075536E+002
 5.0100035E+002, 4.3201581E+002, 6.1060980E+002, 6.2090137E+002, 5.3433390E+000, 6.5976710E+000, 3.6910427E+000, 2.3186462E+002, 2.8199924E+002, 3.9540997E+002, 8.6418498E-001, 5.6507140E-001, 2.7120624E+000,-2.8916092E+000, 1.5743641E+000, 2.8041803E+002,-3.0066559E+000, 1.7557510E+000, 2.6689618E+002,-2.9236281E+000, 8.5567629E-001, 2.5435182E+002,-2.8826759E+000, 4.4858012E-001, 2.4522285E+002,-2.5961707E+000, 2.2174767E-001, 2.3721045E+002,-2.3729446E+000,-3.8390353E-001, 2.0263600E+002,-2.6675560E+000,-1.0136623E+000, 1.8022517E+002,-2.6510315E+000,-8.1024265E-001, 1.6588705E+002
 5.0200361E+002, 4.8071164E+002, 6.1602856E+002, 6.2816553E+002, 5.5904617E+000, 6.9201112E+000, 3.3256316E+000, 2.3540622E+002, 2.8264270E+002, 3.9375830E+002, 9.2525929E-001, 9.9282598E-001, 1.8409696E+000,-3.2000616E+000, 1.6145518E+000, 2.9189081E+002,-3.2203481E+000, 1.5558423E+000, 2.8064246E+002,-2.9623716E+000, 3.8046816E-001, 2.6587708E+002,-2.9298887E+000, 1.7103188E-001, 2.4705829E+002,-2.6767397E+000,-9.5177941E-002, 2.3877623E+002,-2.5074475E+000,-3.6701906E-001, 2.2107230E+002,-2.2071788E+000,-5.7091898E-001, 2.0362050E+002,-2.4392996E+000,-8.3289081E-001, 2.0713010E+002
 5.0300117E+002, 4.7627649E+002, 5.9204004E+002, 6.3292310E+002, 5.6192446E+000, 6.1371064E+000, 4.3412123E+000, 2.3984373E+002, 3.4411108E+002, 3.8903076E+002, 8.9299768E-001, 1.4326200E+000, 1.2890511E+000,-3.4618180E+000, 1.7368789E+000, 2.9633801E+002,-3.3217766E+000, 1.4852426E+000, 2.8448917E+002,-3.3541021E+000, 1.0291466E+000, 2.6015448E+002,-2.9169657E+000, 3.5317221E-001, 2.6040729E+002,-3.2576497E+000, 1.2626585E-001, 2.4345638E+002,-2.6493645E+000,-7.8571439E-001, 2.4285857E+002,-2.4693322E+000,-3.8379705E-001, 2.2157027E+002,-1.9646276E+000,-2.6802151E-002, 2.3020056E+002
 5.0400269E+002, 4.2983078E+002, 5.8169189E+002, 6.3105371E+002, 5.1484013E+000, 7.0710664E+000, 4.8020391E+000, 2.5945358E+002, 3.4081366E+002, 4.1026483E+002, 1.2986192E+000, 1.3188441E+000, 1.9234036E+000,-3.3049419E+000, 1.8043052E+000, 2.9316135E+002,-3.2480035E+000, 1.2353529E+000, 2.7579913E+002,-2.7973926E+000, 6.2272298E-001, 2.3821637E+002,-2.3366249E+000, 3.2119966E-001, 2.3415671E+002,-2.4327056E+000,-2.7934095E-001, 2.3011095E+002,-2.1547604E+000,-9.8692614E-001, 2.1623340E+002,-2.1808913E+000,-1.1117400E+000, 2.1208710E+002,-2.3752103E+000,-1.0538197E+000, 2.0709230E+002
 5.0500521E+002, 4.4032898E+002, 6.0328113E+002, 6.1605310E+002, 4.2627096E+000, 7.9784675E+000, 3.3750415E+000, 2.3646501E+002, 2.9361111E+002, 4.0582315E+002, 9.7807330E-001, 9.7066724E-001, 3.5155082E+000,-3.0184791E+000, 1.5623251E+000, 3.0862442E+002,-2.8652627E+000, 1.3492836E+000, 3.0615231E+002,-2.8831246E+000, 1.0553744E+000, 2.7703586E+002,-2.3252056E+000, 2.3646362E-001, 2.8014587E+002,-2.6644559E+000,-4.3773443E-001, 2.6637039E+002,-2.4442966E+000,-6.1078167E-001, 2.5339241E+002,-2.4039984E+000,-4.0209433E-001, 2.1655374E+002,-2.4788086E+000,-5.1151454E-001, 1.8123801E+002
 5.0600190E+002, 4.7653354E+002, 6.1763409E+002, 6.2410065E+002, 4.0143447E+000, 6.8421392E+000, 3.3274703E+000, 2.3525061E+002, 3.0107898E+002, 3.9674423E+002, 9.7130126E-001, 1.1053637E+000, 2.2921491E+000,-2.9380188E+000, 1.4153972E+000, 2.9918561E+002,-2.8995352E+000, 1.4404540E+000, 2.8987784E+002,-3.3932488E+000, 8.8377100E-001, 2.7459042E+002,-2.9925449E+000, 2.4476412E-001, 2.6834201E+002,-3.0165765E+000,-1.6049406E-001, 2.5344368E+002,-3.1417959E+000,-5.8474410E-001, 2.2126350E+002,-3.0234699E+000,-8.9227730E-001, 2.0181372E+002,-3.1172519E+000,-9.7734672E-001, 1.8240152E+002
