s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.0500099E+002, 5.6014514E+002, 7.8396124E+002, 7.2991687E+002, 6.9587921E+002, 6.1237848E+002, 5.1617230E+002, 4.4807028E+002, 3.4167957E+002, 6.1237848E+002, 5.1617230E+002, 4.4807028E+002, 3.4167957E+002, 6.0920972E+002, 6.8330151E+002, 6.5762622E+002, 6.1545966E+002, 5.4930560E+002, 4.6170352E+002, 3.9545282E+002, 3.4385617E+002, 5.4930560E+002, 4.6170352E+002, 3.9545282E+002, 3.4385617E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4927713E+001, 2.2134577E+001, 1.8734365E+001, 1.1361298E+001, 5.0215764E+000, 2.9898577E+000, 1.5073601E+001, 1.4252176E+001, 1.2087363E+001, 7.9009066E+000, 3.9596319E+000, 2.5452161E+000, 1.3551248E+000, 1.3543280E+000
 1.0600110E+002, 5.5548419E+002, 6.3002216E+002, 6.4154346E+002, 6.7643817E+002, 6.0192810E+002, 4.1228616E+002, 3.1753140E+002, 3.0196796E+002, 6.0192810E+002, 4.1228616E+002, 3.1753140E+002, 3.0196796E+002, 5.9578595E+002, 6.8894153E+002, 6.6193121E+002, 6.1009479E+002, 5.4465112E+002, 4.5400269E+002, 3.8645425E+002, 3.3829941E+002, 5.4465112E+002, 4.5400269E+002, 3.8645425E+002, 3.3829941E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5666851E+001, 2.1158012E+001, 1.8020681E+001, 1.1708586E+001, 4.5800409E+000, 1.9426423E+000, 1.5697994E+001, 1.3207495E+001, 1.1054626E+001, 8.4889612E+000, 4.0146070E+000, 2.3426220E+000, 1.3979141E+000, 1.3970424E+000
 1.0700012E+002, 6.4104535E+002, 7.8154755E+002, 7.0406091E+002, 7.0722882E+002, 6.4572241E+002, 5.5190948E+002, 4.5398203E+002, 3.9028940E+002, 6.4572241E+002, 5.5190948E+002, 4.5398203E+002, 3.9028940E+002, 6.0359070E+002, 6.8285938E+002, 6.5353400E+002, 6.0350800E+002, 5.4095868E+002, 4.5026016E+002, 3.7660416E+002, 3.3169357E+002, 5.4095868E+002, 4.5026016E+002, 3.7660416E+002, 3.3169357E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4828928E+001, 2.1051485E+001, 1.7571733E+001, 1.1426443E+001, 5.4338574E+000, 3.1206453E+000, 1.4180964E+001, 1.2349265E+001, 1.0923922E+001, 8.0106783E+000, 4.3589711E+000, 2.6938555E+000, 1.2936031E+000, 1.2928197E+000
 1.0800134E+002, 6.1825299E+002, 6.8732452E+002, 6.4254370E+002, 6.5872186E+002, 6.3558368E+002, 5.5297668E+002, 4.5102405E+002, 3.4766049E+002, 6.3558368E+002, 5.5297668E+002, 4.5102405E+002, 3.4766049E+002, 6.1773010E+002, 6.9626532E+002, 6.6745074E+002, 6.3185809E+002, 5.8161127E+002, 4.9412213E+002, 4.1579031E+002, 3.5646152E+002, 5.8161127E+002, 4.9412213E+002, 4.1579031E+002, 3.5646152E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3788500E+001, 2.1750603E+001, 1.9233192E+001, 1.2022945E+001, 5.1676264E+000, 2.7350240E+000, 1.3798876E+001, 1.3247472E+001, 1.2809639E+001, 9.1329803E+000, 4.3312712E+000, 2.2749515E+000, 1.3537761E+000, 1.3527584E+000
 1.0900119E+002, 5.3696509E+002, 6.8825647E+002, 6.7816974E+002, 7.3160840E+002, 6.2852991E+002, 6.0134503E+002, 5.1085797E+002, 4.0291507E+002, 6.2852991E+002, 6.0134503E+002, 5.1085797E+002, 4.0291507E+002, 6.0363556E+002, 6.8135565E+002, 6.5543115E+002, 6.2969684E+002, 5.8311664E+002, 5.0776385E+002, 4.3205756E+002, 3.6289899E+002, 5.8311664E+002, 5.0776385E+002, 4.3205756E+002, 3.6289899E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2401720E+001, 2.0509935E+001, 1.8876925E+001, 1.3928727E+001, 7.0356050E+000, 3.0581872E+000, 1.3533939E+001, 1.2853788E+001, 1.1881588E+001, 8.8067093E+000, 4.7664661E+000, 2.6001401E+000, 1.3093362E+000, 1.3083389E+000
 1.1000128E+002, 5.5349475E+002, 7.2929419E+002, 7.4492670E+002, 7.5243872E+002, 6.4167145E+002, 5.4205182E+002, 4.5141299E+002, 3.6959851E+002, 6.4167145E+002, 5.4205182E+002, 4.5141299E+002, 3.6959851E+002, 5.9723083E+002, 6.8709772E+002, 6.7232349E+002, 6.4865924E+002, 5.9042682E+002, 5.2762128E+002, 4.5068494E+002, 3.7070129E+002, 5.9042682E+002, 5.2762128E+002, 4.5068494E+002, 3.7070129E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.1862629E+001, 2.0948250E+001, 2.0805082E+001, 1.5196669E+001, 6.9927154E+000, 3.6257880E+000, 1.2419681E+001, 1.1944464E+001, 1.1383759E+001, 8.8130722E+000, 4.8014288E+000, 2.9973376E+000, 1.4538138E+000, 1.4527823E+000
 1.1100126E+002, 5.9549780E+002, 6.5874786E+002, 5.6854138E+002, 5.5799811E+002, 5.0938687E+002, 4.8374683E+002, 3.7276663E+002, 3.1760718E+002, 5.0938687E+002, 4.8374683E+002, 3.7276663E+002, 3.1760718E+002, 5.9642169E+002, 6.8323932E+002, 6.5918268E+002, 6.3074823E+002, 5.7315637E+002, 5.1667963E+002, 4.3311218E+002, 3.5865906E+002, 5.7315637E+002, 5.1667963E+002, 4.3311218E+002, 3.5865906E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3225800E+001, 2.2760717E+001, 1.9648932E+001, 1.4825681E+001, 6.8582859E+000, 3.9209871E+000, 1.3315166E+001, 1.2836994E+001, 1.1082979E+001, 8.6302757E+000, 4.8392277E+000, 2.7963767E+000, 1.6010498E+000, 1.5998399E+000
 1.1200126E+002, 6.1267133E+002, 6.5732892E+002, 6.2865887E+002, 6.2456061E+002, 5.5910510E+002, 5.0619785E+002, 4.4351242E+002, 3.9747571E+002, 5.5910510E+002, 5.0619785E+002, 4.4351242E+002, 3.9747571E+002, 5.9742114E+002, 6.7092889E+002, 6.4149701E+002, 6.0948059E+002, 5.5357910E+002, 5.0321399E+002, 4.2140146E+002, 3.5120685E+002, 5.5357910E+002, 5.0321399E+002, 4.2140146E+002, 3.5120685E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2399078E+001, 2.1128283E+001, 2.0161303E+001, 1.6014820E+001, 7.4672909E+000, 3.6580393E+000, 1.2679001E+001, 1.1739428E+001, 1.0963950E+001, 8.5923977E+000, 5.3740592E+000, 3.3886571E+000, 1.5245477E+000, 1.5233202E+000
 1.1300009E+002, 6.6410364E+002, 7.0387860E+002, 5.8033521E+002, 5.6521515E+002, 4.9431979E+002, 4.5271338E+002, 4.3082672E+002, 3.6969205E+002, 4.9431979E+002, 4.5271338E+002, 4.3082672E+002, 3.6969205E+002, 6.1220593E+002, 6.6984192E+002, 6.2776208E+002, 5.8628992E+002, 5.3103088E+002, 4.8775482E+002, 4.2580811E+002, 3.6514099E+002, 5.3103088E+002, 4.8775482E+002, 4.2580811E+002, 3.6514099E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5275347E+001, 2.3200096E+001, 2.1667246E+001, 1.5469510E+001, 7.5647693E+000, 4.2073779E+000, 1.3216228E+001, 1.2288225E+001, 1.2173170E+001, 9.6974201E+000, 5.0602736E+000, 3.0697927E+000, 1.6589484E+000, 1.6572483E+000
 1.1400066E+002, 6.1019177E+002, 7.2989496E+002, 7.0512311E+002, 6.8814850E+002, 5.3248224E+002, 4.7725223E+002, 3.5688812E+002, 3.2549957E+002, 5.3248224E+002, 4.7725223E+002, 3.5688812E+002, 3.2549957E+002, 6.1882831E+002, 6.8552905E+002, 6.3657062E+002, 5.9393921E+002, 5.2475653E+002, 4.7251746E+002, 4.1036124E+002, 3.5935345E+002, 5.2475653E+002, 4.7251746E+002, 4.1036124E+002, 3.5935345E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3718616E+001, 2.1383488E+001, 1.9883940E+001, 1.4262266E+001, 7.3009448E+000, 3.6612017E+000, 1.3286587E+001, 1.2174710E+001, 1.0715403E+001, 8.1137762E+000, 4.7379522E+000, 3.2760930E+000, 1.5053263E+000, 1.5039185E+000
 1.1500090E+002, 5.9749304E+002, 7.1188550E+002, 7.7300214E+002, 8.2142419E+002, 7.1782031E+002, 6.2705750E+002, 5.0188126E+002, 4.2109467E+002, 7.1782031E+002, 6.2705750E+002, 5.0188126E+002, 4.2109467E+002, 6.1284900E+002, 6.8360718E+002, 6.6148755E+002, 6.2665894E+002, 5.4883990E+002, 4.9510233E+002, 4.1558386E+002, 3.5790500E+002, 5.4883990E+002, 4.9510233E+002, 4.1558386E+002, 3.5790500E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7329401E+001, 2.3375349E+001, 1.9160147E+001, 1.4704309E+001, 6.8350830E+000, 3.9177928E+000, 1.4030511E+001, 1.2866112E+001, 1.0449207E+001, 7.7924342E+000, 5.0096674E+000, 3.1376438E+000, 1.5138747E+000, 1.5127292E+000
 1.1600053E+002, 6.5605084E+002, 7.1577576E+002, 6.1649084E+002, 6.2533447E+002, 5.5179742E+002, 5.1233301E+002, 4.5141125E+002, 3.5557672E+002, 5.5179742E+002, 5.1233301E+002, 4.5141125E+002, 3.5557672E+002, 6.2652277E+002, 6.8882886E+002, 6.6430975E+002, 6.2648700E+002, 5.6051947E+002, 5.1002539E+002, 4.3085867E+002, 3.6507538E+002, 5.6051947E+002, 5.1002539E+002, 4.3085867E+002, 3.6507538E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7370987E+001, 2.3488556E+001, 2.1356306E+001, 1.6684221E+001, 7.1402254E+000, 3.1916006E+000, 1.4636152E+001, 1.3591248E+001, 1.2294032E+001, 8.9999399E+000, 5.1669631E+000, 2.8163733E+000, 1.7147188E+000, 1.7132156E+000
 1.1700104E+002, 5.9945654E+002, 7.4999310E+002, 7.7633008E+002, 7.3716107E+002, 5.8095367E+002, 5.0363324E+002, 4.3491989E+002, 3.2429367E+002, 5.8095367E+002, 5.0363324E+002, 4.3491989E+002, 3.2429367E+002, 6.1977448E+002, 6.9820569E+002, 6.7980005E+002, 6.3344781E+002, 5.5076678E+002, 5.0001480E+002, 4.2832297E+002, 3.6241544E+002, 5.5076678E+002, 5.0001480E+002, 4.2832297E+002, 3.6241544E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9520102E+001, 2.3617275E+001, 1.9819977E+001, 1.3708534E+001, 6.9811544E+000, 4.0323997E+000, 1.4441669E+001, 1.3424020E+001, 1.1496675E+001, 8.4310493E+000, 4.6197314E+000, 3.0318253E+000, 1.4424784E+000, 1.4413325E+000
 1.1800061E+002, 6.7780798E+002, 7.4996112E+002, 5.8593976E+002, 5.2938971E+002, 4.5738147E+002, 4.3169843E+002, 3.3075992E+002, 2.5670038E+002, 4.5738147E+002, 4.3169843E+002, 3.3075992E+002, 2.5670038E+002, 6.2970844E+002, 7.0667438E+002, 6.6889459E+002, 6.1637433E+002, 5.4053101E+002, 4.9230380E+002, 4.1876993E+002, 3.4727182E+002, 5.4053101E+002, 4.9230380E+002, 4.1876993E+002, 3.4727182E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0531439E+001, 2.2516474E+001, 1.7986526E+001, 1.2050331E+001, 5.7679329E+000, 3.0399852E+000, 1.4271399E+001, 1.2216471E+001, 1.0123579E+001, 7.6389966E+000, 4.2649021E+000, 2.6313319E+000, 1.5676687E+000, 1.5664213E+000
 1.1900149E+002, 6.2893732E+002, 8.1478937E+002, 7.2382178E+002, 6.3316083E+002, 4.8910867E+002, 4.5224722E+002, 3.4661072E+002, 2.7095862E+002, 4.8910867E+002, 4.5224722E+002, 3.4661072E+002, 2.7095862E+002, 6.3656439E+002, 7.1640619E+002, 6.6133844E+002, 5.9767255E+002, 5.2117847E+002, 4.7191345E+002, 3.9322623E+002, 3.2166467E+002, 5.2117847E+002, 4.7191345E+002, 3.9322623E+002, 3.2166467E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9997353E+001, 2.5893118E+001, 2.0589788E+001, 1.4177819E+001, 7.8816109E+000, 4.2585678E+000, 1.4139835E+001, 1.2523730E+001, 1.1011646E+001, 9.0927620E+000, 5.0813608E+000, 2.7966175E+000, 1.7999119E+000, 1.7982557E+000
 1.2000126E+002, 6.1026855E+002, 7.3637012E+002, 6.8204004E+002, 6.8830365E+002, 5.7020483E+002, 4.3255783E+002, 3.0712677E+002, 2.6754517E+002, 5.7020483E+002, 4.3255783E+002, 3.0712677E+002, 2.6754517E+002, 6.3176813E+002, 7.2306250E+002, 6.7332086E+002, 6.0845941E+002, 5.1850146E+002, 4.6277539E+002, 3.7899713E+002, 3.0824789E+002, 5.1850146E+002, 4.6277539E+002, 3.7899713E+002, 3.0824789E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4330181E+001, 2.7494528E+001, 2.3087837E+001, 1.3885748E+001, 5.9742060E+000, 3.3775904E+000, 1.4155763E+001, 1.3139883E+001, 1.1384459E+001, 8.1059275E+000, 4.6399641E+000, 2.9048216E+000, 1.7300063E+000, 1.7282946E+000
 1.2100004E+002, 6.5266229E+002, 7.4640430E+002, 6.4572900E+002, 5.3599579E+002, 4.6914252E+002, 4.3897540E+002, 4.3074393E+002, 3.9447281E+002, 4.6914252E+002, 4.3897540E+002, 4.3074393E+002, 3.9447281E+002, 6.3108978E+002, 7.1841937E+002, 6.7015326E+002, 5.9889600E+002, 5.2044678E+002, 4.6342032E+002, 3.9118481E+002, 3.2594269E+002, 5.2044678E+002, 4.6342032E+002, 3.9118481E+002, 3.2594269E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.0722641E+001, 3.0796165E+001, 2.1632059E+001, 1.3600428E+001, 5.1560903E+000, 2.5853622E+000, 1.5862109E+001, 1.3088865E+001, 9.9575367E+000, 6.6800280E+000, 3.4655998E+000, 1.9359914E+000, 1.5456327E+000, 1.5439736E+000
 1.2200177E+002, 6.7497632E+002, 6.0307190E+002, 4.8010110E+002, 4.5316089E+002, 3.4346417E+002, 2.5799585E+002, 1.4956409E+002, 1.3308157E+002, 3.4346417E+002, 2.5799585E+002, 1.4956409E+002, 1.3308157E+002, 6.4150293E+002, 7.0540643E+002, 6.3869275E+002, 5.6516351E+002, 4.8924747E+002, 4.2597308E+002, 3.5471194E+002, 3.0299142E+002, 4.8924747E+002, 4.2597308E+002, 3.5471194E+002, 3.0299142E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.8101990E+001, 3.3530521E+001, 2.3579905E+001, 1.1554329E+001, 4.3073378E+000, 2.4675984E+000, 1.5688938E+001, 1.3718480E+001, 1.1824475E+001, 6.9355822E+000, 3.4858975E+000, 2.4436808E+000, 1.6813101E+000, 1.6794351E+000
 1.2300075E+002, 6.9299261E+002, 7.9316211E+002, 7.2443384E+002, 7.0011737E+002, 4.9615491E+002, 3.7917014E+002, 2.9382068E+002, 2.3528961E+002, 4.9615491E+002, 3.7917014E+002, 2.9382068E+002, 2.3528961E+002, 6.4891699E+002, 7.0237268E+002, 6.3698425E+002, 5.5729913E+002, 4.6185651E+002, 3.9451678E+002, 3.2327054E+002, 2.7157477E+002, 4.6185651E+002, 3.9451678E+002, 3.2327054E+002, 2.7157477E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9375946E+001, 2.9727211E+001, 2.0250612E+001, 1.2139253E+001, 5.4019127E+000, 2.7776890E+000, 1.5401581E+001, 1.2938711E+001, 1.0875590E+001, 8.0899048E+000, 4.0921006E+000, 2.4552484E+000, 1.6684332E+000, 1.6666793E+000
 1.2400129E+002, 6.9346606E+002, 7.4255457E+002, 6.5991254E+002, 5.4930164E+002, 3.9174741E+002, 2.8108649E+002, 2.2034570E+002, 1.6674568E+002, 3.9174741E+002, 2.8108649E+002, 2.2034570E+002, 1.6674568E+002, 6.5744714E+002, 7.1567297E+002, 6.5382184E+002, 5.7104364E+002, 4.6215042E+002, 3.8296048E+002, 3.0991821E+002, 2.5665314E+002, 4.6215042E+002, 3.8296048E+002, 3.0991821E+002, 2.5665314E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.3623360E+001, 2.7418793E+001, 2.2715998E+001, 1.4862070E+001, 6.5658927E+000, 3.4319205E+000, 1.4182781E+001, 1.2424939E+001, 1.0648697E+001, 7.9074144E+000, 4.6192641E+000, 2.9993267E+000, 1.7922729E+000, 1.7903121E+000
 1.2500015E+002, 6.5109393E+002, 5.9042029E+002, 4.8094965E+002, 4.3271481E+002, 3.3640143E+002, 2.9313254E+002, 2.3274036E+002, 1.9002972E+002, 3.3640143E+002, 2.9313254E+002, 2.3274036E+002, 1.9002972E+002, 6.6267413E+002, 6.8944794E+002, 6.2489618E+002, 5.4542517E+002, 4.3714087E+002, 3.5985519E+002, 2.9179706E+002, 2.3985730E+002, 4.3714087E+002, 3.5985519E+002, 2.9179706E+002, 2.3985730E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7761696E+001, 3.2197487E+001, 2.5677372E+001, 1.7304426E+001, 7.0300021E+000, 3.8157973E+000, 1.4586106E+001, 1.4047938E+001, 1.4248120E+001, 9.5514832E+000, 4.5706139E+000, 2.7812314E+000, 1.8931527E+000, 1.8911157E+000
 1.2600071E+002, 7.1459399E+002, 6.1990039E+002, 4.4884213E+002, 3.9639117E+002, 2.7850653E+002, 2.3369891E+002, 2.0945755E+002, 1.5906435E+002, 2.7850653E+002, 2.3369891E+002, 2.0945755E+002, 1.5906435E+002, 6.6423163E+002, 6.6743823E+002, 5.8243573E+002, 5.0327194E+002, 4.0682761E+002, 3.4133398E+002, 2.7893777E+002, 2.2621672E+002, 4.0682761E+002, 3.4133398E+002, 2.7893777E+002, 2.2621672E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.3297314E+001, 3.6805435E+001, 2.5295988E+001, 1.3933709E+001, 5.3308644E+000, 3.0412440E+000, 1.5640077E+001, 1.5082206E+001, 1.3898846E+001, 8.7830791E+000, 3.9538674E+000, 2.7597649E+000, 1.7088588E+000, 1.7072526E+000
 1.2700008E+002, 6.7616089E+002, 6.9851337E+002, 6.0311908E+002, 5.8698138E+002, 4.8513364E+002, 3.6764688E+002, 2.7185123E+002, 2.1396419E+002, 4.8513364E+002, 3.6764688E+002, 2.7185123E+002, 2.1396419E+002, 6.7443970E+002, 6.7290991E+002, 5.8586169E+002, 5.0998724E+002, 4.1300269E+002, 3.4321695E+002, 2.7895694E+002, 2.2146391E+002, 4.1300269E+002, 3.4321695E+002, 2.7895694E+002, 2.2146391E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7069759E+001, 3.1268072E+001, 2.3979818E+001, 1.4807229E+001, 6.6968513E+000, 4.0820732E+000, 1.5078862E+001, 1.3078103E+001, 9.9067554E+000, 7.0635614E+000, 3.9877894E+000, 2.3918703E+000, 1.7881069E+000, 1.7863961E+000
 1.2800083E+002, 6.0234686E+002, 6.5093561E+002, 6.8173132E+002, 6.7006464E+002, 4.9861060E+002, 4.5446323E+002, 3.5825681E+002, 2.6975894E+002, 4.9861060E+002, 4.5446323E+002, 3.5825681E+002, 2.6975894E+002, 6.5676324E+002, 6.7845117E+002, 6.0926611E+002, 5.3759625E+002, 4.3794785E+002, 3.6297330E+002, 2.8760849E+002, 2.2910515E+002, 4.3794785E+002, 3.6297330E+002, 2.8760849E+002, 2.2910515E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4868885E+001, 3.1716362E+001, 2.6549210E+001, 1.7906359E+001, 7.1074843E+000, 3.9101849E+000, 1.5756377E+001, 1.4445499E+001, 1.1802223E+001, 7.6927543E+000, 3.6907375E+000, 2.2676580E+000, 1.7548136E+000, 1.7532197E+000
 1.2900111E+002, 6.5010297E+002, 5.2935809E+002, 4.3642819E+002, 3.7029895E+002, 3.2298880E+002, 2.8678241E+002, 2.6553842E+002, 2.3551527E+002, 3.2298880E+002, 2.8678241E+002, 2.6553842E+002, 2.3551527E+002, 6.4857361E+002, 6.5318414E+002, 5.9291425E+002, 5.1801520E+002, 4.2369351E+002, 3.6020261E+002, 2.9128210E+002, 2.3587498E+002, 4.2369351E+002, 3.6020261E+002, 2.9128210E+002, 2.3587498E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.2788563E+001, 3.4614716E+001, 2.7231289E+001, 1.6827274E+001, 6.8298273E+000, 3.5866880E+000, 1.7343237E+001, 1.4673455E+001, 1.1841993E+001, 9.1127663E+000, 4.0234890E+000, 2.5641022E+000, 1.7696697E+000, 1.7682301E+000
 1.3000135E+002, 6.2189905E+002, 4.5124274E+002, 3.2898294E+002, 2.9903714E+002, 2.8556607E+002, 2.5315143E+002, 1.9344695E+002, 1.5318025E+002, 2.8556607E+002, 2.5315143E+002, 1.9344695E+002, 1.5318025E+002, 6.5405701E+002, 6.1307861E+002, 5.4193317E+002, 4.7082001E+002, 3.9690149E+002, 3.4108862E+002, 2.8275357E+002, 2.2962083E+002, 3.9690149E+002, 3.4108862E+002, 2.8275357E+002, 2.2962083E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.8659683E+001, 3.7821529E+001, 3.2836052E+001, 1.9545696E+001, 7.4692650E+000, 4.0425010E+000, 2.0095585E+001, 2.0021936E+001, 1.6508251E+001, 1.1060390E+001, 5.6766663E+000, 3.8480926E+000, 1.7830274E+000, 1.7816222E+000
 1.3100171E+002, 6.0056116E+002, 5.4956775E+002, 4.3333401E+002, 3.3115741E+002, 1.9459932E+002, 1.6044519E+002, 1.2644269E+002, 1.4019807E+002, 1.9459932E+002, 1.6044519E+002, 1.2644269E+002, 1.4019807E+002, 6.4797968E+002, 5.9189008E+002, 5.0800244E+002, 4.3251648E+002, 3.5833197E+002, 3.0996933E+002, 2.5466621E+002, 2.1194525E+002, 3.5833197E+002, 3.0996933E+002, 2.5466621E+002, 2.1194525E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.1135315E+001, 3.9182446E+001, 3.0445658E+001, 1.6908585E+001, 5.9530802E+000, 2.9984763E+000, 1.9272743E+001, 1.6411770E+001, 1.3240089E+001, 1.0605879E+001, 5.0380363E+000, 2.7988825E+000, 1.8177346E+000, 1.8162382E+000
