s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 2.4400115E+002, 4.9409796E+002, 6.7258636E+002, 6.3758032E+002, 6.8999390E+002, 5.7865863E+002, 4.4595911E+002, 3.6190927E+002, 3.1651529E+002, 5.7865863E+002, 4.4595911E+002, 3.6190927E+002, 3.1651529E+002, 6.1139099E+002, 6.6748535E+002, 6.2059229E+002, 5.6983179E+002, 5.0706873E+002, 4.3203595E+002, 3.5098517E+002, 2.9349756E+002, 5.0706873E+002, 4.3203595E+002, 3.5098517E+002, 2.9349756E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7363419E+001, 2.4626457E+001, 2.2728333E+001, 1.5288370E+001, 6.2047944E+000, 2.9862640E+000, 1.4313371E+001, 1.3107368E+001, 1.1362260E+001, 8.0662899E+000, 4.3838205E+000, 2.4614949E+000, 1.7172687E+000, 1.7155876E+000
 2.4500152E+002, 5.9169104E+002, 7.2291583E+002, 6.8128174E+002, 6.6411737E+002, 5.8659131E+002, 5.1942780E+002, 3.7148157E+002, 2.8182837E+002, 5.8659131E+002, 5.1942780E+002, 3.7148157E+002, 2.8182837E+002, 5.9931610E+002, 6.7270856E+002, 6.3161652E+002, 5.8238995E+002, 5.1841461E+002, 4.3950516E+002, 3.4925720E+002, 2.8915146E+002, 5.1841461E+002, 4.3950516E+002, 3.4925720E+002, 2.8915146E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6460630E+001, 2.2516359E+001, 1.9504574E+001, 1.3307897E+001, 5.9443679E+000, 2.8486381E+000, 1.4347513E+001, 1.2890150E+001, 1.1253977E+001, 7.9513369E+000, 4.5456800E+000, 3.2296171E+000, 1.6010622E+000, 1.5999727E+000
 2.4600192E+002, 6.4703381E+002, 6.9284442E+002, 5.8739868E+002, 5.1720825E+002, 4.2625052E+002, 3.3983337E+002, 2.8995441E+002, 2.7818228E+002, 4.2625052E+002, 3.3983337E+002, 2.8995441E+002, 2.7818228E+002, 6.0498969E+002, 6.7376581E+002, 6.2842926E+002, 5.7852356E+002, 5.2045660E+002, 4.4191956E+002, 3.5201166E+002, 2.9444672E+002, 5.2045660E+002, 4.4191956E+002, 3.5201166E+002, 2.9444672E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5019251E+001, 2.2634817E+001, 2.2518173E+001, 1.7550478E+001, 7.1215596E+000, 4.2353582E+000, 1.3985096E+001, 1.2895126E+001, 1.3285108E+001, 1.0431418E+001, 4.9565291E+000, 3.0967567E+000, 1.6908826E+000, 1.6894288E+000
 2.4700078E+002, 6.6252509E+002, 7.0468085E+002, 5.5624274E+002, 5.3803174E+002, 4.5738998E+002, 3.5596716E+002, 3.0575107E+002, 2.4892465E+002, 4.5738998E+002, 3.5596716E+002, 3.0575107E+002, 2.4892465E+002, 6.2010114E+002, 6.8509381E+002, 6.2329480E+002, 5.6523431E+002, 4.9621573E+002, 4.2072604E+002, 3.4653088E+002, 2.9555289E+002, 4.9621573E+002, 4.2072604E+002, 3.4653088E+002, 2.9555289E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1945377E+001, 2.9666077E+001, 2.4074142E+001, 1.5907855E+001, 7.9662032E+000, 4.8977509E+000, 1.5139389E+001, 1.3953825E+001, 1.4844626E+001, 1.0911083E+001, 5.7917562E+000, 3.2925394E+000, 1.8777558E+000, 1.8757396E+000
 2.4800041E+002, 6.9165399E+002, 6.9395789E+002, 6.1478369E+002, 5.6172546E+002, 4.3696097E+002, 3.2688599E+002, 2.8924313E+002, 2.6973972E+002, 4.3696097E+002, 3.2688599E+002, 2.8924313E+002, 2.6973972E+002, 6.3799786E+002, 6.8266919E+002, 6.1334668E+002, 5.5189343E+002, 4.7567935E+002, 3.9629660E+002, 3.3186349E+002, 2.8343497E+002, 4.7567935E+002, 3.9629660E+002, 3.3186349E+002, 2.8343497E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8264240E+001, 2.4795197E+001, 2.0462843E+001, 1.5307385E+001, 9.1268950E+000, 4.3363972E+000, 1.4425193E+001, 1.3344954E+001, 1.2699815E+001, 1.1134163E+001, 6.1591763E+000, 3.3732882E+000, 1.6729600E+000, 1.6713550E+000
 2.4900018E+002, 6.5294653E+002, 6.8669879E+002, 6.1178833E+002, 6.1013354E+002, 4.5956357E+002, 3.8840262E+002, 2.8397211E+002, 2.3508865E+002, 4.5956357E+002, 3.8840262E+002, 2.8397211E+002, 2.3508865E+002, 6.4860925E+002, 6.8198584E+002, 6.1928351E+002, 5.6289056E+002, 4.7272638E+002, 3.9454028E+002, 3.2837976E+002, 2.8034183E+002, 4.7272638E+002, 3.9454028E+002, 3.2837976E+002, 2.8034183E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.3338848E+001, 3.4038700E+001, 2.7435608E+001, 1.6164621E+001, 5.8227301E+000, 3.7846510E+000, 1.6094080E+001, 1.3391855E+001, 1.0310575E+001, 7.3701081E+000, 3.8494790E+000, 2.9393620E+000, 1.7459178E+000, 1.7441555E+000
 2.5000113E+002, 6.2578613E+002, 6.8420404E+002, 5.0430939E+002, 5.5849084E+002, 4.7970013E+002, 3.6468869E+002, 2.9697827E+002, 2.3352002E+002, 4.7970013E+002, 3.6468869E+002, 2.9697827E+002, 2.3352002E+002, 6.4594501E+002, 6.7582684E+002, 5.9542712E+002, 5.4473895E+002, 4.6616669E+002, 3.9304926E+002, 3.2087109E+002, 2.7302496E+002, 4.6616669E+002, 3.9304926E+002, 3.2087109E+002, 2.7302496E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.2808590E+001, 3.2983063E+001, 2.5030510E+001, 1.4827512E+001, 5.6176329E+000, 3.0069261E+000, 1.6397182E+001, 1.5390925E+001, 1.2363780E+001, 8.0671463E+000, 4.2099943E+000, 2.8136370E+000, 1.7970564E+000, 1.7953806E+000
 2.5100124E+002, 6.8166681E+002, 6.8790491E+002, 6.4528333E+002, 6.9266296E+002, 5.8111969E+002, 4.8407880E+002, 3.9314618E+002, 3.4184436E+002, 5.8111969E+002, 4.8407880E+002, 3.9314618E+002, 3.4184436E+002, 6.4532117E+002, 6.8461371E+002, 6.1768341E+002, 5.7757806E+002, 4.9113083E+002, 4.0459991E+002, 3.3316809E+002, 2.7880298E+002, 4.9113083E+002, 4.0459991E+002, 3.3316809E+002, 2.7880298E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9543980E+001, 2.7944221E+001, 2.2501392E+001, 1.6030388E+001, 6.2730722E+000, 3.2420139E+000, 1.6714464E+001, 1.3955723E+001, 1.1218553E+001, 9.1262836E+000, 5.8399582E+000, 3.5362351E+000, 1.7553273E+000, 1.7537311E+000
 2.5200042E+002, 6.5757257E+002, 6.1418842E+002, 5.4417432E+002, 5.1833356E+002, 4.5699832E+002, 4.2111661E+002, 4.0154544E+002, 3.3553262E+002, 4.5699832E+002, 4.2111661E+002, 4.0154544E+002, 3.3553262E+002, 6.4760345E+002, 6.7453314E+002, 6.0880524E+002, 5.6705267E+002, 4.8888577E+002, 4.1505911E+002, 3.5335565E+002, 3.0000375E+002, 4.8888577E+002, 4.1505911E+002, 3.5335565E+002, 3.0000375E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7135521E+001, 2.7185202E+001, 2.2776093E+001, 1.6501917E+001, 7.6636324E+000, 4.4484968E+000, 1.6081299E+001, 1.3867657E+001, 1.2128946E+001, 9.0163813E+000, 4.3839846E+000, 2.7115135E+000, 1.7168225E+000, 1.7153578E+000
 2.5300022E+002, 6.1834448E+002, 7.5771991E+002, 6.6713086E+002, 6.1492487E+002, 4.8171396E+002, 3.9887604E+002, 3.3865118E+002, 2.8600574E+002, 4.8171396E+002, 3.9887604E+002, 3.3865118E+002, 2.8600574E+002, 6.4775769E+002, 6.7574487E+002, 6.1168341E+002, 5.5543140E+002, 4.7557721E+002, 4.0771225E+002, 3.4974005E+002, 2.9704922E+002, 4.7557721E+002, 4.0771225E+002, 3.4974005E+002, 2.9704922E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9066906E+001, 2.8332165E+001, 2.0303905E+001, 1.2793609E+001, 5.3612170E+000, 2.8846123E+000, 1.5559746E+001, 1.4433050E+001, 1.0834283E+001, 7.7675304E+000, 4.0110254E+000, 2.3641343E+000, 1.6753613E+000, 1.6740015E+000
 2.5400054E+002, 6.8136627E+002, 7.2010120E+002, 6.5683716E+002, 5.6935016E+002, 4.3864337E+002, 3.3911420E+002, 3.1317941E+002, 2.8511954E+002, 4.3864337E+002, 3.3911420E+002, 3.1317941E+002, 2.8511954E+002, 6.4509808E+002, 6.9386078E+002, 6.3362427E+002, 5.6489673E+002, 4.7641898E+002, 4.0603766E+002, 3.5335587E+002, 3.0475592E+002, 4.7641898E+002, 4.0603766E+002, 3.5335587E+002, 3.0475592E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4120499E+001, 3.3534996E+001, 2.5699520E+001, 1.5399297E+001, 6.4333739E+000, 3.2186205E+000, 1.6187157E+001, 1.5448587E+001, 1.4407085E+001, 9.3460960E+000, 4.8876357E+000, 2.6438904E+000, 1.8436395E+000, 1.8417116E+000
 2.5500040E+002, 7.2734473E+002, 5.9501465E+002, 4.4700793E+002, 4.3990485E+002, 3.6257977E+002, 3.5905164E+002, 3.4414713E+002, 2.6970035E+002, 3.6257977E+002, 3.5905164E+002, 3.4414713E+002, 2.6970035E+002, 6.5487646E+002, 6.7099939E+002, 6.1530920E+002, 5.4836255E+002, 4.5687366E+002, 3.9334271E+002, 3.4739014E+002, 2.9249509E+002, 4.5687366E+002, 3.9334271E+002, 3.4739014E+002, 2.9249509E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.5865280E+001, 3.0417582E+001, 2.7195755E+001, 2.1001600E+001, 8.7791758E+000, 4.6489043E+000, 1.5404436E+001, 1.3708798E+001, 1.2144506E+001, 8.8429928E+000, 5.0398893E+000, 3.0867202E+000, 2.0297368E+000, 2.0276108E+000
 2.5600195E+002, 6.8072272E+002, 5.3563953E+002, 4.8675806E+002, 4.6511771E+002, 3.2525803E+002, 2.8445758E+002, 2.1501190E+002, 1.9893359E+002, 3.2525803E+002, 2.8445758E+002, 2.1501190E+002, 1.9893359E+002, 6.6509167E+002, 6.4728625E+002, 5.8041315E+002, 5.1876874E+002, 4.2718710E+002, 3.6956952E+002, 3.2656308E+002, 2.7684937E+002, 4.2718710E+002, 3.6956952E+002, 3.2656308E+002, 2.7684937E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6648565E+001, 2.4404970E+001, 2.4190199E+001, 1.5960021E+001, 7.8420901E+000, 4.5117164E+000, 1.2389829E+001, 1.1050008E+001, 9.7505169E+000, 7.8361316E+000, 4.4488063E+000, 2.9036167E+000, 1.7364811E+000, 1.7349998E+000
 2.5700153E+002, 6.6017999E+002, 6.8492810E+002, 5.4893292E+002, 4.8784824E+002, 3.9464923E+002, 3.8555792E+002, 3.6185910E+002, 3.1887872E+002, 3.9464923E+002, 3.8555792E+002, 3.6185910E+002, 3.1887872E+002, 6.6008478E+002, 6.3870917E+002, 5.6647504E+002, 5.0473859E+002, 4.1714047E+002, 3.7062592E+002, 3.2705087E+002, 2.8158551E+002, 4.1714047E+002, 3.7062592E+002, 3.2705087E+002, 2.8158551E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0041447E+001, 2.7006573E+001, 2.7900032E+001, 2.1915659E+001, 1.0714515E+001, 5.4471598E+000, 1.3819670E+001, 1.2156286E+001, 1.1456892E+001, 9.6829863E+000, 5.4311070E+000, 3.8546298E+000, 1.9933935E+000, 1.9915793E+000
 2.5800072E+002, 6.7306201E+002, 7.3666077E+002, 6.0939539E+002, 5.1820990E+002, 3.3815842E+002, 2.8478366E+002, 2.6306067E+002, 2.2238342E+002, 3.3815842E+002, 2.8478366E+002, 2.6306067E+002, 2.2238342E+002, 6.5577917E+002, 6.5898468E+002, 5.7585651E+002, 5.0142044E+002, 4.0357779E+002, 3.6254630E+002, 3.2068127E+002, 2.7583932E+002, 4.0357779E+002, 3.6254630E+002, 3.2068127E+002, 2.7583932E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.6574242E+001, 2.8462479E+001, 2.0401817E+001, 1.3293677E+001, 7.1604753E+000, 4.1401110E+000, 1.5982472E+001, 1.3775537E+001, 1.0073521E+001, 6.5037866E+000, 3.5777762E+000, 2.4726331E+000, 1.8717375E+000, 1.8701794E+000
 2.5900062E+002, 6.5788812E+002, 5.3196564E+002, 4.3817331E+002, 4.3152286E+002, 3.5491104E+002, 3.4901257E+002, 2.8700400E+002, 2.2485263E+002, 3.5491104E+002, 3.4901257E+002, 2.8700400E+002, 2.2485263E+002, 6.5409497E+002, 6.5283142E+002, 5.7845807E+002, 5.0368152E+002, 4.0214102E+002, 3.5677118E+002, 3.1543164E+002, 2.6932443E+002, 4.0214102E+002, 3.5677118E+002, 3.1543164E+002, 2.6932443E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.0226589E+001, 3.3982075E+001, 2.7293581E+001, 1.5156106E+001, 5.9932299E+000, 3.7372944E+000, 1.6546103E+001, 1.6132662E+001, 1.3612275E+001, 8.5320969E+000, 4.3934522E+000, 3.1819777E+000, 1.8687356E+000, 1.8673737E+000
 2.6000121E+002, 5.6134692E+002, 6.8913953E+002, 5.7942847E+002, 5.3527240E+002, 4.5338446E+002, 4.2094122E+002, 3.6583978E+002, 3.7090442E+002, 4.5338446E+002, 4.2094122E+002, 3.6583978E+002, 3.7090442E+002, 6.3915582E+002, 6.5441351E+002, 5.7649658E+002, 5.0339627E+002, 4.0556049E+002, 3.6529825E+002, 3.2148135E+002, 2.8142990E+002, 4.0556049E+002, 3.6529825E+002, 3.2148135E+002, 2.8142990E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0561918E+001, 2.8535826E+001, 2.5448746E+001, 1.6907530E+001, 6.9525328E+000, 3.4427533E+000, 1.5243398E+001, 1.4008581E+001, 1.2218226E+001, 9.4374542E+000, 4.7147894E+000, 2.8485150E+000, 1.6960014E+000, 1.6946096E+000
 2.6100053E+002, 6.5297498E+002, 5.9823206E+002, 5.5949719E+002, 4.8717258E+002, 3.6790323E+002, 3.1096255E+002, 2.9014642E+002, 2.4272433E+002, 3.6790323E+002, 3.1096255E+002, 2.9014642E+002, 2.4272433E+002, 6.3891394E+002, 6.5436725E+002, 5.7604517E+002, 4.9626651E+002, 4.0529352E+002, 3.6514185E+002, 3.2440744E+002, 2.8510843E+002, 4.0529352E+002, 3.6514185E+002, 3.2440744E+002, 2.8510843E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7194378E+001, 3.0741999E+001, 2.8806017E+001, 1.8800907E+001, 7.4548345E+000, 3.8640711E+000, 1.4902880E+001, 1.3026964E+001, 1.0669639E+001, 7.8001084E+000, 4.5218673E+000, 2.7432647E+000, 1.7800133E+000, 1.7783259E+000
 2.6200096E+002, 6.7347052E+002, 5.9727954E+002, 4.3567361E+002, 3.5793842E+002, 3.2188892E+002, 3.3609540E+002, 3.2865149E+002, 2.6856525E+002, 3.2188892E+002, 3.3609540E+002, 3.2865149E+002, 2.6856525E+002, 6.4396075E+002, 6.3768127E+002, 5.5757819E+002, 4.7833383E+002, 3.9489062E+002, 3.5804358E+002, 3.2140356E+002, 2.7857187E+002, 3.9489062E+002, 3.5804358E+002, 3.2140356E+002, 2.7857187E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9631100E+001, 3.5804615E+001, 3.1868505E+001, 1.8236103E+001, 6.8471856E+000, 3.4657242E+000, 1.5816736E+001, 1.4023566E+001, 1.3828102E+001, 1.1368682E+001, 5.1485243E+000, 2.7075198E+000, 1.8557510E+000, 1.8543257E+000
 2.6300014E+002, 6.3293494E+002, 7.2775220E+002, 6.4941656E+002, 6.3865277E+002, 4.9023865E+002, 3.4414224E+002, 2.7627786E+002, 2.6709528E+002, 4.9023865E+002, 3.4414224E+002, 2.7627786E+002, 2.6709528E+002, 6.4523969E+002, 6.5224182E+002, 5.7094495E+002, 4.9157773E+002, 3.9972974E+002, 3.5685947E+002, 3.1852826E+002, 2.7984146E+002, 3.9972974E+002, 3.5685947E+002, 3.1852826E+002, 2.7984146E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9371819E+001, 2.7670628E+001, 2.7235138E+001, 1.9900934E+001, 7.9473801E+000, 3.7397842E+000, 1.4470417E+001, 1.3875489E+001, 1.2532541E+001, 9.3125019E+000, 4.7196913E+000, 3.3632739E+000, 1.8576846E+000, 1.8562980E+000
 2.6400009E+002, 6.0417462E+002, 6.7847430E+002, 6.6703271E+002, 7.1318372E+002, 5.4327386E+002, 5.1971613E+002, 4.2380820E+002, 3.3273502E+002, 5.4327386E+002, 5.1971613E+002, 4.2380820E+002, 3.3273502E+002, 6.3687976E+002, 6.6452191E+002, 6.0198236E+002, 5.3919623E+002, 4.5033093E+002, 3.9317648E+002, 3.3402789E+002, 2.8721539E+002, 4.5033093E+002, 3.9317648E+002, 3.3402789E+002, 2.8721539E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8410650E+001, 2.3864811E+001, 2.1524441E+001, 1.4168944E+001, 5.8526106E+000, 3.1406569E+000, 1.4496501E+001, 1.3560902E+001, 1.2641912E+001, 1.0228861E+001, 4.8246412E+000, 3.0183880E+000, 1.7730275E+000, 1.7717563E+000
 2.6500011E+002, 6.3560388E+002, 6.6867371E+002, 6.8332465E+002, 7.0144147E+002, 6.0170654E+002, 5.2980188E+002, 4.3488947E+002, 3.6298892E+002, 6.0170654E+002, 5.2980188E+002, 4.3488947E+002, 3.6298892E+002, 6.3175079E+002, 6.6069489E+002, 6.1728644E+002, 5.6683124E+002, 4.7066852E+002, 4.1908102E+002, 3.6022565E+002, 3.1149384E+002, 4.7066852E+002, 4.1908102E+002, 3.6022565E+002, 3.1149384E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0455200E+001, 2.7519735E+001, 2.4350924E+001, 1.5091081E+001, 5.3224235E+000, 2.9236283E+000, 1.5262668E+001, 1.3780332E+001, 1.2177957E+001, 8.7441549E+000, 4.7179575E+000, 3.3997369E+000, 1.8303879E+000, 1.8286817E+000
 2.6600035E+002, 6.4242487E+002, 6.8207855E+002, 5.6643488E+002, 5.6486169E+002, 5.3983746E+002, 4.8093030E+002, 4.1577713E+002, 3.6414130E+002, 5.3983746E+002, 4.8093030E+002, 4.1577713E+002, 3.6414130E+002, 6.2976392E+002, 6.7001245E+002, 6.3238635E+002, 5.8375726E+002, 5.0307965E+002, 4.4890256E+002, 3.8419211E+002, 3.2460690E+002, 5.0307965E+002, 4.4890256E+002, 3.8419211E+002, 3.2460690E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4665627E+001, 3.0544542E+001, 2.5108387E+001, 1.4528654E+001, 5.4061856E+000, 2.5902040E+000, 1.5988586E+001, 1.4376059E+001, 1.3412442E+001, 1.0134504E+001, 4.8925476E+000, 2.8784280E+000, 1.6980112E+000, 1.6965252E+000
 2.6700154E+002, 7.4040961E+002, 6.1152020E+002, 5.4051648E+002, 4.6142606E+002, 3.7912262E+002, 3.4324576E+002, 3.0207297E+002, 2.4781297E+002, 3.7912262E+002, 3.4324576E+002, 3.0207297E+002, 2.4781297E+002, 6.4819678E+002, 6.6469684E+002, 6.1068378E+002, 5.5126465E+002, 4.7979169E+002, 4.3357657E+002, 3.7439603E+002, 3.1984293E+002, 4.7979169E+002, 4.3357657E+002, 3.7439603E+002, 3.1984293E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.2768612E+001, 2.6854130E+001, 2.1451708E+001, 1.3994465E+001, 5.3181639E+000, 2.8124530E+000, 1.5470348E+001, 1.3807755E+001, 1.1663723E+001, 8.1564493E+000, 4.0011964E+000, 2.6982355E+000, 1.7585953E+000, 1.7573030E+000
 2.6800001E+002, 6.7923883E+002, 6.1475507E+002, 5.5338409E+002, 4.8745752E+002, 4.0162012E+002, 3.9119446E+002, 2.8759216E+002, 2.2226353E+002, 4.0162012E+002, 3.9119446E+002, 2.8759216E+002, 2.2226353E+002, 6.6269757E+002, 6.5193701E+002, 5.9706152E+002, 5.2576514E+002, 4.5201251E+002, 4.0876389E+002, 3.5215942E+002, 2.9839590E+002, 4.5201251E+002, 4.0876389E+002, 3.5215942E+002, 2.9839590E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.3924198E+001, 3.3756786E+001, 2.9124193E+001, 1.6326422E+001, 7.5930457E+000, 4.1129093E+000, 1.4088258E+001, 1.3559114E+001, 1.3463895E+001, 1.1470003E+001, 6.7700138E+000, 3.9813240E+000, 1.8583215E+000, 1.8569919E+000
 2.6900068E+002, 6.6143933E+002, 6.4905640E+002, 5.5402167E+002, 5.5442505E+002, 4.9252237E+002, 4.6357684E+002, 4.0055405E+002, 2.8807733E+002, 4.9252237E+002, 4.6357684E+002, 4.0055405E+002, 2.8807733E+002, 6.5889386E+002, 6.4552771E+002, 5.8906122E+002, 5.2553772E+002, 4.6047946E+002, 4.2436459E+002, 3.5593344E+002, 2.8776669E+002, 4.6047946E+002, 4.2436459E+002, 3.5593344E+002, 2.8776669E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8636425E+001, 2.5698175E+001, 2.6828976E+001, 1.8718130E+001, 7.3807983E+000, 3.7827246E+000, 1.4441842E+001, 1.3241776E+001, 1.3641213E+001, 1.1254689E+001, 5.4281254E+000, 3.0076628E+000, 1.8147924E+000, 1.8132365E+000
 2.7000092E+002, 5.8802728E+002, 5.9911023E+002, 5.5272534E+002, 5.9195789E+002, 4.7188397E+002, 4.4977029E+002, 3.9723859E+002, 3.6613901E+002, 4.7188397E+002, 4.4977029E+002, 3.9723859E+002, 3.6613901E+002, 6.5141455E+002, 6.4360156E+002, 5.8745093E+002, 5.3319464E+002, 4.5978345E+002, 4.2714847E+002, 3.6658487E+002, 3.0067618E+002, 4.5978345E+002, 4.2714847E+002, 3.6658487E+002, 3.0067618E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4939156E+001, 2.7582212E+001, 2.0557222E+001, 1.2004888E+001, 4.6861024E+000, 2.4327292E+000, 1.6825499E+001, 1.4155121E+001, 1.0948513E+001, 7.7341857E+000, 4.3294411E+000, 2.4977310E+000, 1.7360756E+000, 1.7342893E+000
