s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","Temp_TC01_Wall","Temp_TC02_Wall","Temp_TC03_Wall","Temp_TC04_Wall","Temp_TC05_Wall","Temp_TC06_Wall","Temp_TC07_Wall","Temp_TC08_Wall","Temp_TC09_Wall","Temp_TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 2.4500075E+002, 7.1840374E+002, 8.3633433E+002, 7.8339556E+002, 6.9164970E+002, 5.3585906E+002, 4.6790424E+002, 4.0382895E+002, 3.5077454E+002, 5.3585906E+002, 4.6790424E+002, 4.0382895E+002, 3.5077454E+002, 6.6043055E+002, 6.7982398E+002, 6.5386517E+002, 6.1904356E+002, 5.1853751E+002, 4.5924144E+002, 4.0263543E+002, 3.5308194E+002, 5.1853751E+002, 4.5924144E+002, 4.0263543E+002, 3.5308194E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2039237E+002, 1.1708851E+002, 9.4200375E+001, 7.8891109E+001, 6.0723024E+001, 5.1562069E+001, 4.1279080E+001, 3.6302262E+001, 3.1141274E+001, 2.9059052E+001, 3.5557327E+000, 3.3720072E+000, 2.4361773E+000, 1.8411046E+000, 1.2563131E+000, 9.8529707E-001, 2.9807878E+000, 2.8252387E+000, 2.1217763E+000, 1.6684534E+000, 1.1812823E+000, 9.5524810E-001, 1.0009801E+000, 9.9764116E-001
 2.4600590E+002, 5.6649302E+002, 6.2033895E+002, 6.3482708E+002, 6.3037599E+002, 5.4713846E+002, 4.7738606E+002, 4.1207114E+002, 3.6859722E+002, 5.4713846E+002, 4.7738606E+002, 4.1207114E+002, 3.6859722E+002, 6.3391161E+002, 6.9888388E+002, 7.0101999E+002, 6.7379623E+002, 5.6267411E+002, 4.9332034E+002, 4.2826824E+002, 3.7288139E+002, 5.6267411E+002, 4.9332034E+002, 4.2826824E+002, 3.7288139E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2082367E+002, 1.1790719E+002, 9.4901168E+001, 7.9508438E+001, 6.1192310E+001, 5.1884942E+001, 4.1489850E+001, 3.6443287E+001, 3.1152316E+001, 2.8967540E+001, 3.6201835E+000, 3.5755269E+000, 2.6583936E+000, 2.0658725E+000, 1.4029716E+000, 1.0691220E+000, 2.9420189E+000, 2.8834319E+000, 2.2559770E+000, 1.8131399E+000, 1.3076980E+000, 1.0413853E+000, 9.8845697E-001, 9.8514158E-001
 2.4700954E+002, 7.3382787E+002, 8.4975006E+002, 8.9162235E+002, 8.5342381E+002, 7.0399552E+002, 6.3353682E+002, 5.4002531E+002, 4.5239075E+002, 7.0399552E+002, 6.3353682E+002, 5.4002531E+002, 4.5239075E+002, 6.2605127E+002, 6.9978530E+002, 7.1087691E+002, 6.8942484E+002, 5.9336593E+002, 5.2734393E+002, 4.5415458E+002, 3.9272365E+002, 5.9336593E+002, 5.2734393E+002, 4.5415458E+002, 3.9272365E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2056230E+002, 1.1761507E+002, 9.4814854E+001, 7.9440121E+001, 6.1109571E+001, 5.1852379E+001, 4.1498953E+001, 3.6447572E+001, 3.1183964E+001, 2.9010211E+001, 3.5175607E+000, 3.4389682E+000, 2.5776693E+000, 1.9890722E+000, 1.3270776E+000, 1.0176399E+000, 2.9328943E+000, 2.8683167E+000, 2.2198101E+000, 1.7539278E+000, 1.2143516E+000, 9.5664184E-001, 1.0180460E+000, 1.0146386E+000
 2.4800465E+002, 4.9752364E+002, 5.9063406E+002, 6.8074755E+002, 7.0250614E+002, 6.8895653E+002, 5.9392012E+002, 4.6398487E+002, 3.7489713E+002, 6.8895653E+002, 5.9392012E+002, 4.6398487E+002, 3.7489713E+002, 6.3251582E+002, 7.2678049E+002, 7.6848676E+002, 7.6013191E+002, 6.5869780E+002, 5.7540491E+002, 4.8295990E+002, 4.1254631E+002, 6.5869780E+002, 5.7540491E+002, 4.8295990E+002, 4.1254631E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2079858E+002, 1.1772199E+002, 9.4793114E+001, 7.9473436E+001, 6.1116159E+001, 5.1822088E+001, 4.1482795E+001, 3.6432461E+001, 3.1141823E+001, 2.8940028E+001, 3.5152067E+000, 3.4079597E+000, 2.5240200E+000, 1.9741839E+000, 1.3296879E+000, 1.0039556E+000, 2.8547080E+000, 2.8152320E+000, 2.2014058E+000, 1.7924616E+000, 1.2834091E+000, 1.0040184E+000, 9.6126546E-001, 9.5809376E-001
 2.4900722E+002, 6.3299350E+002, 7.9752896E+002, 8.3534847E+002, 7.6683230E+002, 5.3260111E+002, 4.3598352E+002, 3.6862187E+002, 3.2477393E+002, 5.3260111E+002, 4.3598352E+002, 3.6862187E+002, 3.2477393E+002, 5.9033933E+002, 6.8321685E+002, 7.2491280E+002, 7.0607578E+002, 6.0073396E+002, 5.2152454E+002, 4.3328604E+002, 3.6962909E+002, 6.0073396E+002, 5.2152454E+002, 4.3328604E+002, 3.6962909E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2066085E+002, 1.1758661E+002, 9.4481886E+001, 7.9190277E+001, 6.0947690E+001, 5.1704270E+001, 4.1381464E+001, 3.6345663E+001, 3.1042340E+001, 2.8833185E+001, 3.5939632E+000, 3.4820965E+000, 2.4631462E+000, 1.8766990E+000, 1.2347306E+000, 9.2916274E-001, 2.9901183E+000, 2.8972084E+000, 2.1347365E+000, 1.6718896E+000, 1.1560282E+000, 8.9818352E-001, 9.1730538E-001, 9.1430211E-001
 2.5001145E+002, 7.8652473E+002, 7.9453361E+002, 7.4537085E+002, 6.8504082E+002, 5.5738588E+002, 4.8106733E+002, 4.0749603E+002, 3.4630580E+002, 5.5738588E+002, 4.8106733E+002, 4.0749603E+002, 3.4630580E+002, 6.4067692E+002, 7.2758432E+002, 7.5099416E+002, 7.2282532E+002, 5.9583541E+002, 5.1443320E+002, 4.3395966E+002, 3.7400988E+002, 5.9583541E+002, 5.1443320E+002, 4.3395966E+002, 3.7400988E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2079194E+002, 1.1761457E+002, 9.4652341E+001, 7.9485546E+001, 6.1192198E+001, 5.1873175E+001, 4.1506379E+001, 3.6459082E+001, 3.1122758E+001, 2.8860901E+001, 3.4277307E+000, 3.1909510E+000, 2.3352724E+000, 1.8668462E+000, 1.2841908E+000, 9.7655558E-001, 2.7358112E+000, 2.6031075E+000, 1.9934239E+000, 1.6387505E+000, 1.1960388E+000, 9.4371578E-001, 1.0278580E+000, 1.0243717E+000
 2.5100367E+002, 7.7661600E+002, 8.1424965E+002, 7.3106645E+002, 6.4142704E+002, 5.0825815E+002, 4.7494169E+002, 4.4680111E+002, 4.3391349E+002, 5.0825815E+002, 4.7494169E+002, 4.4680111E+002, 4.3391349E+002, 6.7944251E+002, 7.3097961E+002, 7.1299483E+002, 6.6707446E+002, 5.5264517E+002, 4.8896147E+002, 4.2512138E+002, 3.7497275E+002, 5.5264517E+002, 4.8896147E+002, 4.2512138E+002, 3.7497275E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2185223E+002, 1.1847578E+002, 9.5171629E+001, 7.9741224E+001, 6.1289353E+001, 5.1936740E+001, 4.1511654E+001, 3.6447644E+001, 3.1092594E+001, 2.8830144E+001, 3.9962860E+000, 3.8362739E+000, 2.8361482E+000, 2.1556454E+000, 1.3990599E+000, 1.0556060E+000, 3.2823150E+000, 3.1696704E+000, 2.4075267E+000, 1.9152831E+000, 1.2988647E+000, 1.0041571E+000, 1.0076978E+000, 1.0042305E+000
 2.5200837E+002, 7.6961121E+002, 9.0871770E+002, 9.1488121E+002, 8.7577053E+002, 7.0469730E+002, 6.1794195E+002, 5.4590618E+002, 4.9022891E+002, 7.0469730E+002, 6.1794195E+002, 5.4590618E+002, 4.9022891E+002, 6.7841178E+002, 7.5774092E+002, 7.5001769E+002, 7.1425774E+002, 5.9419492E+002, 5.3111158E+002, 4.7004533E+002, 4.2560483E+002, 5.9419492E+002, 5.3111158E+002, 4.7004533E+002, 4.2560483E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2202147E+002, 1.1884442E+002, 9.5590104E+001, 7.9990684E+001, 6.1422094E+001, 5.2087255E+001, 4.1639482E+001, 3.6533047E+001, 3.1141550E+001, 2.8866253E+001, 3.7931076E+000, 3.5947947E+000, 2.5956706E+000, 1.9577932E+000, 1.2888424E+000, 9.9229362E-001, 3.0909854E+000, 2.9461149E+000, 2.1816631E+000, 1.7117230E+000, 1.1784126E+000, 9.3089350E-001, 9.8138627E-001, 9.7803571E-001
 2.5300441E+002, 8.0997377E+002, 9.2151939E+002, 8.6582675E+002, 7.4291149E+002, 4.8675464E+002, 3.9055525E+002, 3.1941100E+002, 2.7725126E+002, 4.8675464E+002, 3.9055525E+002, 3.1941100E+002, 2.7725126E+002, 7.1650857E+002, 7.9058414E+002, 7.5984815E+002, 7.0173948E+002, 5.6815076E+002, 5.0905777E+002, 4.5510384E+002, 4.1528747E+002, 5.6815076E+002, 5.0905777E+002, 4.5510384E+002, 4.1528747E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2254754E+002, 1.1909921E+002, 9.5526684E+001, 7.9989061E+001, 6.1405837E+001, 5.2030916E+001, 4.1610511E+001, 3.6512894E+001, 3.1105786E+001, 2.8816410E+001, 3.8971569E+000, 3.6878519E+000, 2.6024375E+000, 2.0178973E+000, 1.3414364E+000, 1.0019089E+000, 3.0872863E+000, 2.9975531E+000, 2.2574240E+000, 1.8128887E+000, 1.2628698E+000, 9.7568807E-001, 9.7727338E-001, 9.7398466E-001
 2.5400302E+002, 8.9140001E+002, 9.2818559E+002, 8.1276820E+002, 6.8433844E+002, 4.6704171E+002, 3.9172295E+002, 3.3043564E+002, 2.8077247E+002, 4.6704171E+002, 3.9172295E+002, 3.3043564E+002, 2.8077247E+002, 7.4057085E+002, 8.0627675E+002, 7.7798183E+002, 7.1338140E+002, 5.5063063E+002, 4.8024420E+002, 4.2010197E+002, 3.7580523E+002, 5.5063063E+002, 4.8024420E+002, 4.2010197E+002, 3.7580523E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2388415E+002, 1.2032517E+002, 9.6400869E+001, 8.0576929E+001, 6.1620436E+001, 5.2101235E+001, 4.1603625E+001, 3.6510121E+001, 3.1105909E+001, 2.8870875E+001, 4.4581626E+000, 4.1766929E+000, 2.9874073E+000, 2.2530453E+000, 1.4076915E+000, 1.0218724E+000, 3.4786944E+000, 3.2638353E+000, 2.3795608E+000, 1.8818294E+000, 1.2853592E+000, 9.7186579E-001, 9.9680079E-001, 9.9346506E-001
 2.5500521E+002, 6.6982778E+002, 8.7383827E+002, 9.1065187E+002, 8.5417206E+002, 6.1006833E+002, 5.0963592E+002, 4.2583498E+002, 3.5719355E+002, 6.1006833E+002, 5.0963592E+002, 4.2583498E+002, 3.5719355E+002, 7.3386563E+002, 8.1128822E+002, 7.8352535E+002, 7.1223817E+002, 5.3403872E+002, 4.6302023E+002, 4.0293214E+002, 3.5742042E+002, 5.3403872E+002, 4.6302023E+002, 4.0293214E+002, 3.5742042E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2345352E+002, 1.2010413E+002, 9.6602148E+001, 8.0847010E+001, 6.1859018E+001, 5.2299472E+001, 4.1759170E+001, 3.6713672E+001, 3.1475658E+001, 2.9299650E+001, 3.5571235E+000, 3.4534697E+000, 2.6898619E+000, 2.1128580E+000, 1.4106626E+000, 1.0870597E+000, 2.7989329E+000, 2.7284786E+000, 2.1911495E+000, 1.8286502E+000, 1.3110125E+000, 1.0439370E+000, 9.2729636E-001, 9.2419819E-001
 2.5600821E+002, 7.2595278E+002, 7.5524474E+002, 6.8702800E+002, 6.2040946E+002, 4.5071740E+002, 3.7157106E+002, 3.2401735E+002, 3.0213827E+002, 4.5071740E+002, 3.7157106E+002, 3.2401735E+002, 3.0213827E+002, 6.9439314E+002, 7.7983100E+002, 7.6587133E+002, 7.1462730E+002, 5.4664966E+002, 4.7248663E+002, 4.1202170E+002, 3.6596821E+002, 5.4664966E+002, 4.7248663E+002, 4.1202170E+002, 3.6596821E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2383157E+002, 1.2078043E+002, 9.6927063E+001, 8.1117295E+001, 6.2058734E+001, 5.2449071E+001, 4.1824553E+001, 3.6681609E+001, 3.1380282E+001, 2.9197048E+001, 3.9771090E+000, 3.9931970E+000, 2.8899124E+000, 2.2405832E+000, 1.4554634E+000, 1.0844475E+000, 3.1271194E+000, 3.1353905E+000, 2.3704949E+000, 1.9016861E+000, 1.3274076E+000, 1.0258876E+000, 1.0418824E+000, 1.0383813E+000
 2.5700175E+002, 7.7176089E+002, 8.1097261E+002, 7.1610335E+002, 5.8087414E+002, 3.8488716E+002, 3.3600748E+002, 3.0033357E+002, 2.6288143E+002, 3.8488716E+002, 3.3600748E+002, 3.0033357E+002, 2.6288143E+002, 6.8839717E+002, 7.4241310E+002, 7.0890438E+002, 6.4476209E+002, 4.8390786E+002, 4.1969459E+002, 3.7043466E+002, 3.3264684E+002, 4.8390786E+002, 4.1969459E+002, 3.7043466E+002, 3.3264684E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2291867E+002, 1.1978961E+002, 9.6355789E+001, 8.0773058E+001, 6.1957354E+001, 5.2441110E+001, 4.1872752E+001, 3.6762184E+001, 3.1565449E+001, 2.9460460E+001, 3.3575241E+000, 3.1631149E+000, 2.3370770E+000, 1.8522127E+000, 1.3025057E+000, 1.0107465E+000, 2.8220526E+000, 2.7014737E+000, 2.0503722E+000, 1.6601634E+000, 1.2031872E+000, 9.5540683E-001, 9.9265247E-001, 9.8933435E-001
 2.5800040E+002, 7.5372034E+002, 7.9239371E+002, 7.4080692E+002, 6.7665797E+002, 5.9761216E+002, 5.3866811E+002, 4.6075640E+002, 3.7322700E+002, 5.9761216E+002, 5.3866811E+002, 4.6075640E+002, 3.7322700E+002, 7.0586170E+002, 7.5492504E+002, 7.2123522E+002, 6.6039125E+002, 5.1919879E+002, 4.5171576E+002, 3.8969479E+002, 3.3794247E+002, 5.1919879E+002, 4.5171576E+002, 3.8969479E+002, 3.3794247E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2371680E+002, 1.2054290E+002, 9.6783032E+001, 8.1069534E+001, 6.2156295E+001, 5.2564601E+001, 4.1918831E+001, 3.6780272E+001, 3.1492752E+001, 2.9346637E+001, 3.9262859E+000, 3.8097154E+000, 2.7823997E+000, 2.1629160E+000, 1.4572978E+000, 1.1188543E+000, 3.0946938E+000, 3.0168471E+000, 2.2904841E+000, 1.8266005E+000, 1.3082007E+000, 1.0450425E+000, 1.0310809E+000, 1.0276389E+000
 2.5900650E+002, 7.6420625E+002, 7.1790658E+002, 6.1846622E+002, 5.3793156E+002, 4.3148725E+002, 3.7905401E+002, 3.2871534E+002, 2.9320040E+002, 4.3148725E+002, 3.7905401E+002, 3.2871534E+002, 2.9320040E+002, 6.9224716E+002, 7.1638093E+002, 6.7357536E+002, 6.1536966E+002, 5.0219411E+002, 4.4357824E+002, 3.8684702E+002, 3.3520943E+002, 5.0219411E+002, 4.4357824E+002, 3.8684702E+002, 3.3520943E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2309553E+002, 1.1961646E+002, 9.5976630E+001, 8.0525234E+001, 6.1949814E+001, 5.2483716E+001, 4.1934386E+001, 3.6816879E+001, 3.1528841E+001, 2.9340603E+001, 3.4510010E+000, 3.1602592E+000, 2.2035468E+000, 1.7331782E+000, 1.2102488E+000, 9.3320739E-001, 2.9564165E+000, 2.7262383E+000, 1.9594905E+000, 1.5543619E+000, 1.1351086E+000, 9.0637365E-001, 9.4084438E-001, 9.3774430E-001
 2.6000253E+002, 8.2561184E+002, 8.0359625E+002, 7.0552173E+002, 6.2190503E+002, 5.0547779E+002, 4.5012735E+002, 4.0394980E+002, 3.5844072E+002, 5.0547779E+002, 4.5012735E+002, 4.0394980E+002, 3.5844072E+002, 7.1350871E+002, 7.2288157E+002, 6.7142701E+002, 6.1575081E+002, 5.0113236E+002, 4.3982476E+002, 3.8285676E+002, 3.3232223E+002, 5.0113236E+002, 4.3982476E+002, 3.8285676E+002, 3.3232223E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2326295E+002, 1.1950480E+002, 9.5840563E+001, 8.0447669E+001, 6.1873360E+001, 5.2416787E+001, 4.1892919E+001, 3.6798978E+001, 3.1691590E+001, 2.9630548E+001, 3.6186589E+000, 3.2614253E+000, 2.3246467E+000, 1.8353253E+000, 1.2461570E+000, 9.5427628E-001, 3.2151318E+000, 2.9473851E+000, 2.1543526E+000, 1.7218392E+000, 1.2089120E+000, 9.4390504E-001, 9.6372982E-001, 9.6051646E-001
 2.6100337E+002, 8.1088725E+002, 7.6784271E+002, 5.8443019E+002, 4.5149692E+002, 3.8589680E+002, 3.7167713E+002, 3.4245111E+002, 3.1252936E+002, 3.8589680E+002, 3.7167713E+002, 3.4245111E+002, 3.1252936E+002, 7.2651579E+002, 7.0757529E+002, 6.2643120E+002, 5.6065828E+002, 4.6772431E+002, 4.1949550E+002, 3.7265469E+002, 3.3201528E+002, 4.6772431E+002, 4.1949550E+002, 3.7265469E+002, 3.3201528E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2334241E+002, 1.1971426E+002, 9.6059268E+001, 8.0644461E+001, 6.2029073E+001, 5.2567658E+001, 4.2057576E+001, 3.6984811E+001, 3.1829967E+001, 2.9737710E+001, 3.5432125E+000, 3.3764598E+000, 2.4641774E+000, 1.9231937E+000, 1.3185505E+000, 1.0531298E+000, 2.8093637E+000, 2.6893166E+000, 2.0465490E+000, 1.6581023E+000, 1.1671635E+000, 9.2894340E-001, 9.9720773E-001, 9.9387501E-001
 2.6200220E+002, 7.8294631E+002, 9.0429708E+002, 8.5939195E+002, 7.6338888E+002, 5.8455930E+002, 4.9053469E+002, 4.2078159E+002, 3.6046120E+002, 5.8455930E+002, 4.9053469E+002, 4.2078159E+002, 3.6046120E+002, 7.2535068E+002, 7.5439640E+002, 6.9117021E+002, 6.2236453E+002, 5.2101030E+002, 4.6873098E+002, 4.1535160E+002, 3.6753142E+002, 5.2101030E+002, 4.6873098E+002, 4.1535160E+002, 3.6753142E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2378474E+002, 1.2023189E+002, 9.6323623E+001, 8.0756935E+001, 6.2083170E+001, 5.2622008E+001, 4.2189342E+001, 3.7220144E+001, 3.2100944E+001, 2.9987213E+001, 3.8224593E+000, 3.6423303E+000, 2.5719578E+000, 1.9689046E+000, 1.3100612E+000, 1.0143629E+000, 3.0609841E+000, 2.9227731E+000, 2.1662156E+000, 1.7135823E+000, 1.1964721E+000, 9.4866378E-001, 9.7088436E-001, 9.6764373E-001
 2.6300919E+002, 7.8838399E+002, 8.1075354E+002, 7.3232286E+002, 6.5244062E+002, 5.1814539E+002, 4.5565568E+002, 3.8688649E+002, 3.2985063E+002, 5.1814539E+002, 4.5565568E+002, 3.8688649E+002, 3.2985063E+002, 7.2424735E+002, 7.5773655E+002, 7.0729737E+002, 6.3686877E+002, 5.1170843E+002, 4.5039423E+002, 3.9415862E+002, 3.4608013E+002, 5.1170843E+002, 4.5039423E+002, 3.9415862E+002, 3.4608013E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2492186E+002, 1.2100927E+002, 9.6586515E+001, 8.0860020E+001, 6.2103458E+001, 5.2588481E+001, 4.2041366E+001, 3.6968297E+001, 3.1748039E+001, 2.9593997E+001, 4.2861323E+000, 3.9132552E+000, 2.6905343E+000, 2.0255913E+000, 1.3011748E+000, 9.6741146E-001, 3.5693294E+000, 3.4121894E+000, 2.4109328E+000, 1.8750995E+000, 1.2736892E+000, 9.6165520E-001, 9.7477024E-001, 9.7153957E-001
 2.6400141E+002, 7.6000805E+002, 6.4500320E+002, 5.3108178E+002, 4.7359691E+002, 4.4454200E+002, 4.1777406E+002, 3.8632282E+002, 3.4625325E+002, 4.4454200E+002, 4.1777406E+002, 3.8632282E+002, 3.4625325E+002, 7.0749047E+002, 7.1671618E+002, 6.6752345E+002, 6.0951510E+002, 5.0856983E+002, 4.5404853E+002, 4.0053876E+002, 3.5199323E+002, 5.0856983E+002, 4.5404853E+002, 4.0053876E+002, 3.5199323E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2441381E+002, 1.2041161E+002, 9.6511788E+001, 8.0923946E+001, 6.2103563E+001, 5.2544764E+001, 4.2001074E+001, 3.6908086E+001, 3.1641517E+001, 2.9470371E+001, 3.4922477E+000, 3.2117604E+000, 2.3692890E+000, 1.8627285E+000, 1.2588364E+000, 9.7099449E-001, 2.7325601E+000, 2.5898299E+000, 1.9931539E+000, 1.6232420E+000, 1.1654953E+000, 9.2247336E-001, 1.0316493E+000, 1.0282342E+000
 2.6500359E+002, 6.5091140E+002, 8.5141674E+002, 8.7776510E+002, 7.9366382E+002, 5.5329232E+002, 4.7306951E+002, 3.9807020E+002, 3.2696952E+002, 5.5329232E+002, 4.7306951E+002, 3.9807020E+002, 3.2696952E+002, 6.8295845E+002, 7.2155568E+002, 6.8252259E+002, 6.1854990E+002, 5.0221254E+002, 4.4786267E+002, 3.9605135E+002, 3.4863943E+002, 5.0221254E+002, 4.4786267E+002, 3.9605135E+002, 3.4863943E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2520424E+002, 1.2115149E+002, 9.6885748E+001, 8.1144046E+001, 6.2213799E+001, 5.2615947E+001, 4.1996562E+001, 3.6882699E+001, 3.1587083E+001, 2.9393332E+001, 4.0125811E+000, 3.8174014E+000, 2.7709923E+000, 2.1196734E+000, 1.3729996E+000, 1.0301803E+000, 3.3180610E+000, 3.1510614E+000, 2.4158646E+000, 1.9465809E+000, 1.3292774E+000, 1.0102474E+000, 9.3197353E-001, 9.2890781E-001
 2.6600985E+002, 6.9452171E+002, 7.8956342E+002, 7.6891438E+002, 7.2000758E+002, 5.7470057E+002, 4.8585973E+002, 4.2292419E+002, 3.5871264E+002, 5.7470057E+002, 4.8585973E+002, 4.2292419E+002, 3.5871264E+002, 6.6012680E+002, 7.2826721E+002, 7.1934193E+002, 6.7358339E+002, 5.3796952E+002, 4.7748417E+002, 4.1991357E+002, 3.6227684E+002, 5.3796952E+002, 4.7748417E+002, 4.1991357E+002, 3.6227684E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2512607E+002, 1.2132297E+002, 9.7108142E+001, 8.1360778E+001, 6.2438176E+001, 5.2880727E+001, 4.2207245E+001, 3.7044990E+001, 3.1739445E+001, 2.9510725E+001, 3.8408889E+000, 3.6504264E+000, 2.6143335E+000, 2.0056816E+000, 1.3345078E+000, 1.0398639E+000, 3.2167318E+000, 3.0585776E+000, 2.2194736E+000, 1.7747300E+000, 1.2341189E+000, 9.8496761E-001, 9.8613146E-001, 9.8285804E-001
